iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/even_stance,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
7666,188.378967,1000.0,0.825988,0.856949,0.0,0.0,0.056847,74329.0,0.138138,0.245101,0.187926,0.346809,-0.057415,0.684153,6.724724,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.143451,-0.014449,0.0,0.0,-0.07772,-0.017743,-0.015898,-0.028503,0.839236,-0.040934,-0.108332,-0.007986,-0.025733,1.875069,4.423565,-0.082392,-0.000908,-0.538514,3.625,0.020668,0.074465,0.114884
7667,185.121307,1000.0,0.804809,0.837292,0.0,0.0,0.056753,66610.0,0.141723,0.239604,0.182176,0.342274,-0.057118,0.667761,6.721344,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.146483,-0.010646,0.0,0.0,-0.075823,-0.017398,-0.014389,-0.02776,0.836509,-0.038525,-0.100476,-0.007451,-0.025816,1.860959,4.446395,-0.080311,-0.000926,-0.572859,4.666667,0.018409,0.0764,0.127781
7668,191.423721,1000.0,0.803597,0.836702,0.0,0.0,0.056775,69267.0,0.133854,0.244002,0.187808,0.336605,-0.052792,0.686789,6.731411,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.139046,-0.009679,0.0,0.0,-0.071674,-0.016823,-0.013805,-0.026235,0.843138,-0.039925,-0.102021,-0.007457,-0.023762,1.888576,4.43547,-0.073964,-0.000794,-0.295903,4.25,0.021271,0.078093,0.113015
7669,187.446503,1000.0,0.77102,0.818799,0.0,0.0,0.056725,73882.0,0.149354,0.246694,0.185847,0.348088,-0.05661,0.664768,6.705054,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.154486,-0.011321,0.0,0.0,-0.075575,-0.017371,-0.014902,-0.027239,0.835212,-0.04001,-0.098727,-0.008248,-0.025124,1.844838,4.42309,-0.080766,-0.000942,-0.434052,3.782609,0.022032,0.080648,0.131787
7670,189.823959,1000.0,0.827906,0.822196,0.0,0.0,0.056751,77974.0,0.142793,0.244179,0.192633,0.344255,-0.057729,0.682161,6.726816,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.13669,-0.009624,0.0,0.0,-0.076339,-0.017571,-0.014599,-0.028129,0.836848,-0.041439,-0.108115,-0.008421,-0.025025,1.864989,4.417118,-0.080204,-0.000863,-0.389469,4.625,0.019733,0.091403,0.128706
7671,188.635086,1000.0,0.806705,0.831036,0.0,0.0,0.056779,78199.0,0.145027,0.243596,0.178305,0.347813,-0.057191,0.667253,6.730971,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.149111,-0.013184,0.0,0.0,-0.07754,-0.017414,-0.014886,-0.027704,0.836162,-0.039671,-0.104413,-0.008326,-0.02686,1.861301,4.435609,-0.081312,-0.001004,-0.419854,4.0,0.020727,0.07604,0.121171
7672,188.336273,1000.0,0.798683,0.819158,0.0,0.0,0.056696,80120.0,0.134674,0.244279,0.180841,0.332706,-0.054051,0.672732,6.721364,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.14974,-0.009764,0.0,0.0,-0.072461,-0.016786,-0.013856,-0.026052,0.84509,-0.040838,-0.101995,-0.007961,-0.023784,1.878649,4.427548,-0.075421,-0.000732,-0.424527,4.347826,0.023721,0.085602,0.135862
7673,188.785919,1000.0,0.779522,0.830125,0.0,0.0,0.056716,68440.0,0.147063,0.248942,0.185312,0.358052,-0.058981,0.665258,6.730132,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.142771,-0.013268,0.0,0.0,-0.081143,-0.018096,-0.016126,-0.030178,0.82756,-0.042814,-0.111084,-0.007942,-0.02641,1.854836,4.403062,-0.085233,-0.001074,-0.373168,5.043478,0.019558,0.085267,0.124815
7674,190.670517,1000.0,0.828729,0.825065,0.0,0.0,0.056786,73151.0,0.132063,0.242652,0.172568,0.309212,-0.051899,0.628951,6.731403,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.150666,-0.007536,0.0,0.0,-0.067046,-0.016379,-0.012625,-0.024743,0.841945,-0.038907,-0.09703,-0.007485,-0.021902,1.885944,4.442069,-0.07099,-0.000705,-0.347604,4.25,0.01925,0.084622,0.152961
7675,186.076767,1000.0,0.815487,0.824502,0.0,0.0,0.056932,70578.0,0.138739,0.237162,0.187571,0.358989,-0.05628,0.708403,6.750983,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.147424,-0.011203,0.0,0.0,-0.07627,-0.017195,-0.015061,-0.027059,0.832314,-0.039862,-0.102185,-0.008232,-0.024809,1.870414,4.436884,-0.080092,-0.001152,-0.647197,4.833333,0.02044,0.097943,0.140886
7676,189.564484,1000.0,0.800103,0.833768,0.0,0.0,0.05701,68033.0,0.141406,0.239873,0.192406,0.337446,-0.056553,0.643713,6.732105,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.13483,-0.014784,0.0,0.0,-0.07648,-0.017384,-0.014583,-0.027847,0.833798,-0.039611,-0.103363,-0.007072,-0.026048,1.86842,4.439651,-0.079334,-0.00096,-0.32797,4.416667,0.022473,0.077231,0.135907
7677,189.602173,1000.0,0.788242,0.836901,0.0,0.0,0.057023,67317.0,0.137294,0.245458,0.191183,0.347912,-0.0577,0.682216,6.747715,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.149067,-0.011893,0.0,0.0,-0.07534,-0.017349,-0.014434,-0.027327,0.838951,-0.039977,-0.101059,-0.008156,-0.025065,1.875159,4.432604,-0.080247,-0.00116,-0.524363,4.73913,0.018887,0.082227,0.123098
7678,190.902283,1000.0,0.786016,0.835987,0.0,0.0,0.057131,64758.0,0.13944,0.245474,0.197228,0.352145,-0.055388,0.716516,6.757103,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.14105,-0.009579,0.0,0.0,-0.073,-0.017003,-0.014092,-0.026548,0.841868,-0.039919,-0.101078,-0.007851,-0.023905,1.872709,4.430483,-0.076604,-0.000727,-0.412899,4.565217,0.023395,0.078166,0.124308
7679,189.915878,1000.0,0.795592,0.827946,0.0,0.0,0.057132,61264.0,0.131939,0.239894,0.182438,0.326745,-0.053423,0.665555,6.714152,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.145736,-0.009015,0.0,0.0,-0.070321,-0.016595,-0.013292,-0.025846,0.846327,-0.037541,-0.098445,-0.007228,-0.023217,1.884606,4.457162,-0.073656,-0.001015,-0.422629,4.458333,0.019485,0.07215,0.135912
7680,185.714539,1000.0,0.797951,0.825896,0.0,0.0,0.05715,72537.0,0.146688,0.248252,0.190446,0.358492,-0.058465,0.692712,6.697534,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.147488,-0.012697,0.0,0.0,-0.077789,-0.017744,-0.015191,-0.028131,0.834312,-0.040686,-0.10469,-0.008295,-0.025316,1.853909,4.418095,-0.083471,-0.000955,-0.584044,4.333333,0.023819,0.086662,0.122375
7681,189.408966,1000.0,0.806187,0.839892,0.0,0.0,0.057198,74213.0,0.137845,0.242861,0.178553,0.335205,-0.055593,0.646728,6.762994,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.140162,-0.010891,0.0,0.0,-0.074418,-0.017034,-0.014003,-0.027487,0.837865,-0.039019,-0.10351,-0.007622,-0.025084,1.877449,4.438972,-0.078072,-0.000735,-0.369134,4.818182,0.022821,0.093052,0.141645
7682,187.62558,1000.0,0.786107,0.820617,0.0,0.0,0.057232,72442.0,0.13918,0.242019,0.191769,0.355483,-0.057176,0.721546,6.727729,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.146677,-0.011063,0.0,0.0,-0.077322,-0.017422,-0.014585,-0.027827,0.848025,-0.040035,-0.098266,-0.007724,-0.026368,1.878271,4.430594,-0.078665,-0.001067,-0.541933,4.227273,0.018447,0.086417,0.119557
7683,188.542587,1000.0,0.837426,0.837504,0.0,0.0,0.057364,68446.0,0.141938,0.239466,0.188003,0.343761,-0.05653,0.677454,6.756485,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.142428,-0.010927,0.0,0.0,-0.075082,-0.017015,-0.013638,-0.026493,0.841213,-0.039208,-0.093193,-0.007408,-0.024322,1.864882,4.442985,-0.078682,-0.000727,-0.545052,4.045455,0.019055,0.0826,0.112688
7684,189.463425,1000.0,0.822358,0.835713,0.0,0.0,0.057433,67944.0,0.13691,0.250214,0.18302,0.320002,-0.052363,0.656677,6.78461,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.142025,-0.00958,0.0,0.0,-0.07338,-0.016708,-0.013285,-0.025962,0.846856,-0.038656,-0.098263,-0.007518,-0.02644,1.874231,4.436673,-0.073667,-0.001027,-0.325835,3.875,0.018424,0.091595,0.12068
7685,187.695816,1000.0,0.827983,0.838744,0.0,0.0,0.057492,60641.0,0.136055,0.235755,0.182667,0.339624,-0.055109,0.670534,6.775159,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.14912,-0.011017,0.0,0.0,-0.075012,-0.017122,-0.0145,-0.026579,0.837373,-0.037722,-0.096516,-0.00781,-0.024696,1.870972,4.455017,-0.079289,-0.00089,-0.56343,4.416667,0.02086,0.076573,0.119343
7686,190.565689,1000.0,0.813446,0.830419,0.0,0.0,0.057508,69426.0,0.139327,0.23904,0.189401,0.34446,-0.055266,0.671042,6.753665,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.138967,-0.010131,0.0,0.0,-0.073777,-0.017231,-0.014258,-0.027039,0.840419,-0.038978,-0.099655,-0.007486,-0.023965,1.873141,4.44465,-0.079381,-0.001147,-0.456776,4.75,0.018064,0.080228,0.111016
7687,188.629547,1000.0,0.814451,0.841773,0.0,0.0,0.057548,70291.0,0.141937,0.241045,0.170028,0.332488,-0.053046,0.666082,6.764257,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.158108,-0.012125,0.0,0.0,-0.072749,-0.016926,-0.014322,-0.025811,0.840286,-0.038022,-0.09528,-0.007595,-0.02537,1.858885,4.451867,-0.075592,-0.001268,-0.464147,4.083333,0.017566,0.080083,0.12689
7688,187.964859,1000.0,0.790531,0.821848,0.0,0.0,0.057472,69822.0,0.139238,0.246739,0.189442,0.344924,-0.059081,0.667117,6.714603,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.142679,-0.012018,0.0,0.0,-0.075612,-0.017761,-0.01454,-0.028583,0.836411,-0.041249,-0.101259,-0.007504,-0.024344,1.871828,4.417005,-0.082568,-0.000776,-0.424822,4.208333,0.018565,0.080054,0.126252
7689,188.102921,1000.0,0.791198,0.832288,0.0,0.0,0.057533,64712.0,0.136306,0.238004,0.176011,0.340752,-0.053343,0.658303,6.722186,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.151115,-0.009581,0.0,0.0,-0.071523,-0.016962,-0.013747,-0.026225,0.834419,-0.038764,-0.094281,-0.007644,-0.023379,1.865927,4.447395,-0.077902,-0.001241,-0.52669,4.416667,0.023344,0.086191,0.137653
7690,189.464935,1000.0,0.825298,0.816591,0.0,0.0,0.057588,68493.0,0.128725,0.239461,0.162316,0.295828,-0.049701,0.609076,6.733829,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.150007,-0.008841,0.0,0.0,-0.065299,-0.016466,-0.01228,-0.024644,0.851984,-0.037074,-0.08996,-0.007724,-0.02244,1.882102,4.464918,-0.071247,-0.000783,-0.410856,3.791667,0.016718,0.086318,0.10702
7691,189.533722,1000.0,0.80921,0.840847,0.0,0.0,0.057672,82055.0,0.134692,0.242084,0.182618,0.331498,-0.053218,0.666253,6.790974,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.141741,-0.010085,0.0,0.0,-0.070296,-0.016869,-0.0134,-0.025954,0.850306,-0.038704,-0.100905,-0.007032,-0.023696,1.884942,4.444514,-0.075115,-0.000834,-0.38967,4.956522,0.022302,0.067603,0.113662
7692,190.114944,1000.0,0.819049,0.828101,0.0,0.0,0.057726,81175.0,0.138467,0.240497,0.174982,0.355537,-0.055591,0.713275,6.74554,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.158222,-0.008911,0.0,0.0,-0.074519,-0.016947,-0.013899,-0.026705,0.842501,-0.039805,-0.100221,-0.008166,-0.024145,1.872495,4.433792,-0.077318,-0.000724,-0.463758,4.304348,0.019763,0.079907,0.129162
7693,189.760239,1000.0,0.810075,0.836116,0.0,0.0,0.057783,77540.0,0.138834,0.24104,0.184308,0.355938,-0.05988,0.698654,6.740582,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.148853,-0.012942,0.0,0.0,-0.078536,-0.018152,-0.015951,-0.029164,0.831277,-0.040813,-0.105003,-0.008073,-0.025948,1.874894,4.425998,-0.085648,-0.001081,-0.41543,4.125,0.019411,0.080166,0.113433
7694,190.8116,1000.0,0.823312,0.827945,0.0,0.0,0.057829,81254.0,0.135983,0.239093,0.171529,0.326175,-0.053612,0.649207,6.74147,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.149727,-0.009627,0.0,0.0,-0.072893,-0.017126,-0.013715,-0.026532,0.84572,-0.039058,-0.100897,-0.00736,-0.022351,1.87282,4.444085,-0.076837,-0.000942,-0.326143,4.869565,0.018595,0.070804,0.120782
7695,186.793533,1000.0,0.821741,0.840264,0.0,0.0,0.057777,79783.0,0.141348,0.243639,0.18628,0.342821,-0.056916,0.672021,6.726806,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.146592,-0.012313,0.0,0.0,-0.075786,-0.017208,-0.013723,-0.026473,0.840194,-0.039457,-0.099359,-0.007669,-0.026092,1.864974,4.435853,-0.078411,-0.000864,-0.537545,4.083333,0.019377,0.089651,0.13143
7696,189.025757,1000.0,0.815595,0.843699,0.0,0.0,0.057846,81208.0,0.14342,0.254433,0.181859,0.350441,-0.059661,0.67766,6.698444,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.164995,-0.011321,0.0,0.0,-0.07795,-0.017798,-0.015839,-0.02779,0.829913,-0.043627,-0.099976,-0.010181,-0.025325,1.854185,4.395757,-0.083325,-0.000957,-0.390717,3.695652,0.018293,0.069466,0.0936
7697,192.071182,1000.0,0.827797,0.838946,0.0,0.0,0.058012,73923.0,0.136768,0.23926,0.182092,0.341415,-0.055215,0.666247,6.738445,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.143709,-0.011484,0.0,0.0,-0.072194,-0.017079,-0.013661,-0.02671,0.837112,-0.038727,-0.096812,-0.006732,-0.022276,1.876001,4.454331,-0.07696,-0.000922,-0.318857,4.0,0.01761,0.090762,0.137272
7698,186.028442,1000.0,0.807917,0.83431,0.0,0.0,0.058032,84321.0,0.135596,0.244015,0.192844,0.329931,-0.053508,0.693102,6.753688,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.143523,-0.009498,0.0,0.0,-0.07239,-0.016687,-0.012792,-0.025088,0.850904,-0.039629,-0.097381,-0.007427,-0.02529,1.880124,4.437208,-0.070943,-0.000979,-0.560797,4.809524,0.01999,0.074335,0.118859
7699,191.599075,1000.0,0.815812,0.828255,0.0,0.0,0.058038,80939.0,0.130174,0.241273,0.169515,0.300304,-0.049829,0.628299,6.755506,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.148085,-0.007808,0.0,0.0,-0.065548,-0.016211,-0.011743,-0.023485,0.855694,-0.036845,-0.09278,-0.007161,-0.023503,1.886327,4.46216,-0.068784,-0.000794,-0.328263,4.666667,0.021547,0.066822,0.140558
7700,188.415344,1000.0,0.815862,0.826333,0.0,0.0,0.05778,79254.0,0.13248,0.243157,0.167621,0.307876,-0.05159,0.6154,6.783636,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.147254,-0.010204,0.0,0.0,-0.069423,-0.016769,-0.013128,-0.025552,0.852731,-0.038682,-0.096756,-0.008094,-0.025304,1.881094,4.446906,-0.072949,-0.001084,-0.444349,4.25,0.022405,0.084402,0.113923
7701,190.046463,1000.0,0.812075,0.83321,0.0,0.0,0.057833,81277.0,0.13469,0.244762,0.168086,0.321625,-0.05343,0.655171,6.772272,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.15481,-0.008696,0.0,0.0,-0.075923,-0.017134,-0.013965,-0.026311,0.847993,-0.041107,-0.101424,-0.008849,-0.027989,1.88053,4.421936,-0.075104,-0.000818,-0.303952,4.565217,0.020187,0.085052,0.142822
7702,191.214767,1000.0,0.792972,0.827457,0.0,0.0,0.057854,79067.0,0.134425,0.240637,0.186723,0.342721,-0.054077,0.695102,6.708559,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.137514,-0.010004,0.0,0.0,-0.073472,-0.017079,-0.013594,-0.02635,0.843846,-0.03962,-0.099364,-0.007448,-0.024886,1.88018,4.440368,-0.07561,-0.000999,-0.349884,4.625,0.020402,0.080836,0.151494
7703,189.391525,1000.0,0.798507,0.839701,0.0,0.0,0.057932,81188.0,0.138623,0.240329,0.191833,0.349636,-0.056462,0.699675,6.750928,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.145003,-0.009986,0.0,0.0,-0.074451,-0.017356,-0.014167,-0.027105,0.846656,-0.039588,-0.096785,-0.007629,-0.024474,1.873718,4.438149,-0.078852,-0.001132,-0.508961,4.375,0.020868,0.094657,0.133371
7704,190.424057,1000.0,0.777893,0.847192,0.0,0.0,0.057964,79820.0,0.135588,0.241031,0.171901,0.336872,-0.055821,0.645912,6.746723,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.148399,-0.011536,0.0,0.0,-0.074438,-0.017654,-0.01515,-0.028103,0.839255,-0.03855,-0.098823,-0.007607,-0.023817,1.873803,4.446742,-0.082025,-0.000954,-0.300412,4.666667,0.022306,0.088551,0.108448
7705,190.024033,1000.0,0.821119,0.838775,0.0,0.0,0.057898,81379.0,0.136955,0.240482,0.183515,0.340753,-0.05705,0.671398,6.778908,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.140661,-0.012045,0.0,0.0,-0.076429,-0.017475,-0.014448,-0.027014,0.838599,-0.039695,-0.101987,-0.007551,-0.025317,1.877302,4.435418,-0.079125,-0.000783,-0.342926,36.04348,0.018826,0.08816,0.13364
7706,188.329453,1000.0,0.802151,0.839798,0.0,0.0,0.057878,81333.0,0.141446,0.24124,0.195312,0.358976,-0.057194,0.714261,6.737853,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.146505,-0.010399,0.0,0.0,-0.075463,-0.017465,-0.014614,-0.026593,0.840373,-0.040181,-0.097975,-0.008035,-0.025273,1.86702,4.430624,-0.079867,-0.000873,-0.458079,4.347826,0.019858,0.085153,0.141351
7707,188.519989,1000.0,0.820707,0.837021,0.0,0.0,0.05789,80086.0,0.143204,0.249349,0.184688,0.354847,-0.059611,0.712865,6.731139,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.158132,-0.008806,0.0,0.0,-0.076157,-0.017743,-0.015274,-0.027465,0.837598,-0.041611,-0.104737,-0.010243,-0.025502,1.864498,4.409914,-0.081417,-0.001228,-0.46071,4.083333,0.021065,0.065965,0.114452
7708,190.732819,1000.0,0.793936,0.828834,0.0,0.0,0.057958,79752.0,0.141202,0.25226,0.180708,0.364757,-0.060963,0.723415,6.723596,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.161738,-0.012385,0.0,0.0,-0.081816,-0.018649,-0.016334,-0.029753,0.837549,-0.040539,-0.101215,-0.008776,-0.0264,1.866914,4.414946,-0.087101,-0.000804,-0.394391,4.125,0.023019,0.096769,0.150428
7709,187.118713,1000.0,0.790699,0.821871,0.0,0.0,0.057811,78270.0,0.143219,0.233418,0.195156,0.362025,-0.059157,0.695066,6.736312,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.146444,-0.010534,0.0,0.0,-0.080972,-0.017851,-0.015471,-0.02884,0.833161,-0.040661,-0.102622,-0.007988,-0.025914,1.858225,4.43721,-0.084627,-0.000894,-0.531493,4.25,0.021784,0.076106,0.133473
7710,189.154343,1000.0,0.824284,0.836347,0.0,0.0,0.0579,68014.0,0.132242,0.241651,0.171752,0.314398,-0.052288,0.643383,6.702569,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.150353,-0.010292,0.0,0.0,-0.07009,-0.017074,-0.013228,-0.025825,0.848534,-0.039571,-0.096771,-0.007462,-0.024843,1.879776,4.439993,-0.073006,-0.00087,-0.343935,4.391304,0.020252,0.096375,0.13553
7711,183.853058,980.309998,0.811323,0.817058,0.083333,0.0,0.057816,79852.0,0.128735,0.235244,0.169417,0.297522,-0.05006,0.605332,6.70924,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.489016,-0.145136,-0.009089,0.0,-0.000889,-0.065901,-0.01653,-0.012624,-0.02398,0.830171,-0.039578,-0.089942,-0.007044,-0.022086,1.835674,4.343785,-0.070571,-0.000893,-0.583782,3.916667,0.019595,0.084442,0.147904
7712,189.910721,1000.0,0.820068,0.819208,0.0,0.0,0.057874,82923.0,0.133689,0.237328,0.182335,0.33368,-0.054933,0.670179,6.722953,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.145588,-0.010543,0.0,0.0,-0.073509,-0.017172,-0.014132,-0.026495,0.846144,-0.038985,-0.100158,-0.007787,-0.025096,1.881521,4.445704,-0.076998,-0.000836,-0.394232,4.521739,0.021701,0.079836,0.135362
7713,185.215637,1000.0,0.800034,0.803209,0.0,0.0,0.057939,80417.0,0.142756,0.246698,0.182889,0.33498,-0.054517,0.644043,6.745127,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.135446,-0.011374,0.0,0.0,-0.074826,-0.017662,-0.013897,-0.027334,0.841117,-0.041518,-0.105563,-0.007451,-0.025511,1.868106,4.417489,-0.078277,-0.000737,-0.517112,4.333333,0.02133,0.081686,0.152911
7714,185.789261,1000.0,0.802157,0.827714,0.0,0.0,0.058011,81724.0,0.136587,0.242448,0.182311,0.322731,-0.052898,0.660246,6.74926,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.148312,-0.008562,0.0,0.0,-0.07066,-0.01684,-0.012991,-0.025045,0.851771,-0.039285,-0.094351,-0.007339,-0.024164,1.873312,4.440562,-0.072667,-0.000844,-0.590539,4.304348,0.020896,0.090899,0.142852
7715,190.874191,1000.0,0.804772,0.823317,0.0,0.0,0.05791,81267.0,0.137598,0.240037,0.182033,0.348363,-0.058855,0.670968,6.682354,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.149256,-0.011889,0.0,0.0,-0.077289,-0.01785,-0.014916,-0.027852,0.830021,-0.039585,-0.101945,-0.008418,-0.024787,1.86509,4.436708,-0.0832,-0.000915,-0.291785,4.73913,0.022263,0.092425,0.130972
7716,189.540924,1000.0,0.79887,0.822577,0.0,0.0,0.057983,79705.0,0.137618,0.247539,0.174535,0.34223,-0.059278,0.666183,6.686137,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.151585,-0.011683,0.0,0.0,-0.081112,-0.018201,-0.015535,-0.028952,0.826692,-0.041898,-0.11156,-0.009173,-0.026461,1.869863,4.408319,-0.084155,-0.000734,-0.37133,4.25,0.02052,0.079816,0.133232
7717,190.678482,1000.0,0.812623,0.827136,0.0,0.0,0.058029,62817.0,0.144991,0.24426,0.186894,0.359059,-0.05766,0.690597,6.71165,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.14316,-0.012628,0.0,0.0,-0.076395,-0.018,-0.014936,-0.027672,0.834921,-0.041505,-0.105997,-0.007985,-0.025161,1.857475,4.415356,-0.082396,-0.000884,-0.358863,5.125,0.020942,0.078067,0.118371
7718,187.375122,1000.0,0.801852,0.828783,0.0,0.0,0.058088,66060.0,0.139179,0.247936,0.184859,0.355631,-0.059716,0.688745,6.701467,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.148315,-0.011509,0.0,0.0,-0.082846,-0.01865,-0.015451,-0.029975,0.835361,-0.041223,-0.10645,-0.008403,-0.027117,1.879482,4.417554,-0.086921,-0.000824,-0.499889,4.375,0.02047,0.078953,0.138075
7719,189.197495,1000.0,0.809502,0.838382,0.0,0.0,0.058081,76545.0,0.138922,0.24482,0.180833,0.335254,-0.055478,0.651658,6.710552,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.146351,-0.010126,0.0,0.0,-0.073711,-0.017775,-0.0149,-0.026743,0.843595,-0.040003,-0.099827,-0.007846,-0.02496,1.862159,4.429899,-0.080698,-0.000813,-0.403929,4.608696,0.021973,0.089147,0.124663
7720,189.455261,1000.0,0.807573,0.836148,0.0,0.0,0.058157,71165.0,0.135944,0.243882,0.187443,0.331201,-0.052468,0.674387,6.778583,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.136,-0.009416,0.0,0.0,-0.070244,-0.017108,-0.013213,-0.025507,0.8521,-0.040182,-0.102242,-0.007249,-0.024091,1.8784,4.431186,-0.072821,-0.000977,-0.424247,4.869565,0.019459,0.073161,0.137997
7721,190.475677,1000.0,0.823927,0.829078,0.0,0.0,0.058362,77956.0,0.133317,0.243368,0.176761,0.313912,-0.051113,0.640706,6.752553,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.14465,-0.009189,0.0,0.0,-0.07162,-0.016986,-0.012879,-0.025432,0.85478,-0.0393,-0.10026,-0.008092,-0.024985,1.881696,4.440664,-0.071982,-0.000883,-0.363324,4.208333,0.021239,0.068587,0.124424
7722,189.197952,1000.0,0.830632,0.835801,0.0,0.0,0.058381,79765.0,0.134403,0.239495,0.177189,0.333193,-0.053545,0.66593,6.826902,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.140753,-0.010364,0.0,0.0,-0.073057,-0.017578,-0.01423,-0.026812,0.851538,-0.041225,-0.104503,-0.007852,-0.024707,1.881081,4.426738,-0.076771,-0.000916,-0.398224,4.416667,0.017931,0.063724,0.116468
7723,188.59169,1000.0,0.794947,0.842464,0.0,0.0,0.058272,66035.0,0.145439,0.246018,0.188432,0.36677,-0.059874,0.693168,6.813306,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.151712,-0.01237,0.0,0.0,-0.07995,-0.018465,-0.015922,-0.028776,0.830054,-0.042066,-0.103707,-0.008847,-0.026401,1.853081,4.408272,-0.085887,-0.000703,-0.399442,4.523809,0.02255,0.08347,0.126084
