iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/even_stance,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
7871,191.328888,1000.0,0.800745,0.826504,0.0,0.0,0.058954,67903.0,0.141748,0.247981,0.18493,0.347397,-0.058628,0.679595,6.689795,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.144624,-0.010697,0.0,0.0,-0.078455,-0.01862,-0.015001,-0.027893,0.836782,-0.042047,-0.103829,-0.009043,-0.026953,1.867158,4.407403,-0.083012,-0.000884,-0.289486,4.666667,0.022284,0.087883,0.136296
7872,188.926865,1000.0,0.810651,0.841493,0.0,0.0,0.059061,73545.0,0.141724,0.246427,0.183744,0.344099,-0.056243,0.69324,6.724954,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.148691,-0.008248,0.0,0.0,-0.075814,-0.018131,-0.013959,-0.026718,0.847592,-0.04054,-0.096358,-0.008123,-0.025534,1.856891,4.423711,-0.078331,-0.000864,-0.425648,34.25,0.018855,0.085096,0.140301
7873,189.646408,1000.0,0.804123,0.823727,0.0,0.0,0.058986,75273.0,0.138038,0.245408,0.181004,0.334936,-0.056166,0.663508,6.722396,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.146625,-0.008319,0.0,0.0,-0.071437,-0.018057,-0.014427,-0.026123,0.840187,-0.041122,-0.100579,-0.008233,-0.023878,1.871881,4.41833,-0.078409,-0.000751,-0.366572,4.869565,0.019116,0.07956,0.108568
7874,188.753052,1000.0,0.829366,0.840036,0.0,0.0,0.05885,71806.0,0.140319,0.2505,0.178503,0.336446,-0.058485,0.669067,6.713078,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.14645,-0.011506,0.0,0.0,-0.076471,-0.018493,-0.014187,-0.027272,0.837325,-0.042785,-0.09947,-0.00839,-0.025699,1.865446,4.397445,-0.080215,-0.000802,-0.370033,3.583333,0.018739,0.078227,0.113168
7875,191.660095,1000.0,0.842845,0.823875,0.0,0.0,0.058939,64937.0,0.134521,0.239251,0.177241,0.323793,-0.05457,0.650678,6.693139,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.145559,-0.009457,0.0,0.0,-0.070878,-0.017663,-0.013635,-0.026221,0.844658,-0.039028,-0.09722,-0.007392,-0.024258,1.879949,4.448703,-0.076268,-0.000768,-0.385951,4.208333,0.017508,0.0849,0.150095
7876,191.442184,1000.0,0.804968,0.8295,0.0,0.0,0.058906,56202.0,0.136936,0.240235,0.170024,0.324499,-0.055298,0.643394,6.696374,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.15241,-0.010185,0.0,0.0,-0.072297,-0.018028,-0.013859,-0.026854,0.8384,-0.038917,-0.094875,-0.007717,-0.024151,1.868247,4.440907,-0.077694,-0.000717,-0.265531,4.375,0.020123,0.08169,0.137618
7877,188.160706,1000.0,0.790319,0.841128,0.0,0.0,0.058972,65467.0,0.139076,0.242187,0.185898,0.33565,-0.059073,0.6577,6.677441,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.148866,-0.011166,0.0,0.0,-0.075973,-0.018391,-0.01401,-0.027419,0.839164,-0.038802,-0.098314,-0.007502,-0.02545,1.877814,4.440843,-0.081843,-0.000685,-0.401909,4.0,0.018026,0.091583,0.129923
7878,187.055252,1000.0,0.796,0.836542,0.0,0.0,0.059013,69699.0,0.144403,0.246418,0.182108,0.343954,-0.058646,0.664523,6.634921,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.147487,-0.011679,0.0,0.0,-0.077538,-0.018566,-0.015087,-0.027968,0.835503,-0.042628,-0.103508,-0.008416,-0.025848,1.856911,4.412651,-0.083107,-0.000811,-0.468804,4.25,0.018313,0.073632,0.127926
7879,187.336929,1000.0,0.799089,0.84853,0.0,0.0,0.05905,71634.0,0.141816,0.24954,0.185487,0.353576,-0.058405,0.694018,6.671834,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.155043,-0.010158,0.0,0.0,-0.0765,-0.018489,-0.014792,-0.026822,0.834655,-0.041208,-0.102154,-0.00823,-0.025862,1.861283,4.41328,-0.08278,-0.000866,-0.500962,4.217391,0.022693,0.084746,0.131642
7880,189.365219,1000.0,0.791389,0.83134,0.0,0.0,0.059085,69983.0,0.14977,0.253969,0.192337,0.3636,-0.062682,0.677761,6.666606,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.142705,-0.012822,0.0,0.0,-0.085142,-0.019175,-0.015898,-0.029512,0.829728,-0.044007,-0.106999,-0.008046,-0.028643,1.849588,4.384709,-0.088644,-0.000716,-0.374908,4.416667,0.022378,0.08969,0.132322
7881,187.751678,1000.0,0.811942,0.831418,0.0,0.0,0.059153,78603.0,0.138396,0.241863,0.173407,0.335487,-0.056728,0.653428,6.607705,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.15113,-0.009695,0.0,0.0,-0.074761,-0.01813,-0.014111,-0.027295,0.840491,-0.040135,-0.099246,-0.007899,-0.025265,1.865477,4.434168,-0.080704,-0.000778,-0.477745,4.608696,0.018953,0.075113,0.11616
7882,192.113129,1000.0,0.823329,0.843406,0.0,0.0,0.059255,67109.0,0.128268,0.239732,0.171721,0.333395,-0.054886,0.687745,6.650999,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.158659,-0.008796,0.0,0.0,-0.072605,-0.017678,-0.013562,-0.025905,0.8472,-0.039192,-0.091618,-0.007752,-0.024851,1.887008,4.441127,-0.077431,-0.00081,-0.345487,4.73913,0.016144,0.081007,0.109458
7883,189.292923,1000.0,0.807888,0.833815,0.0,0.0,0.059287,78341.0,0.145365,0.246304,0.176085,0.34439,-0.056002,0.654834,6.614858,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.150533,-0.009625,0.0,0.0,-0.072334,-0.018321,-0.015078,-0.02698,0.841674,-0.040726,-0.097474,-0.007898,-0.023266,1.845885,4.420556,-0.08196,-0.000894,-0.443191,4.583333,0.022267,0.080295,0.10719
7884,187.592819,1000.0,0.800099,0.852545,0.0,0.0,0.059186,74384.0,0.137368,0.245827,0.181563,0.34519,-0.05757,0.691042,6.572918,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.151907,-0.008169,0.0,0.0,-0.075939,-0.018189,-0.014071,-0.026976,0.841751,-0.040077,-0.09796,-0.007922,-0.025434,1.872714,4.4233,-0.080568,-0.00079,-0.43212,4.625,0.019992,0.086246,0.123344
7885,192.035339,1000.0,0.805607,0.841526,0.0,0.0,0.059197,71052.0,0.141265,0.2478,0.182127,0.342882,-0.056772,0.691276,6.673476,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.147868,-0.009412,0.0,0.0,-0.073589,-0.018186,-0.013885,-0.026714,0.845364,-0.041251,-0.099439,-0.007916,-0.02536,1.864003,4.413173,-0.079001,-0.000884,-0.319806,4.75,0.02153,0.076905,0.131337
7886,188.661469,1000.0,0.794367,0.819437,0.0,0.0,0.059221,72257.0,0.135297,0.25303,0.170814,0.326637,-0.057426,0.658463,6.6131,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.154822,-0.010899,0.0,0.0,-0.073998,-0.0186,-0.014419,-0.028466,0.842874,-0.041398,-0.100498,-0.00776,-0.025342,1.876359,4.411971,-0.081345,-0.000894,-0.471317,4.565217,0.019314,0.07977,0.14118
7887,189.060486,1000.0,0.794382,0.833271,0.0,0.0,0.059262,72019.0,0.133825,0.246243,0.174335,0.338089,-0.055597,0.657969,6.628774,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.152255,-0.01004,0.0,0.0,-0.073509,-0.018109,-0.014556,-0.026693,0.842488,-0.041894,-0.098392,-0.008287,-0.025266,1.877153,4.410423,-0.080193,-0.000903,-0.371874,4.434783,0.020589,0.075843,0.135341
7888,188.174316,1000.0,0.821177,0.829989,0.0,0.0,0.059277,63530.0,0.139818,0.242238,0.182082,0.35221,-0.059821,0.68321,6.682073,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.144756,-0.012947,0.0,0.0,-0.079618,-0.018509,-0.014778,-0.02863,0.836858,-0.041034,-0.102086,-0.007467,-0.027819,1.868446,4.422979,-0.084503,-0.001017,-0.486008,4.041667,0.019554,0.095778,0.134943
7889,190.491547,1000.0,0.783311,0.830599,0.0,0.0,0.059137,78558.0,0.140233,0.246233,0.182938,0.348732,-0.058443,0.68713,6.612595,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.148171,-0.010239,0.0,0.0,-0.079492,-0.018558,-0.014871,-0.028022,0.836579,-0.041967,-0.102974,-0.008755,-0.027231,1.863038,4.410532,-0.083079,-0.000744,-0.303479,5.090909,0.021675,0.08887,0.140619
7890,188.210983,1000.0,0.832541,0.831416,0.0,0.0,0.059232,77755.0,0.150115,0.243183,0.178399,0.331713,-0.056343,0.641083,6.638662,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.140714,-0.011882,0.0,0.0,-0.074464,-0.018247,-0.014147,-0.027303,0.840573,-0.040602,-0.098574,-0.007805,-0.026739,1.841978,4.426857,-0.079875,-0.000866,-0.434752,4.26087,0.022579,0.079777,0.11713
7891,190.194519,1000.0,0.831718,0.840608,0.0,0.0,0.059324,73801.0,0.136361,0.244724,0.173271,0.319599,-0.052888,0.633036,6.601071,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.14821,-0.009242,0.0,0.0,-0.069091,-0.017742,-0.013104,-0.02511,0.840791,-0.040696,-0.095268,-0.007432,-0.023749,1.872825,4.431942,-0.074751,-0.000771,-0.270646,4.190476,0.022103,0.086109,0.125883
7892,188.740067,1000.0,0.799946,0.831593,0.0,0.0,0.059245,71317.0,0.141249,0.252234,0.16496,0.35037,-0.060927,0.659033,6.638065,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.153328,-0.012699,0.0,0.0,-0.083929,-0.01927,-0.016,-0.030191,0.833837,-0.042477,-0.108064,-0.008937,-0.028673,1.855266,4.405134,-0.089119,-0.000745,-0.313275,3.666667,0.018328,0.080266,0.122438
7893,187.798431,1000.0,0.804369,0.821194,0.0,0.0,0.059116,70657.0,0.137453,0.243376,0.181626,0.333807,-0.056418,0.687777,6.583004,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.142615,-0.010561,0.0,0.0,-0.077062,-0.018253,-0.013964,-0.027874,0.847917,-0.040887,-0.098393,-0.007779,-0.026555,1.873405,4.419146,-0.079383,-0.001099,-0.556252,4.708333,0.022704,0.08643,0.11051
7894,190.385651,1000.0,0.841065,0.828145,0.0,0.0,0.05902,64391.0,0.139697,0.241707,0.184193,0.341106,-0.057383,0.707121,6.621059,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.144307,-0.009907,0.0,0.0,-0.078732,-0.017997,-0.013895,-0.027294,0.845464,-0.040879,-0.098603,-0.007914,-0.027779,1.873242,4.422783,-0.079007,-0.001054,-0.354545,4.291667,0.019102,0.094322,0.145135
7895,187.878464,1000.0,0.810632,0.829686,0.0,0.0,0.059017,76691.0,0.139505,0.244584,0.175159,0.335339,-0.056532,0.659268,6.605194,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.156874,-0.008683,0.0,0.0,-0.078415,-0.018033,-0.014268,-0.026929,0.843376,-0.039498,-0.096654,-0.008067,-0.027322,1.86355,4.433127,-0.080356,-0.00093,-0.410914,4.041667,0.014981,0.080676,0.106196
7896,190.000824,1000.0,0.830685,0.829413,0.0,0.0,0.059019,75639.0,0.137855,0.244788,0.174407,0.32076,-0.054781,0.644031,6.615467,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.144978,-0.008415,0.0,0.0,-0.072442,-0.01769,-0.013388,-0.025773,0.847658,-0.03972,-0.095779,-0.007766,-0.025928,1.871703,4.429881,-0.076006,-0.000758,-0.360491,4.625,0.01755,0.086642,0.120749
7897,191.000015,1000.0,0.827103,0.845155,0.0,0.0,0.058919,73302.0,0.139063,0.243486,0.173297,0.32731,-0.057194,0.638141,6.621504,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.153907,-0.009722,0.0,0.0,-0.074369,-0.017886,-0.013347,-0.026976,0.844,-0.038966,-0.094797,-0.007586,-0.026491,1.8651,4.438807,-0.079453,-0.000923,-0.276091,4.458333,0.019567,0.092149,0.148077
7898,190.2836,1000.0,0.824127,0.826787,0.0,0.0,0.059008,70945.0,0.140014,0.241011,0.192937,0.338046,-0.056979,0.670919,6.617065,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.139666,-0.008964,0.0,0.0,-0.07669,-0.017579,-0.013318,-0.026084,0.83595,-0.039257,-0.098612,-0.006979,-0.027436,1.86726,4.440479,-0.076514,-0.000723,-0.392334,3.916667,0.017707,0.083857,0.122616
7899,190.530899,1000.0,0.815258,0.834882,0.0,0.0,0.058952,71925.0,0.142257,0.244249,0.185981,0.355882,-0.058939,0.68693,6.630128,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.146765,-0.010374,0.0,0.0,-0.076357,-0.018365,-0.014981,-0.027402,0.830021,-0.042872,-0.097298,-0.0081,-0.025289,1.858246,4.410812,-0.082224,-0.000655,-0.407506,4.043478,0.018859,0.074435,0.129123
7900,189.082535,1000.0,0.817147,0.835802,0.0,0.0,0.058973,59198.0,0.138995,0.246196,0.188442,0.324366,-0.055323,0.654733,6.642955,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.145193,-0.009161,0.0,0.0,-0.072563,-0.017443,-0.012849,-0.025434,0.851068,-0.039925,-0.093991,-0.007742,-0.026111,1.872444,4.428209,-0.074198,-0.00085,-0.475801,5.043478,0.018509,0.082195,0.135397
7901,187.524826,1000.0,0.806638,0.840587,0.0,0.0,0.059036,77372.0,0.14809,0.246649,0.194721,0.36171,-0.061638,0.67819,6.665562,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.142783,-0.011823,0.0,0.0,-0.082778,-0.019087,-0.015431,-0.029609,0.834229,-0.043002,-0.104558,-0.007674,-0.028264,1.851219,4.399342,-0.0861,-0.000694,-0.486176,4.25,0.020922,0.080678,0.119319
7902,189.530518,1000.0,0.798041,0.826165,0.0,0.0,0.058988,79246.0,0.133724,0.245516,0.170321,0.320401,-0.053898,0.63374,6.659145,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.143034,-0.009838,0.0,0.0,-0.067501,-0.017847,-0.013287,-0.02594,0.843442,-0.039706,-0.095995,-0.00733,-0.022799,1.872393,4.430439,-0.076462,-0.0007,-0.34674,4.608696,0.02242,0.095294,0.130817
7903,190.427994,1000.0,0.82069,0.827848,0.0,0.0,0.059019,77505.0,0.140509,0.246322,0.186746,0.351098,-0.057851,0.689907,6.647054,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.142106,-0.010217,0.0,0.0,-0.077939,-0.018337,-0.014408,-0.027773,0.84083,-0.040791,-0.101389,-0.007331,-0.027641,1.870888,4.42378,-0.080679,-0.000711,-0.377655,4.208333,0.019218,0.097637,0.133622
7904,191.225922,1000.0,0.814245,0.841794,0.0,0.0,0.059085,75829.0,0.142406,0.243856,0.175457,0.33582,-0.056521,0.630189,6.651292,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.147107,-0.010358,0.0,0.0,-0.07353,-0.018108,-0.014268,-0.026908,0.839574,-0.03987,-0.100994,-0.007763,-0.025135,1.862917,4.43093,-0.081219,-0.000635,-0.308344,3.826087,0.022339,0.085219,0.128773
7905,190.398575,1000.0,0.807609,0.823194,0.0,0.0,0.059226,71706.0,0.142637,0.242368,0.18896,0.353178,-0.057275,0.682832,6.627801,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.134288,-0.010537,0.0,0.0,-0.077002,-0.018433,-0.014692,-0.028274,0.836541,-0.042297,-0.105167,-0.007563,-0.026037,1.860981,4.416039,-0.080851,-0.000941,-0.376686,4.083333,0.019113,0.091622,0.129713
7906,190.758362,1000.0,0.815624,0.820098,0.0,0.0,0.059313,66337.0,0.13857,0.247906,0.180595,0.334535,-0.056629,0.639678,6.646597,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.141856,-0.01175,0.0,0.0,-0.075035,-0.018395,-0.014267,-0.027072,0.830411,-0.04098,-0.100728,-0.007417,-0.026691,1.864165,4.421666,-0.080831,-0.00084,-0.295291,4.4,0.019963,0.079203,0.141124
7907,188.493546,1000.0,0.803985,0.834162,0.0,0.0,0.059308,70703.0,0.137612,0.239198,0.174795,0.341621,-0.05441,0.664727,6.615386,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.14826,-0.008796,0.0,0.0,-0.069605,-0.017525,-0.013154,-0.025359,0.837956,-0.038854,-0.094041,-0.008031,-0.023376,1.863532,4.441763,-0.077965,-0.000616,-0.423813,4.416667,0.023366,0.081795,0.127882
7908,192.04364,1000.0,0.827379,0.827041,0.0,0.0,0.059378,75975.0,0.140206,0.244302,0.18129,0.338896,-0.057117,0.674233,6.592844,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.149294,-0.009352,0.0,0.0,-0.073457,-0.018055,-0.014554,-0.025981,0.843503,-0.04096,-0.097151,-0.007754,-0.024818,1.866914,4.421,-0.079528,-0.000967,-0.267211,4.541667,0.016472,0.078006,0.124241
7909,191.395569,1000.0,0.799339,0.83066,0.0,0.0,0.05933,76400.0,0.14754,0.239343,0.191928,0.365231,-0.059123,0.709942,6.612328,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.142284,-0.009678,0.0,0.0,-0.077206,-0.018278,-0.014603,-0.02756,0.835852,-0.040592,-0.100624,-0.007956,-0.02546,1.853898,4.423517,-0.083067,-0.000743,-0.297199,4.695652,0.021726,0.075031,0.141201
7910,187.832581,1000.0,0.826578,0.845056,0.0,0.0,0.059364,74196.0,0.136008,0.2449,0.179737,0.320816,-0.053837,0.62149,6.659717,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.136876,-0.010285,0.0,0.0,-0.070239,-0.018174,-0.013465,-0.026941,0.841655,-0.040274,-0.097432,-0.007413,-0.023591,1.874902,4.428106,-0.076393,-0.00069,-0.45126,4.25,0.017586,0.091594,0.12556
7911,188.428986,1000.0,0.829017,0.845198,0.0,0.0,0.059183,69894.0,0.144519,0.247941,0.178986,0.335426,-0.057671,0.666269,6.614537,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.154747,-0.010337,0.0,0.0,-0.074115,-0.018074,-0.013782,-0.026634,0.841899,-0.040158,-0.094536,-0.008107,-0.025205,1.854954,4.42089,-0.078939,-0.000713,-0.451532,4.666667,0.018593,0.081557,0.131594
7912,192.016678,1000.0,0.825636,0.849366,0.0,0.0,0.059044,59235.0,0.140204,0.250549,0.186114,0.330995,-0.053344,0.66922,6.648416,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.141559,-0.008328,0.0,0.0,-0.070105,-0.017803,-0.01321,-0.025739,0.852666,-0.040656,-0.100498,-0.00718,-0.024203,1.874084,4.417337,-0.074657,-0.000796,-0.311401,4.583333,0.019127,0.083191,0.137045
7913,186.86763,1000.0,0.816035,0.826005,0.0,0.0,0.059115,76647.0,0.14376,0.24827,0.188257,0.34501,-0.058279,0.688862,6.720727,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.141294,-0.011189,0.0,0.0,-0.078035,-0.018546,-0.014228,-0.027586,0.844133,-0.04071,-0.103054,-0.007722,-0.026974,1.863217,4.418414,-0.081269,-0.000815,-0.402767,35.0,0.021712,0.091808,0.139145
7914,187.52153,1000.0,0.802388,0.837421,0.0,0.0,0.059102,78803.0,0.14155,0.243609,0.175786,0.321561,-0.054809,0.634024,6.584947,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.147889,-0.008891,0.0,0.0,-0.073891,-0.017921,-0.013448,-0.026279,0.842658,-0.039933,-0.097423,-0.00848,-0.02627,1.858325,4.426924,-0.077752,-0.000707,-0.376185,3.826087,0.018222,0.083793,0.11638
7915,192.023254,1000.0,0.800342,0.826667,0.0,0.0,0.059192,78100.0,0.140131,0.243891,0.18663,0.33862,-0.054492,0.666552,6.596548,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.139094,-0.009424,0.0,0.0,-0.071251,-0.018043,-0.01378,-0.026018,0.842692,-0.039437,-0.096688,-0.006985,-0.02497,1.867093,4.432929,-0.078235,-0.000721,-0.36247,4.5,0.019369,0.088942,0.135446
7916,190.535507,1000.0,0.816673,0.83292,0.0,0.0,0.059306,78523.0,0.139025,0.2435,0.186847,0.34627,-0.055314,0.705925,6.631977,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.147904,-0.009761,0.0,0.0,-0.070697,-0.017682,-0.01333,-0.025757,0.849906,-0.039241,-0.094344,-0.007165,-0.025838,1.874858,4.437178,-0.076629,-0.000935,-0.435389,3.583333,0.020622,0.088831,0.135768
7917,189.718323,1000.0,0.810185,0.82224,0.0,0.0,0.059385,77844.0,0.140699,0.243443,0.177327,0.326258,-0.053788,0.64085,6.721016,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.147548,-0.008628,0.0,0.0,-0.071508,-0.017783,-0.013158,-0.025684,0.845297,-0.039492,-0.095631,-0.00707,-0.025338,1.860842,4.435694,-0.076981,-0.000656,-0.372038,4.666667,0.021672,0.084587,0.126005
7918,187.223434,1000.0,0.79935,0.83378,0.0,0.0,0.059286,78994.0,0.144143,0.240306,0.182419,0.359598,-0.059012,0.706425,6.639871,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.15349,-0.012572,0.0,0.0,-0.076861,-0.018358,-0.015113,-0.028493,0.838253,-0.039591,-0.09793,-0.007673,-0.025847,1.859706,4.432811,-0.083423,-0.000704,-0.47532,4.208333,0.02388,0.091566,0.127224
7919,189.892776,1000.0,0.811386,0.841331,0.0,0.0,0.059321,63451.0,0.13632,0.244498,0.181269,0.314462,-0.051242,0.627274,6.641524,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.136582,-0.009488,0.0,0.0,-0.069805,-0.017559,-0.012561,-0.025754,0.847091,-0.039543,-0.09892,-0.00656,-0.024809,1.882199,4.436306,-0.072527,-0.000679,-0.393686,3.826087,0.019765,0.076777,0.135964
7920,188.14035,1000.0,0.829547,0.820321,0.0,0.0,0.059339,77606.0,0.1339,0.247736,0.16547,0.317371,-0.054289,0.632798,6.683938,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.156168,-0.010328,0.0,0.0,-0.071573,-0.017961,-0.014089,-0.02584,0.840717,-0.039037,-0.093966,-0.007982,-0.026106,1.877784,4.432798,-0.078118,-0.000574,-0.398452,4.583333,0.018286,0.093791,0.130857
7921,187.599075,1000.0,0.824449,0.822352,0.0,0.0,0.059335,79743.0,0.146727,0.243708,0.177415,0.32922,-0.055219,0.651795,6.673016,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.145703,-0.010361,0.0,0.0,-0.074193,-0.01777,-0.013468,-0.025962,0.836022,-0.040673,-0.100379,-0.008651,-0.025767,1.859335,4.431065,-0.077591,-0.000712,-0.381678,4.0,0.022654,0.061134,0.141633
7922,191.805954,1000.0,0.821317,0.837386,0.0,0.0,0.059243,80245.0,0.141238,0.24672,0.193322,0.343183,-0.055429,0.717696,6.65058,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.140891,-0.008153,0.0,0.0,-0.072028,-0.017876,-0.013239,-0.025903,0.847766,-0.040224,-0.101128,-0.007416,-0.024312,1.871014,4.428416,-0.07652,-0.000772,-0.376546,4.347826,0.016498,0.080385,0.136877
7923,186.581085,1000.0,0.816167,0.821963,0.0,0.0,0.059164,80298.0,0.139069,0.24821,0.185745,0.334342,-0.05617,0.659806,6.683164,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.143104,-0.009041,0.0,0.0,-0.072223,-0.018543,-0.014077,-0.026526,0.841034,-0.041572,-0.100716,-0.007805,-0.024139,1.868556,4.414027,-0.079817,-0.000968,-0.45812,5.043478,0.019,0.070869,0.129854
7924,188.548157,1000.0,0.811757,0.832841,0.0,0.0,0.059104,79127.0,0.141561,0.242944,0.182696,0.338862,-0.056531,0.693958,6.67907,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.146598,-0.010584,0.0,0.0,-0.074866,-0.018098,-0.01366,-0.026992,0.843502,-0.04094,-0.10265,-0.007466,-0.024814,1.865548,4.427704,-0.079353,-0.001368,-0.400961,4.25,0.020088,0.090615,0.119295
7925,190.790314,1000.0,0.83603,0.837153,0.0,0.0,0.059031,66134.0,0.143396,0.244626,0.188214,0.341247,-0.056074,0.679862,6.681295,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.136146,-0.010622,0.0,0.0,-0.074402,-0.01814,-0.013871,-0.026606,0.84535,-0.041225,-0.103326,-0.007629,-0.025734,1.862319,4.419962,-0.079076,-0.000745,-0.318761,4.875,0.02164,0.079475,0.114118
7926,189.398926,1000.0,0.801986,0.809461,0.0,0.0,0.059007,79415.0,0.139167,0.242982,0.18984,0.351111,-0.055241,0.688173,6.697887,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.137998,-0.010806,0.0,0.0,-0.07052,-0.018019,-0.014071,-0.026333,0.840072,-0.040052,-0.097374,-0.006819,-0.024003,1.870473,4.430337,-0.078794,-0.000715,-0.472741,4.416667,0.021088,0.091643,0.129718
7927,188.019165,1000.0,0.817024,0.823667,0.0,0.0,0.058756,81073.0,0.138705,0.248265,0.178328,0.327637,-0.05538,0.643854,6.657325,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.14234,-0.011056,0.0,0.0,-0.073414,-0.018245,-0.013967,-0.026479,0.838508,-0.041397,-0.09922,-0.007622,-0.026082,1.870738,4.419707,-0.079971,-0.000582,-0.376413,4.73913,0.023204,0.093452,0.123954
7928,188.808105,1000.0,0.823182,0.844168,0.0,0.0,0.058785,82322.0,0.140701,0.249405,0.188189,0.341866,-0.058684,0.674268,6.670581,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.500007,-0.146773,-0.010064,0.0,0.0,-0.07808,-0.018412,-0.014612,-0.027586,0.841076,-0.041356,-0.101791,-0.008355,-0.027481,1.869796,4.408543,-0.081669,-0.000683,-0.408168,4.565217,0.019654,0.09565,0.13564
