iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/even_stance,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/hips_home,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
7497,3.164992,18.389999,0.010053,0.010454,0.0,67.375,0.060677,76651.0,0.004427,0.003472,0.000952,0.002758,-0.000607,0.005281,6.387249,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.006115,-0.001917,-4.7e-05,0.0,-0.005118,-0.002083,-0.001882,-0.00027,-0.000161,-0.000312,0.011307,-0.001138,-0.001817,-0.000323,-0.001172,0.015985,0.0521,-0.000778,-2e-06,0.0,66.791672,7.916667,0.038904,0.089428,0.133279
7498,7.203325,41.560001,0.030828,0.031202,0.0,0.0,0.060896,117151.0,0.009503,0.009558,0.004526,0.011489,-0.001912,0.019228,6.976346,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.01825,-0.005589,-0.000338,0.0,0.0,-0.003733,-0.019125,-0.000724,-0.000522,-0.000942,0.031842,-0.001618,-0.004451,-0.000425,-0.001795,0.0538,0.158121,-0.00283,-1.7e-05,-0.0,0.0,8.333334,0.018244,0.076001,0.118267
7499,11.890444,66.349998,0.049294,0.052408,0.0,0.0,0.06086,115857.0,0.014439,0.015473,0.008337,0.019054,-0.003299,0.033344,7.055006,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.03025,-0.009552,-0.000583,0.0,0.0,-0.005803,-0.032906,-0.001225,-0.000908,-0.00175,0.051716,-0.002654,-0.007093,-0.000633,-0.002434,0.095494,0.26345,-0.005117,-3.3e-05,-1e-05,0.0,7.75,0.019587,0.072348,0.114842
7500,16.090319,91.440002,0.069104,0.071118,0.0,0.0,0.060958,117105.0,0.017841,0.020945,0.013364,0.028165,-0.004714,0.052509,7.051974,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.04225,-0.012547,-0.00091,0.0,0.0,-0.007344,-0.053618,-0.001671,-0.001281,-0.002414,0.071814,-0.003686,-0.009889,-0.00076,-0.002928,0.140832,0.369576,-0.00699,-7.1e-05,-0.000189,0.0,8.666667,0.019941,0.084628,0.123482
7501,21.240776,115.389999,0.089497,0.091308,0.0,0.0,0.060969,117874.0,0.018329,0.027276,0.016573,0.0337,-0.005866,0.06518,7.060596,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.05425,-0.016467,-0.001209,0.0,0.0,-0.009319,-0.071612,-0.002113,-0.001563,-0.003047,0.092553,-0.004673,-0.012033,-0.00094,-0.003645,0.191273,0.47512,-0.008752,-0.000104,-0.000346,0.0,8.416667,0.019388,0.080388,0.12835
7502,24.884264,138.309998,0.10827,0.112196,0.0,0.0,0.061015,118951.0,0.023655,0.033514,0.021224,0.042015,-0.007355,0.079992,7.059489,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.06625,-0.019737,-0.001445,0.0,0.0,-0.011083,-0.067055,-0.002608,-0.001971,-0.003723,0.111488,-0.005912,-0.015373,-0.001213,-0.004183,0.234885,0.578106,-0.01085,-8.7e-05,-0.000614,0.0,7.833333,0.019909,0.085792,0.120057
7503,28.673584,162.100006,0.121663,0.130873,0.0,0.0,0.060929,116302.0,0.024324,0.03922,0.024332,0.049774,-0.008533,0.097651,7.075236,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.07825,-0.024435,-0.001334,0.0,0.0,-0.012374,-0.098156,-0.003013,-0.002245,-0.004314,0.131944,-0.006686,-0.016813,-0.001456,-0.004555,0.284904,0.686058,-0.012626,-0.000159,-0.0012,0.0,7.583333,0.023005,0.077244,0.135353
7504,32.752159,184.630005,0.146791,0.153026,0.0,0.0,0.060941,122744.0,0.030075,0.044621,0.026823,0.055434,-0.009709,0.104799,7.087509,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.09013,-0.026897,-0.0019,0.0,0.0,-0.014474,-0.112507,-0.003525,-0.002626,-0.005034,0.151606,-0.007665,-0.019644,-0.00147,-0.005163,0.322858,0.791696,-0.014817,-0.000175,-0.003028,0.0,7.652174,0.019597,0.084142,0.113943
7505,36.959869,209.990005,0.162133,0.17311,0.0,0.0,0.060881,114720.0,0.035804,0.052229,0.034915,0.067789,-0.011907,0.130159,7.105787,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.10225,-0.030542,-0.002244,0.0,0.0,-0.017495,-0.115587,-0.004097,-0.003065,-0.006031,0.171387,-0.008832,-0.023076,-0.001649,-0.006511,0.366911,0.895528,-0.01738,-0.000242,-0.003687,0.0,8.541667,0.021814,0.082406,0.122093
7506,41.792057,233.0,0.18577,0.191597,0.0,0.0,0.060734,115172.0,0.04052,0.057237,0.043432,0.084646,-0.014238,0.151507,7.106027,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.11425,-0.033178,-0.003066,0.0,0.0,-0.020488,-0.146448,-0.004656,-0.00406,-0.006788,0.18808,-0.010293,-0.026309,-0.002172,-0.00687,0.408194,0.996065,-0.021422,-0.000256,-0.006559,0.0,7.291667,0.020429,0.091314,0.123367
7507,45.699974,258.5,0.200189,0.211146,0.0,0.0,0.060782,114998.0,0.0457,0.062326,0.041854,0.091126,-0.016474,0.168098,7.093214,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.12625,-0.039993,-0.003468,0.0,0.0,-0.024097,-0.196275,-0.005386,-0.004473,-0.008378,0.207418,-0.01117,-0.029247,-0.002394,-0.008265,0.44585,1.105252,-0.025237,-0.000315,-0.00925,0.0,7.833333,0.022062,0.085261,0.125619
7508,50.086143,281.790009,0.218272,0.226494,0.0,0.0,0.060743,112855.0,0.043222,0.069176,0.048732,0.098594,-0.017194,0.18025,7.057158,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.13825,-0.041423,-0.003811,0.0,0.0,-0.024325,-0.229336,-0.005782,-0.004773,-0.008675,0.228775,-0.012349,-0.032125,-0.002562,-0.008155,0.506193,1.207858,-0.026518,-0.000315,-0.012357,0.0,7.5,0.023231,0.083806,0.146262
7509,55.52824,306.220001,0.247369,0.253115,0.0,0.0,0.060677,115560.0,0.045953,0.075771,0.050669,0.099867,-0.017614,0.188395,7.083132,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.15025,-0.043053,-0.003622,0.0,0.0,-0.024502,-0.140346,-0.006119,-0.004769,-0.008872,0.247413,-0.013155,-0.03326,-0.002331,-0.008208,0.549761,1.315754,-0.026969,-0.00039,-0.009048,0.0,7.833333,0.020106,0.091648,0.118813
7510,58.095066,328.160004,0.263065,0.272369,0.041667,0.0,0.060693,116381.0,0.052872,0.082949,0.057497,0.108785,-0.019993,0.219297,7.092676,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.162248,-0.047377,-0.003694,0.0,-0.000167,-0.028162,-0.195179,-0.006548,-0.005008,-0.009445,0.270939,-0.014713,-0.035519,-0.002904,-0.010034,0.58881,1.416721,-0.028489,-0.000506,-0.01504,0.0,6.416667,0.022757,0.086486,0.136652
7511,63.485455,354.76001,0.282055,0.300763,0.0,0.0,0.060838,112967.0,0.063686,0.088228,0.06171,0.123218,-0.022223,0.228674,7.088545,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.17425,-0.051761,-0.004685,0.0,0.0,-0.032106,-0.200092,-0.007281,-0.005929,-0.011165,0.287572,-0.016151,-0.041071,-0.003119,-0.010906,0.617894,1.517066,-0.032798,-0.000419,-0.020226,0.0,9.25,0.020602,0.078066,0.118061
7512,67.877258,376.230011,0.296574,0.316021,0.0,0.0,0.060874,112958.0,0.060006,0.094555,0.065998,0.124928,-0.023226,0.246004,7.047468,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.186296,-0.055418,-0.004364,0.0,-0.000348,-0.033346,-0.196344,-0.007735,-0.00601,-0.011653,0.308884,-0.017633,-0.044208,-0.003454,-0.011489,0.675457,1.622522,-0.03349,-0.000396,-0.020389,0.043478,7.608696,0.022749,0.090613,0.131241
7513,72.622864,402.380005,0.31463,0.32473,0.041667,0.0,0.061132,115686.0,0.067136,0.101265,0.076214,0.153595,-0.026866,0.291635,7.031135,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.19726,-0.058745,-0.006118,0.0,-0.000208,-0.037433,-0.223683,-0.008387,-0.007263,-0.012978,0.321587,-0.018766,-0.04802,-0.003737,-0.012423,0.710593,1.715649,-0.0387,-0.000671,-0.03215,0.0,7.958333,0.019696,0.082202,0.13853
7514,76.241837,425.450012,0.336563,0.351416,0.0,0.0,0.061248,116890.0,0.074956,0.10942,0.072477,0.156022,-0.028603,0.269535,6.991226,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.21025,-0.062823,-0.007145,0.0,0.0,-0.040673,-0.250724,-0.009383,-0.008289,-0.014669,0.337292,-0.020463,-0.052283,-0.004115,-0.013108,0.743083,1.819799,-0.044429,-0.000441,-0.029202,0.0,7.083333,0.020091,0.082799,0.127767
7515,79.424927,448.209991,0.365287,0.370142,0.0,0.0,0.061269,115439.0,0.070313,0.114041,0.078763,0.148787,-0.026721,0.267001,6.984916,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.22225,-0.062651,-0.005771,0.0,0.0,-0.037734,-0.244701,-0.009071,-0.007147,-0.013196,0.364956,-0.020057,-0.052548,-0.004063,-0.013047,0.808328,1.937186,-0.040074,-0.000616,-0.039448,0.0,6.208333,0.022529,0.085015,0.142038
7516,86.038979,474.089996,0.374589,0.397586,0.0,0.0,0.061331,110908.0,0.077212,0.118077,0.083866,0.16715,-0.03046,0.305315,7.002813,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.234246,-0.07136,-0.006635,0.0,-0.000185,-0.043152,-0.23554,-0.009846,-0.008197,-0.015032,0.385947,-0.021277,-0.054478,-0.004382,-0.01431,0.84267,2.047865,-0.044999,-0.00061,-0.039313,0.041667,7.916667,0.021863,0.074888,0.128633
7517,89.950844,498.380005,0.405865,0.412011,0.0,0.0,0.061363,110527.0,0.08937,0.123312,0.088249,0.169529,-0.029916,0.326092,6.976771,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.246251,-0.073545,-0.00538,0.0,0.0,-0.042338,-0.27752,-0.01001,-0.007793,-0.014723,0.407887,-0.021652,-0.056398,-0.0043,-0.01464,0.87421,2.15525,-0.043826,-0.000819,-0.057448,0.0,8.041667,0.020792,0.075973,0.125335
7518,93.619354,521.030029,0.413921,0.434697,0.0,0.0,0.061383,113021.0,0.08653,0.129621,0.091796,0.182084,-0.032889,0.342399,6.980323,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.258251,-0.078418,-0.007292,0.0,0.0,-0.046239,-0.276669,-0.010877,-0.00886,-0.016626,0.423084,-0.022851,-0.059434,-0.004747,-0.01572,0.92875,2.261024,-0.049238,-0.000739,-0.0786,0.0,6.958333,0.021618,0.079943,0.142289
7519,98.078346,545.940002,0.433054,0.451255,0.0,0.0,0.061293,105745.0,0.092668,0.13668,0.094503,0.185934,-0.032818,0.348732,6.987767,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.270251,-0.083358,-0.006754,0.0,0.0,-0.046238,-0.239069,-0.011098,-0.008877,-0.016315,0.446654,-0.02407,-0.058826,-0.004562,-0.015614,0.969168,2.361739,-0.049514,-0.000874,-0.06062,0.0,7.041667,0.023122,0.083962,0.142987
7520,103.444557,569.780029,0.464443,0.475782,0.0,0.0,0.06126,110962.0,0.092596,0.142647,0.099556,0.195598,-0.0342,0.374208,7.030458,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.282252,-0.086513,-0.006392,0.0,0.0,-0.048099,-0.250331,-0.011502,-0.008997,-0.017005,0.464038,-0.025382,-0.06371,-0.004953,-0.016115,1.019246,2.464439,-0.050586,-0.001099,-0.078776,0.0,7.291667,0.018816,0.082438,0.132689
7521,104.400467,592.659973,0.475868,0.490608,0.0,0.0,0.061308,109969.0,0.097362,0.147777,0.102112,0.209197,-0.037194,0.389197,7.041332,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.294252,-0.094523,-0.007396,0.0,0.0,-0.051133,-0.323076,-0.012245,-0.010071,-0.018089,0.484912,-0.026428,-0.064388,-0.005273,-0.016606,1.054607,2.572478,-0.055772,-0.000887,-0.100173,0.0,7.541667,0.02011,0.079049,0.141985
7522,110.386627,611.530029,0.489076,0.50616,0.041667,0.0,0.06142,112747.0,0.100172,0.151647,0.108156,0.213069,-0.037322,0.4021,7.035227,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.304523,-0.08983,-0.007696,0.0,-0.000238,-0.052158,-0.327476,-0.012462,-0.010225,-0.0185,0.499663,-0.027069,-0.0692,-0.005234,-0.017978,1.099071,2.665935,-0.055494,-0.001146,-0.139245,0.0,7.416667,0.021734,0.078972,0.131859
7523,116.732079,642.630005,0.519916,0.533648,0.0,0.0,0.061548,109601.0,0.09685,0.158006,0.10872,0.198711,-0.035752,0.390006,7.042537,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.318253,-0.094351,-0.006627,0.0,0.0,-0.049391,-0.244685,-0.012535,-0.00951,-0.018238,0.528132,-0.027181,-0.06845,-0.004878,-0.016454,1.16395,2.795651,-0.052955,-0.001081,-0.123944,0.0,7.708333,0.020578,0.082291,0.112614
7524,121.509407,664.940002,0.530534,0.554288,0.041667,0.041667,0.06161,111622.0,0.111034,0.167013,0.118001,0.237734,-0.042871,0.443096,7.079317,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.329753,-0.096393,-0.009476,0.0,-0.000208,-0.060114,-0.229337,-0.013847,-0.011473,-0.021327,0.53797,-0.030675,-0.083584,-0.005927,-0.020397,1.185121,2.873103,-0.062366,-0.001027,-0.14041,0.0,7.583333,0.023384,0.079315,0.120594
7525,123.864616,690.219971,0.548779,0.577005,0.0,0.0,0.061614,111780.0,0.113877,0.174303,0.122136,0.23588,-0.044707,0.434844,7.070023,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.342253,-0.101348,-0.010662,0.0,0.0,-0.060946,-0.240284,-0.014515,-0.011651,-0.021833,0.558053,-0.030259,-0.078076,-0.006201,-0.020288,1.232412,2.99156,-0.065494,-0.000953,-0.175872,0.0,7.625,0.021359,0.080187,0.12848
7526,126.960167,714.140015,0.557281,0.588907,0.0,0.0,0.061701,114005.0,0.116387,0.178498,0.129576,0.253942,-0.044773,0.473446,7.050214,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.354253,-0.103705,-0.009938,0.0,0.0,-0.062236,-0.286112,-0.014727,-0.011846,-0.022104,0.576672,-0.031986,-0.083506,-0.006317,-0.020756,1.279836,3.094516,-0.066384,-0.001118,-0.191065,0.0,7.625,0.020391,0.078849,0.124083
7527,135.844818,738.340027,0.608304,0.622225,0.0,0.0,0.061769,112321.0,0.109157,0.182807,0.130404,0.241211,-0.044486,0.463551,7.036757,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.366254,-0.1037,-0.009388,0.0,0.0,-0.06225,-0.222366,-0.014789,-0.011222,-0.022141,0.60539,-0.032153,-0.085128,-0.006108,-0.021894,1.350448,3.210035,-0.063665,-0.001195,-0.185043,0.0,7.75,0.017398,0.075163,0.121035
7528,137.956314,761.26001,0.619257,0.63917,0.0,0.0,0.06187,117499.0,0.110898,0.190255,0.12325,0.242732,-0.043706,0.461286,7.04844,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.378246,-0.118227,-0.008953,0.0,-0.000333,-0.06077,-0.264112,-0.015111,-0.012135,-0.021706,0.626047,-0.033005,-0.083829,-0.006471,-0.020592,1.393395,3.317375,-0.06539,-0.001075,-0.220328,0.041667,7.0,0.02178,0.0765,0.123194
7529,139.99292,783.130005,0.63672,0.657082,0.0,0.0,0.061999,115810.0,0.127114,0.194351,0.129523,0.256146,-0.046633,0.48308,7.115291,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.390254,-0.116298,-0.009477,0.0,0.0,-0.06409,-0.349053,-0.016007,-0.012188,-0.023435,0.643767,-0.034525,-0.09042,-0.006693,-0.022101,1.406962,3.417453,-0.069757,-0.001069,-0.203025,0.0,6.916667,0.022269,0.080124,0.125377
