iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/even_stance,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
0,-0.762904,5.071429,0.008284,0.008926,0.0,1.666667,0.997715,816.0,0.003287,0.017842,0.000208,0.002953,-0.002088,0.003253,11.300901,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.005083,-5.1e-05,-7e-06,0.0,-0.013333,-0.007475,-0.035771,-0.002355,-0.000299,0.0086,-0.003578,-0.000828,-0.003946,-0.002081,0.017728,0.002378,-0.012485,-1.8e-05,0.0,0.666667,0.073757,0.172329,0.181866
1,-1.173265,14.047619,0.018425,0.022937,0.428571,0.0,0.993406,1945.0,0.021676,0.058895,0.002786,0.016229,-0.004394,0.006059,10.572425,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.015786,-0.000158,-0.000173,0.0,-0.017143,-0.014742,-0.12228,-0.007607,-0.001089,0.022665,-0.011028,-0.003933,-0.009792,-0.003985,0.027136,0.006803,-0.041523,-0.000215,-0.000463,0.571429,0.04425,0.106147,0.459215
2,-1.277174,19.375,0.033447,0.034508,1.0,0.0,0.98835,2425.0,0.022706,0.085293,0.006917,0.027452,-0.006495,0.032128,10.546799,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.027833,-0.000304,-0.000361,0.0,-0.04,-0.019403,-0.202657,-0.013769,-0.001448,0.033918,-0.028986,-0.00552,-0.011594,-0.005128,0.091116,0.0174,-0.068177,-0.000558,-0.000545,0.0,0.042595,0.135092,0.629301
