iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/out_of_bounds,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
14,-2.198349,183.410004,0.113471,0.122441,15.208334,0.0,0.689553,52365.0,0.094136,0.330315,0.019143,0.070547,-0.019941,0.038837,19.64994,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.088348,-0.000826,-0.001743,-0.035907,-0.124866,-0.365196,-0.029397,-0.004317,0.129021,-0.05557,-0.020212,-0.033773,-0.018058,0.11301,0.055882,-0.12719,-0.005229,-0.020133,0.25,0.0,1.625,0.03056,0.147645,0.695922
15,-1.988235,187.279999,0.119274,0.133729,15.833334,0.083333,0.681797,52224.0,0.101349,0.35057,0.019612,0.073464,-0.020669,0.040529,19.758566,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.095161,-0.000885,-0.001774,-0.036595,-0.133717,-0.382464,-0.030871,-0.004564,0.137436,-0.058616,-0.02176,-0.035164,-0.019542,0.122192,0.061255,-0.133467,-0.009026,-0.024842,0.5,0.0,1.625,0.032773,0.162877,0.678824
16,-1.78234,207.399994,0.129238,0.141031,17.416668,0.083333,0.673452,52527.0,0.108522,0.372339,0.023455,0.085541,-0.023505,0.048916,19.51334,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.101086,-0.000925,-0.001848,-0.036945,-0.144211,-0.39589,-0.0329,-0.004794,0.152559,-0.061705,-0.022921,-0.037498,-0.020967,0.126306,0.064097,-0.138311,-0.011993,-0.032053,0.333333,0.0,1.5,0.032331,0.154269,0.698551
17,-1.29534,213.119995,0.132201,0.140221,14.416667,0.041667,0.666083,52355.0,0.109206,0.368487,0.024749,0.084947,-0.024144,0.048874,19.563395,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.101843,-0.000921,-0.001776,-0.035628,-0.144586,-0.385191,-0.032533,-0.004754,0.155976,-0.060659,-0.022171,-0.037025,-0.021311,0.127165,0.066798,-0.134823,-0.009456,-0.036549,0.291667,0.0,1.75,0.031549,0.150486,0.674879
18,0.304159,200.309998,0.133002,0.145135,15.083334,0.125,0.65888,52237.0,0.107357,0.370482,0.023519,0.079379,-0.022559,0.047085,19.457829,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.102761,-0.00093,-0.001816,-0.037446,-0.135888,-0.367227,-0.031343,-0.004625,0.152162,-0.059945,-0.022508,-0.035543,-0.020471,0.137694,0.070306,-0.129076,-0.008007,-0.027164,0.25,0.0,1.041667,0.033968,0.155679,0.700135
19,-0.103396,225.539993,0.148189,0.155547,13.375,0.041667,0.652599,51370.0,0.110725,0.387757,0.025128,0.087969,-0.024303,0.054997,19.304043,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.109151,-0.000984,-0.001943,-0.036655,-0.14811,-0.390524,-0.033148,-0.005005,0.164071,-0.062792,-0.023393,-0.037956,-0.022471,0.154068,0.076341,-0.137188,-0.012579,-0.034788,0.166667,0.0,1.166667,0.03228,0.157823,0.681392
20,0.289053,222.110001,0.140651,0.149287,12.791667,0.083333,0.645514,52548.0,0.110874,0.382324,0.024625,0.079419,-0.023323,0.049212,19.296429,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.107519,-0.00096,-0.002089,-0.036961,-0.13685,-0.362833,-0.03245,-0.004785,0.157612,-0.060633,-0.023449,-0.037102,-0.020669,0.150942,0.075579,-0.127961,-0.009816,-0.029246,0.125,0.0,1.166667,0.033855,0.168833,0.683775
21,0.663825,242.460007,0.151809,0.162244,9.833334,0.041667,0.638477,52537.0,0.121868,0.40858,0.027771,0.095346,-0.026242,0.057822,19.108311,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.114133,-0.001018,-0.002304,-0.03547,-0.157162,-0.387331,-0.034835,-0.005104,0.175531,-0.065851,-0.025725,-0.040232,-0.023681,0.146106,0.079336,-0.136513,-0.011238,-0.038477,0.375,0.0,1.291667,0.034617,0.164919,0.662701
22,1.387596,248.270004,0.157731,0.168012,9.541667,0.083333,0.631537,52700.0,0.122796,0.427376,0.028368,0.091555,-0.026155,0.056316,19.108868,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.119939,-0.001057,-0.002419,-0.036301,-0.153887,-0.389192,-0.03488,-0.00521,0.178274,-0.066063,-0.026728,-0.040614,-0.023252,0.165644,0.087129,-0.137705,-0.011922,-0.029892,0.333333,0.0,1.083333,0.035867,0.151373,0.683006
23,0.607616,265.980011,0.162183,0.175849,7.833333,0.0,0.624098,52407.0,0.128898,0.430594,0.027576,0.089975,-0.025631,0.05593,19.048077,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.121993,-0.001046,-0.002484,-0.037336,-0.148821,-0.378446,-0.03528,-0.005335,0.177809,-0.068234,-0.028017,-0.041648,-0.022798,0.162619,0.087025,-0.134384,-0.011858,-0.050649,0.083333,0.0,0.583333,0.033674,0.153381,0.693535
24,2.366513,271.779999,0.191597,0.200493,8.125,0.208333,0.618635,51977.0,0.144804,0.492114,0.028924,0.096696,-0.027256,0.057033,18.95174,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.143636,-0.00128,-0.003087,-0.036099,-0.166146,-0.455027,-0.040994,-0.006202,0.200564,-0.076002,-0.030037,-0.0468,-0.025652,0.213924,0.111121,-0.161176,-0.012248,-0.040537,0.333333,0.0,0.916667,0.03538,0.162339,0.671503
25,4.461595,269.01001,0.182264,0.190594,6.333333,0.166667,0.611644,52816.0,0.127944,0.454887,0.031546,0.098217,-0.027702,0.06637,19.008846,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.133796,-0.001183,-0.002944,-0.034314,-0.1706,-0.40557,-0.037361,-0.005659,0.200762,-0.069135,-0.027449,-0.042167,-0.026435,0.208661,0.106379,-0.14428,-0.012857,-0.045324,0.208333,0.0,1.125,0.034673,0.166571,0.643447
26,4.021267,299.839996,0.206935,0.211164,5.625,0.041667,0.605535,52069.0,0.148297,0.506562,0.03472,0.116112,-0.030112,0.07945,18.840155,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.146375,-0.001262,-0.003287,-0.034678,-0.178963,-0.442184,-0.04139,-0.006368,0.218105,-0.078072,-0.032703,-0.046846,-0.026959,0.211067,0.113827,-0.156981,-0.014329,-0.031983,0.125,0.0,1.0,0.032074,0.174616,0.645844
27,4.390681,352.5,0.219136,0.241725,4.416667,0.083333,0.599251,45947.0,0.167298,0.555237,0.040883,0.132181,-0.034975,0.088144,18.784803,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.165593,-0.001446,-0.003467,-0.032349,-0.203203,-0.49546,-0.046151,-0.007034,0.249017,-0.083641,-0.034765,-0.052349,-0.031247,0.244515,0.136326,-0.176141,-0.020078,-0.085949,0.333333,0.0,1.0,0.033168,0.18419,0.576314
28,5.543827,364.609985,0.262154,0.276735,4.416667,0.041667,0.595378,47486.0,0.190971,0.642077,0.048251,0.136869,-0.039939,0.083234,18.781464,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.187558,-0.001618,-0.004199,-0.033407,-0.22406,-0.546685,-0.052681,-0.007791,0.286508,-0.096016,-0.039245,-0.05778,-0.035103,0.261399,0.147953,-0.19445,-0.014815,-0.052409,0.125,0.0,0.958333,0.037897,0.151279,0.63072
29,5.450364,381.779999,0.263261,0.261551,3.833333,0.041667,0.589329,47070.0,0.184511,0.637582,0.046335,0.137435,-0.039833,0.090582,18.726784,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.184168,-0.001592,-0.004553,-0.032744,-0.243568,-0.543511,-0.049984,-0.008008,0.288125,-0.0938,-0.038275,-0.057291,-0.03765,0.270773,0.149134,-0.193281,-0.015046,-0.044921,0.208333,0.0,0.958333,0.038064,0.163445,0.582202
30,5.938659,370.26001,0.237385,0.26987,3.0,0.0,0.583518,46603.0,0.176204,0.599272,0.041694,0.138235,-0.036165,0.088958,18.660049,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.181194,-0.001577,-0.00465,-0.031066,-0.234832,-0.513207,-0.048571,-0.007626,0.274805,-0.087464,-0.036028,-0.054371,-0.036998,0.26568,0.159674,-0.183218,-0.023061,-0.067006,0.375,0.0,1.083333,0.033504,0.209074,0.571184
31,6.255876,404.299988,0.25259,0.277804,3.708333,0.083333,0.578019,47205.0,0.187398,0.635183,0.03979,0.134273,-0.036459,0.07958,18.456944,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.188366,-0.001663,-0.004411,-0.032238,-0.222247,-0.533714,-0.049684,-0.007826,0.271393,-0.091161,-0.037382,-0.058865,-0.034393,0.275629,0.16173,-0.190508,-0.020868,-0.071659,0.25,0.0,1.041667,0.035676,0.177467,0.594262
32,5.899077,408.950012,0.274032,0.299577,2.75,0.041667,0.571979,49924.0,0.200529,0.657354,0.044188,0.137358,-0.038319,0.083963,18.531046,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.201925,-0.0017,-0.004817,-0.032917,-0.228911,-0.543173,-0.05341,-0.008413,0.290718,-0.099761,-0.043564,-0.062515,-0.035922,0.300908,0.172543,-0.194673,-0.02365,-0.094292,0.041667,0.0,0.75,0.036881,0.164909,0.580765
33,7.793989,410.079987,0.288155,0.308883,2.791667,0.083333,0.567266,52380.0,0.213654,0.720226,0.053096,0.166104,-0.044595,0.108257,18.450008,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.212497,-0.001807,-0.00517,-0.029844,-0.258145,-0.597575,-0.058153,-0.008895,0.324279,-0.1039,-0.043944,-0.064824,-0.03987,0.303751,0.17778,-0.213058,-0.013662,-0.050238,0.166667,0.0,1.083333,0.036697,0.185638,0.555676
34,9.251197,487.869995,0.336478,0.355401,2.375,0.0,0.561544,52612.0,0.240255,0.778355,0.05649,0.169986,-0.047839,0.107617,18.38345,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.243071,-0.002089,-0.006206,-0.028028,-0.305179,-0.668899,-0.062396,-0.010355,0.372305,-0.110409,-0.048261,-0.069788,-0.047032,0.332573,0.230239,-0.239061,-0.027574,-0.088357,0.125,0.0,0.958333,0.033795,0.182852,0.54626
35,11.385904,497.929993,0.344279,0.380612,2.217391,0.0,0.555778,53468.0,0.235151,0.818587,0.060115,0.18617,-0.047423,0.13636,18.359701,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.253022,-0.002144,-0.00679,-0.029954,-0.270646,-0.682998,-0.065481,-0.010127,0.36855,-0.11753,-0.050711,-0.071863,-0.042534,0.443066,0.228544,-0.244048,-0.031789,-0.112644,0.130435,0.0,0.869565,0.034342,0.187359,0.489078
36,10.366262,481.140015,0.306318,0.31751,2.086957,0.043478,0.549805,52789.0,0.225115,0.705828,0.051937,0.148998,-0.04252,0.088032,18.373882,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.216413,-0.001841,-0.005033,-0.030981,-0.247499,-0.573885,-0.057468,-0.008922,0.319212,-0.103472,-0.045191,-0.062698,-0.038783,0.311003,0.195796,-0.205648,-0.018164,-0.087967,0.173913,0.0,0.652174,0.033096,0.238657,0.592652
37,11.216501,484.559998,0.332185,0.327651,1.772727,0.0,0.543665,54029.0,0.229758,0.745439,0.069681,0.191125,-0.052411,0.136061,18.278229,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.228971,-0.001864,-0.005556,-0.030545,-0.287919,-0.576495,-0.059273,-0.009108,0.369655,-0.108908,-0.05144,-0.065987,-0.04543,0.330596,0.203938,-0.207631,-0.015533,-0.083727,0.181818,0.0,0.681818,0.032478,0.22157,0.569025
38,11.983155,463.089996,0.353286,0.359453,2.695652,0.043478,0.538376,52963.0,0.246862,0.792563,0.06426,0.191404,-0.049196,0.12776,18.087952,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.250873,-0.002105,-0.006498,-0.033391,-0.284927,-0.617567,-0.06127,-0.010007,0.381906,-0.108167,-0.048936,-0.070428,-0.045217,0.361013,0.245461,-0.222715,-0.015305,-0.062641,0.304348,0.0,0.565217,0.03436,0.19389,0.614269
39,14.777032,619.150024,0.437871,0.492565,2.043478,0.086957,0.533479,53639.0,0.325479,1.0384,0.070238,0.233047,-0.060019,0.145528,18.10253,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.325524,-0.002791,-0.007566,-0.023052,-0.364896,-0.870595,-0.084344,-0.013513,0.470658,-0.151217,-0.06548,-0.098542,-0.05692,0.471584,0.304232,-0.311363,-0.035489,-0.097691,0.130435,0.0,1.434783,0.042243,0.176937,0.405237
40,14.414865,572.650024,0.384912,0.417102,1.772727,0.0,0.528047,54720.0,0.273364,0.899205,0.073612,0.221584,-0.057323,0.144331,18.156261,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.284976,-0.002372,-0.007712,-0.027273,-0.330533,-0.73602,-0.074334,-0.011528,0.434362,-0.132604,-0.05724,-0.081572,-0.051299,0.416701,0.278095,-0.263765,-0.04795,-0.083852,0.090909,0.0,0.863636,0.030709,0.180215,0.54917
41,20.770617,957.900024,0.478176,0.502901,1.5,0.0,0.522698,53938.0,0.329149,1.063556,0.082442,0.23508,-0.065126,0.158959,18.042028,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.338794,-0.00284,-0.009462,-0.022213,-0.395284,-0.889778,-0.08475,-0.014187,0.510436,-0.149389,-0.06583,-0.095885,-0.062267,0.496539,0.33802,-0.318666,-0.041665,-0.164924,0.045455,0.0,7.045455,0.045314,0.182388,0.442961
42,22.338266,843.5,0.550072,0.594065,1.208333,0.0,0.517021,53230.0,0.364777,1.231487,0.092103,0.268894,-0.070942,0.180866,18.090424,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.387101,-0.003195,-0.009822,-0.016294,-0.410525,-1.002807,-0.095852,-0.015843,0.569637,-0.170069,-0.075659,-0.107794,-0.064123,0.625126,0.378098,-0.359799,-0.039587,-0.174006,0.291667,0.0,3.041667,0.032506,0.173592,0.324756
43,27.177313,849.710022,0.604177,0.62468,1.833333,0.125,0.511503,52168.0,0.378082,1.318337,0.09697,0.292443,-0.075253,0.205337,17.931126,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.418661,-0.003506,-0.010795,-0.010992,-0.459375,-1.07255,-0.103052,-0.017129,0.612338,-0.176476,-0.076298,-0.116458,-0.072632,0.725865,0.428133,-0.385263,-0.040918,-0.149676,0.291667,0.0,5.625,0.031998,0.185176,0.276552
44,26.712383,826.929993,0.553286,0.603553,1.291667,0.041667,0.50582,52781.0,0.361208,1.244701,0.089579,0.267255,-0.071982,0.188832,18.100126,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.402579,-0.003394,-0.011568,-0.012693,-0.437936,-0.977985,-0.095386,-0.016427,0.586827,-0.167873,-0.072138,-0.112497,-0.06965,0.721354,0.424707,-0.353065,-0.028296,-0.128818,0.208333,0.0,4.041667,0.036461,0.180099,0.302616
45,27.813202,860.890015,0.588167,0.655212,1.333333,0.041667,0.500566,51610.0,0.386543,1.309491,0.093359,0.287032,-0.074554,0.192783,18.053589,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.432865,-0.003702,-0.013852,-0.009885,-0.486898,-1.013064,-0.099887,-0.016933,0.640512,-0.168911,-0.073862,-0.11292,-0.077976,0.740417,0.490359,-0.366951,-0.033607,-0.17078,0.166667,0.0,5.375,0.031866,0.185102,0.249088
46,30.747801,860.409973,0.622309,0.660064,1.5,0.083333,0.494795,53147.0,0.399624,1.333874,0.107414,0.316901,-0.081275,0.222739,17.939388,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.436926,-0.003617,-0.012279,-0.008616,-0.491733,-0.984807,-0.099059,-0.017009,0.672171,-0.171361,-0.076156,-0.11387,-0.07946,0.70972,0.481848,-0.357822,-0.028082,-0.173111,0.125,0.0,5.5,0.032483,0.168135,0.249163
47,31.361485,880.369995,0.609133,0.658771,1.125,0.041667,0.490123,53267.0,0.392798,1.292347,0.100626,0.307769,-0.077314,0.215961,17.941044,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.43868,-0.003683,-0.012094,-0.008453,-0.480126,-0.960398,-0.09974,-0.01697,0.656928,-0.167807,-0.074489,-0.113287,-0.078562,0.743757,0.507428,-0.349892,-0.039309,-0.187955,0.083333,0.0,4.541667,0.034522,0.157197,0.225196
48,37.641945,915.309998,0.649922,0.67764,1.083333,0.041667,0.484844,53399.0,0.395977,1.322672,0.105122,0.321752,-0.078926,0.238828,17.942059,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.445,-0.003664,-0.014076,-0.007107,-0.482202,-0.939171,-0.098865,-0.017085,0.675749,-0.16756,-0.078947,-0.113235,-0.077358,0.77668,0.519637,-0.343046,-0.027125,-0.14442,0.0,0.0,4.875,0.032756,0.164486,0.226726
49,34.718403,870.450012,0.573439,0.62602,1.333333,0.083333,0.479477,52130.0,0.373499,1.197211,0.10124,0.295341,-0.071836,0.217015,17.837803,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.415278,-0.003384,-0.013701,-0.010436,-0.427946,-0.845259,-0.091831,-0.015698,0.620993,-0.155861,-0.0721,-0.10359,-0.068748,0.701633,0.491787,-0.309921,-0.030632,-0.1242,0.333333,0.0,4.875,0.032496,0.191611,0.298539
50,37.005741,859.75,0.613914,0.663646,1.0,0.125,0.474984,52682.0,0.384699,1.260597,0.102911,0.292356,-0.073929,0.214322,17.989906,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.439419,-0.003639,-0.014898,-0.008574,-0.444051,-0.868141,-0.096184,-0.016266,0.642165,-0.158634,-0.076667,-0.108089,-0.073239,0.796397,0.541802,-0.318725,-0.031742,-0.14775,0.375,0.0,4.916667,0.036382,0.179299,0.22641
51,39.13485,853.530029,0.624087,0.668428,1.208333,0.083333,0.470175,53266.0,0.378933,1.240289,0.110789,0.286035,-0.075681,0.212905,17.827488,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.43726,-0.003531,-0.014197,-0.009355,-0.445288,-0.844091,-0.090334,-0.015919,0.663499,-0.153387,-0.073269,-0.101453,-0.072658,0.79594,0.547147,-0.310654,-0.023678,-0.146933,0.125,0.0,4.583333,0.03319,0.186208,0.254445
52,39.515232,818.359985,0.590658,0.621661,1.666667,0.083333,0.465221,52112.0,0.356603,1.143742,0.100282,0.265736,-0.066308,0.199788,17.864576,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.409714,-0.003351,-0.014905,-0.011919,-0.38683,-0.762244,-0.08599,-0.01477,0.596271,-0.1412,-0.069034,-0.09499,-0.063523,0.764616,0.533138,-0.281343,-0.018693,-0.11557,0.0,0.0,4.875,0.037257,0.163094,0.26094
53,41.894699,838.289978,0.606283,0.650553,1.333333,0.0,0.461845,52065.0,0.376711,1.195044,0.110819,0.294898,-0.072364,0.221024,17.683868,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.425415,-0.00343,-0.016025,-0.008216,-0.422997,-0.777641,-0.086123,-0.014974,0.648112,-0.14319,-0.071257,-0.095117,-0.069605,0.738235,0.562645,-0.287425,-0.023707,-0.110593,0.125,0.0,6.083333,0.029688,0.175373,0.244719
