iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/out_of_bounds,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
0,-1.983966,20.67,0.008059,0.007896,3.913043,38.0,0.980021,34529.0,0.008473,0.027446,0.00078,0.005614,-0.003492,0.002756,35.120659,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.005797,-6.1e-05,-0.00021,-0.020104,-0.027114,-0.040617,-0.004942,-0.000356,0.008571,-0.008139,-0.003592,-0.010165,-0.00161,0.007016,0.002339,-0.014127,-6.8e-05,-0.000121,37.652176,0.0,4.26087,0.099621,0.129335,0.379685
1,-3.015975,41.450001,0.022095,0.018894,22.0,0.5,0.956951,13679.0,0.021975,0.068477,0.003974,0.016258,-0.005036,0.008328,22.071844,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.016054,-0.000167,-0.000431,-0.034606,-0.030047,-0.112984,-0.007483,-0.000832,0.022966,-0.016714,-0.006581,-0.008205,-0.003581,0.016066,0.007009,-0.038391,-0.000252,-0.001046,0.875,0.0,3.583333,0.034162,0.158312,0.685614
2,-3.473115,52.990002,0.031931,0.030261,21.416668,0.625,0.935506,15637.0,0.030114,0.099369,0.00538,0.023019,-0.006762,0.012369,22.027395,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.024536,-0.000253,-0.000571,-0.034795,-0.043019,-0.165831,-0.010783,-0.001305,0.03402,-0.021862,-0.008661,-0.01192,-0.005294,0.028261,0.012045,-0.056198,-0.000427,-0.001584,0.791667,0.0,3.291667,0.036697,0.157874,0.688141
3,-4.418004,73.150002,0.040968,0.04347,18.791668,0.416667,0.911886,12953.0,0.038859,0.130445,0.007147,0.029327,-0.008765,0.015367,21.570923,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.033095,-0.000337,-0.000827,-0.03406,-0.055607,-0.218415,-0.014312,-0.001796,0.045948,-0.027511,-0.01081,-0.015383,-0.007118,0.040566,0.016547,-0.073918,-0.000764,-0.002749,1.208333,0.0,3.416667,0.036296,0.16909,0.653222
4,-4.208637,88.769997,0.052754,0.053637,19.791668,0.291667,0.886625,14479.0,0.048158,0.165326,0.009101,0.039801,-0.011179,0.022332,21.415382,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.041515,-0.000418,-0.000979,-0.034357,-0.069362,-0.263771,-0.017378,-0.002244,0.059618,-0.033635,-0.012263,-0.018993,-0.009066,0.050611,0.021036,-0.089559,-0.001518,-0.004472,0.875,0.0,3.416667,0.033825,0.157036,0.675446
5,-4.613487,97.199997,0.058951,0.059896,17.5,0.25,0.859341,13417.0,0.050155,0.176347,0.009761,0.039423,-0.011754,0.021605,21.215553,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.045261,-0.000457,-0.001081,-0.034991,-0.074975,-0.274903,-0.018924,-0.002433,0.064187,-0.036246,-0.013325,-0.020659,-0.009708,0.057749,0.023652,-0.093572,-0.00233,-0.006168,0.791667,0.0,2.625,0.034563,0.161981,0.686437
6,-4.079888,102.120003,0.063055,0.066624,15.166667,0.208333,0.833364,13395.0,0.057535,0.196707,0.01043,0.04561,-0.012784,0.023688,20.949741,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.05019,-0.000498,-0.001254,-0.034037,-0.082258,-0.291238,-0.019958,-0.002662,0.071812,-0.038419,-0.014249,-0.022503,-0.010999,0.059831,0.026167,-0.099477,-0.002102,-0.006393,0.958333,0.0,2.833333,0.033984,0.154537,0.675459
7,-4.768337,123.019997,0.071289,0.077423,14.416667,0.291667,0.809834,14400.0,0.064683,0.223295,0.01212,0.050431,-0.01419,0.027509,20.630161,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.05687,-0.000558,-0.001222,-0.03491,-0.089571,-0.317541,-0.022525,-0.003036,0.080552,-0.043374,-0.015836,-0.025315,-0.011838,0.068305,0.029711,-0.108576,-0.002703,-0.010744,0.25,0.0,2.25,0.033439,0.154274,0.696557
8,-4.880054,137.389999,0.082138,0.089849,13.791667,0.375,0.788175,13105.0,0.072705,0.258862,0.013483,0.056933,-0.016207,0.030465,20.470486,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.066782,-0.000662,-0.001596,-0.034529,-0.104747,-0.356059,-0.025494,-0.003461,0.094162,-0.047775,-0.017825,-0.028432,-0.014338,0.085589,0.036849,-0.122221,-0.004007,-0.013835,0.458333,0.0,2.375,0.032262,0.166305,0.647525
9,-4.895362,155.449997,0.089869,0.096913,14.833334,0.333333,0.766024,14777.0,0.080504,0.277935,0.015708,0.062192,-0.017691,0.03231,20.29847,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.070126,-0.000676,-0.001586,-0.034884,-0.111627,-0.359677,-0.026364,-0.003635,0.103906,-0.050768,-0.019366,-0.029866,-0.0151,0.081402,0.037416,-0.123818,-0.004858,-0.014115,0.791667,0.0,2.333333,0.03321,0.16225,0.679882
10,-4.461433,170.279999,0.10214,0.107529,14.0,0.291667,0.746208,14338.0,0.087938,0.303209,0.016079,0.068379,-0.018385,0.03532,20.140701,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.080074,-0.000777,-0.001711,-0.03512,-0.118055,-0.396013,-0.029445,-0.004095,0.111756,-0.055072,-0.019843,-0.033082,-0.016505,0.098136,0.045948,-0.136501,-0.004743,-0.019257,0.208333,0.0,2.083333,0.032772,0.16322,0.701825
11,-3.608021,171.229996,0.104203,0.112111,14.583334,0.125,0.727863,52654.0,0.089829,0.312361,0.017337,0.065906,-0.019133,0.034427,20.02462,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.081427,-0.000775,-0.001553,-0.03591,-0.119323,-0.383807,-0.02952,-0.004136,0.116794,-0.056883,-0.020247,-0.033533,-0.016783,0.101308,0.046342,-0.13281,-0.005844,-0.018356,0.291667,0.0,1.625,0.032456,0.151486,0.712974
12,-3.795772,170.679993,0.10554,0.115464,16.0,0.041667,0.710796,51788.0,0.095172,0.324562,0.0175,0.070156,-0.019649,0.03628,19.88475,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.084983,-0.00081,-0.00182,-0.0368,-0.124303,-0.382551,-0.029682,-0.004234,0.121227,-0.057422,-0.021318,-0.03431,-0.017596,0.103274,0.04997,-0.132601,-0.005235,-0.021364,0.333333,0.0,1.458333,0.036445,0.153384,0.710697
13,-2.861638,181.020004,0.117689,0.121929,14.916667,0.125,0.698539,52445.0,0.096936,0.330462,0.019042,0.070944,-0.020181,0.036235,19.722797,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.088998,-0.000839,-0.00179,-0.035127,-0.127359,-0.385737,-0.030621,-0.004388,0.128022,-0.057568,-0.020774,-0.035321,-0.018442,0.109682,0.054625,-0.13401,-0.005843,-0.017354,0.166667,0.0,2.25,0.032202,0.147643,0.699223
