iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force
0,0.626013,20.790001,0.010846,0.01071,1.5,0.0,0.987495,39464.0,0.007297,0.019314,0.001062,0.005576,-0.001592,0.002589,8.488916
1,1.393401,46.939999,0.029028,0.025253,20.291668,0.0,0.977976,73083.0,0.023135,0.06492,0.005984,0.019204,-0.005475,0.012253,8.337096
2,2.275295,68.199997,0.047226,0.04327,25.75,0.0,0.973605,73396.0,0.036433,0.106336,0.00901,0.031229,-0.008569,0.018463,8.302633
3,3.089049,87.010002,0.062469,0.059075,27.875,0.0,0.965437,73264.0,0.048126,0.141073,0.011293,0.040332,-0.010955,0.02485,8.257044
4,3.595504,97.459999,0.076315,0.072345,26.833334,0.0,0.95788,71375.0,0.058634,0.172343,0.013787,0.048919,-0.013264,0.03027,8.23936
5,4.143243,113.550003,0.088909,0.085015,25.958334,0.0,0.946864,72076.0,0.067589,0.199427,0.015616,0.056735,-0.015289,0.034853,8.203669
6,4.935322,128.399994,0.098671,0.09475,21.958334,0.0,0.93948,72842.0,0.075373,0.225127,0.017571,0.063345,-0.017307,0.038619,8.164922
7,5.445651,140.789993,0.10805,0.104086,16.916668,0.0,0.929294,71720.0,0.082461,0.245403,0.019154,0.069299,-0.019104,0.043576,8.129494
8,6.507339,165.509995,0.121848,0.117719,13.791667,0.0,0.921483,72555.0,0.091937,0.278833,0.021962,0.076134,-0.020892,0.049839,8.106909
9,7.49284,181.919998,0.137984,0.134395,12.083334,0.0,0.912535,2760.0,0.102664,0.314004,0.024075,0.085649,-0.023495,0.055786,8.077213
10,8.34701,204.770004,0.145605,0.141692,9.708334,0.0,0.905398,1091.0,0.10941,0.334993,0.025902,0.092068,-0.02561,0.060417,8.04617
11,8.870412,206.470001,0.162499,0.159274,6.25,0.0,0.895951,42793.0,0.117515,0.368963,0.028037,0.094422,-0.026071,0.069563,7.957477
12,9.705066,235.059998,0.182215,0.178943,4.458333,0.0,0.889679,74907.0,0.141344,0.417884,0.031892,0.123169,-0.034276,0.069494,7.924064
13,10.674146,261.559998,0.191438,0.191513,3.166667,0.0,0.882735,75985.0,0.149207,0.448425,0.033449,0.12726,-0.034931,0.075571,7.848299
14,12.270234,279.329987,0.219447,0.214609,2.75,0.0,0.875347,74576.0,0.154914,0.48382,0.037743,0.132286,-0.03717,0.088884,7.806932
15,12.59399,317.230011,0.228181,0.231241,2.541667,0.0,0.869419,79579.0,0.185899,0.543318,0.042333,0.16686,-0.045928,0.084998,7.805246
16,13.754319,342.140015,0.242712,0.247006,2.041667,0.0,0.862446,80389.0,0.19236,0.57795,0.043199,0.168956,-0.046344,0.102896,7.791026
17,13.469643,344.709991,0.242024,0.244678,1.958333,0.0,0.855372,79007.0,0.188293,0.588001,0.046199,0.163281,-0.047006,0.107224,7.78589
18,15.333395,378.25,0.261011,0.265179,2.5,0.0,0.849792,78160.0,0.20588,0.630684,0.050678,0.177954,-0.050375,0.123804,7.7779
19,17.301592,409.970001,0.302046,0.301536,1.73913,0.0,0.844496,82895.0,0.219782,0.673994,0.051529,0.18454,-0.051708,0.127517,7.787518
20,17.436357,428.109985,0.310548,0.315871,1.565217,0.0,0.839067,81700.0,0.24837,0.746321,0.056597,0.224461,-0.063115,0.122404,7.721846
21,17.419193,450.390015,0.313143,0.31778,1.130435,0.0,0.833854,81718.0,0.244492,0.742454,0.059235,0.208563,-0.05917,0.14139,7.695594
22,18.382053,470.859985,0.306448,0.322439,1.285714,0.0,0.83021,82897.0,0.262142,0.782305,0.061178,0.237235,-0.068166,0.144623,7.671529
23,18.991388,494.609985,0.29174,0.307441,1.173913,0.0,0.82724,81066.0,0.274902,0.774956,0.064303,0.235671,-0.068338,0.162883,7.65361
24,20.073118,512.710022,0.318903,0.325697,0.913043,0.0,0.822671,80566.0,0.279714,0.815157,0.066778,0.246819,-0.073661,0.152368,7.62656
25,21.68582,553.090027,0.34337,0.370264,0.619048,0.0,0.819115,76278.0,0.309627,0.912292,0.06919,0.283991,-0.080144,0.146185,7.626694
26,22.840244,580.25,0.393381,0.410673,0.916667,0.0,0.815559,72980.0,0.2979,0.931569,0.074167,0.25998,-0.073492,0.189353,7.611972
27,23.984661,588.549988,0.390682,0.402,0.782609,0.0,0.811753,75450.0,0.31547,0.971099,0.072996,0.29247,-0.084689,0.168712,7.593423
28,24.384121,624.51001,0.378796,0.39189,0.826087,0.0,0.808696,75358.0,0.334452,1.00095,0.081399,0.308756,-0.091192,0.186337,7.575172
29,23.542316,647.419983,0.401467,0.409024,0.73913,0.0,0.806087,71650.0,0.338397,0.964167,0.080738,0.314409,-0.091753,0.181423,7.579307
30,25.864302,661.849976,0.446592,0.458274,0.761905,0.0,0.803392,79073.0,0.358908,1.10579,0.087927,0.318673,-0.091301,0.193979,7.564241
31,25.408638,697.150024,0.369951,0.383142,0.833333,0.0,0.801677,74264.0,0.361588,1.031498,0.090483,0.330695,-0.100728,0.202768,7.550441
32,25.689398,716.940002,0.443785,0.440123,0.565217,0.0,0.79902,74595.0,0.38938,1.132059,0.096898,0.348572,-0.105501,0.212713,7.575975
33,26.038916,751.0,0.430575,0.459308,0.545455,0.0,0.795864,77703.0,0.409943,1.133245,0.097019,0.375765,-0.107254,0.205924,7.559608
34,27.938831,772.23999,0.477144,0.500509,0.608696,0.0,0.793614,73394.0,0.404235,1.204442,0.10095,0.393121,-0.11336,0.214395,7.576623
35,28.799026,786.640015,0.422226,0.453008,0.727273,0.0,0.790675,69110.0,0.413744,1.162413,0.102644,0.364516,-0.106651,0.218848,7.592659
36,28.185682,811.719971,0.535946,0.544614,0.73913,0.0,0.788901,83215.0,0.414796,1.285855,0.105775,0.372567,-0.109085,0.223044,7.636626
37,29.999294,851.119995,0.569144,0.58316,0.454545,0.0,0.786406,85270.0,0.456882,1.371357,0.115096,0.449485,-0.12973,0.255354,7.682422
38,30.998873,878.539978,0.47616,0.523073,0.478261,0.0,0.783377,83344.0,0.447993,1.272516,0.111359,0.423401,-0.119808,0.250785,7.730857
39,33.104836,871.890015,0.550122,0.556827,0.681818,0.0,0.780242,83757.0,0.433784,1.325068,0.109045,0.421767,-0.123367,0.220589,7.815185
40,33.319191,905.340027,0.52751,0.5868,0.2,0.0,0.777672,83857.0,0.460073,1.413709,0.125244,0.450744,-0.121938,0.260377,7.873992
41,31.723757,918.840027,0.498007,0.514918,0.75,0.0,0.773238,81791.0,0.454272,1.317369,0.11676,0.44239,-0.130074,0.258964,7.949505
42,37.818367,988.950012,0.594779,0.626878,0.391304,0.0,0.770719,81712.0,0.482146,1.516336,0.12943,0.463195,-0.130694,0.289465,7.994574
43,37.971748,995.640015,0.603402,0.639754,0.208333,0.0,0.768613,80316.0,0.491581,1.522891,0.130495,0.47851,-0.134542,0.290511,8.063852
44,38.202454,999.22998,0.570283,0.612224,0.166667,0.0,0.765513,81487.0,0.486856,1.478878,0.132156,0.481452,-0.135756,0.290913,8.098792
45,39.197857,990.72998,0.608591,0.6399,0.208333,0.0,0.762494,77571.0,0.477364,1.510024,0.130867,0.480247,-0.135746,0.299374,8.141077
46,37.867172,986.830017,0.572294,0.620618,0.291667,0.0,0.759672,80051.0,0.47345,1.473902,0.129093,0.482423,-0.134431,0.29836,8.158468
47,40.366924,999.890015,0.580488,0.622021,0.208333,0.0,0.757713,82133.0,0.466612,1.474936,0.130306,0.476933,-0.133935,0.308943,8.162937
48,41.098244,987.049988,0.599258,0.639778,0.25,0.0,0.755536,80827.0,0.456353,1.480309,0.129476,0.47443,-0.132222,0.323939,8.180046
49,43.304348,1000.0,0.620815,0.650441,0.166667,0.0,0.751302,80483.0,0.453231,1.496131,0.127824,0.481164,-0.135431,0.324354,8.207774
50,41.881908,1000.0,0.6229,0.652399,0.125,0.0,0.749518,72029.0,0.440814,1.49223,0.130106,0.470168,-0.131613,0.33379,8.249827
51,46.672962,1000.0,0.661723,0.699959,0.041667,0.0,0.74599,69336.0,0.440043,1.530217,0.128403,0.486184,-0.134266,0.337175,8.236511
52,45.370544,991.710022,0.679852,0.704499,0.083333,0.0,0.742947,74743.0,0.42583,1.538273,0.126151,0.472962,-0.130609,0.348817,8.227549
53,46.130314,980.530029,0.693004,0.712219,0.208333,0.0,0.740222,73004.0,0.422605,1.51923,0.122563,0.467556,-0.130089,0.353555,8.258532
54,47.495808,991.030029,0.692889,0.72113,0.083333,0.0,0.736646,2106.0,0.420544,1.530618,0.126888,0.490806,-0.134615,0.338951,8.229942
55,50.472389,990.539978,0.716445,0.747656,0.041667,0.0,0.732389,1682.0,0.412323,1.554982,0.125354,0.47503,-0.128142,0.367357,8.254902
56,49.990971,992.23999,0.713477,0.74483,0.041667,0.0,0.730339,43778.0,0.406833,1.560018,0.1243,0.482943,-0.129923,0.359402,8.247692
57,48.915424,977.429993,0.734855,0.73894,0.125,0.0,0.72819,43935.0,0.398462,1.544227,0.122324,0.466884,-0.131432,0.365531,8.252769
58,51.455345,978.690002,0.757243,0.783902,0.166667,0.0,0.72597,44408.0,0.384221,1.578871,0.123608,0.464146,-0.125211,0.413935,8.271559
59,51.975266,985.909973,0.784187,0.799895,0.125,0.0,0.723282,43744.0,0.378322,1.577619,0.125044,0.487626,-0.133293,0.39501,8.265292
60,54.010441,994.340027,0.777566,0.790798,0.043478,0.0,0.72106,43956.0,0.388095,1.572977,0.120112,0.486091,-0.131985,0.402957,8.255558
61,55.032032,999.929993,0.812319,0.83813,0.045455,0.0,0.718415,49904.0,0.375809,1.62316,0.122893,0.469702,-0.125348,0.420061,8.248763
62,56.728397,983.419983,0.841494,0.852547,0.125,0.0,0.716326,46901.0,0.351146,1.61765,0.120865,0.465682,-0.126414,0.460842,8.253742
63,53.062016,979.700012,0.786895,0.804863,0.090909,0.0,0.714179,49730.0,0.362019,1.556275,0.123556,0.472995,-0.126527,0.406489,8.272074
64,54.985596,987.5,0.840133,0.868307,0.045455,0.0,0.712065,50722.0,0.356083,1.638467,0.118143,0.467234,-0.124013,0.425774,8.303102
65,59.300323,998.530029,0.840114,0.866821,0.0,0.0,0.709313,48886.0,0.359162,1.656383,0.121826,0.480991,-0.124367,0.419846,8.273508
66,56.850536,1000.0,0.827875,0.846951,0.0,0.0,0.707141,49984.0,0.360349,1.630965,0.11875,0.484079,-0.127388,0.408856,8.298756
67,57.492634,985.76001,0.829862,0.846166,0.090909,0.0,0.705075,50074.0,0.339661,1.580167,0.116765,0.462567,-0.122014,0.417487,8.300745
68,59.804348,993.609985,0.878452,0.898783,0.0,0.0,0.702433,49165.0,0.35098,1.625823,0.120425,0.479324,-0.126923,0.468586,8.30979
69,58.239971,993.580017,0.86476,0.886981,0.043478,0.0,0.700591,47700.0,0.33773,1.629323,0.121993,0.48102,-0.125598,0.422762,8.31049
70,60.44643,978.369995,0.886087,0.903149,0.136364,0.0,0.698261,50185.0,0.327288,1.628389,0.115752,0.453769,-0.119337,0.480933,8.331884
71,60.727306,991.130005,0.898671,0.923972,0.0,0.0,0.696386,49671.0,0.332634,1.623375,0.118499,0.488416,-0.128382,0.425869,8.345791
72,61.436203,995.530029,0.888445,0.912249,0.045455,0.0,0.694946,49871.0,0.331821,1.617021,0.117906,0.409695,-0.106517,0.486032,8.338722
73,60.93087,990.710022,0.875117,0.900583,0.041667,0.0,0.693523,47445.0,0.323734,1.620925,0.111642,0.464396,-0.118938,0.427201,8.384226
74,62.462627,981.719971,0.886603,0.907115,0.130435,0.0,0.692326,49793.0,0.325265,1.616521,0.120268,0.459649,-0.120619,0.461165,8.361205
75,64.880867,989.26001,0.90516,0.928228,0.045455,0.0,0.690064,45368.0,0.318489,1.648968,0.114573,0.466034,-0.120137,0.442725,8.389454
76,60.981827,1000.0,0.906804,0.932808,0.0,0.0,0.688277,45644.0,0.325508,1.619405,0.116275,0.483782,-0.124106,0.452579,8.359949
77,61.280399,999.25,0.914968,0.944939,0.047619,0.0,0.686711,45546.0,0.315773,1.631088,0.115505,0.446595,-0.114251,0.48427,8.394512
78,65.56208,996.669983,0.912603,0.935263,0.090909,0.0,0.684924,46127.0,0.316231,1.614745,0.118813,0.450032,-0.115458,0.4903,8.394675
79,63.488361,998.119995,0.915603,0.940969,0.0,0.0,0.683326,45356.0,0.310627,1.618935,0.115754,0.489517,-0.123829,0.5143,8.410257
80,65.210251,983.47998,0.904802,0.928033,0.181818,0.0,0.681472,45242.0,0.310524,1.572994,0.116586,0.439102,-0.112417,0.502687,8.396021
81,66.344864,980.320007,0.918779,0.942591,0.1,0.0,0.679653,46756.0,0.316205,1.599497,0.123725,0.414942,-0.106347,0.472456,8.422676
82,64.657867,978.559998,0.896649,0.924487,0.130435,0.0,0.677652,43751.0,0.307013,1.598985,0.117412,0.479551,-0.121857,0.443277,8.425188
83,61.543633,993.75,0.916927,0.939159,0.086957,0.0,0.67639,44352.0,0.30745,1.599991,0.12475,0.459029,-0.117216,0.448551,8.440549
84,67.392189,1000.0,0.92304,0.948031,0.041667,0.0,0.675142,42944.0,0.306689,1.597259,0.123501,0.45269,-0.115494,0.490376,8.414201
85,65.344391,990.210022,0.919224,0.94418,0.125,0.0,0.673766,41046.0,0.304697,1.588615,0.123959,0.45084,-0.113822,0.490218,8.43904
86,67.578949,999.849976,0.922841,0.947343,0.041667,0.0,0.672376,46774.0,0.304716,1.589125,0.124832,0.457964,-0.115984,0.493766,8.393306
87,63.739525,1000.0,0.920558,0.947062,0.083333,0.0,0.671405,47478.0,0.301033,1.586291,0.126129,0.463308,-0.116715,0.494342,8.406635
88,69.744713,1000.0,0.923575,0.950697,0.0,0.0,0.670239,59828.0,0.301799,1.585969,0.125173,0.458379,-0.115732,0.514348,8.409125
89,66.425362,990.619995,0.919483,0.94465,0.375,0.0,0.668515,72592.0,0.299764,1.577672,0.126898,0.461128,-0.116545,0.516049,8.404565
90,68.183876,998.48999,0.920786,0.947708,0.083333,0.0,0.667024,60476.0,0.300463,1.580009,0.128469,0.45243,-0.113018,0.512744,8.412361
91,70.944786,1000.0,0.92466,0.950624,0.0,0.0,0.665997,47101.0,0.299855,1.573255,0.12858,0.457779,-0.114908,0.521871,8.423817
92,69.60482,1000.0,0.926003,0.953187,0.0,0.0,0.664423,46700.0,0.297874,1.570444,0.127982,0.462008,-0.116222,0.535078,8.413698
93,68.982269,1000.0,0.917639,0.945174,0.125,0.0,0.662265,46292.0,0.292396,1.549362,0.130914,0.445431,-0.111852,0.507269,8.408497
94,71.442307,998.320007,0.920503,0.946879,0.083333,0.0,0.660279,48613.0,0.291314,1.554262,0.130261,0.445211,-0.111234,0.518976,8.442477
95,68.917221,983.369995,0.913787,0.938924,0.125,0.0,0.658441,48077.0,0.289131,1.535858,0.130637,0.455542,-0.113826,0.518738,8.407728
96,67.706207,963.840027,0.905996,0.931714,0.208333,0.0,0.657093,46205.0,0.280162,1.510726,0.126315,0.475305,-0.116797,0.5346,8.415254
97,67.764778,1000.0,0.927653,0.953197,0.0,0.0,0.655121,38685.0,0.297057,1.550451,0.137871,0.466539,-0.117197,0.512036,8.436911
98,68.34761,1000.0,0.925498,0.955485,0.0,0.0,0.653061,40347.0,0.293434,1.54343,0.135589,0.446876,-0.110922,0.51281,8.428643
99,71.74926,997.070007,0.926428,0.95438,0.041667,0.0,0.650951,30389.0,0.286725,1.547629,0.12991,0.451204,-0.111985,0.543019,8.433115
100,70.973831,991.650024,0.923405,0.950442,0.041667,0.0,0.649872,15763.0,0.288206,1.537449,0.13301,0.446233,-0.110436,0.510595,8.44284
101,69.494972,998.859985,0.923893,0.950764,0.041667,0.0,0.648206,15766.0,0.291618,1.520174,0.139736,0.461164,-0.113958,0.520533,8.463037
102,70.344109,995.799988,0.922249,0.94995,0.045455,0.0,0.646888,345.0,0.29332,1.499892,0.142391,0.437646,-0.109225,0.552199,8.464131
103,68.317261,980.080017,0.874829,0.901038,0.125,0.0,0.645254,6566.0,0.273627,1.458138,0.133877,0.466569,-0.114867,0.469868,8.467438
104,68.354706,985.73999,0.927879,0.95365,0.043478,0.0,0.643586,6634.0,0.280267,1.531354,0.135876,0.444467,-0.109554,0.533966,8.47023
105,68.552528,992.22998,0.911301,0.939255,0.043478,0.0,0.642301,7658.0,0.282175,1.518747,0.134995,0.430519,-0.106175,0.514558,8.477289
106,70.884819,993.0,0.920663,0.949154,0.045455,0.0,0.64079,8636.0,0.281701,1.531688,0.138716,0.462356,-0.112927,0.524021,8.453097
107,68.317986,993.0,0.93129,0.957001,0.0,0.0,0.639273,7337.0,0.280555,1.522898,0.139332,0.453611,-0.110219,0.515313,8.477261
108,70.364464,984.299988,0.907589,0.934944,0.142857,0.0,0.638333,6659.0,0.270683,1.483973,0.134035,0.450745,-0.110407,0.563892,8.476642
109,69.597939,1000.0,0.930138,0.959429,0.0,0.0,0.637063,6662.0,0.284082,1.50137,0.143091,0.430809,-0.107243,0.539726,8.486087
110,66.134888,991.75,0.920592,0.944431,0.043478,0.0,0.635633,6634.0,0.2677,1.468175,0.137868,0.439124,-0.106933,0.521126,8.484757
111,67.167511,992.809998,0.916037,0.944059,0.041667,0.0,0.634653,6763.0,0.276542,1.489583,0.138295,0.433967,-0.10506,0.468832,8.477137
112,67.952705,991.75,0.918274,0.945037,0.045455,0.0,0.633742,8569.0,0.27412,1.486435,0.143824,0.459961,-0.111882,0.522157,8.445624
113,69.356796,1000.0,0.929279,0.959315,0.0,0.0,0.633093,9978.0,0.284915,1.484804,0.147022,0.422759,-0.103706,0.555673,8.468114
