iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/even_stance,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/hips_home,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
0,-1.374163,20.530001,0.008585,0.008505,2.708333,74.041672,0.976151,69182.0,0.008407,0.020415,0.00067,0.005084,-0.001802,0.001832,11.38996,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.005851,-5.9e-05,-5.6e-05,0.0,-0.013255,-0.006043,0.0,-0.040793,-0.002647,-0.000369,0.008742,-0.005048,-0.001214,-0.003381,-0.001613,0.011115,0.002844,-0.014144,-1.5e-05,-3.8e-05,73.333336,8.833334,0.050329,0.129536,0.275662
1,-2.262957,39.450001,0.022077,0.019205,21.333334,0.0,0.947555,124483.0,0.023659,0.058481,0.003813,0.014797,-0.004602,0.006333,10.654667,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.016217,-0.000165,-0.000223,0.0,-0.028618,-0.013988,0.0,-0.113838,-0.007063,-0.000891,0.022522,-0.01327,-0.00339,-0.007424,-0.00377,0.027675,0.008267,-0.038605,-0.000155,-0.000704,0.0,8.25,0.032752,0.129706,0.627472
2,-2.498951,59.830002,0.034188,0.032134,22.208334,0.041667,0.919414,124478.0,0.036199,0.093918,0.005818,0.022972,-0.006938,0.009915,10.658607,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.025839,-0.000259,-0.000403,0.0,-0.030283,-0.022252,0.0,-0.174961,-0.010918,-0.001453,0.036615,-0.019294,-0.005288,-0.011365,-0.006025,0.045082,0.013714,-0.059116,-0.000415,-0.001719,0.0,7.25,0.0327,0.136411,0.646396
3,-3.074062,77.839996,0.047134,0.047442,19.958334,0.0,0.889235,125065.0,0.049288,0.129209,0.00721,0.030508,-0.008883,0.013083,10.62071,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.035863,-0.000358,-0.000537,0.0,-0.029361,-0.029942,0.0,-0.235066,-0.014817,-0.002036,0.049492,-0.025763,-0.007286,-0.015631,-0.008128,0.06305,0.019545,-0.079395,-0.000711,-0.003066,0.0,7.291667,0.031546,0.133599,0.613172
4,-3.312494,99.790001,0.057872,0.058285,17.416668,0.0,0.859599,123833.0,0.056752,0.159084,0.009037,0.038141,-0.011048,0.01793,10.562812,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.044213,-0.000437,-0.000662,0.0,-0.028915,-0.037099,0.0,-0.275902,-0.018225,-0.002546,0.062221,-0.031183,-0.008978,-0.019311,-0.009992,0.082218,0.023978,-0.093461,-0.00131,-0.005369,0.0,6.666667,0.03191,0.137245,0.630454
5,-3.262767,121.529999,0.068166,0.073104,14.666667,0.0,0.832988,124281.0,0.072104,0.196732,0.010806,0.04582,-0.013208,0.020341,10.523021,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.05456,-0.000531,-0.000871,0.0,-0.02616,-0.045304,0.0,-0.32625,-0.021916,-0.003173,0.077665,-0.037302,-0.010919,-0.023846,-0.012128,0.098608,0.029962,-0.110856,-0.00194,-0.007869,0.0,7.791667,0.0335,0.13792,0.576033
6,-2.882643,133.809998,0.08168,0.090444,11.458334,0.0,0.804925,121643.0,0.090553,0.230221,0.012467,0.056906,-0.015518,0.024016,10.477022,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.064455,-0.00062,-0.000984,0.0,-0.023909,-0.054317,0.0,-0.368481,-0.02521,-0.003785,0.09303,-0.041897,-0.012599,-0.028372,-0.014828,0.108996,0.036913,-0.125461,-0.002714,-0.010647,0.0,7.833333,0.031926,0.133651,0.526178
7,-3.440882,154.179993,0.091015,0.101371,12.458334,0.041667,0.782027,124529.0,0.096018,0.258593,0.014001,0.061243,-0.017185,0.027627,10.440994,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.071937,-0.000694,-0.00109,0.0,-0.024358,-0.061629,0.0,-0.397012,-0.02746,-0.004183,0.105203,-0.045768,-0.013861,-0.030549,-0.016881,0.128198,0.042395,-0.135316,-0.003938,-0.014271,0.0,7.916667,0.030696,0.127284,0.531392
8,-2.688794,167.639999,0.109773,0.117165,10.208334,0.0,0.760636,124105.0,0.109599,0.296287,0.015937,0.069928,-0.019462,0.031238,10.411987,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.082711,-0.00079,-0.001253,0.0,-0.024576,-0.069943,0.0,-0.436232,-0.031298,-0.004763,0.120299,-0.052428,-0.015722,-0.03526,-0.01922,0.149923,0.048334,-0.149061,-0.004326,-0.017112,0.0,6.625,0.028269,0.149081,0.531464
9,-2.165121,195.309998,0.119106,0.130959,9.625,0.0,0.740123,122876.0,0.119927,0.333746,0.01816,0.077266,-0.021897,0.035654,10.370119,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.092862,-0.000884,-0.001405,0.0,-0.022892,-0.07984,0.0,-0.472689,-0.034373,-0.005279,0.137062,-0.056906,-0.017658,-0.038727,-0.021922,0.171931,0.0568,-0.161855,-0.007363,-0.021492,0.0,7.083333,0.030638,0.136127,0.510913
