iteration,reward,episode_length,height_reward,tilt_penalty,tipped_over,collapsed,exploration,steps_per_second
26,18.959486,469.480011,0.874407,-0.021182,4.25,0.0,0.678245,94775.0
27,20.71262,510.399994,0.959261,-0.020768,2.791667,0.0,0.669611,99957.0
28,21.023287,510.100006,0.958738,-0.024633,3.875,0.0,0.659695,100596.0
29,22.174601,535.97998,0.997544,-0.02255,3.0,0.0,0.649811,100396.0
30,24.315985,585.530029,1.069032,-0.029589,2.708333,0.0,0.642556,100526.0
31,24.160496,567.640015,1.082027,-0.024077,2.708333,0.0,0.634217,100978.0
32,27.688345,638.200012,1.183515,-0.024263,2.391304,0.0,0.624971,101065.0
33,29.047478,663.090027,1.244944,-0.023594,2.166667,0.0,0.618825,101637.0
34,27.996727,630.859985,1.166272,-0.023208,2.391304,0.0,0.611617,103391.0
35,29.119173,649.659973,1.249711,-0.023778,2.083333,0.0,0.60343,102062.0
36,30.623011,661.960022,1.267844,-0.020515,2.291667,0.0,0.594672,97776.0
37,33.80344,725.679993,1.440076,-0.024191,1.666667,0.0,0.587946,97411.0
38,33.381096,716.77002,1.326463,-0.022288,2.136364,0.0,0.580084,105049.0
39,36.168716,756.47998,1.458255,-0.020283,2.166667,0.0,0.573995,99116.0
40,34.792519,728.200012,1.412476,-0.023354,1.541667,0.0,0.566073,99793.0
41,38.954571,808.73999,1.614364,-0.021938,1.125,0.0,0.559139,101214.0
42,43.951939,911.219971,1.640718,-0.025226,1.208333,0.0,0.552094,98086.0
43,46.018929,938.47998,1.762532,-0.023313,1.541667,0.0,0.544633,98836.0
44,47.75758,956.719971,1.811936,-0.022985,0.916667,0.0,0.536409,97968.0
45,49.014683,958.47998,1.822117,-0.021989,1.041667,0.0,0.528993,98609.0
46,50.723087,976.109985,1.808811,-0.02197,0.833333,0.0,0.520736,95411.0
47,52.313972,983.619995,1.849049,-0.021671,0.75,0.0,0.513147,91596.0
48,52.988785,982.97998,1.878792,-0.020592,0.5,0.0,0.505609,85745.0
49,54.181908,992.450012,1.85297,-0.023123,0.625,0.0,0.498468,85652.0
50,53.886074,974.640015,1.845008,-0.020791,0.541667,0.0,0.490759,88147.0
51,54.744099,970.900024,1.861901,-0.018308,0.416667,0.0,0.482499,92704.0
52,53.544991,939.22998,1.825917,-0.020024,0.541667,0.0,0.476667,96532.0
53,57.485031,989.900024,1.882797,-0.018271,0.416667,0.0,0.468045,91874.0
54,57.727219,981.289978,1.862658,-0.018007,0.583333,0.0,0.462865,88343.0
55,57.416637,966.380005,1.86383,-0.019127,0.375,0.0,0.45369,93395.0
56,58.754562,975.460022,1.819908,-0.018331,0.25,0.0,0.446311,89748.0
57,57.91473,950.650024,1.847026,-0.018605,0.416667,0.0,0.439175,86117.0
58,59.856663,969.419983,1.86474,-0.01634,0.291667,0.0,0.431849,93161.0
59,61.486069,983.25,1.904621,-0.016249,0.083333,0.0,0.427046,85078.0
60,62.009476,978.859985,1.886638,-0.01544,0.333333,0.0,0.418375,24909.0
61,64.046356,996.590027,1.926648,-0.014205,0.083333,0.0,0.412655,7353.0
62,64.750809,999.659973,1.892969,-0.014559,0.125,0.0,0.407209,87340.0
63,63.490463,974.48999,1.889812,-0.018014,0.208333,0.0,0.400897,91136.0
64,65.42749,990.179993,1.911497,-0.014259,0.086957,0.0,0.393973,97065.0
65,66.241402,989.890015,1.920474,-0.013577,0.083333,0.0,0.387886,94137.0
66,67.426765,1000.0,1.937433,-0.013585,0.0,0.0,0.382807,96386.0
67,67.769379,994.179993,1.926867,-0.014497,0.083333,0.0,0.376551,92376.0
68,67.768158,985.460022,1.913593,-0.013755,0.125,0.0,0.370751,96226.0
69,69.504822,1000.0,1.916631,-0.014426,0.083333,0.0,0.367013,94644.0
70,69.399353,990.429993,1.924919,-0.012596,0.166667,0.0,0.362998,93266.0
71,70.551292,1000.0,1.945854,-0.01231,0.0,0.0,0.356868,94051.0
72,71.05629,998.049988,1.947414,-0.010807,0.041667,0.0,0.349688,95890.0
73,71.766701,1000.0,1.948985,-0.012921,0.0,0.0,0.344631,95660.0
74,71.470993,989.869995,1.932865,-0.011369,0.083333,0.0,0.342375,97465.0
75,71.99366,987.719971,1.940591,-0.011861,0.130435,0.0,0.336033,98305.0
76,73.550957,999.789978,1.953316,-0.010744,0.0,0.0,0.332171,98095.0
77,73.268341,988.51001,1.930657,-0.010988,0.083333,0.0,0.32799,100900.0
78,74.402351,994.289978,1.957314,-0.009396,0.0,0.0,0.322529,101148.0
79,74.888275,997.400024,1.952688,-0.009027,0.043478,0.0,0.318233,98047.0
80,75.39595,1000.0,1.958275,-0.011154,0.0,0.0,0.311673,100327.0
81,76.15448,1000.0,1.961112,-0.009126,0.0,0.0,0.308862,97384.0
82,76.182892,993.369995,1.939516,-0.009113,0.086957,0.0,0.304677,99472.0
83,76.540077,993.369995,1.962866,-0.008196,0.0,0.0,0.299137,101044.0
84,77.676765,1000.0,1.962798,-0.008931,0.0,0.0,0.295067,100503.0
85,78.14016,998.619995,1.962489,-0.008331,0.083333,0.0,0.29315,96565.0
86,78.935608,1000.0,1.967127,-0.007283,0.0,0.0,0.28863,93369.0
87,79.142151,1000.0,1.962089,-0.008964,0.041667,0.0,0.28456,94848.0
88,79.782135,1000.0,1.965302,-0.007145,0.083333,0.0,0.283836,94337.0
89,79.99144,997.460022,1.967167,-0.007161,0.041667,0.0,0.278401,98650.0
90,80.841217,1000.0,1.968972,-0.007696,0.0,0.0,0.274527,99218.0
91,80.839111,1000.0,1.97075,-0.006968,0.0,0.0,0.270686,88441.0
92,81.53717,1000.0,1.970928,-0.006659,0.0,0.0,0.266655,89858.0
93,81.664742,1000.0,1.970115,-0.006734,0.041667,0.0,0.263294,96840.0
94,81.199928,988.789978,1.943393,-0.007157,0.083333,0.0,0.26011,94205.0
95,82.430153,1000.0,1.972399,-0.007047,0.0,0.0,0.257219,97890.0
96,82.927452,1000.0,1.97387,-0.006468,0.0,0.0,0.253189,86888.0
97,83.235497,1000.0,1.975318,-0.005752,0.0,0.0,0.249667,92247.0
98,83.646996,1000.0,1.97655,-0.00515,0.0,0.0,0.247183,93155.0
99,84.06678,1000.0,1.978468,-0.004887,0.0,0.0,0.243727,92696.0
100,84.246025,1000.0,1.977238,-0.00536,0.0,0.0,0.239626,98574.0
101,84.617218,1000.0,1.978746,-0.005286,0.0,0.0,0.236195,94020.0
102,84.848854,1000.0,1.979264,-0.004691,0.0,0.0,0.232426,92863.0
103,85.116226,1000.0,1.979425,-0.004896,0.0,0.0,0.229468,80767.0
104,85.474251,1000.0,1.971964,-0.005859,0.041667,0.0,0.224548,94360.0
105,85.929955,1000.0,1.980083,-0.004911,0.0,0.0,0.220127,97836.0
106,86.199532,1000.0,1.981988,-0.004165,0.0,0.0,0.217092,98328.0
107,86.485893,1000.0,1.981925,-0.004165,0.0,0.0,0.214472,96241.0
108,86.039261,992.27002,1.970923,-0.004256,0.041667,0.0,0.211741,98490.0
109,87.095436,1000.0,1.983054,-0.004086,0.0,0.0,0.207758,97904.0
110,87.294167,1000.0,1.982949,-0.004113,0.0,0.0,0.205411,65398.0
111,87.513184,1000.0,1.983568,-0.003635,0.0,0.0,0.203358,55807.0
112,87.81443,1000.0,1.984252,-0.004035,0.0,0.0,0.200855,74326.0
113,87.162834,991.690002,1.974074,-0.004889,0.041667,0.0,0.199101,95069.0
114,88.308411,1000.0,1.985819,-0.003652,0.0,0.0,0.195273,94010.0
115,87.680687,991.460022,1.971159,-0.00328,0.043478,0.0,0.193683,92259.0
116,88.691681,1000.0,1.986166,-0.003179,0.0,0.0,0.190215,97314.0
117,88.86972,1000.0,1.984328,-0.004513,0.0,0.0,0.188525,98699.0
118,88.769905,998.01001,1.973702,-0.004972,0.0,0.041667,0.187471,94676.0
119,89.396118,1000.0,1.98626,-0.00345,0.0,0.0,0.184882,95494.0
120,89.653923,1000.0,1.986145,-0.003398,0.0,0.0,0.182712,97209.0
121,89.817604,1000.0,1.987171,-0.003269,0.0,0.0,0.180216,80785.0
122,89.974442,1000.0,1.988077,-0.003161,0.0,0.0,0.178164,80014.0
123,90.18084,1000.0,1.988222,-0.002917,0.0,0.0,0.176322,85939.0
124,90.377327,1000.0,1.987617,-0.003053,0.0,0.0,0.174968,87755.0
125,90.451553,1000.0,1.985796,-0.00363,0.0,0.0,0.171798,85994.0
126,90.800713,1000.0,1.988971,-0.002761,0.0,0.0,0.169834,81340.0
127,90.80162,1000.0,1.983902,-0.003355,0.041667,0.0,0.168259,74476.0
128,90.641502,994.679993,1.98619,-0.002759,0.041667,0.0,0.166533,81348.0
129,91.355377,1000.0,1.989541,-0.00272,0.0,0.0,0.164639,84648.0
130,91.507545,1000.0,1.989399,-0.002622,0.0,0.0,0.163323,86086.0
131,91.654572,1000.0,1.989447,-0.002748,0.0,0.0,0.162111,67593.0
132,91.931908,1000.0,1.989944,-0.002565,0.0,0.0,0.160655,47757.0
133,92.028091,1000.0,1.990521,-0.002386,0.0,0.0,0.159063,51274.0
134,92.251701,1000.0,1.991099,-0.002286,0.0,0.0,0.158051,50723.0
135,92.293625,1000.0,1.990138,-0.002605,0.0,0.0,0.156504,50547.0
136,92.518517,1000.0,1.990607,-0.002534,0.0,0.0,0.155387,53091.0
137,92.440262,1000.0,1.990852,-0.002366,0.0,0.0,0.154378,52242.0
138,92.833534,1000.0,1.991617,-0.00211,0.0,0.0,0.152991,78693.0
139,92.93676,1000.0,1.991178,-0.002242,0.0,0.0,0.152093,77952.0
140,93.089943,1000.0,1.99243,-0.001926,0.0,0.0,0.150749,88081.0
141,93.069923,1000.0,1.990915,-0.002491,0.0,0.0,0.149422,90931.0
142,93.203888,1000.0,1.991614,-0.002081,0.0,0.0,0.148167,88006.0
143,93.335815,1000.0,1.991792,-0.002113,0.0,0.0,0.146455,81247.0
144,93.549362,1000.0,1.99244,-0.001799,0.0,0.0,0.145965,77788.0
145,93.510536,1000.0,1.992079,-0.002115,0.0,0.0,0.144964,81233.0
146,93.724083,1000.0,1.992702,-0.001778,0.0,0.0,0.144265,90815.0
147,93.765137,1000.0,1.992153,-0.001979,0.0,0.0,0.143421,89318.0
148,93.847107,1000.0,1.991422,-0.002669,0.0,0.0,0.142232,89355.0
149,94.004997,1000.0,1.993281,-0.001712,0.0,0.0,0.141715,79175.0
150,94.101883,1000.0,1.993308,-0.001588,0.0,0.0,0.141162,76626.0
151,94.191353,1000.0,1.993284,-0.00163,0.0,0.0,0.140148,83175.0
152,94.166,1000.0,1.992721,-0.001822,0.0,0.0,0.139217,89185.0
153,94.303589,1000.0,1.993506,-0.001635,0.0,0.0,0.138654,88298.0
154,94.332436,1000.0,1.993152,-0.001678,0.0,0.0,0.137782,87279.0
155,94.492737,1000.0,1.993103,-0.001524,0.0,0.0,0.136726,76233.0
156,94.5196,1000.0,1.993153,-0.001796,0.0,0.0,0.136647,80964.0
157,93.36657,990.450012,1.97936,-0.001711,0.043478,0.0,0.136672,81447.0
158,94.706589,1000.0,1.993525,-0.00156,0.0,0.0,0.135314,87188.0
159,94.62458,998.039978,1.989051,-0.001662,0.043478,0.0,0.134679,89918.0
160,94.56736,998.039978,1.993567,-0.001589,0.0,0.0,0.133108,87235.0
161,94.813263,1000.0,1.992615,-0.001852,0.0,0.0,0.131411,81100.0
162,94.957596,1000.0,1.993545,-0.001558,0.0,0.0,0.130435,84184.0
163,94.948662,1000.0,1.993556,-0.001553,0.0,0.0,0.130108,85077.0
164,95.061913,1000.0,1.993606,-0.001482,0.0,0.0,0.129361,87716.0
165,95.141518,1000.0,1.993601,-0.001407,0.0,0.0,0.128729,88529.0
166,94.770218,996.780029,1.988171,-0.001617,0.043478,0.0,0.128407,84815.0
167,94.662292,994.440002,1.983473,-0.001656,0.043478,0.0,0.127885,89862.0
168,95.256561,1000.0,1.993574,-0.001598,0.0,0.0,0.126617,87974.0
169,95.307907,1000.0,1.993637,-0.001469,0.0,0.0,0.125611,89430.0
170,95.416,1000.0,1.993817,-0.001422,0.0,0.0,0.124586,90159.0
171,95.444298,1000.0,1.994097,-0.001363,0.0,0.0,0.123522,88307.0
172,95.38147,1000.0,1.994014,-0.001418,0.0,0.0,0.123105,82714.0
173,95.551582,1000.0,1.988581,-0.001344,0.041667,0.0,0.122954,88132.0
174,95.511162,1000.0,1.994299,-0.001375,0.0,0.0,0.121569,89013.0
175,95.625359,1000.0,1.992387,-0.001333,0.041667,0.0,0.121145,88507.0
176,95.627167,1000.0,1.994665,-0.001372,0.0,0.0,0.120582,88909.0
177,95.674187,1000.0,1.988299,-0.001331,0.041667,0.0,0.11934,87874.0
178,95.706871,1000.0,1.994595,-0.00128,0.0,0.0,0.118369,82473.0
179,95.854263,1000.0,1.993868,-0.001388,0.0,0.0,0.117937,87827.0
180,95.763977,1000.0,1.987867,-0.001337,0.0,0.041667,0.117472,89191.0
181,95.422287,996.669983,1.991369,-0.001333,0.041667,0.0,0.117626,89100.0
182,95.835556,1000.0,1.994251,-0.001379,0.0,0.0,0.116526,88543.0
183,95.929092,1000.0,1.994708,-0.00127,0.0,0.0,0.116095,87274.0
184,95.904312,1000.0,1.994741,-0.001349,0.0,0.0,0.11552,81028.0
185,95.998611,1000.0,1.994772,-0.001354,0.0,0.0,0.114775,87085.0
186,96.000977,1000.0,1.994881,-0.001228,0.0,0.0,0.113835,88453.0
187,96.03817,1000.0,1.995197,-0.001296,0.0,0.0,0.11342,87411.0
188,96.075592,1000.0,1.994988,-0.001234,0.0,0.0,0.113164,88624.0
189,96.122742,1000.0,1.995094,-0.001204,0.0,0.0,0.112964,85082.0
190,96.034554,1000.0,1.993054,-0.001685,0.0,0.0,0.112356,85462.0
191,96.144081,1000.0,1.994579,-0.001309,0.0,0.0,0.111775,86578.0
192,96.236099,1000.0,1.995375,-0.001198,0.0,0.0,0.110573,84672.0
193,96.266403,1000.0,1.995594,-0.001058,0.0,0.0,0.11123,83654.0
194,96.259987,1000.0,1.990742,-0.001181,0.041667,0.0,0.110186,87370.0
195,96.285896,1000.0,1.995148,-0.001151,0.0,0.0,0.109778,77519.0
196,96.338326,1000.0,1.99537,-0.001116,0.0,0.0,0.109193,87446.0
197,96.308952,1000.0,1.995395,-0.001161,0.0,0.0,0.108909,86458.0
198,96.350471,1000.0,1.995521,-0.00111,0.0,0.0,0.108424,87014.0
199,96.43676,1000.0,1.99575,-0.001087,0.0,0.0,0.108221,88646.0
200,96.466446,1000.0,1.995787,-0.001054,0.0,0.0,0.107747,89777.0
201,96.500191,1000.0,1.995783,-0.001061,0.0,0.0,0.107096,81646.0
202,96.428062,1000.0,1.995713,-0.001173,0.0,0.0,0.106637,88533.0
203,96.470825,999.359985,1.994601,-0.001091,0.041667,0.0,0.106872,87093.0
204,96.574989,1000.0,1.99603,-0.00102,0.0,0.0,0.106281,88939.0
205,96.562111,1000.0,1.995558,-0.001125,0.0,0.0,0.1058,85323.0
206,96.539955,1000.0,1.995461,-0.001109,0.0,0.0,0.105503,83072.0
207,96.601524,1000.0,1.996347,-0.001078,0.0,0.0,0.105116,87808.0
208,96.62619,1000.0,1.995796,-0.001094,0.0,0.0,0.105369,63336.0
209,96.651131,1000.0,1.990327,-0.001056,0.0,0.041667,0.106477,52541.0
210,96.67955,1000.0,1.995651,-0.001098,0.0,0.0,0.105374,64375.0
211,96.664108,1000.0,1.996051,-0.001027,0.0,0.0,0.104656,73764.0
212,96.71003,1000.0,1.996264,-0.000958,0.0,0.0,0.104369,80911.0
213,96.70874,1000.0,1.99601,-0.000995,0.0,0.0,0.104005,85489.0
214,96.769165,1000.0,1.996091,-0.000997,0.0,0.0,0.103595,84643.0
215,96.775719,1000.0,1.992693,-0.001008,0.041667,0.0,0.103655,87803.0
216,96.738861,1000.0,1.996137,-0.001044,0.0,0.0,0.102775,80002.0
217,96.819366,1000.0,1.996085,-0.000985,0.0,0.0,0.102586,87520.0
218,96.784142,1000.0,1.99628,-0.000972,0.0,0.0,0.102183,85816.0
219,96.860458,1000.0,1.996309,-0.001016,0.0,0.0,0.101735,87248.0
220,96.843094,1000.0,1.996312,-0.001008,0.0,0.0,0.101071,88185.0
221,96.824074,1000.0,1.996109,-0.001007,0.0,0.0,0.100642,86774.0
222,96.835785,1000.0,1.996093,-0.001047,0.0,0.0,0.100096,78722.0
223,96.885994,1000.0,1.99611,-0.001057,0.0,0.0,0.100322,88138.0
224,96.924843,1000.0,1.996075,-0.000998,0.0,0.0,0.100191,87047.0
225,96.943779,1000.0,1.996341,-0.001027,0.0,0.0,0.099879,87170.0
226,96.920975,1000.0,1.996237,-0.001108,0.0,0.0,0.099571,87128.0
227,96.883904,1000.0,1.995849,-0.001155,0.0,0.0,0.09931,78735.0
228,96.921913,1000.0,1.996422,-0.001072,0.0,0.0,0.09892,87450.0
229,96.931374,1000.0,1.996058,-0.00114,0.0,0.0,0.098832,88142.0
230,96.927475,1000.0,1.996297,-0.001057,0.0,0.0,0.098222,88568.0
231,96.306808,994.580017,1.986743,-0.001042,0.043478,0.0,0.098868,89223.0
232,96.988861,1000.0,1.996409,-0.001091,0.0,0.0,0.098789,86684.0
