iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
118,90.852554,996.200012,0.893043,0.882794,0.0,0.0,0.490601,69751.0,0.274814,1.629939,0.109545,0.440503,-0.08005,0.709957,7.353775,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003669,-0.007297,0.0,-0.000488,-0.220736,-0.134499,-0.043818,0.781209,-0.103474,-0.072483,-0.160306,-0.101246,1.416574,0.08864,-0.129865,-0.063669,-0.112555,3.791667,0.015317,0.084787,0.089258
119,91.411415,995.559998,0.895231,0.872325,0.083333,0.0,0.48835,69877.0,0.263549,1.604011,0.107228,0.438237,-0.080531,0.716706,7.373256,-0.3,-0.003,-0.025,-0.05,-0.5,0.49781,-0.003675,-0.007112,-0.000694,-0.00049,-0.217935,-0.131815,-0.044117,0.783739,-0.103421,-0.071452,-0.160539,-0.101343,1.458885,0.091585,-0.132105,-0.082893,-0.121139,3.0,0.010895,0.082921,0.100599
120,89.101791,982.179993,0.873876,0.852007,0.166667,0.0,0.485953,69785.0,0.256233,1.547848,0.097591,0.418988,-0.073332,0.664446,7.359533,-0.3,-0.003,-0.025,-0.05,-0.5,0.487069,-0.00363,-0.005096,-0.001812,-0.000469,-0.211141,-0.126196,-0.044395,0.736263,-0.099537,-0.069168,-0.150232,-0.098389,1.419049,0.091836,-0.131357,-0.120048,-0.143561,3.458333,0.014905,0.102759,0.126713
121,86.942863,983.77002,0.914262,0.88644,0.043478,0.0,0.484386,71254.0,0.269288,1.624645,0.111722,0.440968,-0.080027,0.703837,7.339987,-0.3,-0.003,-0.025,-0.05,-0.5,0.499724,-0.003673,-0.007171,-0.00087,-0.000481,-0.21608,-0.133431,-0.046645,0.776536,-0.109299,-0.077046,-0.159548,-0.102486,1.445991,0.087743,-0.136582,-0.137515,-0.199536,3.565217,0.012586,0.082151,0.09874
122,89.434975,981.98999,0.896793,0.87443,0.090909,0.0,0.481878,65899.0,0.261229,1.597171,0.112767,0.447717,-0.079147,0.723539,7.324416,-0.3,-0.003,-0.025,-0.05,-0.5,0.493782,-0.003606,-0.006838,-0.000545,-0.000497,-0.210681,-0.127158,-0.046582,0.787605,-0.106378,-0.076021,-0.153178,-0.105109,1.437999,0.091316,-0.136297,-0.101735,-0.151866,3.863636,0.011676,0.086885,0.111775
123,89.678322,993.280029,0.883091,0.872938,0.043478,0.0,0.480112,70848.0,0.254327,1.547932,0.104944,0.427672,-0.075154,0.683683,7.352422,-0.3,-0.003,-0.025,-0.05,-0.5,0.492691,-0.003643,-0.007203,-0.00087,-0.000475,-0.208627,-0.127682,-0.047945,0.763793,-0.107162,-0.073898,-0.152412,-0.100095,1.454485,0.094222,-0.137673,-0.132712,-0.163115,4.565217,0.011884,0.088492,0.114389
124,90.303673,990.52002,0.901222,0.886506,0.086957,0.0,0.477565,70659.0,0.257013,1.561587,0.102979,0.428207,-0.074547,0.691347,7.357292,-0.3,-0.003,-0.025,-0.05,-0.5,0.495949,-0.003684,-0.005551,-0.00087,-0.000482,-0.208382,-0.124953,-0.048523,0.763927,-0.108656,-0.075939,-0.147363,-0.100967,1.462351,0.095724,-0.140302,-0.117303,-0.128952,3.826087,0.01386,0.088123,0.093817
125,89.514488,978.77002,0.897642,0.870617,0.181818,0.0,0.47447,72938.0,0.257533,1.517149,0.114091,0.411188,-0.075973,0.673468,7.367079,-0.3,-0.003,-0.025,-0.05,-0.5,0.489281,-0.003439,-0.006105,-0.001371,-0.000451,-0.204493,-0.12347,-0.048422,0.760263,-0.108374,-0.082614,-0.144255,-0.094605,1.432852,0.094229,-0.140319,-0.09221,-0.138304,3.909091,0.01245,0.090166,0.108003
126,90.109833,1000.0,0.91054,0.879752,0.041667,0.0,0.472363,70068.0,0.259872,1.575838,0.107597,0.42373,-0.074522,0.689461,7.354448,-0.3,-0.003,-0.025,-0.05,-0.5,0.499993,-0.00359,-0.007054,-0.000139,-0.000464,-0.206889,-0.125725,-0.051546,0.767601,-0.112531,-0.081987,-0.149749,-0.097934,1.476374,0.097479,-0.144763,-0.14679,-0.163902,8.416667,0.012503,0.0843,0.094332
127,90.957581,991.409973,0.90479,0.888542,0.041667,0.0,0.470841,70191.0,0.259986,1.575064,0.120275,0.426387,-0.076682,0.702507,7.368612,-0.3,-0.003,-0.025,-0.05,-0.5,0.498378,-0.003519,-0.005936,-0.000152,-0.000461,-0.204783,-0.124519,-0.050963,0.780078,-0.114795,-0.085148,-0.14774,-0.096769,1.460555,0.096262,-0.145526,-0.112455,-0.138595,8.5,0.012091,0.074953,0.091003
128,92.165993,1000.0,0.905741,0.888971,0.083333,0.0,0.467573,69735.0,0.257294,1.592169,0.113576,0.431835,-0.075951,0.700697,7.365241,-0.3,-0.003,-0.025,-0.05,-0.5,0.498014,-0.003579,-0.006905,-0.000324,-0.000467,-0.202791,-0.125272,-0.052256,0.774533,-0.11464,-0.085614,-0.14751,-0.098033,1.470076,0.09726,-0.147429,-0.088298,-0.135194,8.875,0.012684,0.08047,0.089717
129,90.019516,1000.0,0.912809,0.889443,0.0,0.0,0.465342,62832.0,0.25984,1.574997,0.113754,0.424054,-0.07595,0.694851,7.369761,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003558,-0.006099,0.0,-0.000456,-0.202594,-0.125266,-0.053505,0.775707,-0.118686,-0.088341,-0.146066,-0.096184,1.470606,0.097642,-0.150307,-0.129892,-0.156095,8.541667,0.010682,0.07272,0.102462
130,92.781456,1000.0,0.914381,0.891199,0.0,0.0,0.463419,71384.0,0.257656,1.555141,0.115429,0.428444,-0.075436,0.705699,7.360747,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003556,-0.00739,0.0,-0.000467,-0.199739,-0.122585,-0.053983,0.780926,-0.116495,-0.088394,-0.146845,-0.09885,1.47798,0.101526,-0.150521,-0.124179,-0.139017,8.125,0.012462,0.075063,0.084155
131,92.18821,1000.0,0.910468,0.890571,0.0,0.0,0.461421,71818.0,0.25355,1.536951,0.114152,0.413559,-0.072767,0.690567,7.349224,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003538,-0.005987,0.0,-0.000454,-0.199167,-0.122352,-0.055404,0.771434,-0.117967,-0.089488,-0.142361,-0.094556,1.488971,0.102448,-0.152878,-0.107534,-0.120186,6.791667,0.011895,0.071527,0.095415
132,92.675613,997.820007,0.904764,0.88411,0.083333,0.0,0.459283,71037.0,0.253712,1.552069,0.113918,0.428968,-0.074432,0.704203,7.369173,-0.3,-0.003,-0.025,-0.05,-0.5,0.49818,-0.003512,-0.007151,-0.000444,-0.00047,-0.196657,-0.120141,-0.056029,0.776421,-0.119995,-0.09084,-0.142134,-0.098951,1.491175,0.101563,-0.154268,-0.117195,-0.122197,6.25,0.012459,0.074408,0.100433
133,89.509247,997.369995,0.904754,0.884643,0.083333,0.0,0.456736,71183.0,0.254275,1.530951,0.115575,0.424225,-0.073519,0.694704,7.345052,-0.3,-0.003,-0.025,-0.05,-0.5,0.49916,-0.003485,-0.006515,-0.000417,-0.000452,-0.195139,-0.118286,-0.056111,0.768566,-0.120514,-0.092961,-0.139684,-0.095433,1.49032,0.104121,-0.155993,-0.138273,-0.159097,5.708333,0.013697,0.08765,0.095867
134,90.886024,1000.0,0.915713,0.888889,0.0,0.0,0.453869,71102.0,0.250449,1.550495,0.115952,0.429253,-0.074387,0.699302,7.374264,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.00352,-0.005766,0.0,-0.000459,-0.194201,-0.121187,-0.058217,0.774414,-0.122961,-0.092572,-0.14054,-0.097836,1.49823,0.10374,-0.158289,-0.106903,-0.129339,5.458333,0.011994,0.077639,0.085133
135,90.444885,998.76001,0.909505,0.88861,0.041667,0.0,0.451018,61707.0,0.249436,1.524458,0.111155,0.418396,-0.071491,0.68959,7.387746,-0.3,-0.003,-0.025,-0.05,-0.5,0.499139,-0.003528,-0.006427,-0.000556,-0.000453,-0.191795,-0.118876,-0.058783,0.763929,-0.123064,-0.093228,-0.13878,-0.095479,1.506652,0.105759,-0.159364,-0.161129,-0.198731,4.166667,0.013297,0.092543,0.102884
136,91.866959,999.599976,0.910915,0.88477,0.041667,0.0,0.449125,71244.0,0.254101,1.515831,0.120377,0.42793,-0.073449,0.695344,7.380068,-0.3,-0.003,-0.025,-0.05,-0.5,0.499153,-0.003461,-0.006863,-0.001667,-0.000438,-0.191344,-0.11968,-0.059088,0.766165,-0.125699,-0.097945,-0.137364,-0.092743,1.480775,0.106514,-0.16158,-0.100842,-0.16964,3.708333,0.012447,0.096276,0.116703
137,91.971634,996.460022,0.904095,0.883711,0.045455,0.0,0.446657,73195.0,0.247512,1.523578,0.123108,0.438868,-0.075437,0.728504,7.386499,-0.3,-0.003,-0.025,-0.05,-0.5,0.497317,-0.003468,-0.005546,-0.000606,-0.000476,-0.188275,-0.116549,-0.059987,0.79148,-0.125026,-0.096519,-0.135697,-0.100521,1.504689,0.106003,-0.161625,-0.156456,-0.16132,4.590909,0.014244,0.084707,0.108492
138,92.52449,1000.0,0.903696,0.881034,0.0,0.0,0.444445,74304.0,0.249267,1.517086,0.119833,0.440127,-0.074555,0.713178,7.355803,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003507,-0.005924,0.0,-0.000478,-0.188037,-0.11848,-0.062238,0.781734,-0.128348,-0.098653,-0.134874,-0.101416,1.518215,0.107115,-0.165291,-0.10584,-0.132896,3.952381,0.011853,0.073067,0.100507
139,91.576469,999.140015,0.902946,0.885575,0.043478,0.0,0.441676,69313.0,0.247316,1.525461,0.11232,0.414691,-0.070682,0.68202,7.360717,-0.3,-0.003,-0.025,-0.05,-0.5,0.49977,-0.003535,-0.007163,-0.000217,-0.000447,-0.185347,-0.118494,-0.063998,0.757395,-0.127678,-0.098853,-0.139203,-0.094355,1.51433,0.107778,-0.165285,-0.086412,-0.123281,3.913043,0.013245,0.080498,0.088051
140,92.678337,1000.0,0.910502,0.88759,0.0,0.0,0.439522,71735.0,0.248123,1.523902,0.119084,0.409031,-0.06994,0.669303,7.371485,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003449,-0.005356,0.0,-0.000431,-0.1855,-0.115514,-0.062949,0.763587,-0.130626,-0.103554,-0.133455,-0.090814,1.511884,0.107832,-0.167796,-0.084638,-0.111401,4.454545,0.010733,0.073016,0.08978
141,93.445816,1000.0,0.911702,0.900034,0.0,0.0,0.437251,70786.0,0.244336,1.508582,0.118808,0.394439,-0.067593,0.662138,7.391043,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003417,-0.00507,0.0,-0.000422,-0.183043,-0.11229,-0.062779,0.762769,-0.127503,-0.101475,-0.130987,-0.088472,1.530985,0.113342,-0.167587,-0.073327,-0.09465,3.75,0.011802,0.072618,0.081266
142,90.86528,1000.0,0.914247,0.897559,0.0,0.0,0.435454,62659.0,0.243951,1.50164,0.120702,0.415373,-0.070879,0.698394,7.359085,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003463,-0.006998,0.0,-0.000449,-0.181335,-0.113428,-0.063555,0.784042,-0.130442,-0.101796,-0.132523,-0.094695,1.525461,0.1124,-0.166913,-0.198788,-0.223246,3.708333,0.011003,0.072208,0.081082
143,92.927292,993.809998,0.907364,0.886356,0.043478,0.0,0.433871,71518.0,0.246093,1.500293,0.119525,0.419941,-0.071196,0.699416,7.346817,-0.3,-0.003,-0.025,-0.05,-0.5,0.497311,-0.003395,-0.006356,-0.000348,-0.000446,-0.179554,-0.112617,-0.064261,0.767252,-0.128804,-0.103058,-0.133218,-0.094469,1.507719,0.110182,-0.165903,-0.098659,-0.124443,4.217391,0.012758,0.084488,0.099798
144,93.80175,1000.0,0.914588,0.894099,0.0,0.0,0.431699,71195.0,0.243479,1.476147,0.123376,0.411355,-0.069744,0.695958,7.352649,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.00335,-0.006136,0.0,-0.00043,-0.178901,-0.109986,-0.063039,0.771788,-0.125615,-0.103812,-0.128617,-0.091656,1.53185,0.116609,-0.164302,-0.083845,-0.133395,3.25,0.012996,0.072392,0.083796
145,92.029396,989.049988,0.899369,0.874205,0.086957,0.0,0.429992,70404.0,0.24169,1.472721,0.122437,0.411397,-0.068873,0.687276,7.337219,-0.3,-0.003,-0.025,-0.05,-0.5,0.494647,-0.003354,-0.005591,-0.000783,-0.000439,-0.175696,-0.109585,-0.062605,0.766196,-0.123213,-0.099141,-0.124864,-0.093511,1.512264,0.115304,-0.162033,-0.137227,-0.127642,3.521739,0.012433,0.086249,0.095268
146,93.068573,988.97998,0.89542,0.867658,0.086957,0.0,0.427808,71376.0,0.24036,1.483684,0.122985,0.423618,-0.071569,0.700567,7.358891,-0.3,-0.003,-0.025,-0.05,-0.5,0.488865,-0.003327,-0.006504,-0.001304,-0.000427,-0.171432,-0.113697,-0.062277,0.76326,-0.125339,-0.099851,-0.133237,-0.091493,1.485214,0.11043,-0.158746,-0.113865,-0.131628,3.347826,0.013918,0.08502,0.124881
147,94.203087,1000.0,0.920893,0.895147,0.0,0.0,0.426144,72641.0,0.242604,1.495678,0.121282,0.410446,-0.069844,0.6758,7.376648,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003373,-0.005211,0.0,-0.000421,-0.175017,-0.110968,-0.062488,0.760042,-0.125771,-0.101271,-0.126849,-0.090128,1.534055,0.116359,-0.162086,-0.094843,-0.098874,3.652174,0.011027,0.07338,0.093412
148,95.748978,1000.0,0.907754,0.896276,0.0,0.0,0.424329,62817.0,0.238159,1.485447,0.127866,0.432463,-0.07243,0.72366,7.319887,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003381,-0.005182,0.0,-0.000448,-0.173884,-0.110652,-0.063315,0.778221,-0.124973,-0.100633,-0.12565,-0.096248,1.543095,0.11763,-0.161079,-0.074403,-0.127691,3.5,0.012959,0.078021,0.094747
149,95.312569,1000.0,0.914808,0.893503,0.0,0.0,0.422164,70307.0,0.24287,1.4526,0.135504,0.432204,-0.073228,0.712566,7.326784,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003278,-0.005439,0.0,-0.00043,-0.172558,-0.110354,-0.062605,0.77698,-0.126201,-0.10615,-0.124765,-0.091901,1.530511,0.117357,-0.159329,-0.079618,-0.120454,3.666667,0.013762,0.067837,0.090116
150,94.159355,993.369995,0.901004,0.886571,0.043478,0.0,0.420693,71455.0,0.23536,1.455673,0.118231,0.40906,-0.066741,0.682553,7.321453,-0.3,-0.003,-0.025,-0.05,-0.5,0.49712,-0.003372,-0.006335,-0.000348,-0.000432,-0.168115,-0.107388,-0.061446,0.759923,-0.119285,-0.097601,-0.123967,-0.092197,1.546631,0.12138,-0.155695,-0.088631,-0.096322,3.652174,0.011088,0.073996,0.09227
151,95.513351,1000.0,0.908863,0.897858,0.0,0.0,0.418234,71280.0,0.2392,1.477526,0.125025,0.418279,-0.068586,0.694318,7.339007,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003313,-0.005047,0.0,-0.000428,-0.169527,-0.106981,-0.061584,0.769798,-0.121318,-0.097727,-0.121328,-0.09102,1.543781,0.120109,-0.157051,-0.089326,-0.121857,3.869565,0.013712,0.071017,0.088453
152,94.794502,1000.0,0.924438,0.896398,0.0,0.0,0.416561,65529.0,0.241493,1.452871,0.127957,0.431846,-0.071404,0.715093,7.331902,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003326,-0.005421,0.0,-0.000437,-0.167492,-0.10962,-0.063431,0.772821,-0.1245,-0.102051,-0.124855,-0.094435,1.535621,0.119025,-0.155882,-0.134212,-0.151161,3.73913,0.011577,0.076089,0.101567
153,94.836952,995.530029,0.905481,0.897725,0.041667,0.0,0.415361,61498.0,0.230135,1.430957,0.116391,0.424897,-0.067132,0.702514,7.324288,-0.3,-0.003,-0.025,-0.05,-0.5,0.49814,-0.003423,-0.00612,-0.000333,-0.000447,-0.163897,-0.103388,-0.061762,0.765851,-0.116982,-0.090862,-0.122016,-0.095892,1.567841,0.124796,-0.15313,-0.110596,-0.147981,3.333333,0.013186,0.083167,0.093727
154,96.870384,1000.0,0.917847,0.894629,0.0,0.0,0.413125,55337.0,0.234469,1.460634,0.126078,0.431863,-0.069504,0.726649,7.345937,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003378,-0.006758,0.0,-0.000447,-0.164056,-0.105315,-0.061106,0.786511,-0.119623,-0.095636,-0.124132,-0.09584,1.564768,0.121111,-0.152073,-0.078629,-0.114779,3.869565,0.011773,0.069616,0.102338
155,96.776146,1000.0,0.916264,0.898815,0.0,0.0,0.411188,58373.0,0.230828,1.466092,0.125725,0.426007,-0.070296,0.708992,7.349026,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.00334,-0.004693,0.0,-0.000434,-0.164411,-0.106924,-0.062209,0.773325,-0.118102,-0.097195,-0.121939,-0.09337,1.581063,0.123013,-0.153178,-0.082324,-0.137589,3.583333,0.012153,0.073413,0.087434
156,96.656708,995.299988,0.902322,0.885402,0.041667,0.0,0.409222,63766.0,0.233257,1.456458,0.127235,0.433406,-0.070273,0.732874,7.323482,-0.3,-0.003,-0.025,-0.05,-0.5,0.4951,-0.003305,-0.008014,-0.000833,-0.000446,-0.159464,-0.105805,-0.061629,0.779395,-0.116758,-0.096893,-0.123356,-0.096739,1.536438,0.121949,-0.148631,-0.075059,-0.135269,3.666667,0.010835,0.077811,0.082207
157,98.399597,995.299988,0.918429,0.899262,0.0,0.0,0.407256,68331.0,0.236123,1.44337,0.14264,0.448148,-0.074599,0.756561,7.308612,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.00329,-0.006052,0.0,-0.000458,-0.159761,-0.105681,-0.060799,0.805201,-0.115366,-0.098193,-0.120692,-0.098267,1.541369,0.126559,-0.149395,-0.06326,-0.099166,3.25,0.01103,0.083927,0.082585
158,96.636948,1000.0,0.911241,0.890814,0.0,0.0,0.405393,70173.0,0.233744,1.429007,0.134159,0.435048,-0.069801,0.74336,7.33699,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.00332,-0.006682,0.0,-0.000449,-0.158957,-0.103303,-0.060794,0.794535,-0.115418,-0.095425,-0.120368,-0.095946,1.559748,0.128146,-0.147539,-0.11253,-0.12573,4.826087,0.010757,0.064971,0.083605
159,98.193909,1000.0,0.906833,0.893665,0.0,0.0,0.403981,68351.0,0.231606,1.411129,0.129229,0.43352,-0.069893,0.736828,7.310626,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003316,-0.005465,0.0,-0.000446,-0.15802,-0.105487,-0.06224,0.784915,-0.114427,-0.095091,-0.11637,-0.095235,1.567778,0.129749,-0.14761,-0.099907,-0.140311,4.125,0.011282,0.070961,0.093162
160,98.295898,1000.0,0.922155,0.901442,0.0,0.0,0.402195,59475.0,0.232976,1.407361,0.127231,0.414697,-0.066058,0.701272,7.329692,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003302,-0.007368,0.0,-0.00042,-0.155669,-0.100817,-0.059952,0.772156,-0.113175,-0.09735,-0.119162,-0.090894,1.572607,0.130834,-0.1443,-0.068057,-0.099742,3.291667,0.012241,0.075335,0.0892
161,99.23999,1000.0,0.91955,0.902746,0.0,0.0,0.400275,61523.0,0.231572,1.40344,0.136689,0.427382,-0.069015,0.730001,7.341831,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003231,-0.007,0.0,-0.000437,-0.154975,-0.102308,-0.060439,0.793772,-0.113583,-0.098038,-0.118804,-0.093937,1.575333,0.131289,-0.143927,-0.075526,-0.150949,3.333333,0.012601,0.086417,0.080031
162,96.684052,996.809998,0.906717,0.899348,0.043478,0.0,0.39887,62247.0,0.224214,1.394738,0.123101,0.420186,-0.066642,0.717155,7.336466,-0.3,-0.003,-0.025,-0.05,-0.5,0.498615,-0.003374,-0.005877,-0.000348,-0.000441,-0.152453,-0.102766,-0.061777,0.77716,-0.110562,-0.089722,-0.118622,-0.094586,1.58601,0.132627,-0.142831,-0.136423,-0.166545,3.956522,0.010746,0.074595,0.083316
163,97.81218,1000.0,0.911753,0.905923,0.0,0.0,0.397286,64506.0,0.230366,1.409201,0.140234,0.409668,-0.068838,0.690491,7.333816,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003188,-0.005072,0.0,-0.000422,-0.152548,-0.100889,-0.060116,0.787918,-0.112482,-0.097395,-0.113114,-0.091137,1.571936,0.131787,-0.141736,-0.113955,-0.122141,3.476191,0.013076,0.062549,0.086625
164,97.960449,999.599976,0.912898,0.898564,0.041667,0.0,0.395759,64921.0,0.234643,1.410938,0.137269,0.417718,-0.068848,0.697739,7.322374,-0.3,-0.003,-0.025,-0.05,-0.5,0.499722,-0.003183,-0.005625,-0.000556,-0.000405,-0.152475,-0.10306,-0.059099,0.768316,-0.114918,-0.097782,-0.113634,-0.088295,1.550846,0.128968,-0.142092,-0.083326,-0.108205,4.166667,0.011565,0.068411,0.096495
165,98.211746,994.27002,0.909443,0.895924,0.043478,0.0,0.394606,67245.0,0.227257,1.39538,0.136324,0.42665,-0.067258,0.718031,7.325802,-0.3,-0.003,-0.025,-0.05,-0.5,0.495847,-0.003181,-0.007016,-0.00058,-0.000418,-0.147708,-0.097149,-0.058078,0.774982,-0.107251,-0.09253,-0.113024,-0.090321,1.563551,0.134457,-0.138288,-0.074736,-0.129149,4.0,0.013553,0.067204,0.092214
166,98.630867,1000.0,0.921417,0.892265,0.0,0.0,0.393387,59116.0,0.226579,1.397743,0.133798,0.418166,-0.065303,0.706781,7.316122,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003154,-0.006382,0.0,-0.000405,-0.148604,-0.098066,-0.058953,0.771939,-0.108566,-0.093583,-0.113834,-0.087393,1.58913,0.135781,-0.138633,-0.079457,-0.110823,3.913043,0.010864,0.070796,0.08205
167,101.729668,1000.0,0.924413,0.901564,0.0,0.0,0.39276,64433.0,0.227127,1.376792,0.147875,0.441759,-0.070213,0.748484,7.323925,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003168,-0.005597,0.0,-0.000432,-0.147729,-0.098837,-0.058536,0.798897,-0.107903,-0.092335,-0.110856,-0.093089,1.576993,0.138265,-0.137724,-0.109604,-0.158787,5.863636,0.010001,0.066774,0.081629
168,99.445129,994.169983,0.916944,0.902306,0.041667,0.0,0.39155,62263.0,0.224018,1.369529,0.135673,0.423731,-0.067921,0.711017,7.338105,-0.3,-0.003,-0.025,-0.05,-0.5,0.497573,-0.003205,-0.005322,-0.000333,-0.000413,-0.145738,-0.100456,-0.059008,0.777207,-0.107637,-0.092279,-0.109855,-0.090216,1.577892,0.137783,-0.136605,-0.095294,-0.125035,7.708333,0.011883,0.080357,0.096028
169,98.082558,1000.0,0.9168,0.904964,0.0,0.0,0.38977,61170.0,0.227388,1.379661,0.133502,0.421166,-0.066612,0.708144,7.322914,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003209,-0.005522,0.0,-0.000417,-0.145737,-0.097984,-0.058702,0.777282,-0.107323,-0.093543,-0.108899,-0.090117,1.577115,0.137913,-0.13675,-0.104221,-0.145957,8.75,0.01234,0.065343,0.089499
170,100.003632,1000.0,0.919717,0.903538,0.0,0.0,0.388736,58840.0,0.222742,1.361176,0.136904,0.426949,-0.066996,0.721239,7.345157,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003216,-0.005606,0.0,-0.000416,-0.144243,-0.096934,-0.057901,0.782234,-0.105816,-0.089792,-0.108847,-0.089699,1.598704,0.141145,-0.13529,-0.093317,-0.133784,9.333334,0.011917,0.068113,0.090037
171,100.428345,1000.0,0.9215,0.905342,0.0,0.0,0.386729,56334.0,0.220803,1.369522,0.127725,0.40893,-0.063378,0.695994,7.350996,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.0032,-0.006067,0.0,-0.000403,-0.14234,-0.093949,-0.057565,0.766091,-0.102662,-0.08888,-0.10856,-0.087187,1.601783,0.143563,-0.133367,-0.083457,-0.120697,8.208334,0.011429,0.071561,0.091758
172,101.505135,1000.0,0.921955,0.899445,0.0,0.0,0.38443,50473.0,0.222637,1.351047,0.13918,0.417991,-0.065025,0.71994,7.341241,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003156,-0.005504,0.0,-0.000407,-0.141357,-0.094339,-0.057361,0.780797,-0.103844,-0.091452,-0.10765,-0.088117,1.599539,0.144033,-0.132012,-0.076535,-0.108656,8.083334,0.010948,0.067566,0.100575
173,100.236565,1000.0,0.914032,0.90306,0.041667,0.0,0.382748,60124.0,0.22065,1.34245,0.133199,0.417717,-0.065373,0.714939,7.330623,-0.3,-0.003,-0.025,-0.05,-0.5,0.499477,-0.003193,-0.005042,-0.000185,-0.000407,-0.140233,-0.094823,-0.057607,0.777509,-0.103895,-0.089225,-0.108484,-0.088378,1.601068,0.144102,-0.131596,-0.098037,-0.144146,6.291667,0.011934,0.069027,0.097118
174,100.836472,1000.0,0.916391,0.907339,0.0,0.0,0.38131,60211.0,0.226766,1.367824,0.149365,0.442034,-0.069695,0.746335,7.347013,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003142,-0.005281,0.0,-0.00042,-0.140149,-0.096391,-0.057872,0.789656,-0.104466,-0.093037,-0.107191,-0.090509,1.573408,0.142529,-0.132097,-0.094375,-0.14553,6.708333,0.012246,0.069306,0.089713
175,99.00914,1000.0,0.923952,0.894973,0.0,0.0,0.379474,58844.0,0.22136,1.33337,0.137973,0.397047,-0.062904,0.682137,7.351417,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003122,-0.005094,0.0,-0.000399,-0.138678,-0.092017,-0.055786,0.774769,-0.101301,-0.090273,-0.105277,-0.086405,1.61148,0.148408,-0.128731,-0.091942,-0.13933,5.416667,0.011588,0.074302,0.097165
176,100.869545,1000.0,0.924222,0.906468,0.0,0.0,0.376885,63892.0,0.221729,1.370914,0.140857,0.429255,-0.066704,0.727963,7.301588,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.003183,-0.005532,0.0,-0.000408,-0.137895,-0.096815,-0.057352,0.784206,-0.101918,-0.090452,-0.106995,-0.08776,1.595993,0.145218,-0.129981,-0.086271,-0.159612,4.833333,0.010881,0.062888,0.088684
177,100.284081,994.570007,0.923371,0.907455,0.041667,0.0,0.374927,55546.0,0.219395,1.346322,0.135854,0.396981,-0.062263,0.687258,7.317871,-0.3,-0.003,-0.025,-0.05,-0.5,0.49859,-0.003117,-0.005514,-0.000208,-0.000392,-0.135744,-0.091021,-0.055436,0.770612,-0.099882,-0.088837,-0.105359,-0.084052,1.591438,0.147582,-0.12667,-0.074903,-0.114679,4.166667,0.009368,0.07012,0.088701
