iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/even_stance,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/hips_home,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
10,-1.994548,216.479996,0.130639,0.148103,4.875,0.0,0.732289,73466.0,0.131945,0.358993,0.020247,0.08305,-0.022955,0.036526,10.34059,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.101987,-0.000951,-0.001595,0.0,-0.024184,-0.08013,0.0,-0.500057,-0.037374,-0.005724,0.147291,-0.062202,-0.019424,-0.041445,-0.021918,0.191555,0.062033,-0.172137,-0.009747,-0.027293,0.0,3.166667,0.03057,0.154378,0.501731
11,-1.611026,240.020004,0.137885,0.161321,3.875,0.0,0.720882,75021.0,0.138088,0.388262,0.020297,0.091201,-0.024095,0.04623,10.322326,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.113135,-0.001048,-0.00173,0.0,-0.02074,-0.088769,0.0,-0.539115,-0.039579,-0.006377,0.161584,-0.065968,-0.020633,-0.045309,-0.024566,0.228714,0.073455,-0.185517,-0.009242,-0.029485,0.0,3.583333,0.030892,0.151839,0.468068
12,-1.620691,252.399994,0.161908,0.173545,4.875,0.0,0.710195,76401.0,0.158895,0.422319,0.022564,0.095515,-0.025713,0.041095,10.326931,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.121571,-0.001123,-0.00191,0.0,-0.023111,-0.092923,0.0,-0.558282,-0.042467,-0.006794,0.17192,-0.071478,-0.02235,-0.048855,-0.026161,0.21683,0.079684,-0.192724,-0.008702,-0.0315,0.0,3.541667,0.028845,0.143761,0.494567
13,-1.097416,267.059998,0.1593,0.178419,4.166667,0.0,0.700634,75597.0,0.168384,0.441415,0.023718,0.106705,-0.027873,0.044282,10.289886,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.128474,-0.001201,-0.002086,0.0,-0.01922,-0.106584,0.0,-0.573146,-0.044268,-0.007146,0.18894,-0.072258,-0.022746,-0.050348,-0.029691,0.221097,0.087306,-0.198376,-0.007432,-0.034906,0.0,3.833333,0.030171,0.144205,0.450178
14,-0.613928,278.399994,0.189585,0.200487,3.083333,0.0,0.692131,77755.0,0.194755,0.470541,0.027889,0.113438,-0.030279,0.043546,10.267287,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.137405,-0.001249,-0.002306,0.0,-0.023055,-0.113589,0.0,-0.589965,-0.046305,-0.007633,0.205934,-0.077443,-0.024326,-0.053159,-0.032181,0.213802,0.093352,-0.204574,-0.014218,-0.034462,0.0,2.708333,0.027302,0.134642,0.471882
15,0.746443,292.339996,0.19161,0.219692,2.666667,0.0,0.684219,77333.0,0.187455,0.506628,0.028145,0.113743,-0.031919,0.053151,10.273855,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.148769,-0.001363,-0.002375,0.0,-0.017498,-0.118396,0.0,-0.628239,-0.047967,-0.0081,0.219513,-0.078894,-0.026309,-0.056164,-0.03372,0.284941,0.105708,-0.218127,-0.01132,-0.043842,0.0,3.208333,0.032335,0.164893,0.397335
16,1.427829,302.959991,0.208049,0.223106,3.208333,0.0,0.676254,76087.0,0.211089,0.5233,0.030371,0.118315,-0.032315,0.047243,10.272407,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.15232,-0.001372,-0.002356,0.0,-0.021621,-0.117191,0.0,-0.616788,-0.050603,-0.008359,0.223775,-0.082027,-0.027366,-0.057608,-0.032701,0.267892,0.106241,-0.214882,-0.012978,-0.040013,0.0,2.833333,0.029211,0.151024,0.432446
17,1.488947,343.809998,0.233279,0.253266,3.173913,0.0,0.667583,79150.0,0.225251,0.58914,0.035661,0.134395,-0.036467,0.054816,10.295217,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.172931,-0.001536,-0.002915,0.0,-0.019835,-0.131899,0.0,-0.684615,-0.055369,-0.009225,0.253856,-0.091002,-0.030793,-0.064852,-0.037295,0.300519,0.124782,-0.238863,-0.01728,-0.054666,0.0,3.043478,0.028745,0.137287,0.426883
18,1.620312,348.630005,0.217798,0.267555,3.086957,0.0,0.659534,77271.0,0.241849,0.592674,0.03467,0.130358,-0.037565,0.049777,10.25078,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.178999,-0.001625,-0.003079,0.0,-0.022304,-0.144174,0.0,-0.691124,-0.056888,-0.009544,0.265682,-0.091302,-0.030037,-0.065144,-0.040836,0.312283,0.13606,-0.241885,-0.019664,-0.048365,0.0,2.695652,0.03196,0.126875,0.448377
19,3.124491,368.25,0.250998,0.268474,2.5,0.0,0.652537,76020.0,0.242829,0.625665,0.037565,0.140452,-0.037593,0.063092,10.247766,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.187354,-0.00164,-0.003082,0.0,-0.020188,-0.135049,0.0,-0.71686,-0.058004,-0.009736,0.268292,-0.093398,-0.032605,-0.065907,-0.038706,0.349629,0.145268,-0.250411,-0.018089,-0.064887,0.0,2.416667,0.027071,0.162834,0.420956
