iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/even_stance,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/hips_home,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
0,-0.837326,15.7,0.008838,0.007984,1.217391,38.391304,0.97662,49265.0,0.009124,0.020376,0.000669,0.004715,-0.001862,0.001597,11.383781,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.005867,-5.8e-05,-4.1e-05,0.0,-0.013224,-0.005975,0.0,-0.039073,-0.002572,-0.000366,0.008905,-0.004915,-0.001281,-0.003215,-0.001594,0.010384,0.002934,-0.01372,-1.8e-05,-4.3e-05,38.0,3.608696,0.050616,0.14096,0.30836
1,-2.201205,41.810001,0.021989,0.019338,12.0,0.0,0.948085,66120.0,0.022975,0.057211,0.003701,0.015182,-0.004649,0.006731,10.661529,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.016132,-0.000164,-0.000267,0.0,-0.029089,-0.014019,0.0,-0.113445,-0.007011,-0.000882,0.0226,-0.013241,-0.003333,-0.007347,-0.003815,0.028509,0.008349,-0.038451,-0.000166,-0.000681,0.0,4.458333,0.03309,0.132961,0.638756
2,-2.815298,61.700001,0.034394,0.032332,10.375,0.041667,0.919679,74111.0,0.038039,0.094975,0.005864,0.024165,-0.007179,0.009756,10.614916,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.026302,-0.000263,-0.000457,0.0,-0.029815,-0.022718,0.0,-0.17879,-0.011252,-0.00147,0.037538,-0.019447,-0.005462,-0.011997,-0.006207,0.044008,0.014061,-0.060446,-0.000439,-0.00199,0.0,3.458333,0.034811,0.136133,0.64457
3,-3.100267,80.220001,0.049862,0.0483,8.875,0.041667,0.890573,77244.0,0.049339,0.131434,0.007439,0.031676,-0.009117,0.01419,10.604898,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.036899,-0.000368,-0.000605,0.0,-0.028118,-0.030602,0.0,-0.240728,-0.015497,-0.002167,0.050581,-0.026664,-0.007395,-0.016716,-0.008347,0.067842,0.019954,-0.081374,-0.000806,-0.003378,0.0,3.833333,0.02988,0.124758,0.630793
4,-3.304107,104.459999,0.061529,0.06394,7.125,0.0,0.869193,78979.0,0.067152,0.171238,0.010118,0.043231,-0.012016,0.018562,10.531816,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.047554,-0.000463,-0.000776,0.0,-0.026591,-0.039888,0.0,-0.296071,-0.019567,-0.002724,0.068745,-0.03381,-0.009921,-0.020944,-0.010812,0.080841,0.025294,-0.100396,-0.001397,-0.005989,0.0,3.875,0.031585,0.135248,0.575627
5,-3.345385,114.779999,0.068419,0.074587,7.375,0.0,0.840627,78381.0,0.071884,0.195009,0.011011,0.043667,-0.013198,0.019952,10.537098,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.055322,-0.000544,-0.000821,0.0,-0.028295,-0.046018,0.0,-0.328868,-0.022133,-0.003191,0.077471,-0.037469,-0.010764,-0.024183,-0.012558,0.104726,0.031308,-0.111767,-0.001527,-0.006901,0.0,3.125,0.033175,0.13123,0.604685
6,-3.620179,135.039993,0.08134,0.087797,7.875,0.0,0.813271,78175.0,0.084551,0.226822,0.012626,0.054754,-0.015271,0.02327,10.479572,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.064383,-0.000626,-0.001022,0.0,-0.026939,-0.053229,0.0,-0.37314,-0.025699,-0.003784,0.091543,-0.043014,-0.012387,-0.027638,-0.014434,0.116851,0.037035,-0.126833,-0.002691,-0.012612,0.0,3.416667,0.031765,0.144154,0.587394
7,-3.019814,144.220001,0.097789,0.098103,6.666667,0.0,0.788846,77765.0,0.098675,0.261672,0.015182,0.058137,-0.017441,0.024196,10.41527,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.072649,-0.000691,-0.001178,0.0,-0.027488,-0.059106,0.0,-0.401543,-0.028063,-0.004171,0.106256,-0.047846,-0.014711,-0.030669,-0.016159,0.127208,0.041757,-0.136997,-0.002888,-0.014387,0.0,3.083333,0.027232,0.142693,0.606065
8,-2.503,179.220001,0.105486,0.114352,4.916667,0.0,0.76724,79691.0,0.096169,0.292497,0.015235,0.062044,-0.018406,0.030836,10.400305,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.082049,-0.000791,-0.001369,0.0,-0.023832,-0.067183,0.0,-0.435034,-0.030624,-0.004729,0.116892,-0.05147,-0.015551,-0.03415,-0.018366,0.171332,0.049521,-0.148867,-0.003549,-0.013653,0.0,3.166667,0.029699,0.144374,0.556018
9,-2.514035,181.529999,0.11346,0.12711,5.708333,0.0,0.748759,79088.0,0.122412,0.324231,0.017798,0.07592,-0.021139,0.032488,10.367329,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.092092,-0.00087,-0.00149,0.0,-0.025142,-0.074805,0.0,-0.466032,-0.034087,-0.005266,0.133189,-0.057007,-0.017357,-0.03853,-0.020534,0.1631,0.055471,-0.160117,-0.005627,-0.02215,0.0,3.375,0.031044,0.154793,0.548395
