iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force
117,66.639992,1000.0,0.910185,0.950454,0.0,0.0,0.656228,63220.0,0.30336,1.767071,0.150218,1.036606,-0.12306,0.488684,8.399508
118,66.239166,1000.0,0.907441,0.948568,0.0,0.0,0.655063,56887.0,0.308998,1.71615,0.150831,0.980323,-0.117525,0.494158,8.39644
119,67.369446,1000.0,0.879757,0.928715,0.0,0.0,0.654649,59580.0,0.325288,1.770895,0.152631,1.058275,-0.127121,0.429311,8.391008
120,69.13868,1000.0,0.913581,0.950403,0.0,0.0,0.65455,60676.0,0.303204,1.719814,0.142047,0.965501,-0.116957,0.508143,8.376006
121,68.758987,998.070007,0.911573,0.948073,0.066667,0.0,0.654732,64111.0,0.300821,1.734629,0.144323,0.954409,-0.11423,0.520402,8.388138
122,69.121956,998.070007,0.910845,0.952014,0.0,0.0,0.653999,57936.0,0.311166,1.710243,0.15039,1.024694,-0.123924,0.577087,8.37255
123,70.469719,998.070007,0.904752,0.950423,0.0,0.0,0.652629,63613.0,0.308017,1.693393,0.148865,1.025078,-0.120034,0.495738,8.380268
124,69.161667,998.070007,0.90238,0.948784,0.0,0.0,0.652705,60663.0,0.3021,1.755018,0.158315,1.053832,-0.123726,0.516486,8.395563
125,68.196198,1000.0,0.916025,0.955382,0.0,0.0,0.651826,55943.0,0.295816,1.788447,0.14322,0.954805,-0.113674,0.531961,8.395725
126,68.279495,1000.0,0.915569,0.95732,0.0,0.0,0.649652,44344.0,0.30103,1.717866,0.150025,0.956374,-0.114257,0.526766,8.386456
127,73.573639,1000.0,0.910478,0.95325,0.0,0.0,0.64939,47975.0,0.30213,1.745103,0.151845,0.997158,-0.118027,0.546237,8.384706
128,66.398148,1000.0,0.911412,0.954562,0.0,0.0,0.648046,47711.0,0.304477,1.751722,0.156117,0.981709,-0.116715,0.500991,8.391167
129,63.779606,1000.0,0.908265,0.951029,0.0,0.0,0.645404,46181.0,0.30292,1.728218,0.157004,1.023183,-0.120823,0.501855,8.401809
130,65.982452,996.919983,0.909692,0.951467,0.041667,0.0,0.64395,46654.0,0.29949,1.712161,0.154669,1.022419,-0.119684,0.50651,8.36477
131,68.819565,990.599976,0.900606,0.944536,0.041667,0.0,0.642837,46925.0,0.29801,1.714417,0.156291,1.045239,-0.122031,0.539398,8.353842
132,67.824051,1000.0,0.91124,0.95317,0.0,0.0,0.642684,47196.0,0.299228,1.722401,0.156182,1.012451,-0.117675,0.526699,8.398852
133,67.891037,1000.0,0.911281,0.952784,0.0,0.0,0.641548,41621.0,0.301644,1.722554,0.156672,1.019973,-0.118587,0.514854,8.348199
134,67.13736,1000.0,0.910879,0.952956,0.0,0.0,0.639467,46681.0,0.297597,1.728391,0.159745,1.020247,-0.11833,0.508202,8.386091
135,67.215958,1000.0,0.910289,0.952335,0.0,0.0,0.637197,40315.0,0.298565,1.736227,0.16201,1.071156,-0.124227,0.538033,8.386559
