iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/even_stance,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/hips_home,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
0,-1.165294,18.969999,0.008212,0.00787,2.083333,51.541668,0.97638,51824.0,0.008036,0.020166,0.000721,0.004818,-0.001802,0.00222,11.377729,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.005647,-5.7e-05,-4.9e-05,0.0,-0.013337,-0.005829,0.0,-0.039544,-0.002476,-0.000346,0.00859,-0.004786,-0.001218,-0.002959,-0.001598,0.010862,0.002842,-0.01369,-1.8e-05,-5e-05,51.125,6.25,0.049991,0.123015,0.310291
1,-2.066053,38.639999,0.021883,0.018747,15.291667,0.041667,0.948067,99980.0,0.023722,0.055672,0.003978,0.014831,-0.004644,0.005698,10.635894,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.015705,-0.00016,-0.000224,0.0,-0.029948,-0.013697,0.0,-0.110794,-0.006881,-0.000869,0.022341,-0.013234,-0.003334,-0.007143,-0.003682,0.026222,0.007991,-0.037504,-0.000177,-0.000628,0.0,5.125,0.032595,0.137415,0.642323
2,-2.753518,58.91,0.034465,0.033159,14.833334,0.041667,0.918476,99142.0,0.037181,0.094007,0.005474,0.023173,-0.006807,0.009723,10.647043,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.025897,-0.000259,-0.000382,0.0,-0.030424,-0.021911,0.0,-0.175424,-0.010964,-0.001471,0.035917,-0.01919,-0.005232,-0.011665,-0.005999,0.044117,0.01437,-0.059304,-0.000466,-0.001611,0.0,4.541667,0.03337,0.135987,0.629992
3,-2.935943,81.540001,0.050226,0.048279,12.791667,0.0,0.892151,99710.0,0.050293,0.133436,0.00743,0.032063,-0.009182,0.013884,10.613452,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.036835,-0.000367,-0.000557,0.0,-0.027643,-0.030552,0.0,-0.239338,-0.015278,-0.002132,0.050971,-0.026203,-0.007515,-0.016437,-0.008238,0.066088,0.019923,-0.080946,-0.000687,-0.003012,0.0,5.625,0.030908,0.13451,0.607016
4,-3.400965,101.660004,0.059572,0.060012,13.25,0.0,0.86185,100424.0,0.061414,0.162338,0.008885,0.038337,-0.01079,0.015629,10.547125,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.0454,-0.000448,-0.000695,0.0,-0.029342,-0.036415,0.0,-0.283656,-0.018634,-0.002609,0.06153,-0.031314,-0.009279,-0.020024,-0.009818,0.080256,0.025012,-0.096148,-0.001105,-0.005216,0.0,4.791667,0.030651,0.132345,0.631607
5,-3.446685,119.330002,0.065929,0.072011,12.125,0.0,0.836185,99093.0,0.070736,0.191959,0.010591,0.047172,-0.01323,0.020682,10.519923,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.053239,-0.000517,-0.000854,0.0,-0.027901,-0.045869,0.0,-0.318065,-0.021368,-0.003141,0.077226,-0.036473,-0.010552,-0.023367,-0.01247,0.093665,0.029883,-0.108038,-0.001689,-0.006768,0.0,5.291667,0.0335,0.138421,0.602282
6,-3.473271,131.589996,0.07932,0.08491,10.916667,0.0,0.809102,100566.0,0.085542,0.222861,0.012381,0.052626,-0.014818,0.022958,10.469414,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.062115,-0.000602,-0.001011,0.0,-0.028973,-0.050746,0.0,-0.3555,-0.024374,-0.00356,0.088101,-0.04132,-0.01232,-0.02673,-0.013841,0.108043,0.035716,-0.121035,-0.002824,-0.010297,0.0,4.041667,0.031099,0.143155,0.610301
7,-2.488692,156.779999,0.093872,0.100716,9.791667,0.0,0.784107,101260.0,0.090553,0.260112,0.013913,0.059374,-0.01696,0.027819,10.454535,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.073065,-0.000701,-0.001189,0.0,-0.027079,-0.059789,0.0,-0.400948,-0.028132,-0.004252,0.104095,-0.0469,-0.014271,-0.031461,-0.016419,0.14025,0.042999,-0.136819,-0.003088,-0.012734,0.0,4.625,0.030841,0.141352,0.583869
8,-3.408599,169.470001,0.104188,0.116937,7.833333,0.0,0.765841,101622.0,0.109825,0.293918,0.015732,0.065382,-0.019325,0.026709,10.40276,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.08225,-0.000785,-0.001301,0.0,-0.02554,-0.070061,0.0,-0.43306,-0.030719,-0.004724,0.120296,-0.051654,-0.015806,-0.034055,-0.019514,0.14754,0.048939,-0.148471,-0.004698,-0.018594,0.0,4.208333,0.030517,0.147814,0.557502
9,-2.526835,192.990005,0.117183,0.123283,7.166667,0.0,0.75162,98601.0,0.121397,0.3167,0.018377,0.075763,-0.021066,0.032908,10.368115,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.089635,-0.000843,-0.001386,0.0,-0.025155,-0.072599,0.0,-0.451018,-0.033661,-0.005077,0.13054,-0.056314,-0.017252,-0.037319,-0.020096,0.160377,0.054522,-0.154934,-0.006332,-0.02203,0.0,4.333333,0.029765,0.147726,0.559499
