iteration,distance_mm,distance_mm_sd,distance_mm_worst,speed_mms,speed_mms_sd,speed_mms_worst,drift_mm,drift_mm_sd,drift_mm_worst,upright_min,upright_min_worst,height_mm,fell,fall_rate,foot_force_p99_n,foot_force_p99_n_sd,foot_force_p99_n_worst,joint_acc_rms,joint_acc_rms_worst,power_mean_w,cost_of_transport,track_mae_mms,track_mae_mms_sd,track_mae_mms_worst,top_speed_mms,top_speed_mms_worst,n_trials,grid,video
baseline,742.5,61.1,675.4,61.9,5.1,56.3,89.1,38.7,132.4,0.983,0.976,166.1,0,0.0,27.2,4.12,30.74,62.7,70.72,7.512,7.66,11.9,6.0,23.7,61.9,56.3,15,3c x 5s x 1d,progress/runs/2026-08-01_20-40-51_A_base/videos/baseline_phase2.mp4
0,413.6,126.1,268.0,34.5,10.5,22.3,367.3,177.9,585.2,0.987,0.981,166.6,0,0.0,27.23,4.06,30.79,62.74,71.09,7.447,14.79,22.1,21.1,59.3,33.3,20.7,15,3c x 5s x 1d,progress/runs/2026-08-01_20-40-51_A_base/videos/iter_0000.mp4
50,481.4,126.8,271.5,40.1,10.6,22.6,192.9,133.4,421.7,0.989,0.988,166.5,0,0.0,28.37,4.25,32.6,67.18,76.35,7.594,12.89,18.6,17.6,57.6,40.7,22.4,15,3c x 5s x 1d,progress/runs/2026-08-01_20-40-51_A_base/videos/iter_0050.mp4
