iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
0,0.594699,15.73,0.008684,0.008956,0.5,0.041667,0.98805,38421.0,0.006466,0.020648,0.000559,0.005589,-0.001028,0.003378,7.150695,-0.1,-0.001,-0.01,-0.02,-0.2,0.006205,-6e-05,-7.1e-05,-0.003632,-8e-06,-0.008551,-0.00281,-0.000413,0.00879,-0.001643,-0.000622,-0.003268,-0.001459,0.008729,0.000696,-0.002956,-1.2e-05,-3e-06,4.708333,0.032197,0.123683,0.220012
1,1.229325,41.689999,0.023454,0.022893,3.958333,0.0,0.978402,52515.0,0.021883,0.067558,0.003856,0.018767,-0.003704,0.008993,6.740612,-0.1,-0.001,-0.01,-0.02,-0.2,0.018008,-0.00018,-0.000231,-0.019259,-2.2e-05,-0.025446,-0.008072,-0.001096,0.02543,-0.004762,-0.001826,-0.008696,-0.004242,0.016818,0.001614,-0.008598,-0.000123,-0.000143,3.708333,0.035297,0.154854,0.469164
2,2.083962,65.480003,0.037166,0.03637,5.625,0.0,0.974299,53927.0,0.036066,0.110794,0.005811,0.029375,-0.005587,0.013356,6.79094,-0.1,-0.001,-0.01,-0.02,-0.2,0.029352,-0.000293,-0.000472,-0.023133,-3.4e-05,-0.04126,-0.013124,-0.001803,0.040846,-0.007782,-0.00294,-0.01399,-0.006727,0.025446,0.002743,-0.013877,-0.00033,-0.000435,4.041667,0.03627,0.160963,0.535475
