iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
256,160.272858,1000.0,0.865578,0.865845,0.0,0.0,0.120896,62960.0,0.196747,0.446054,0.118594,0.230739,-0.049185,0.498638,4.838459,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.032459,-0.016072,0.0,-0.094976,-0.072068,-0.021753,-0.027619,0.824777,-0.04688,-0.111465,-0.02508,-0.0569,1.646402,3.336154,-0.097278,-0.000832,-0.201043,0.0,8.416667,0.016337,0.090176,0.11036
257,162.974152,1000.0,0.850232,0.867953,0.0,0.0,0.120326,64672.0,0.19862,0.448545,0.123867,0.239849,-0.050826,0.512242,4.830335,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.034661,-0.015752,0.0,-0.096888,-0.071544,-0.022116,-0.028121,0.841892,-0.047338,-0.110579,-0.025919,-0.058155,1.634761,3.341,-0.099862,-0.000984,-0.202011,0.0,7.5,0.017955,0.093816,0.111604
258,159.989685,1000.0,0.850244,0.853312,0.041667,0.0,0.11971,65445.0,0.188866,0.441217,0.120597,0.229378,-0.049509,0.506451,4.834888,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.494602,-0.035133,-0.014158,-0.000476,-0.094484,-0.070574,-0.021245,-0.028598,0.826784,-0.048885,-0.11576,-0.023469,-0.055571,1.657964,3.311469,-0.09973,-0.000685,-0.209577,0.041667,5.916667,0.018924,0.104431,0.109572
259,156.851791,981.119995,0.850441,0.857421,0.125,0.0,0.119011,53559.0,0.197793,0.443718,0.121864,0.250027,-0.051051,0.529935,4.788809,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.496122,-0.039052,-0.013955,-0.000509,-0.098237,-0.070396,-0.022445,-0.029936,0.830742,-0.05074,-0.115459,-0.02588,-0.057683,1.626257,3.303383,-0.103516,-0.000922,-0.228279,0.041667,6.625,0.0167,0.111759,0.124435
260,159.971191,991.02002,0.833192,0.851609,0.0,0.0,0.118433,64635.0,0.197723,0.433873,0.115215,0.240552,-0.048698,0.489248,4.789652,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.497926,-0.042688,-0.015893,-0.000185,-0.093248,-0.069567,-0.022229,-0.029736,0.825961,-0.05025,-0.112998,-0.025076,-0.055714,1.624124,3.358703,-0.103648,-0.001141,-0.229638,0.041667,6.291667,0.019361,0.116028,0.106361
261,160.774506,1000.0,0.859236,0.861973,0.0,0.0,0.117949,64037.0,0.189976,0.438191,0.121925,0.232759,-0.049329,0.515022,4.777452,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.039545,-0.013779,0.0,-0.092848,-0.069193,-0.021344,-0.03002,0.835862,-0.050773,-0.124243,-0.023753,-0.055453,1.676061,3.384179,-0.103053,-0.000796,-0.181268,0.0,5.666667,0.017941,0.08828,0.118799
262,161.736816,993.039978,0.820816,0.8466,0.083333,0.0,0.117328,65089.0,0.181715,0.431639,0.119333,0.232741,-0.050441,0.509483,4.775267,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.488435,-0.040389,-0.010926,-0.001019,-0.093105,-0.067881,-0.021471,-0.029912,0.814166,-0.05172,-0.118869,-0.022918,-0.054906,1.649925,3.291424,-0.103711,-0.000713,-0.120539,0.0,4.375,0.014606,0.091572,0.126623
263,161.097977,1000.0,0.850085,0.851082,0.0,0.0,0.116928,64533.0,0.191857,0.434897,0.119708,0.238977,-0.049197,0.514241,4.755143,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.045345,-0.013704,0.0,-0.093087,-0.068078,-0.020774,-0.030374,0.831988,-0.051577,-0.120965,-0.023426,-0.056456,1.647,3.404742,-0.105197,-0.001163,-0.216731,0.0,4.916667,0.017266,0.110332,0.122806
264,156.84816,976.669983,0.808172,0.826232,0.125,0.0,0.116312,58423.0,0.195842,0.417122,0.116561,0.241381,-0.046288,0.48536,4.735505,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.491722,-0.05028,-0.01848,-0.000821,-0.090663,-0.065235,-0.020688,-0.030094,0.804048,-0.051899,-0.113138,-0.022827,-0.053167,1.588465,3.370037,-0.105208,-0.001036,-0.172039,0.083333,4.208333,0.020721,0.110349,0.120916
265,160.096558,999.02002,0.848741,0.832367,0.041667,0.0,0.115697,65596.0,0.204621,0.441011,0.128415,0.246119,-0.049796,0.496516,4.718053,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.499663,-0.047907,-0.013907,-0.000278,-0.09519,-0.066936,-0.021417,-0.031066,0.828972,-0.055626,-0.124516,-0.023639,-0.057209,1.603152,3.369143,-0.110224,-0.000968,-0.161484,0.0,3.916667,0.018723,0.117727,0.118521
266,159.421677,997.090027,0.869418,0.859926,0.041667,0.0,0.115238,64949.0,0.194544,0.43202,0.12519,0.244094,-0.052496,0.532815,4.736512,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.498993,-0.050044,-0.01416,-0.000278,-0.097296,-0.068176,-0.022677,-0.034011,0.824209,-0.058675,-0.136147,-0.025534,-0.056057,1.648103,3.365589,-0.114094,-0.001246,-0.266306,0.041667,4.708333,0.016317,0.096898,0.117785
267,159.963577,992.380005,0.845907,0.851554,0.125,0.0,0.114739,64983.0,0.19262,0.426295,0.128028,0.24802,-0.051485,0.532787,4.740482,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.496477,-0.05134,-0.013698,-0.00084,-0.095047,-0.066049,-0.021805,-0.032892,0.834846,-0.057669,-0.133791,-0.023602,-0.056081,1.642561,3.370805,-0.111865,-0.001014,-0.151059,0.041667,3.708333,0.019077,0.102887,0.128807
268,160.252792,1000.0,0.842987,0.857315,0.0,0.0,0.114348,64324.0,0.197022,0.417456,0.128648,0.257714,-0.051452,0.544047,4.709739,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.054275,-0.017472,0.0,-0.097336,-0.06653,-0.02273,-0.034679,0.82844,-0.060239,-0.136553,-0.02545,-0.056245,1.652333,3.412158,-0.116916,-0.001051,-0.290654,0.0,3.833333,0.018347,0.094753,0.105376
269,156.828583,978.549988,0.833419,0.838775,0.130435,0.0,0.113787,65923.0,0.190156,0.433036,0.126635,0.244795,-0.049429,0.516787,4.716234,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.490488,-0.055429,-0.014761,-0.001072,-0.092983,-0.064863,-0.02129,-0.03346,0.814769,-0.05859,-0.128473,-0.023521,-0.054383,1.623852,3.32747,-0.114324,-0.00093,-0.203375,0.043478,3.652174,0.018394,0.11581,0.123181
270,161.064819,994.969971,0.85529,0.853141,0.041667,0.0,0.11335,54484.0,0.195061,0.439063,0.129263,0.264748,-0.052827,0.569728,4.699094,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.498257,-0.058668,-0.016151,-0.000278,-0.097397,-0.066037,-0.022631,-0.035704,0.8395,-0.061901,-0.141258,-0.025878,-0.056519,1.650722,3.358505,-0.120069,-0.001107,-0.267997,0.0,3.75,0.017084,0.096968,0.105032
271,162.17244,1000.0,0.853782,0.841898,0.0,0.0,0.112874,65348.0,0.185603,0.40734,0.116673,0.224562,-0.04521,0.496693,4.698254,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.058252,-0.013609,0.0,-0.086482,-0.063432,-0.019529,-0.032823,0.823496,-0.057849,-0.128777,-0.021279,-0.053587,1.67515,3.48717,-0.110995,-0.001592,-0.308141,0.0,3.833333,0.016489,0.104038,0.10098
272,160.283127,991.030029,0.820026,0.816144,0.041667,0.0,0.112412,64966.0,0.187611,0.39227,0.121642,0.238298,-0.04782,0.490272,4.684097,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.481298,-0.059363,-0.014759,-0.001667,-0.088318,-0.061432,-0.020395,-0.03342,0.79459,-0.059738,-0.130067,-0.021397,-0.052705,1.572358,3.337524,-0.11334,-0.001219,-0.197561,0.0,3.458333,0.020371,0.117542,0.125083
273,159.28772,979.73999,0.849328,0.83981,0.136364,0.0,0.11202,68760.0,0.184583,0.40784,0.119126,0.227975,-0.048122,0.507514,4.672643,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.488623,-0.063886,-0.017648,-0.001576,-0.09326,-0.060236,-0.020303,-0.034624,0.813485,-0.05968,-0.135014,-0.023175,-0.055784,1.622409,3.39003,-0.113606,-0.000919,-0.169989,0.0,2.909091,0.014264,0.107428,0.12821
274,155.958221,974.5,0.842137,0.83756,0.130435,0.0,0.111498,67041.0,0.19741,0.422886,0.123584,0.246454,-0.04797,0.509305,4.647392,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.491838,-0.068019,-0.018414,-0.001,-0.095314,-0.061389,-0.021527,-0.036659,0.80037,-0.064838,-0.138674,-0.024852,-0.05769,1.577117,3.355104,-0.118408,-0.000897,-0.252919,0.043478,3.391304,0.018154,0.111565,0.11982
275,160.60022,998.900024,0.862342,0.856494,0.043478,0.0,0.111225,54889.0,0.185105,0.415445,0.124253,0.24505,-0.049749,0.532932,4.657466,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.499403,-0.066368,-0.010935,-0.000435,-0.09089,-0.062411,-0.020785,-0.036076,0.835082,-0.063859,-0.133923,-0.02157,-0.054161,1.675299,3.459622,-0.120005,-0.001198,-0.272311,0.0,3.0,0.017053,0.109801,0.112613
276,158.423996,995.299988,0.836563,0.844873,0.0,0.0,0.110584,70203.0,0.185956,0.405386,0.111363,0.227498,-0.045594,0.475343,4.639652,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.497764,-0.072199,-0.015071,-0.000381,-0.08786,-0.060154,-0.019584,-0.034823,0.809687,-0.0629,-0.127477,-0.022088,-0.05362,1.646686,3.489249,-0.118877,-0.001583,-0.246103,0.047619,3.285714,0.019473,0.091181,0.119323
277,159.013962,980.76001,0.825781,0.820119,0.090909,0.0,0.110206,67980.0,0.183672,0.380961,0.113647,0.223077,-0.04339,0.479235,4.64965,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.485807,-0.069294,-0.016965,-0.001169,-0.082474,-0.058248,-0.018672,-0.034005,0.795592,-0.060366,-0.137222,-0.020978,-0.050465,1.603928,3.446062,-0.114152,-0.001532,-0.173555,0.045455,3.727273,0.017267,0.100614,0.117831
278,163.193619,998.390015,0.864972,0.841243,0.041667,0.0,0.109646,65681.0,0.180127,0.416996,0.121369,0.231474,-0.046511,0.503129,4.633111,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.498319,-0.071817,-0.011052,-0.000833,-0.086397,-0.059767,-0.019496,-0.036677,0.832177,-0.064985,-0.142473,-0.021714,-0.05338,1.68159,3.498439,-0.121581,-0.001166,-0.173602,0.0,3.416667,0.019236,0.116842,0.108048
279,163.182144,1000.0,0.853175,0.857427,0.0,0.0,0.109368,67762.0,0.188666,0.423005,0.117652,0.226913,-0.046318,0.495387,4.618555,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.075006,-0.020025,0.0,-0.090709,-0.059353,-0.019793,-0.037899,0.833451,-0.065107,-0.146512,-0.023768,-0.056552,1.668822,3.506878,-0.122219,-0.001062,-0.136393,0.0,3.086957,0.019636,0.077316,0.102329
280,159.620575,980.039978,0.816189,0.812499,0.136364,0.0,0.108975,68245.0,0.200366,0.401525,0.120012,0.244011,-0.044095,0.471951,4.61659,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.487806,-0.078858,-0.01389,-0.001515,-0.089226,-0.057428,-0.018973,-0.035696,0.818164,-0.063304,-0.138616,-0.020138,-0.056193,1.540074,3.437208,-0.121221,-0.001473,-0.145347,0.045455,2.863636,0.020618,0.135311,0.130909
281,157.184967,978.690002,0.834796,0.841679,0.130435,0.0,0.108406,55040.0,0.187257,0.415666,0.126983,0.244619,-0.051073,0.519732,4.627061,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.490074,-0.077622,-0.013714,-0.001159,-0.090805,-0.057834,-0.020428,-0.037303,0.824995,-0.068693,-0.152315,-0.023553,-0.05523,1.606318,3.415728,-0.127349,-0.001327,-0.220765,0.0,3.521739,0.019869,0.095781,0.136466
282,157.158737,970.140015,0.83464,0.842299,0.130435,0.0,0.108197,65994.0,0.180433,0.405756,0.107862,0.226753,-0.045973,0.491251,4.609699,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.480023,-0.079823,-0.01055,-0.001884,-0.085462,-0.056198,-0.019139,-0.037122,0.802552,-0.067765,-0.141072,-0.021657,-0.052732,1.58813,3.360958,-0.12418,-0.001227,-0.338326,0.043478,2.782609,0.017732,0.106576,0.131515
283,152.798615,956.23999,0.829409,0.818512,0.125,0.0,0.107865,65511.0,0.177233,0.384404,0.117171,0.21535,-0.042412,0.457287,4.606144,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.483609,-0.078043,-0.019029,-0.001861,-0.080587,-0.054925,-0.017697,-0.036479,0.789405,-0.065171,-0.137596,-0.018226,-0.051077,1.618808,3.445318,-0.118301,-0.001351,-0.261778,0.083333,2.958333,0.018984,0.106084,0.132973
284,157.907288,974.630005,0.872039,0.847355,0.0,0.0,0.107275,67864.0,0.187577,0.40879,0.124738,0.241624,-0.050839,0.52733,4.568645,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.081758,-0.014997,0.0,-0.093647,-0.057563,-0.020526,-0.040252,0.833841,-0.070517,-0.159744,-0.023545,-0.056015,1.651225,3.528688,-0.130149,-0.000963,-0.155272,0.0,2.772727,0.01702,0.093235,0.120267
285,162.512863,993.820007,0.836406,0.826621,0.095238,0.0,0.106836,70172.0,0.183205,0.397866,0.123224,0.238087,-0.047385,0.528796,4.566201,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.495915,-0.086333,-0.010455,-0.001111,-0.083122,-0.055635,-0.017743,-0.03732,0.849408,-0.06862,-0.137941,-0.019815,-0.051687,1.639306,3.55339,-0.125118,-0.001552,-0.237123,0.047619,2.952381,0.0155,0.135668,0.141169
286,162.029938,997.98999,0.884593,0.838616,0.0,0.0,0.10635,56114.0,0.183222,0.406649,0.117452,0.210705,-0.045935,0.463265,4.558443,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.083012,-0.010689,0.0,-0.084354,-0.056572,-0.018479,-0.038591,0.852386,-0.071418,-0.151768,-0.020883,-0.053515,1.684799,3.546311,-0.128401,-0.001313,-0.268054,0.0,2.857143,0.013929,0.110206,0.120941
287,157.45874,982.880005,0.839319,0.849827,0.086957,0.0,0.10564,67226.0,0.190136,0.406328,0.133505,0.242027,-0.048482,0.518497,4.550758,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.492554,-0.083955,-0.013909,-0.000696,-0.088126,-0.056191,-0.019894,-0.041353,0.823126,-0.074299,-0.166152,-0.022484,-0.053195,1.616119,3.461017,-0.132635,-0.001335,-0.283737,0.0,2.869565,0.013993,0.080928,0.108703
288,156.358398,972.200012,0.792593,0.800746,0.173913,0.0,0.105427,66586.0,0.184428,0.39137,0.111233,0.232324,-0.043036,0.484739,4.54072,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.480206,-0.092839,-0.018331,-0.004058,-0.084111,-0.053517,-0.018555,-0.039934,0.794548,-0.074395,-0.147929,-0.023526,-0.053444,1.563758,3.409342,-0.128429,-0.001243,-0.194699,0.043478,3.173913,0.022218,0.159701,0.165076
289,159.97171,976.349976,0.836936,0.831016,0.136364,0.0,0.104996,69052.0,0.180514,0.409552,0.117533,0.222505,-0.04721,0.50202,4.529031,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.485734,-0.088325,-0.009536,-0.001667,-0.086276,-0.054178,-0.018661,-0.040381,0.825298,-0.074074,-0.161535,-0.020883,-0.053884,1.625395,3.418918,-0.12916,-0.001288,-0.129566,0.045455,3.0,0.019926,0.109709,0.133067
290,158.0121,978.690002,0.854004,0.844636,0.0,0.0,0.104583,69384.0,0.198796,0.417301,0.124134,0.259211,-0.048308,0.537249,4.50621,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.098408,-0.013746,0.0,-0.089835,-0.056183,-0.020519,-0.043748,0.829936,-0.080208,-0.166615,-0.023306,-0.055807,1.609264,3.491752,-0.140767,-0.001576,-0.216373,0.0,2.863636,0.016823,0.104471,0.10178
291,165.590958,1000.0,0.858735,0.860997,0.0,0.0,0.104186,68378.0,0.181924,0.400189,0.135493,0.247535,-0.050714,0.543961,4.518847,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.091691,-0.012263,0.0,-0.089097,-0.054956,-0.019748,-0.04342,0.842466,-0.074796,-0.171433,-0.020394,-0.053021,1.690679,3.577007,-0.13943,-0.001465,-0.20733,0.0,21.59091,0.019334,0.089679,0.117561
292,162.883453,998.859985,0.875209,0.858164,0.041667,0.0,0.103728,53760.0,0.183174,0.391439,0.12986,0.245215,-0.048052,0.546533,4.520795,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.49974,-0.096148,-0.012183,-0.000185,-0.086156,-0.053958,-0.018622,-0.041928,0.860388,-0.07351,-0.158284,-0.020753,-0.054077,1.670054,3.615075,-0.135423,-0.002034,-0.322721,0.041667,5.958333,0.016521,0.091305,0.105541
293,162.142746,1000.0,0.856278,0.856652,0.041667,0.0,0.103284,64729.0,0.184121,0.403629,0.116751,0.23314,-0.047155,0.49958,4.476887,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.499848,-0.097048,-0.012788,-8.8e-05,-0.085838,-0.053176,-0.018711,-0.041645,0.842781,-0.074457,-0.158233,-0.02157,-0.054431,1.654077,3.589727,-0.133668,-0.001515,-0.258755,0.0,12.25,0.018045,0.100806,0.108275
294,165.454666,1000.0,0.851064,0.86004,0.041667,0.0,0.103011,65002.0,0.180605,0.398392,0.119585,0.234443,-0.047123,0.525704,4.482172,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.498963,-0.095132,-0.013511,-0.000185,-0.083966,-0.05274,-0.018293,-0.04136,0.845029,-0.074089,-0.16247,-0.020298,-0.053094,1.672891,3.594705,-0.132087,-0.00136,-0.189112,0.041667,9.708334,0.018125,0.097768,0.11188
295,160.009323,988.450012,0.832621,0.844772,0.041667,0.0,0.10267,65733.0,0.184866,0.405784,0.121799,0.23852,-0.047112,0.526161,4.475047,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.497167,-0.096015,-0.012613,-0.000446,-0.083997,-0.052199,-0.017982,-0.040158,0.839904,-0.073275,-0.152557,-0.019781,-0.053712,1.630194,3.568516,-0.130236,-0.001446,-0.204954,0.125,9.583334,0.018323,0.097163,0.1232
296,164.02182,1000.0,0.858674,0.850969,0.0,0.0,0.102394,65272.0,0.177684,0.390256,0.124565,0.228207,-0.045975,0.508424,4.476818,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.091353,-0.01182,0.0,-0.080677,-0.051962,-0.017506,-0.03969,0.839722,-0.071937,-0.154609,-0.018413,-0.051071,1.691604,3.63021,-0.12863,-0.001257,-0.245239,0.0,8.083334,0.016356,0.089971,0.122108
297,163.120697,1000.0,0.856142,0.843745,0.0,0.0,0.101715,53295.0,0.180623,0.400515,0.118237,0.222861,-0.044669,0.493584,4.452851,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.09508,-0.012734,0.0,-0.07937,-0.05153,-0.017532,-0.039822,0.831373,-0.073297,-0.15469,-0.01962,-0.05035,1.663995,3.603427,-0.128328,-0.001342,-0.190322,0.0,8.208334,0.018513,0.09971,0.116878
298,165.974472,1000.0,0.86128,0.85625,0.0,0.0,0.101439,65845.0,0.174123,0.394923,0.122353,0.228405,-0.046452,0.507569,4.48173,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.09025,-0.012277,0.0,-0.079437,-0.05153,-0.018264,-0.040084,0.837629,-0.071314,-0.16702,-0.019936,-0.049941,1.707133,3.635053,-0.128824,-0.001173,-0.196623,0.0,8.041667,0.017517,0.097306,0.105322
299,161.96138,987.01001,0.857128,0.857682,0.083333,0.0,0.10078,64543.0,0.179769,0.391226,0.123579,0.232289,-0.045467,0.513396,4.456398,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.496741,-0.092385,-0.012767,-0.000632,-0.080888,-0.050199,-0.017742,-0.039637,0.82715,-0.071021,-0.150966,-0.019036,-0.051244,1.65625,3.613585,-0.125407,-0.001216,-0.242959,0.041667,7.041667,0.017544,0.103097,0.111099
300,162.924728,992.380005,0.848203,0.844951,0.041667,0.0,0.100098,62147.0,0.178898,0.401648,0.126426,0.23985,-0.048149,0.538847,4.456075,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.498417,-0.091148,-0.010776,-0.000167,-0.083714,-0.050576,-0.017899,-0.040516,0.841688,-0.070617,-0.15376,-0.019558,-0.052815,1.670984,3.612826,-0.128876,-0.001579,-0.215378,0.0,5.916667,0.017959,0.089117,0.132122
301,165.242279,982.890015,0.860509,0.8415,0.083333,0.0,0.099551,61564.0,0.171696,0.37835,0.122569,0.223602,-0.043876,0.504878,4.435124,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.491154,-0.090026,-0.015706,-0.000794,-0.078132,-0.048555,-0.016246,-0.037661,0.826828,-0.067978,-0.146203,-0.017806,-0.050847,1.666268,3.603357,-0.121054,-0.001143,-0.16222,0.0,6.375,0.015641,0.098564,0.11921
302,161.35994,982.669983,0.849289,0.843899,0.166667,0.0,0.099107,63142.0,0.176181,0.389247,0.122607,0.238663,-0.047992,0.53375,4.44294,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.493794,-0.094031,-0.009456,-0.001016,-0.081199,-0.04926,-0.01788,-0.039382,0.83581,-0.069717,-0.151129,-0.019527,-0.051616,1.650277,3.60223,-0.124895,-0.001346,-0.266293,0.125,6.125,0.015886,0.090449,0.124705
303,165.262344,1000.0,0.851032,0.849947,0.0,0.0,0.09868,52000.0,0.182399,0.376053,0.125595,0.23768,-0.044928,0.51853,4.451918,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.096293,-0.015217,0.0,-0.080834,-0.048263,-0.016667,-0.037907,0.849232,-0.066985,-0.139088,-0.018301,-0.052183,1.64616,3.699955,-0.121475,-0.00181,-0.247954,0.0,5.0,0.016285,0.107732,0.113517
304,168.136307,998.390015,0.862006,0.867821,0.041667,0.0,0.098414,62248.0,0.173852,0.376534,0.115643,0.21033,-0.042305,0.477523,4.448114,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.499444,-0.091289,-0.017174,-0.000278,-0.076833,-0.047351,-0.015912,-0.037955,0.83242,-0.065541,-0.141452,-0.01762,-0.051206,1.684057,3.709156,-0.115592,-0.001476,-0.155449,0.041667,4.833333,0.017887,0.107318,0.100522
305,165.903,984.320007,0.855288,0.843807,0.125,0.0,0.097862,62565.0,0.169729,0.385959,0.125338,0.223272,-0.045779,0.518471,4.445263,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.490715,-0.085544,-0.008845,-0.000875,-0.078868,-0.047897,-0.016355,-0.038305,0.83533,-0.067512,-0.152181,-0.018418,-0.051444,1.67462,3.606474,-0.120459,-0.001234,-0.228709,0.083333,5.0,0.017167,0.115109,0.114451
306,164.207825,982.929993,0.842656,0.83121,0.083333,0.0,0.09754,61784.0,0.170788,0.380408,0.121251,0.228161,-0.046487,0.513908,4.480519,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.49005,-0.092726,-0.01272,-0.0015,-0.080427,-0.04747,-0.017261,-0.038999,0.832139,-0.068654,-0.144449,-0.019384,-0.051838,1.672055,3.585423,-0.119752,-0.001203,-0.176245,0.083333,3.75,0.016328,0.11846,0.132657
307,165.251633,995.719971,0.841967,0.84368,0.041667,0.0,0.097081,62919.0,0.181827,0.390533,0.11322,0.233843,-0.044717,0.509439,4.459503,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.497772,-0.096738,-0.01508,-0.000417,-0.082482,-0.046934,-0.016861,-0.038633,0.841907,-0.067364,-0.143449,-0.019928,-0.053739,1.626875,3.663836,-0.119493,-0.001239,-0.192204,0.0,4.541667,0.019218,0.099853,0.135462
308,164.310593,980.049988,0.834514,0.840481,0.125,0.0,0.096682,51324.0,0.165522,0.380972,0.10131,0.213913,-0.041822,0.487563,4.448064,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.490646,-0.098447,-0.01497,-0.001083,-0.074147,-0.045139,-0.015818,-0.036057,0.811755,-0.062245,-0.12237,-0.017647,-0.04857,1.662021,3.664279,-0.113277,-0.001014,-0.164285,0.041667,4.208333,0.016872,0.116777,0.121475
309,166.504837,990.070007,0.865383,0.853363,0.0,0.0,0.096345,61368.0,0.174809,0.375022,0.117614,0.234337,-0.045912,0.536547,4.430202,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.089735,-0.008437,0.0,-0.079705,-0.046963,-0.016667,-0.038609,0.851823,-0.066748,-0.148621,-0.019153,-0.05276,1.681631,3.707979,-0.117879,-0.001147,-0.23249,0.0,4.083333,0.015763,0.091116,0.106055
310,168.911194,1000.0,0.852902,0.849406,0.0,0.0,0.095833,58269.0,0.17201,0.384844,0.128728,0.235884,-0.045738,0.543576,4.432567,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.088511,-0.007946,0.0,-0.080146,-0.04701,-0.016847,-0.037412,0.860362,-0.066187,-0.145687,-0.017665,-0.053504,1.691657,3.706959,-0.117885,-0.000984,-0.157405,0.0,3.565217,0.013573,0.088816,0.121763
311,167.681305,994.309998,0.861626,0.83793,0.041667,0.0,0.095467,65894.0,0.175094,0.373704,0.127092,0.227485,-0.044762,0.520088,4.447417,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.497038,-0.089972,-0.013001,-0.000417,-0.077051,-0.045794,-0.016439,-0.038335,0.834593,-0.064919,-0.143088,-0.018007,-0.049276,1.662889,3.701035,-0.115787,-0.001334,-0.184901,0.041667,3.875,0.01766,0.093728,0.117156
312,168.569885,1000.0,0.87615,0.851608,0.0,0.0,0.094961,66552.0,0.174568,0.392136,0.128332,0.24499,-0.049202,0.559151,4.446703,-0.01,-0.6,-0.012,-0.25,-0.36,-1.2,0.500007,-0.091183,-0.010158,0.0,-0.082887,-0.046804,-0.017266,-0.038416,0.860446,-0.068651,-0.143248,-0.018526,-0.054445,1.673756,3.673896,-0.119843,-0.001173,-0.185147,0.0,4.0,0.017076,0.09343,0.121803
