iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
10,-2.690793,209.509995,0.131503,0.137709,5.916667,0.0,0.740961,36287.0,0.10566,0.363553,0.022204,0.090856,-0.025879,0.049481,6.495787,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.099949,-0.000943,-0.001422,-0.026555,-0.05522,-0.487356,-0.037931,-0.005586,0.152261,-0.063972,-0.018418,-0.042332,-0.024575,0.121806,0.056556,-0.168684,-0.008098,-0.02113,0.0,2.958333,0.027668,0.157032,0.573638
11,-2.341638,191.070007,0.124817,0.140012,6.0,0.0,0.726822,41654.0,0.10297,0.35377,0.020004,0.083532,-0.023531,0.045606,6.462415,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.098669,-0.000927,-0.001459,-0.028251,-0.051881,-0.462893,-0.03595,-0.005588,0.143923,-0.059737,-0.018295,-0.041043,-0.023259,0.122251,0.060871,-0.160627,-0.007718,-0.025794,0.0,2.458333,0.03039,0.139152,0.578573
12,-1.757213,247.179993,0.155202,0.170183,4.416667,0.0,0.714217,64764.0,0.123335,0.431997,0.026085,0.103798,-0.029282,0.055808,6.468837,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.118547,-0.001098,-0.001858,-0.024004,-0.062459,-0.549887,-0.043435,-0.006601,0.178195,-0.073536,-0.022202,-0.048926,-0.027965,0.145181,0.069072,-0.190574,-0.013007,-0.035849,0.0,3.041667,0.030514,0.138733,0.501452
13,-1.672787,276.559998,0.155678,0.186282,4.041667,0.0,0.702861,64274.0,0.131982,0.450449,0.026832,0.116211,-0.03103,0.063661,6.434513,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.127182,-0.001173,-0.001935,-0.023103,-0.06759,-0.564881,-0.045428,-0.007133,0.19249,-0.075083,-0.023152,-0.052601,-0.030907,0.157447,0.079561,-0.196631,-0.01408,-0.04822,0.0,3.166667,0.032484,0.154114,0.487801
14,-0.429192,283.279999,0.175824,0.190788,4.666667,0.0,0.691536,65016.0,0.133039,0.46415,0.025923,0.099671,-0.029242,0.05351,6.448775,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.132585,-0.001216,-0.002055,-0.02533,-0.064375,-0.563445,-0.046112,-0.007207,0.187565,-0.076847,-0.02432,-0.053155,-0.029119,0.17891,0.086172,-0.196566,-0.009162,-0.035593,0.0,3.041667,0.030182,0.15352,0.504247
15,-0.161021,263.209991,0.175076,0.193328,3.583333,0.0,0.682547,61712.0,0.136594,0.458204,0.026779,0.113239,-0.030283,0.060671,6.427444,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.134215,-0.001228,-0.002174,-0.023717,-0.068594,-0.552018,-0.046421,-0.007354,0.197428,-0.076691,-0.023931,-0.052759,-0.031664,0.16791,0.089751,-0.193356,-0.010856,-0.046254,0.0,2.166667,0.031549,0.154249,0.507792
16,0.867045,308.049988,0.200709,0.221615,3.208333,0.0,0.674869,64029.0,0.1561,0.538952,0.030944,0.126371,-0.035027,0.070179,6.433566,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.153986,-0.001409,-0.002756,-0.020318,-0.079907,-0.637906,-0.052914,-0.008468,0.230182,-0.087239,-0.027107,-0.061121,-0.035957,0.202375,0.101343,-0.22267,-0.016035,-0.041773,0.0,2.958333,0.031405,0.150693,0.460381
17,1.630314,362.26001,0.21798,0.249795,2.375,0.0,0.665904,63463.0,0.169123,0.583408,0.035058,0.141275,-0.0394,0.086635,6.426607,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.172449,-0.00158,-0.002873,-0.019147,-0.093288,-0.690505,-0.057188,-0.009299,0.261847,-0.09303,-0.030227,-0.065852,-0.043257,0.254219,0.123018,-0.241852,-0.017386,-0.05595,0.0,2.583333,0.035536,0.156118,0.429221
18,1.701593,367.910004,0.24179,0.2576,2.916667,0.0,0.658178,64735.0,0.176616,0.615253,0.036675,0.144865,-0.040818,0.079313,6.429837,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.177689,-0.001623,-0.002837,-0.019015,-0.096637,-0.69379,-0.05794,-0.009511,0.274815,-0.094849,-0.030281,-0.066437,-0.04481,0.232726,0.125887,-0.243235,-0.020258,-0.067322,0.0,3.208333,0.032304,0.135244,0.420009
19,2.393764,392.130005,0.257364,0.281371,2.041667,0.0,0.650857,64213.0,0.189197,0.656005,0.036782,0.139547,-0.040492,0.07667,6.41819,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.193186,-0.001753,-0.002905,-0.018937,-0.095315,-0.733049,-0.063283,-0.010201,0.278851,-0.103872,-0.033906,-0.071886,-0.044094,0.276838,0.137897,-0.257509,-0.019326,-0.070329,0.0,2.666667,0.033071,0.154173,0.410172
20,2.604965,365.600006,0.230148,0.270526,2.291667,0.0,0.644432,64984.0,0.166991,0.613712,0.033565,0.137019,-0.038174,0.084173,6.41208,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.183277,-0.001656,-0.003044,-0.018981,-0.09245,-0.685086,-0.058729,-0.009959,0.266696,-0.095903,-0.03094,-0.068602,-0.04247,0.287227,0.135904,-0.241264,-0.022959,-0.070509,0.0,2.458333,0.03338,0.153964,0.412028
21,3.896806,418.450012,0.305499,0.314885,1.708333,0.0,0.638508,64618.0,0.199419,0.728028,0.040641,0.155844,-0.045682,0.091111,6.39873,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.209692,-0.001851,-0.003171,-0.017315,-0.105881,-0.76852,-0.066318,-0.011149,0.313575,-0.108811,-0.035116,-0.079664,-0.048398,0.299946,0.151162,-0.270391,-0.021703,-0.077115,0.0,2.25,0.0276,0.134133,0.368673
22,4.420695,448.5,0.286327,0.325573,1.375,0.0,0.631464,65811.0,0.210324,0.751525,0.042162,0.161888,-0.04611,0.088323,6.398974,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.222531,-0.002011,-0.004408,-0.01279,-0.111855,-0.80784,-0.070111,-0.011979,0.326987,-0.110142,-0.03637,-0.08066,-0.051943,0.326046,0.1709,-0.284943,-0.020699,-0.073997,0.0,2.583333,0.03124,0.158035,0.315117
23,4.880748,472.529999,0.309353,0.339988,1.333333,0.0,0.625941,63820.0,0.221812,0.785636,0.046837,0.177575,-0.051062,0.112173,6.39962,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.228164,-0.002013,-0.003678,-0.014878,-0.117464,-0.813004,-0.07396,-0.012171,0.346748,-0.118441,-0.03994,-0.08559,-0.053872,0.331577,0.172827,-0.286986,-0.034455,-0.126269,0.0,2.541667,0.027512,0.142281,0.349781
24,6.355524,518.570007,0.348204,0.394345,0.958333,0.0,0.618756,65400.0,0.258561,0.892807,0.052622,0.198147,-0.055967,0.112966,6.408545,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.266247,-0.002368,-0.004764,-0.010861,-0.131976,-0.93161,-0.083787,-0.014195,0.394038,-0.13198,-0.045022,-0.096498,-0.0617,0.376323,0.211703,-0.329249,-0.032787,-0.136207,0.0,2.541667,0.031154,0.126736,0.275749
25,7.710454,527.340027,0.379431,0.410543,0.75,0.0,0.611717,65259.0,0.253134,0.927927,0.049973,0.194779,-0.052117,0.124594,6.398903,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.272014,-0.002375,-0.00502,-0.007861,-0.125813,-0.941207,-0.082922,-0.014366,0.383961,-0.137561,-0.046204,-0.096604,-0.057186,0.425238,0.201953,-0.332863,-0.021096,-0.10154,0.0,2.291667,0.028842,0.136858,0.230428
26,9.89803,555.789978,0.383649,0.443037,0.695652,0.0,0.606068,66300.0,0.274597,0.969527,0.056356,0.219775,-0.061758,0.138428,6.392004,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.285809,-0.002503,-0.004907,-0.008857,-0.145386,-0.97385,-0.087066,-0.015144,0.436409,-0.140651,-0.0471,-0.102855,-0.067823,0.428015,0.220913,-0.344978,-0.030619,-0.109349,0.0,2.26087,0.029114,0.134097,0.262184
27,9.698118,585.840027,0.428221,0.451232,0.47619,0.0,0.599915,69214.0,0.302669,0.982231,0.056043,0.227148,-0.059228,0.133986,6.410177,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.304116,-0.002567,-0.005045,-0.007196,-0.138653,-1.021024,-0.092078,-0.016023,0.438883,-0.150408,-0.052746,-0.107483,-0.062721,0.406428,0.247527,-0.36203,-0.044177,-0.123169,0.0,2.52381,0.027332,0.134175,0.212325
28,9.525732,609.590027,0.389203,0.451356,0.608696,0.0,0.593914,64975.0,0.285315,0.97363,0.057575,0.24303,-0.062069,0.155478,6.380445,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.309666,-0.002731,-0.005278,-0.008362,-0.15298,-1.024694,-0.090764,-0.016082,0.458841,-0.145176,-0.050438,-0.105714,-0.071894,0.470896,0.273624,-0.36366,-0.042085,-0.157196,0.0,2.478261,0.033779,0.162151,0.234536
29,10.70746,648.960022,0.450996,0.508898,0.434783,0.0,0.58675,66619.0,0.311173,1.091801,0.063822,0.241711,-0.066683,0.154791,6.364891,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.336214,-0.002972,-0.006686,-0.004899,-0.159209,-1.095821,-0.10392,-0.017387,0.486762,-0.156927,-0.054862,-0.117977,-0.074433,0.529049,0.286369,-0.388294,-0.056184,-0.16857,0.0,2.434783,0.03272,0.148075,0.18781
30,13.481316,661.690002,0.437525,0.514095,0.782609,0.0,0.580277,65958.0,0.307721,1.061398,0.064868,0.255457,-0.06941,0.163192,6.377096,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.333395,-0.002924,-0.006334,-0.008323,-0.170769,-1.062854,-0.099755,-0.017256,0.504028,-0.151698,-0.053433,-0.115767,-0.078746,0.503206,0.296127,-0.378351,-0.046878,-0.092117,0.0,2.782609,0.032692,0.160618,0.23284
31,14.083603,702.849976,0.485298,0.536527,0.391304,0.0,0.574749,67085.0,0.334765,1.142315,0.0718,0.240771,-0.071469,0.141381,6.393747,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.358994,-0.003059,-0.005849,-0.004261,-0.166341,-1.127309,-0.104256,-0.018324,0.527883,-0.161537,-0.058678,-0.122922,-0.077302,0.552176,0.324246,-0.401263,-0.050872,-0.195028,0.0,3.217391,0.026431,0.14946,0.19732
32,14.656485,718.549988,0.505877,0.56289,0.434783,0.0,0.569134,66700.0,0.343655,1.225372,0.085236,0.284221,-0.081417,0.190841,6.382416,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.371675,-0.003135,-0.007366,-0.005244,-0.185663,-1.161752,-0.108771,-0.01892,0.578105,-0.177149,-0.060438,-0.128005,-0.085828,0.574706,0.309911,-0.414178,-0.047924,-0.194805,0.0,2.565217,0.03019,0.151265,0.211792
33,16.268631,769.919983,0.520611,0.603055,0.208333,0.0,0.562085,63408.0,0.37758,1.248654,0.080002,0.311569,-0.081304,0.186571,6.375705,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.396565,-0.003421,-0.008283,-0.002917,-0.202989,-1.227679,-0.113881,-0.020499,0.60605,-0.175072,-0.063029,-0.132135,-0.094816,0.549428,0.36094,-0.437925,-0.038855,-0.162202,0.083333,2.333333,0.032413,0.126269,0.177262
34,17.385303,793.5,0.566067,0.605435,0.416667,0.0,0.55665,65005.0,0.37133,1.265257,0.082648,0.314456,-0.082223,0.214731,6.376337,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.400534,-0.003433,-0.007796,-0.004071,-0.190679,-1.214046,-0.116101,-0.020111,0.597991,-0.180868,-0.06622,-0.133828,-0.088547,0.623126,0.367067,-0.433569,-0.075579,-0.245395,0.0,2.916667,0.029239,0.153565,0.183283
35,20.26569,811.450012,0.595274,0.614489,0.318182,0.0,0.550646,66796.0,0.364409,1.25989,0.083726,0.310444,-0.079938,0.212737,6.360135,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.404414,-0.003445,-0.008295,-0.004909,-0.184786,-1.210824,-0.113955,-0.020004,0.597983,-0.179197,-0.066291,-0.130757,-0.0866,0.665155,0.380464,-0.432151,-0.038868,-0.169564,0.0,2.545455,0.026563,0.15448,0.208232
36,23.417887,820.049988,0.591412,0.649745,0.272727,0.0,0.544677,68340.0,0.392409,1.330734,0.08417,0.340669,-0.087139,0.223402,6.371313,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.425049,-0.003605,-0.00869,-0.003065,-0.220008,-1.253878,-0.112802,-0.021312,0.661278,-0.175098,-0.06817,-0.136502,-0.102585,0.646435,0.417885,-0.448759,-0.026387,-0.187717,0.090909,2.772727,0.022812,0.155494,0.160069
37,23.040968,826.880005,0.53994,0.608284,0.6,0.0,0.538617,70544.0,0.365037,1.215542,0.080408,0.317158,-0.079987,0.193182,6.387323,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.403006,-0.003518,-0.008506,-0.007638,-0.202557,-1.157311,-0.111489,-0.02007,0.608043,-0.164224,-0.060162,-0.129826,-0.0953,0.616189,0.415189,-0.415263,-0.030055,-0.167423,0.0,2.75,0.024714,0.191615,0.219515
38,23.675499,863.679993,0.681209,0.685729,0.217391,0.0,0.532849,64839.0,0.412401,1.432434,0.093013,0.328132,-0.087376,0.219427,6.373449,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.45011,-0.003726,-0.008091,-0.00258,-0.202685,-1.30058,-0.126521,-0.022155,0.660757,-0.195803,-0.077665,-0.144221,-0.094222,0.720001,0.419938,-0.466285,-0.058365,-0.20147,0.043478,2.73913,0.025643,0.147826,0.13475
39,25.544308,897.849976,0.638787,0.693339,0.173913,0.0,0.526252,64748.0,0.397943,1.413316,0.086233,0.303959,-0.08404,0.227904,6.376703,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.457033,-0.003817,-0.009226,-0.005333,-0.197929,-1.291582,-0.127804,-0.023002,0.649411,-0.195503,-0.074284,-0.151804,-0.092455,0.821514,0.441461,-0.463691,-0.039418,-0.220227,0.173913,2.26087,0.027893,0.159829,0.187174
40,26.02614,868.049988,0.586882,0.6601,0.619048,0.0,0.520344,69248.0,0.387917,1.313645,0.082557,0.323388,-0.083841,0.206705,6.390951,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.432634,-0.003767,-0.009634,-0.008322,-0.2197,-1.193186,-0.115223,-0.021403,0.650809,-0.172338,-0.066032,-0.134268,-0.103243,0.674778,0.456174,-0.429782,-0.031099,-0.20062,0.142857,2.52381,0.031842,0.201898,0.186195
41,29.28791,983.900024,0.638719,0.723639,0.5,0.0,0.514183,65102.0,0.416647,1.404396,0.099138,0.340908,-0.089822,0.223449,6.393111,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.471656,-0.004015,-0.01028,-0.003958,-0.215276,-1.306353,-0.131181,-0.023195,0.692901,-0.190142,-0.073997,-0.148793,-0.10072,0.762375,0.490747,-0.469833,-0.03637,-0.258811,0.083333,20.458334,0.025334,0.169658,0.165198
42,32.881207,991.97998,0.666635,0.750195,0.136364,0.0,0.508446,67905.0,0.429678,1.437503,0.098133,0.364627,-0.095031,0.261891,6.386383,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.480996,-0.004018,-0.01135,-0.001839,-0.229833,-1.289486,-0.129248,-0.023714,0.727684,-0.193441,-0.076567,-0.150507,-0.107245,0.789012,0.513173,-0.465176,-0.044577,-0.233582,0.090909,6.727273,0.0274,0.145375,0.134517
43,35.121628,974.309998,0.663906,0.735401,0.541667,0.0,0.50237,63585.0,0.425415,1.416721,0.101206,0.348588,-0.089686,0.238806,6.387523,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.479169,-0.003975,-0.011334,-0.002399,-0.20956,-1.216302,-0.127874,-0.023,0.703791,-0.189688,-0.075861,-0.147105,-0.098978,0.791866,0.517048,-0.441552,-0.04779,-0.217288,0.041667,9.375,0.026629,0.169141,0.134651
44,36.289009,974.809998,0.686468,0.76597,0.208333,0.0,0.497145,61592.0,0.437476,1.454269,0.096734,0.35173,-0.090586,0.247737,6.353818,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.494714,-0.004126,-0.011188,-0.001074,-0.217551,-1.203777,-0.129932,-0.023858,0.722521,-0.188979,-0.078502,-0.150719,-0.103388,0.830639,0.552642,-0.439246,-0.039103,-0.200634,0.083333,8.291667,0.027683,0.152558,0.130668
45,40.30418,977.419983,0.67916,0.75513,0.333333,0.0,0.491878,64501.0,0.44068,1.444158,0.108949,0.347072,-0.094212,0.241005,6.380016,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.489133,-0.003972,-0.011441,-0.001569,-0.219808,-1.14303,-0.126422,-0.023253,0.736311,-0.183619,-0.078595,-0.145978,-0.103969,0.800824,0.54919,-0.418041,-0.040403,-0.172647,0.083333,8.75,0.026629,0.140579,0.14392
46,41.40411,961.320007,0.653821,0.754896,0.291667,0.0,0.486169,65306.0,0.417164,1.363223,0.095443,0.337025,-0.086154,0.238452,6.345577,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.484382,-0.004036,-0.011862,-0.001755,-0.212204,-1.08027,-0.12109,-0.022704,0.70293,-0.170525,-0.072963,-0.138807,-0.101742,0.84652,0.5927,-0.397405,-0.034895,-0.182266,0.041667,6.916667,0.029338,0.153588,0.13831
47,44.089581,980.75,0.681271,0.756254,0.25,0.0,0.480106,64910.0,0.420377,1.382488,0.105304,0.341915,-0.08957,0.243679,6.371369,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.489279,-0.003975,-0.010942,-0.001244,-0.214846,-1.049646,-0.120527,-0.022852,0.728387,-0.171646,-0.073384,-0.13854,-0.102079,0.858969,0.593436,-0.388307,-0.033707,-0.205093,0.083333,8.458334,0.025086,0.142346,0.131331
48,46.803364,975.25,0.678517,0.750393,0.375,0.0,0.474859,64486.0,0.411199,1.33712,0.102409,0.336664,-0.08722,0.248468,6.370265,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.481465,-0.003905,-0.011178,-0.002379,-0.205903,-0.995937,-0.116944,-0.022063,0.709033,-0.165877,-0.072951,-0.134495,-0.099238,0.867638,0.601918,-0.369415,-0.034839,-0.186796,0.083333,6.416667,0.029962,0.173767,0.143258
49,46.841286,937.960022,0.633124,0.735209,0.458333,0.0,0.469287,63679.0,0.394766,1.270827,0.100692,0.333989,-0.084442,0.252543,6.376466,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.469169,-0.003775,-0.011959,-0.003297,-0.206757,-0.933225,-0.108976,-0.021245,0.700824,-0.152488,-0.069247,-0.127192,-0.09823,0.850021,0.619182,-0.347238,-0.02584,-0.178018,0.125,6.458333,0.029317,0.17429,0.169601
50,50.004513,965.969971,0.677636,0.759515,0.291667,0.0,0.46468,61907.0,0.411311,1.313216,0.109989,0.342817,-0.089632,0.262919,6.376049,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.483086,-0.003811,-0.012582,-0.001954,-0.211942,-0.931709,-0.112924,-0.021767,0.734973,-0.158042,-0.073376,-0.131684,-0.102335,0.869029,0.632431,-0.348101,-0.026163,-0.159783,0.125,6.708333,0.027694,0.17243,0.132733
51,48.775002,925.830017,0.662916,0.737352,0.333333,0.0,0.459172,64369.0,0.405386,1.280964,0.113662,0.353155,-0.089642,0.279521,6.353004,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.469104,-0.003639,-0.012064,-0.003396,-0.204311,-0.87866,-0.109965,-0.021132,0.724807,-0.150862,-0.073095,-0.126501,-0.097308,0.840757,0.611736,-0.329355,-0.02781,-0.224144,0.208333,6.166667,0.025596,0.175483,0.170797
52,50.69191,923.210022,0.667222,0.746767,0.458333,0.0,0.454237,65833.0,0.393243,1.261952,0.11171,0.341411,-0.089678,0.269368,6.375974,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.473405,-0.003705,-0.011197,-0.003002,-0.211792,-0.861486,-0.108253,-0.021215,0.735874,-0.149211,-0.071743,-0.12469,-0.101491,0.884869,0.636347,-0.323702,-0.024562,-0.160058,0.083333,6.25,0.025089,0.154188,0.151007
53,55.089394,974.070007,0.678585,0.77138,0.125,0.0,0.449614,65112.0,0.404224,1.297914,0.117167,0.338094,-0.090449,0.271052,6.368471,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.48937,-0.003786,-0.012147,-0.001331,-0.209552,-0.87072,-0.111405,-0.021716,0.749036,-0.150201,-0.074707,-0.127339,-0.10009,0.94253,0.677325,-0.327666,-0.023702,-0.202505,0.125,6.291667,0.023763,0.163271,0.131245
54,55.176945,971.890015,0.703558,0.76812,0.208333,0.0,0.444645,66203.0,0.405979,1.28019,0.115847,0.358097,-0.091966,0.298646,6.372954,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.491528,-0.003826,-0.013408,-0.001435,-0.212681,-0.852778,-0.11186,-0.021624,0.75403,-0.147839,-0.075667,-0.12865,-0.102476,0.931987,0.699752,-0.321767,-0.021225,-0.206625,0.041667,5.291667,0.027752,0.148195,0.135297
