iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/out_of_bounds,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
1499,0.888248,16.440001,0.009962,0.00947,1.086957,37.56522,0.048474,32878.0,0.004148,0.008723,0.001258,0.003613,-0.004086,0.006836,28.573395,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.005988,-0.002234,-0.000179,-0.010782,-0.032118,-0.000626,-0.001943,-0.000421,0.010992,-0.029995,-0.015827,-0.012552,-0.001188,0.013411,0.045895,-0.002433,-0.000133,-6.1e-05,37.56522,0.0,4.304348,0.121177,0.106905,0.246536
1500,4.981728,35.959999,0.027691,0.026826,1.041667,0.0,0.048788,6199.0,0.007427,0.017021,0.004782,0.009997,-0.001878,0.017628,10.348286,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.016995,-0.005666,-0.000419,-0.008845,-0.009065,-0.001116,-0.000976,-0.001133,0.030147,-0.024947,-0.022415,-0.001568,-0.001717,0.04892,0.135965,-0.004193,-0.000119,-5.5e-05,0.125,0.0,3.833333,0.024812,0.117628,0.266085
1501,9.189908,61.669998,0.049469,0.048404,0.666667,0.0,0.049078,5056.0,0.011514,0.026001,0.007848,0.018148,-0.003217,0.034946,10.270712,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.029677,-0.010578,-0.00088,-0.006893,-0.011382,-0.001637,-0.001553,-0.002004,0.052297,-0.029847,-0.037471,-0.002055,-0.002274,0.092757,0.242557,-0.006149,-9.9e-05,-8.5e-05,0.5,0.0,3.958333,0.024532,0.138055,0.206725
1502,14.845543,83.599998,0.072596,0.070019,0.375,0.0,0.049587,5010.0,0.013226,0.02879,0.011395,0.022299,-0.003868,0.044433,10.102797,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.04177,-0.013601,-0.000612,-0.003889,-0.012027,-0.001635,-0.001494,-0.00249,0.073588,-0.022494,-0.022954,-0.001789,-0.00249,0.139945,0.35519,-0.006489,-0.000107,-0.000155,0.125,0.0,4.125,0.019283,0.090182,0.190814
1503,20.4652,109.089996,0.093205,0.088317,0.291667,0.0,0.049936,4984.0,0.014838,0.032143,0.015414,0.029967,-0.004848,0.067953,10.088715,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.053166,-0.017448,-0.000375,-0.003716,-0.012242,-0.001938,-0.001626,-0.003187,0.096379,-0.017774,-0.022861,-0.002207,-0.003169,0.185927,0.459928,-0.007743,-0.000233,-0.000288,0.25,0.0,4.791667,0.018982,0.112593,0.175944
1504,23.807247,132.979996,0.111138,0.105481,0.541667,0.041667,0.050162,4990.0,0.020186,0.044124,0.018079,0.037607,-0.006333,0.07529,9.865874,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.064743,-0.021338,-0.000807,-0.006296,-0.01683,-0.002635,-0.002393,-0.004029,0.114568,-0.02833,-0.035627,-0.003115,-0.003859,0.219793,0.54912,-0.010394,-0.000173,-0.000468,0.25,0.0,4.291667,0.019154,0.141715,0.197166
1505,28.338747,154.300003,0.131491,0.125749,0.458333,0.0,0.050549,4995.0,0.023543,0.050262,0.02129,0.043637,-0.007163,0.092343,9.995924,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.074813,-0.024828,-0.001063,-0.005325,-0.01982,-0.003133,-0.002765,-0.004734,0.131692,-0.027417,-0.037247,-0.003358,-0.004181,0.256733,0.635752,-0.012186,-0.000319,-0.000882,0.208333,0.0,4.708333,0.017435,0.121889,0.186706
1506,31.989344,175.229996,0.149669,0.141162,0.541667,0.0,0.051078,5124.0,0.02628,0.059236,0.024391,0.053117,-0.008759,0.108665,9.811977,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.086577,-0.029648,-0.000996,-0.006593,-0.021319,-0.003616,-0.00324,-0.00579,0.152565,-0.030163,-0.047908,-0.003644,-0.004412,0.298042,0.730924,-0.014871,-0.000254,-0.00068,0.375,0.0,4.125,0.021767,0.141491,0.206513
1507,37.020645,197.75,0.165427,0.158828,0.25,0.0,0.051488,5014.0,0.026262,0.057874,0.027519,0.056355,-0.009354,0.126366,9.945597,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.096878,-0.03111,-0.000879,-0.006873,-0.022811,-0.003422,-0.003129,-0.006159,0.1719,-0.026194,-0.033829,-0.003629,-0.005008,0.344497,0.835251,-0.014458,-0.000169,-0.001474,0.625,0.0,3.958333,0.021697,0.147697,0.210765
1508,40.020237,222.0,0.187141,0.183627,0.5,0.041667,0.052042,4930.0,0.034372,0.074807,0.035265,0.07059,-0.011731,0.149902,9.72028,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.110605,-0.034509,-0.001552,-0.008019,-0.027321,-0.004615,-0.004192,-0.007433,0.195184,-0.040503,-0.064833,-0.00443,-0.005495,0.385463,0.933248,-0.019267,-0.000564,-0.00202,0.708333,0.0,4.291667,0.025506,0.164843,0.196701
1509,44.578411,245.949997,0.202006,0.194932,0.666667,0.0,0.052343,6596.0,0.03977,0.076902,0.038254,0.083622,-0.013552,0.171736,9.889343,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.12,-0.038431,-0.00239,-0.013597,-0.029748,-0.005197,-0.004831,-0.009072,0.207073,-0.043512,-0.055357,-0.004822,-0.00601,0.404989,0.999083,-0.022566,-0.000864,-0.005056,1.5,0.0,3.958333,0.040395,0.255227,0.256596
1510,46.177906,258.470001,0.218258,0.20781,0.916667,0.0,0.052833,48425.0,0.04133,0.08608,0.038109,0.083898,-0.014205,0.174145,10.125889,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.125773,-0.043581,-0.001622,-0.014569,-0.035732,-0.005543,-0.005064,-0.009666,0.219826,-0.049536,-0.067696,-0.005951,-0.007118,0.429035,1.036474,-0.023911,-0.000717,-0.005698,2.0,0.0,4.25,0.042324,0.257763,0.278092
1511,49.988506,280.079987,0.238913,0.230786,0.875,0.0,0.053157,48838.0,0.045784,0.089644,0.040739,0.095913,-0.016084,0.197621,9.901606,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.140968,-0.04739,-0.001845,-0.019148,-0.040567,-0.006103,-0.005694,-0.011187,0.243099,-0.053018,-0.067375,-0.00573,-0.007268,0.482581,1.164326,-0.027137,-0.00082,-0.011641,2.833333,0.0,3.708333,0.055453,0.324115,0.265729
1512,55.207359,305.480011,0.252056,0.242283,0.833333,0.0,0.053469,48810.0,0.04841,0.098959,0.045233,0.103366,-0.017302,0.216506,9.431568,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.151026,-0.050239,-0.001769,-0.016227,-0.040301,-0.006491,-0.006086,-0.011811,0.263803,-0.057589,-0.072988,-0.007141,-0.008371,0.517325,1.243377,-0.027901,-0.000785,-0.010735,2.291667,0.0,4.416667,0.050309,0.294655,0.257402
1513,57.993855,322.329987,0.261282,0.257452,0.541667,0.0,0.053868,47814.0,0.050696,0.101188,0.049632,0.108024,-0.017104,0.226409,9.71237,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.157984,-0.051286,-0.002272,-0.015992,-0.040152,-0.006444,-0.005598,-0.011553,0.272857,-0.050412,-0.065731,-0.006309,-0.008196,0.540783,1.308855,-0.027793,-0.000947,-0.010981,2.25,0.0,3.958333,0.049748,0.30234,0.255622
