iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error
0,0.023739,9.333333,0.010351,0.009664,0.0,0.0,0.997396,250.0,0.008071
1,-0.478382,26.526316,0.030716,0.026971,0.9,0.0,0.99564,239.0,0.021474
2,-0.453766,40.21875,0.053615,0.045818,1.222222,0.0,0.994056,1190.0,0.039682
3,-0.538458,53.377777,0.073577,0.067464,0.8,0.0,0.992759,271.0,0.048399
