iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error
0,0.578785,20.93,0.011429,0.010804,1.583333,0.0,0.98825,10827.0,0.007879
1,1.452263,45.98,0.03182,0.026744,14.5,0.0,0.978192,27545.0,0.025593
2,2.46433,69.059998,0.052412,0.046332,17.666668,0.0,0.972572,2401.0,0.041353
3,3.407736,90.900002,0.070508,0.063718,17.708334,0.0,0.963857,9527.0,0.054751
4,4.354945,108.059998,0.086502,0.079901,15.958334,0.0,0.955151,9644.0,0.065302
5,5.051299,123.629997,0.102253,0.094762,16.0,0.0,0.946209,9425.0,0.075452
6,6.054179,144.539993,0.120436,0.112584,14.416667,0.0,0.936842,34528.0,0.089335
7,6.887962,161.289993,0.137414,0.130009,12.125,0.0,0.927824,74537.0,0.101026
8,8.011612,179.0,0.151628,0.14429,11.958334,0.0,0.918756,78313.0,0.109512
9,8.484344,193.690002,0.167984,0.162133,9.416667,0.0,0.910921,79053.0,0.120666
10,10.132947,221.509995,0.186002,0.180562,7.791667,0.0,0.90288,74539.0,0.132373
11,10.528912,234.990005,0.197392,0.190817,7.166667,0.0,0.896993,90611.0,0.136896
12,11.429063,246.229996,0.223461,0.218349,6.833333,0.0,0.890094,89491.0,0.156006
13,12.798643,262.799988,0.229709,0.225611,5.5,0.0,0.885102,88665.0,0.150484
14,14.503593,303.160004,0.255418,0.250966,5.583333,0.0,0.877195,90327.0,0.168903
15,15.73799,334.959991,0.279878,0.273982,5.833333,0.0,0.873249,89479.0,0.182703
16,16.218025,334.929993,0.301648,0.298648,3.958333,0.0,0.866348,89188.0,0.194832
17,16.473734,345.399994,0.314065,0.310603,3.708333,0.0,0.859155,90443.0,0.198734
18,17.981239,366.369995,0.326168,0.320992,3.291667,0.0,0.852982,86190.0,0.20354
19,20.621714,411.190002,0.365137,0.364128,3.347826,0.0,0.847326,90051.0,0.222981
20,20.692593,414.299988,0.355977,0.352013,2.666667,0.0,0.842171,89970.0,0.216325
21,23.937492,465.269989,0.415249,0.415861,2.083333,0.0,0.836576,90795.0,0.247173
22,24.358128,474.519989,0.416937,0.416081,2.478261,0.0,0.831751,88517.0,0.25007
23,24.924101,479.440002,0.433791,0.433021,1.875,0.0,0.828012,90199.0,0.259418
24,25.952122,514.609985,0.453869,0.452046,1.875,0.0,0.823094,89594.0,0.268337
25,28.439718,549.640015,0.489762,0.490109,1.26087,0.0,0.817909,80866.0,0.282472
26,29.401953,576.200012,0.522405,0.523493,0.863636,0.0,0.813356,83895.0,0.299325
27,30.694965,608.210022,0.521483,0.520789,0.727273,0.0,0.808424,83837.0,0.299528
28,32.630901,645.679993,0.580021,0.5869,0.791667,0.0,0.804406,81945.0,0.330128
29,33.008797,656.330017,0.581529,0.588542,0.772727,0.0,0.799394,84878.0,0.331108
30,35.126129,676.309998,0.620272,0.625209,0.619048,0.0,0.795653,83718.0,0.345895
31,38.422577,730.960022,0.664721,0.670445,0.454545,0.0,0.790688,84140.0,0.357322
32,38.253796,740.73999,0.6758,0.685522,0.304348,0.0,0.785574,82075.0,0.37192
33,40.083961,772.799988,0.701428,0.712972,0.291667,0.0,0.783392,79868.0,0.381095
34,39.612125,789.72998,0.72079,0.733384,0.173913,0.0,0.778624,81384.0,0.397391
35,41.751675,828.23999,0.751105,0.768397,0.380952,0.0,0.773383,79980.0,0.402827
36,44.094322,860.710022,0.780846,0.79185,0.227273,0.0,0.769522,92427.0,0.416642
37,45.413509,886.039978,0.808519,0.82159,0.217391,0.0,0.765525,90154.0,0.442636
38,46.697395,899.23999,0.825938,0.842389,0.227273,0.0,0.76171,90528.0,0.429142
39,46.367275,913.380005,0.829931,0.849999,0.363636,0.0,0.75807,90378.0,0.439348
40,48.158566,944.320007,0.86467,0.882281,0.181818,0.0,0.755072,92363.0,0.447268
41,50.075005,980.570007,0.89136,0.908203,0.166667,0.0,0.752463,81794.0,0.465532
42,48.950817,986.429993,0.894794,0.912188,0.208333,0.0,0.750356,84559.0,0.459765
43,52.914478,1000.0,0.907807,0.926004,0.208333,0.0,0.747344,74278.0,0.457756
44,50.47974,1000.0,0.907497,0.927391,0.166667,0.0,0.744152,84645.0,0.449254
45,50.562012,999.429993,0.911848,0.932108,0.083333,0.0,0.742514,88783.0,0.449384
46,49.483097,996.669983,0.909755,0.930377,0.166667,0.0,0.740741,90557.0,0.434985
47,53.244297,1000.0,0.911737,0.933904,0.0,0.0,0.737238,86572.0,0.434629
48,49.840225,999.090027,0.913024,0.936179,0.083333,0.0,0.73461,89923.0,0.425928
49,55.425873,997.099976,0.911922,0.933249,0.041667,0.0,0.732629,90211.0,0.421839
50,55.76215,990.039978,0.905839,0.928007,0.208333,0.0,0.730117,80838.0,0.415502
51,55.323822,998.330017,0.915329,0.938315,0.083333,0.0,0.727046,77941.0,0.411
52,52.929295,982.400024,0.906341,0.93054,0.083333,0.0,0.724155,66840.0,0.404925
53,55.02248,999.929993,0.909762,0.931958,0.125,0.0,0.72139,16786.0,0.399324
54,55.786373,991.299988,0.909498,0.933431,0.083333,0.0,0.718487,41299.0,0.39852
55,56.87896,992.669983,0.916869,0.936901,0.041667,0.0,0.716984,59568.0,0.39656
56,57.823994,1000.0,0.911843,0.934059,0.083333,0.0,0.714453,72620.0,0.389543
57,57.811638,989.640015,0.904383,0.927301,0.166667,0.0,0.712092,73310.0,0.393144
58,59.334156,991.150024,0.909282,0.933449,0.083333,0.0,0.710015,74383.0,0.387862
59,58.90535,998.820007,0.909672,0.934613,0.083333,0.0,0.707546,70830.0,0.388097
60,57.448433,994.02002,0.916093,0.940015,0.086957,0.0,0.705077,71380.0,0.39005
61,58.021942,979.789978,0.908611,0.931588,0.125,0.0,0.702388,84637.0,0.381652
62,58.634827,985.090027,0.906347,0.929903,0.125,0.0,0.699831,85195.0,0.381326
63,57.126957,970.940002,0.872655,0.897057,0.208333,0.0,0.697519,90275.0,0.370795
64,57.859009,973.599976,0.898926,0.925945,0.208333,0.0,0.695614,90402.0,0.37823
65,61.328983,990.530029,0.91212,0.934597,0.083333,0.0,0.693749,89943.0,0.37965
66,60.339039,985.0,0.902805,0.928413,0.173913,0.0,0.691446,90397.0,0.367905
67,59.550598,988.309998,0.92096,0.945545,0.045455,0.0,0.689725,89654.0,0.377134
68,54.572491,992.950012,0.909179,0.938307,0.043478,0.0,0.687218,75451.0,0.377307
69,54.155048,1000.0,0.917882,0.947984,0.0,0.0,0.684797,79144.0,0.380333
70,61.811749,991.450012,0.914865,0.938474,0.125,0.0,0.682607,78224.0,0.362713
71,60.583996,958.539978,0.880571,0.905568,0.285714,0.0,0.681759,90472.0,0.354739
72,59.838024,995.460022,0.921446,0.946992,0.090909,0.0,0.680262,88997.0,0.364637
73,57.868076,980.469971,0.906883,0.93028,0.136364,0.0,0.678274,84165.0,0.360558
74,59.445847,983.469971,0.918814,0.943836,0.043478,0.0,0.676236,76250.0,0.368639
75,61.028248,985.919983,0.914332,0.937487,0.041667,0.0,0.674539,69715.0,0.366018
76,63.036312,971.72998,0.887008,0.910443,0.136364,0.0,0.672926,74222.0,0.35615
77,63.665325,988.659973,0.923941,0.952869,0.0,0.0,0.671731,79053.0,0.363555
78,64.504951,995.23999,0.917559,0.942869,0.090909,0.0,0.6703,74333.0,0.364357
79,64.657227,999.98999,0.92897,0.953436,0.047619,0.0,0.668768,76904.0,0.36424
80,62.553684,995.179993,0.921692,0.950333,0.043478,0.0,0.667529,69952.0,0.358681
81,59.566528,995.809998,0.917508,0.944253,0.047619,0.0,0.66594,80496.0,0.365737
82,64.547485,996.25,0.923183,0.948895,0.083333,0.0,0.664743,79294.0,0.354878
83,63.437344,997.080017,0.923641,0.949963,0.041667,0.0,0.663414,75124.0,0.356675
84,62.784721,1000.0,0.925683,0.953791,0.0,0.0,0.662542,70718.0,0.362005
85,67.328606,999.190002,0.925289,0.952758,0.041667,0.0,0.661978,70715.0,0.359688
86,66.578896,1000.0,0.925706,0.953354,0.0,0.0,0.66079,84498.0,0.358451
87,64.735001,1000.0,0.926289,0.953215,0.041667,0.0,0.659422,85503.0,0.354698
88,63.845665,1000.0,0.925035,0.952556,0.041667,0.0,0.657978,88477.0,0.354201
89,62.831379,1000.0,0.920417,0.947647,0.125,0.0,0.657154,89839.0,0.354379
90,67.985031,1000.0,0.925569,0.950928,0.083333,0.0,0.656026,92356.0,0.349262
