iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/even_stance,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/hips_home,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
7497,3.152514,18.5,0.010077,0.01039,0.0,73.791672,0.061135,76091.0,0.004684,0.003823,0.001024,0.003095,-0.000671,0.005462,6.38537,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.006103,-0.001819,-6.4e-05,0.0,-0.005252,-0.002193,-0.001503,-0.000285,-0.00019,-0.000333,0.011234,-0.001209,-0.002148,-0.00039,-0.001176,0.015097,0.050842,-0.000845,-3e-06,0.0,73.291672,8.833334,0.03997,0.090633,0.132364
7498,7.20826,42.299999,0.030074,0.029658,0.0,0.0,0.061497,122398.0,0.009411,0.009666,0.004409,0.010833,-0.001756,0.018777,7.033361,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.018247,-0.005595,-0.00033,0.0,-0.000208,-0.003621,-0.016838,-0.000724,-0.000499,-0.000986,0.031828,-0.001904,-0.00474,-0.000419,-0.001714,0.055962,0.157761,-0.0027,-1.6e-05,-0.0,0.041667,8.333334,0.019717,0.09208,0.140333
7499,11.572254,66.150002,0.050255,0.050365,0.0,0.0,0.061484,123134.0,0.013654,0.015638,0.009187,0.019336,-0.003231,0.035293,7.028507,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.03025,-0.009118,-0.000584,0.0,0.0,-0.005563,-0.031569,-0.001189,-0.000838,-0.001614,0.052096,-0.002724,-0.007307,-0.00063,-0.002323,0.099241,0.262688,-0.004731,-4e-05,-2.8e-05,0.0,8.0,0.019124,0.085388,0.13065
7500,15.663424,89.5,0.068882,0.073053,0.0,0.0,0.061561,124886.0,0.019396,0.021437,0.013505,0.030302,-0.005244,0.050949,7.038749,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.04225,-0.013417,-0.001309,0.0,0.0,-0.008449,-0.061426,-0.001838,-0.001535,-0.002787,0.070826,-0.003802,-0.01012,-0.000837,-0.003157,0.136165,0.367834,-0.00835,-7.4e-05,-0.000197,0.0,8.166667,0.020258,0.075994,0.113039
7501,20.6206,114.470001,0.085038,0.091217,0.0,0.0,0.061602,122843.0,0.019135,0.02771,0.019278,0.037386,-0.006245,0.069829,7.069113,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.05425,-0.015645,-0.00106,0.0,0.0,-0.009791,-0.059995,-0.00215,-0.001644,-0.003078,0.092294,-0.004699,-0.013155,-0.000976,-0.003833,0.190682,0.47374,-0.009138,-9.9e-05,-0.000494,0.0,7.833333,0.022492,0.080572,0.123507
7502,24.544155,138.440002,0.107563,0.111132,0.0,0.0,0.061557,123335.0,0.02462,0.033754,0.021335,0.043215,-0.007321,0.079375,7.081899,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.06625,-0.020043,-0.001579,0.0,0.0,-0.011609,-0.086245,-0.002664,-0.002032,-0.00383,0.111663,-0.005887,-0.015376,-0.001267,-0.00437,0.23222,0.578006,-0.011241,-0.000186,-0.0011,0.0,9.166667,0.019663,0.077828,0.131026
7503,29.841747,163.520004,0.129529,0.134381,0.0,0.0,0.061668,122733.0,0.030763,0.040308,0.026855,0.054014,-0.009223,0.098302,7.086504,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.07825,-0.023158,-0.002143,0.0,0.0,-0.014007,-0.098051,-0.003266,-0.002591,-0.004682,0.130529,-0.006997,-0.018387,-0.001378,-0.005009,0.27211,0.681886,-0.01423,-0.000187,-0.002163,0.0,9.541667,0.018986,0.072454,0.117695
7504,33.536015,187.339996,0.145797,0.15263,0.0,0.0,0.061713,122435.0,0.031782,0.046323,0.032407,0.062216,-0.011036,0.114506,7.100296,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.09025,-0.026991,-0.002428,0.0,0.0,-0.016301,-0.100345,-0.003743,-0.002982,-0.005441,0.150659,-0.008069,-0.020834,-0.001748,-0.00606,0.320703,0.78662,-0.016769,-0.000208,-0.002568,0.0,9.583334,0.020609,0.081284,0.12837
7505,38.160946,211.270004,0.165437,0.176708,0.0,0.0,0.061562,119942.0,0.036493,0.053323,0.035569,0.070587,-0.01184,0.132344,7.07031,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.10225,-0.03034,-0.002599,0.0,0.0,-0.017308,-0.108225,-0.0042,-0.00334,-0.005932,0.171256,-0.009462,-0.023674,-0.001891,-0.005936,0.364502,0.887331,-0.018267,-0.000192,-0.00445,0.0,8.708334,0.020731,0.077249,0.106406
7506,43.869164,234.710007,0.186477,0.190703,0.0,0.0,0.061413,120417.0,0.036577,0.058158,0.039877,0.075377,-0.013036,0.147499,7.074129,-0.02,-0.8,-0.02,-0.25,-0.6,-4.0,0.11425,-0.033758,-0.002931,0.0,0.0,-0.019533,-0.12639,-0.004585,-0.003502,-0.006513,0.1928,-0.009865,-0.025774,-0.001868,-0.007269,0.418551,0.999675,-0.019618,-0.000273,-0.003947,0.0,9.5,0.019942,0.092448,0.128374
