iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/even_stance,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
0,-0.983951,17.76,0.008669,0.008805,1.409091,39.5,0.976833,44674.0,0.009144,0.020722,0.000808,0.005548,-0.001873,0.002232,11.382597,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.005954,-6e-05,-4.5e-05,0.0,-0.011982,-0.006212,-0.042258,-0.002696,-0.000386,0.009068,-0.004957,-0.001261,-0.003399,-0.001696,0.010358,0.002938,-0.014491,-2.2e-05,-4.4e-05,39.272728,4.272727,0.049062,0.12827,0.26565
1,-2.145923,41.59,0.022227,0.018725,12.083334,0.0,0.949197,72627.0,0.024479,0.056283,0.003827,0.016448,-0.004548,0.006276,10.63764,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.015987,-0.000164,-0.000259,0.0,-0.030347,-0.013914,-0.112995,-0.006875,-0.00083,0.022296,-0.012771,-0.003375,-0.006784,-0.003746,0.025625,0.00823,-0.038211,-0.000152,-0.000746,0.0,4.041667,0.032714,0.127451,0.650686
2,-2.749679,58.16,0.032814,0.030997,12.375,0.0,0.921352,75163.0,0.038497,0.091037,0.005516,0.02499,-0.006558,0.010713,10.658952,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.025414,-0.000257,-0.000422,0.0,-0.03163,-0.021448,-0.17348,-0.010723,-0.001412,0.034807,-0.019269,-0.005245,-0.01128,-0.005814,0.039864,0.013958,-0.058581,-0.000452,-0.001865,0.0,3.375,0.034217,0.139426,0.661876
3,-2.922718,77.470001,0.04562,0.046569,9.458334,0.0,0.892504,72776.0,0.052093,0.128637,0.007407,0.036557,-0.009361,0.015133,10.609894,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.035547,-0.000356,-0.000585,0.0,-0.02781,-0.032148,-0.233376,-0.014723,-0.002065,0.051739,-0.025326,-0.007162,-0.015722,-0.008704,0.053933,0.019237,-0.078853,-0.000653,-0.003228,0.0,4.291667,0.032811,0.133667,0.608048
4,-3.24611,95.300003,0.056574,0.060213,7.916667,0.0,0.863808,71606.0,0.062856,0.16252,0.008889,0.041822,-0.010794,0.017877,10.556934,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.044636,-0.000442,-0.000751,0.0,-0.025357,-0.036828,-0.280514,-0.01838,-0.002601,0.062212,-0.031239,-0.008801,-0.019286,-0.009954,0.073682,0.023914,-0.094978,-0.001072,-0.005251,0.0,4.291667,0.032298,0.142685,0.575311
5,-3.293781,117.300003,0.072738,0.075253,6.333333,0.0,0.835196,71249.0,0.07603,0.198322,0.010728,0.051012,-0.013191,0.024463,10.497938,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.055778,-0.000547,-0.000894,0.0,-0.027255,-0.045604,-0.333665,-0.022455,-0.003302,0.077808,-0.038265,-0.011135,-0.024879,-0.012358,0.100507,0.030681,-0.113256,-0.001901,-0.007833,0.0,3.166667,0.031507,0.139521,0.572869
6,-3.518363,129.350006,0.083478,0.086883,6.291667,0.0,0.81955,74052.0,0.091385,0.233814,0.012964,0.059946,-0.015389,0.025022,10.446309,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.063847,-0.000619,-0.001002,0.0,-0.02716,-0.05307,-0.366725,-0.025549,-0.003742,0.090821,-0.042512,-0.012787,-0.02828,-0.014555,0.103128,0.034912,-0.125007,-0.002827,-0.008364,0.0,3.041667,0.029293,0.144065,0.594549
7,-3.18334,154.789993,0.096784,0.101684,6.625,0.0,0.794527,70928.0,0.101606,0.25954,0.013772,0.063905,-0.016326,0.02605,10.447432,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.073027,-0.000698,-0.001148,0.0,-0.027556,-0.05571,-0.404499,-0.028505,-0.004254,0.099246,-0.048035,-0.014181,-0.031675,-0.015365,0.12405,0.042875,-0.138028,-0.002921,-0.012211,0.0,3.041667,0.028903,0.149237,0.570918
8,-3.465613,189.789993,0.115707,0.121864,4.958333,0.0,0.77135,74822.0,0.11987,0.313551,0.01663,0.080319,-0.020459,0.033742,10.393412,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.087074,-0.000836,-0.001503,0.0,-0.02428,-0.072831,-0.461814,-0.033602,-0.005125,0.12492,-0.05525,-0.016734,-0.037372,-0.019976,0.141627,0.050972,-0.15799,-0.00468,-0.017301,0.0,3.333333,0.028634,0.144152,0.52955
9,-2.706745,191.339996,0.117605,0.130046,4.833333,0.0,0.753481,67120.0,0.114838,0.318752,0.016908,0.080628,-0.020543,0.037203,10.365106,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.090927,-0.000861,-0.00163,0.0,-0.025634,-0.074694,-0.464582,-0.033704,-0.005328,0.130451,-0.056202,-0.017355,-0.038367,-0.020452,0.168045,0.056098,-0.159386,-0.005316,-0.020097,0.0,2.791667,0.030014,0.14149,0.551107
