iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/out_of_bounds,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
1499,0.328529,17.84,0.009972,0.009672,1.26087,37.608696,0.047763,35640.0,0.00463,0.009736,0.001209,0.003783,-0.002676,0.006982,21.772228,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.006098,-0.002286,-0.000197,-0.011156,-0.020982,-0.000703,-0.002584,-0.000491,0.011098,-0.034805,-0.018705,-0.007706,-0.001217,0.013277,0.046689,-0.002745,-0.000144,-9.1e-05,37.608696,0.0,4.304348,0.089563,0.10804,0.234088
1500,4.693394,38.130001,0.028442,0.027584,1.416667,0.083333,0.048008,6015.0,0.008906,0.02192,0.00508,0.011294,-0.002242,0.01959,10.998922,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.017527,-0.006075,-0.000489,-0.011601,-0.009122,-0.001426,-0.001313,-0.001369,0.03046,-0.033233,-0.028389,-0.002309,-0.001848,0.048782,0.135445,-0.005456,-0.000302,-0.000213,0.291667,0.0,3.833333,0.026122,0.130071,0.287475
1501,9.441779,60.23,0.048687,0.046814,0.708333,0.0,0.048315,5050.0,0.011293,0.024166,0.008417,0.018316,-0.003184,0.035252,10.742194,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.029024,-0.009971,-0.000447,-0.007468,-0.009958,-0.001652,-0.001328,-0.001909,0.051191,-0.029731,-0.030075,-0.001894,-0.002125,0.091228,0.237712,-0.006308,-0.000276,-0.000177,0.208333,0.0,3.958333,0.023968,0.12469,0.233553
1502,14.15039,82.919998,0.070723,0.068018,0.583333,0.0,0.048733,5043.0,0.01436,0.029239,0.011195,0.02321,-0.004057,0.043103,10.394426,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.040657,-0.013598,-0.000462,-0.007141,-0.012999,-0.001793,-0.00157,-0.002494,0.070985,-0.026314,-0.024681,-0.002513,-0.002498,0.13265,0.342618,-0.007218,-0.00016,-0.00016,0.291667,0.0,4.041667,0.021026,0.111819,0.216455
1503,19.490158,109.93,0.09159,0.087202,0.416667,0.0,0.049196,4996.0,0.017767,0.034729,0.015702,0.032328,-0.005298,0.067554,10.066054,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.053977,-0.018447,-0.000455,-0.004535,-0.01582,-0.002269,-0.002044,-0.003342,0.095816,-0.024783,-0.032277,-0.002579,-0.003486,0.181261,0.460269,-0.009075,-0.000517,-0.000508,0.25,0.0,4.791667,0.021034,0.11524,0.17291
1504,24.579515,132.710007,0.112698,0.10512,0.291667,0.0,0.049566,4985.0,0.017702,0.039361,0.016427,0.034185,-0.00551,0.072853,10.067728,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.064792,-0.021412,-0.000527,-0.00475,-0.015064,-0.002285,-0.00194,-0.003603,0.114676,-0.023032,-0.027341,-0.002865,-0.003519,0.226516,0.560706,-0.00911,-0.000123,-0.000298,0.25,0.0,4.208333,0.019354,0.130388,0.173672
1505,27.535328,154.699997,0.129351,0.124015,0.583333,0.083333,0.049709,4958.0,0.025248,0.051565,0.022424,0.046511,-0.007741,0.093042,9.926807,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.074523,-0.024936,-0.00085,-0.007922,-0.021946,-0.003279,-0.003042,-0.004958,0.131243,-0.031912,-0.044704,-0.004049,-0.004234,0.252218,0.627137,-0.012948,-0.000371,-0.001305,0.458333,0.0,4.75,0.022012,0.13837,0.20147
1506,32.577293,174.449997,0.145914,0.138398,0.375,0.0,0.050133,4977.0,0.023705,0.052133,0.024617,0.049885,-0.007941,0.100689,9.998424,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.084329,-0.027299,-0.000675,-0.005587,-0.020489,-0.003383,-0.00291,-0.005146,0.148413,-0.02748,-0.034086,-0.003077,-0.004096,0.296846,0.725695,-0.01366,-0.000121,-0.000693,0.25,0.0,4.041667,0.021359,0.126907,0.191598
1507,35.113388,194.490005,0.165484,0.159193,0.458333,0.0,0.05042,5167.0,0.030344,0.063592,0.028019,0.057831,-0.009775,0.123115,9.856402,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.097231,-0.033449,-0.001122,-0.007072,-0.024128,-0.0041,-0.003543,-0.006326,0.172361,-0.037473,-0.04935,-0.00504,-0.0055,0.334553,0.824598,-0.016038,-0.000406,-0.001349,0.291667,0.0,3.916667,0.020813,0.129874,0.211707
1508,40.632748,223.679993,0.189412,0.18445,0.5,0.041667,0.050688,5025.0,0.034114,0.070493,0.036694,0.06884,-0.010752,0.143253,9.895498,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.111187,-0.033069,-0.00149,-0.004974,-0.02651,-0.004291,-0.003862,-0.006662,0.19511,-0.038376,-0.054132,-0.003817,-0.005471,0.387482,0.94677,-0.017431,-0.001931,-0.00217,0.125,0.0,4.375,0.021425,0.121392,0.170799
1509,46.168907,248.960007,0.208673,0.201513,0.565217,0.043478,0.051111,7315.0,0.038214,0.078329,0.038701,0.077829,-0.011777,0.163001,9.744372,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.122729,-0.039023,-0.001806,-0.007924,-0.026842,-0.004909,-0.004585,-0.007451,0.215863,-0.04673,-0.076671,-0.004983,-0.005463,0.426383,1.045588,-0.019782,-0.001119,-0.005383,0.347826,0.0,4.26087,0.023296,0.139768,0.217371
1510,49.96199,265.130005,0.232873,0.216173,0.5,0.0,0.051704,56513.0,0.035138,0.079932,0.040323,0.075872,-0.012331,0.168239,9.684633,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.132227,-0.041966,-0.000739,-0.005709,-0.027212,-0.004571,-0.003777,-0.00781,0.234799,-0.03272,-0.048921,-0.004238,-0.006046,0.47489,1.141563,-0.018844,-0.000293,-0.005571,0.166667,0.0,4.041667,0.020808,0.134722,0.205006
1511,53.60236,292.709991,0.248247,0.231671,0.583333,0.041667,0.051875,55394.0,0.040372,0.083634,0.037819,0.080435,-0.013018,0.167337,9.560005,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.145208,-0.048774,-0.001344,-0.008611,-0.030419,-0.005286,-0.004366,-0.008703,0.254075,-0.0448,-0.060224,-0.006272,-0.006779,0.513248,1.250325,-0.021857,-0.000522,-0.007649,0.541667,0.0,3.708333,0.031925,0.176455,0.237355
1512,56.691433,308.190002,0.250806,0.245729,0.875,0.041667,0.0523,55747.0,0.045968,0.093776,0.045659,0.097658,-0.015422,0.203303,9.803267,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.151221,-0.050248,-0.001742,-0.011062,-0.035611,-0.005996,-0.005373,-0.010318,0.264188,-0.047491,-0.057097,-0.005495,-0.007012,0.521215,1.28333,-0.025774,-0.000596,-0.007098,0.625,0.0,4.583333,0.032132,0.184482,0.284198
1513,61.956295,331.609985,0.283485,0.277264,0.625,0.0,0.052586,55761.0,0.046576,0.096103,0.047705,0.100104,-0.015672,0.217268,9.696441,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.166031,-0.05538,-0.001514,-0.00855,-0.035558,-0.006298,-0.005192,-0.01069,0.291545,-0.044238,-0.063237,-0.005729,-0.007759,0.586925,1.421071,-0.026177,-0.000403,-0.013442,0.625,0.0,4.166667,0.030003,0.172672,0.226669
1514,65.864159,360.589996,0.305184,0.29413,0.541667,0.0,0.052923,55885.0,0.051602,0.105248,0.050117,0.104142,-0.016377,0.218427,9.797819,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.178347,-0.057967,-0.002053,-0.008073,-0.037178,-0.006537,-0.005413,-0.011172,0.310704,-0.042536,-0.065218,-0.00599,-0.007902,0.619598,1.520741,-0.027252,-0.000439,-0.012938,0.625,0.0,4.5,0.029953,0.16567,0.250589
1515,69.773285,378.119995,0.320335,0.303713,0.375,0.041667,0.053196,56369.0,0.055338,0.115045,0.054192,0.110491,-0.017454,0.237149,9.599512,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.189963,-0.062451,-0.001216,-0.009746,-0.041219,-0.006849,-0.005523,-0.011834,0.333655,-0.041783,-0.065175,-0.006326,-0.008963,0.66708,1.613049,-0.028356,-0.000452,-0.016821,0.833333,0.0,4.041667,0.03257,0.205164,0.220055
1516,71.864105,388.320007,0.340885,0.330201,0.375,0.0,0.053568,54136.0,0.054906,0.114608,0.056717,0.114498,-0.018479,0.244624,9.541897,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.198168,-0.062209,-0.001296,-0.007944,-0.040218,-0.007232,-0.005968,-0.012584,0.347173,-0.043725,-0.066711,-0.006671,-0.008738,0.70035,1.685984,-0.029544,-0.000741,-0.021311,1.083333,0.0,5.333333,0.033402,0.176045,0.204298
1517,80.123634,433.070007,0.36227,0.355496,0.416667,0.0,0.053941,55773.0,0.060385,0.130419,0.064823,0.124291,-0.018763,0.272826,9.617668,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.213517,-0.068044,-0.003654,-0.008849,-0.044076,-0.007622,-0.005934,-0.012619,0.377905,-0.051539,-0.076028,-0.006413,-0.009356,0.749897,1.815964,-0.03063,-0.000754,-0.013917,0.541667,0.0,3.541667,0.031685,0.168994,0.235296
1518,79.849899,436.890015,0.373367,0.365039,0.826087,0.0,0.054341,55231.0,0.067043,0.134425,0.063289,0.132169,-0.021332,0.276899,9.707839,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.217516,-0.076234,-0.00193,-0.012359,-0.050513,-0.009008,-0.00748,-0.014913,0.380324,-0.07164,-0.081014,-0.008468,-0.010539,0.7437,1.829512,-0.036538,-0.000627,-0.034512,0.565217,0.0,3.869565,0.037913,0.185731,0.279172
1519,91.455246,488.170013,0.399244,0.387636,0.333333,0.0,0.054578,55081.0,0.066316,0.138034,0.063938,0.133126,-0.0209,0.288361,9.443605,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.236938,-0.077103,-0.002917,-0.007975,-0.047562,-0.008421,-0.006524,-0.014122,0.413209,-0.04848,-0.077218,-0.007513,-0.011025,0.829588,2.017154,-0.033989,-0.000674,-0.034336,0.583333,0.0,4.666667,0.033632,0.18938,0.229429
1520,82.98867,456.420013,0.396023,0.37916,0.75,0.0,0.054945,54477.0,0.069444,0.142414,0.069926,0.128702,-0.021077,0.268387,9.633716,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.232519,-0.072589,-0.002339,-0.008802,-0.050348,-0.008747,-0.007005,-0.014107,0.400755,-0.054799,-0.083704,-0.008203,-0.010636,0.805026,1.964185,-0.034162,-0.000894,-0.025226,0.666667,0.0,3.458333,0.034714,0.181103,0.246579
1521,88.41082,485.720001,0.412402,0.399058,0.583333,0.0,0.055236,55115.0,0.067758,0.140045,0.067478,0.132189,-0.021015,0.286499,9.353687,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.244475,-0.080559,-0.00281,-0.010341,-0.047923,-0.008421,-0.006167,-0.013836,0.420977,-0.053177,-0.06922,-0.008441,-0.01145,0.856586,2.093793,-0.03379,-0.001433,-0.05774,0.583333,0.0,3.541667,0.038866,0.17484,0.265546
1522,95.638222,525.539978,0.437982,0.438557,0.652174,0.0,0.055489,56736.0,0.079191,0.150621,0.068866,0.134277,-0.020869,0.292001,9.493793,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.265505,-0.08216,-0.003335,-0.007511,-0.046361,-0.009196,-0.006352,-0.014737,0.446311,-0.05303,-0.073744,-0.007211,-0.011473,0.903709,2.272074,-0.03491,-0.001048,-0.070196,0.478261,0.0,3.521739,0.036777,0.162637,0.220343
1523,102.923065,556.289978,0.458846,0.44128,0.416667,0.0,0.055827,56018.0,0.073834,0.15094,0.069949,0.137348,-0.021785,0.284673,9.894588,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.265173,-0.08514,-0.003849,-0.008597,-0.04809,-0.009834,-0.007321,-0.014809,0.4544,-0.05719,-0.093134,-0.007702,-0.010843,0.922933,2.270823,-0.037525,-0.000921,-0.049884,0.416667,0.0,3.875,0.038659,0.186585,0.234906
1524,105.252525,566.669983,0.499102,0.481993,0.333333,0.0,0.0561,55878.0,0.082677,0.177533,0.084325,0.157294,-0.02399,0.341317,9.373515,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.288967,-0.092023,-0.003609,-0.006159,-0.053444,-0.009936,-0.007162,-0.015926,0.509507,-0.048093,-0.078107,-0.008175,-0.013218,0.997961,2.456059,-0.038292,-0.000562,-0.072023,0.666667,0.0,3.875,0.032587,0.166091,0.208755
1525,106.394005,589.219971,0.477036,0.463489,0.708333,0.0,0.0564,55682.0,0.089595,0.170466,0.084744,0.174397,-0.027045,0.365715,9.553981,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.279938,-0.086901,-0.004283,-0.011389,-0.061188,-0.0112,-0.008898,-0.017873,0.48501,-0.073613,-0.108644,-0.009726,-0.01375,0.950456,2.348866,-0.044064,-0.001603,-0.083716,0.75,0.0,3.833333,0.04575,0.196164,0.258319
1526,110.154655,614.280029,0.527254,0.495346,0.75,0.0,0.056652,54734.0,0.099146,0.198669,0.088249,0.175868,-0.028562,0.358474,9.370996,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.305472,-0.096153,-0.004559,-0.008013,-0.066418,-0.011938,-0.009393,-0.018398,0.528645,-0.080781,-0.124479,-0.012528,-0.014735,1.039844,2.526849,-0.046184,-0.001765,-0.09413,0.583333,0.0,4.166667,0.042301,0.164771,0.253762
1527,112.669518,621.590027,0.54373,0.516711,0.416667,0.041667,0.056818,55748.0,0.093753,0.198168,0.090102,0.163752,-0.02719,0.350357,9.27827,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.316176,-0.097571,-0.00386,-0.006786,-0.059614,-0.011535,-0.008422,-0.017765,0.54807,-0.064049,-0.100421,-0.009919,-0.014801,1.088209,2.663842,-0.043013,-0.000717,-0.109396,0.416667,0.0,3.625,0.034685,0.141533,0.234263
1528,115.446434,636.710022,0.5414,0.537625,0.25,0.0,0.057255,55201.0,0.097713,0.193946,0.093306,0.165923,-0.026759,0.350315,9.547264,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.32062,-0.095853,-0.004577,-0.006524,-0.058765,-0.011686,-0.008248,-0.018122,0.557984,-0.060016,-0.105412,-0.009901,-0.015251,1.102255,2.708383,-0.043001,-0.000763,-0.100562,0.5,0.0,3.833333,0.03756,0.146764,0.194353
1529,123.064323,676.169983,0.585763,0.570353,0.5,0.0,0.057577,54646.0,0.094787,0.195145,0.091855,0.178852,-0.027835,0.387868,9.635492,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.342472,-0.107276,-0.003591,-0.007681,-0.064048,-0.012434,-0.008852,-0.019496,0.588875,-0.0779,-0.111226,-0.011198,-0.015062,1.19653,2.925807,-0.046742,-0.001778,-0.113109,0.375,0.0,3.291667,0.042401,0.154535,0.21482
1530,126.448708,693.48999,0.606827,0.567942,0.791667,0.0,0.057953,55232.0,0.103022,0.20849,0.094081,0.188364,-0.029551,0.409689,9.476526,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.349023,-0.11013,-0.003633,-0.009585,-0.066768,-0.012624,-0.008972,-0.02005,0.600819,-0.068652,-0.101263,-0.010428,-0.015245,1.202899,2.947015,-0.048083,-0.000974,-0.087003,0.791667,0.0,4.083333,0.052922,0.211685,0.253195
