iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
10,-2.105893,203.729996,0.131101,0.144695,4.708333,0.0,0.733697,36966.0,0.102492,0.359173,0.020807,0.081324,-0.024063,0.04948,6.433212,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.102063,-0.000948,-0.001622,-0.02319,-0.052553,-0.499126,-0.038135,-0.005886,0.150003,-0.064059,-0.019651,-0.043504,-0.023317,0.138395,0.061226,-0.171785,-0.007154,-0.021426,0.0,3.541667,0.030875,0.140084,0.498172
11,-2.105346,243.059998,0.140366,0.17063,3.708333,0.0,0.72208,41556.0,0.11999,0.412164,0.021724,0.095892,-0.025902,0.055353,6.43329,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.120233,-0.00113,-0.001944,-0.020704,-0.061753,-0.569738,-0.043032,-0.00687,0.172868,-0.069448,-0.021461,-0.04812,-0.027913,0.158143,0.07909,-0.196445,-0.008084,-0.033758,0.0,3.458333,0.033592,0.146714,0.463906
12,-1.053759,255.169998,0.170052,0.178867,3.625,0.0,0.710699,49145.0,0.120939,0.425454,0.02269,0.094271,-0.025972,0.056591,6.415639,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.122948,-0.001123,-0.001859,-0.02087,-0.058882,-0.564602,-0.043563,-0.007014,0.173037,-0.072354,-0.022787,-0.049368,-0.026859,0.176575,0.079585,-0.195217,-0.008463,-0.043886,0.0,3.458333,0.028331,0.155872,0.449904
13,-1.404264,277.75,0.164647,0.186049,3.625,0.0,0.699719,67564.0,0.129821,0.459072,0.025806,0.106191,-0.029748,0.061908,6.405746,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.130876,-0.001204,-0.002002,-0.0204,-0.068546,-0.580006,-0.046065,-0.0074,0.196285,-0.075841,-0.023541,-0.052696,-0.031145,0.178142,0.084556,-0.200768,-0.010989,-0.038681,0.0,3.375,0.031541,0.150822,0.45631
14,-0.33905,281.329987,0.168189,0.201553,3.208333,0.0,0.688448,67440.0,0.142212,0.464784,0.027609,0.117938,-0.030608,0.062648,6.414775,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.135092,-0.001242,-0.002226,-0.021092,-0.072575,-0.57828,-0.046281,-0.007465,0.204807,-0.07643,-0.024265,-0.052418,-0.032917,0.163368,0.091553,-0.200985,-0.008749,-0.037167,0.0,3.125,0.030936,0.144823,0.449384
15,0.071144,302.799988,0.177051,0.206868,3.166667,0.0,0.678847,67893.0,0.135176,0.497135,0.024774,0.103863,-0.029814,0.065264,6.415122,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.144535,-0.001336,-0.002663,-0.020665,-0.071028,-0.600651,-0.048025,-0.007988,0.20595,-0.078282,-0.02544,-0.055541,-0.032528,0.219763,0.102409,-0.209354,-0.013402,-0.0474,0.0,3.041667,0.032006,0.143285,0.455171
16,0.758391,309.019989,0.200465,0.221771,2.541667,0.0,0.670173,66972.0,0.15459,0.510913,0.026782,0.11525,-0.030652,0.063026,6.40124,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.151439,-0.001362,-0.002449,-0.01936,-0.07274,-0.616071,-0.050186,-0.008343,0.215789,-0.083489,-0.026785,-0.058178,-0.033342,0.199725,0.105538,-0.214648,-0.011258,-0.044581,0.0,2.791667,0.027386,0.148275,0.438175
17,1.390081,378.679993,0.25268,0.274095,2.0,0.0,0.662653,69423.0,0.187171,0.645174,0.037854,0.152526,-0.040833,0.088679,6.397546,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.185684,-0.001648,-0.003245,-0.015075,-0.095266,-0.747647,-0.060904,-0.010361,0.280916,-0.100947,-0.032636,-0.070331,-0.043379,0.242502,0.126236,-0.260519,-0.022852,-0.069378,0.0,3.565217,0.027599,0.136626,0.353781
18,2.30726,363.440002,0.236518,0.276522,2.304348,0.0,0.653648,68255.0,0.182905,0.61349,0.036388,0.155004,-0.04093,0.09298,6.398345,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.182678,-0.001647,-0.003301,-0.017133,-0.098036,-0.712321,-0.059243,-0.010003,0.283601,-0.097574,-0.031919,-0.067815,-0.044672,0.246455,0.132676,-0.248834,-0.023148,-0.074883,0.0,2.956522,0.029611,0.151333,0.379059
19,2.353693,373.51001,0.21495,0.25716,2.0,0.0,0.646821,68463.0,0.174482,0.595606,0.037956,0.150168,-0.040883,0.088229,6.411893,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.180551,-0.001583,-0.002969,-0.01954,-0.094899,-0.674232,-0.055623,-0.009664,0.280023,-0.089596,-0.030309,-0.064395,-0.044003,0.249308,0.142941,-0.236713,-0.020875,-0.083778,0.0,2.434783,0.030958,0.135801,0.436282
20,2.674646,398.359985,0.253963,0.291438,1.625,0.0,0.638107,66571.0,0.193901,0.660023,0.032634,0.147024,-0.039808,0.075999,6.377599,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.200762,-0.0018,-0.003403,-0.014352,-0.104365,-0.749897,-0.062108,-0.011105,0.294373,-0.098055,-0.032508,-0.073476,-0.048812,0.282763,0.155063,-0.263393,-0.024472,-0.072229,0.0,2.541667,0.034066,0.113818,0.344864
21,4.326992,433.959991,0.278398,0.326938,1.416667,0.0,0.631759,66862.0,0.211938,0.709371,0.038835,0.168088,-0.043852,0.100121,6.36383,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.21962,-0.001969,-0.003941,-0.013117,-0.112308,-0.805717,-0.066857,-0.011956,0.321368,-0.108372,-0.036586,-0.07916,-0.052078,0.306339,0.177308,-0.282871,-0.016982,-0.072897,0.0,2.791667,0.031678,0.161065,0.368436
22,4.295616,479.269989,0.310424,0.373404,1.304348,0.0,0.624846,66599.0,0.254486,0.807086,0.052101,0.208102,-0.053894,0.114103,6.356086,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.245978,-0.002172,-0.004351,-0.010292,-0.128328,-0.890128,-0.078084,-0.013291,0.376482,-0.127165,-0.042089,-0.089844,-0.058128,0.297457,0.183342,-0.313089,-0.032096,-0.116539,0.0,3.086957,0.031314,0.144666,0.26718
23,5.144179,505.299988,0.337754,0.382869,1.041667,0.0,0.619278,67561.0,0.249777,0.852591,0.048674,0.195061,-0.052684,0.11097,6.34904,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.258023,-0.002244,-0.004617,-0.009956,-0.128333,-0.90905,-0.080468,-0.013914,0.382775,-0.129164,-0.044426,-0.094965,-0.058729,0.376232,0.197825,-0.320244,-0.035229,-0.166342,0.0,2.708333,0.030038,0.133789,0.247995
24,6.660046,523.070007,0.348167,0.405398,0.869565,0.0,0.611797,68387.0,0.252278,0.897211,0.048055,0.206948,-0.054741,0.131352,6.353775,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.270717,-0.002406,-0.00528,-0.00661,-0.138512,-0.949658,-0.082797,-0.014451,0.405007,-0.12824,-0.045245,-0.095222,-0.064178,0.400363,0.218677,-0.334707,-0.022935,-0.110743,0.0,3.347826,0.03142,0.149024,0.228727
25,7.542526,544.080017,0.372543,0.407169,0.782609,0.0,0.605475,69429.0,0.264695,0.91416,0.047638,0.191854,-0.051283,0.108231,6.346287,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.274414,-0.002461,-0.005241,-0.007921,-0.126184,-0.935712,-0.086765,-0.014795,0.382793,-0.132993,-0.047436,-0.099313,-0.058474,0.398226,0.215612,-0.330664,-0.043401,-0.101964,0.0,2.695652,0.030106,0.144043,0.253407
26,9.269883,585.559998,0.391012,0.444012,0.521739,0.0,0.599324,69379.0,0.27162,0.941801,0.051524,0.234028,-0.05852,0.154531,6.309373,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.292658,-0.002578,-0.005486,-0.007565,-0.145201,-0.982327,-0.087072,-0.015512,0.437993,-0.135557,-0.049429,-0.101686,-0.066723,0.44083,0.243021,-0.347331,-0.036883,-0.130553,0.0,2.608696,0.032081,0.153733,0.231148
27,9.31428,580.700012,0.36029,0.416503,1.0,0.0,0.59183,68469.0,0.273146,0.905778,0.054935,0.221628,-0.058668,0.133736,6.321245,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.278295,-0.00245,-0.005524,-0.011619,-0.144752,-0.913236,-0.08593,-0.015,0.427063,-0.132493,-0.048371,-0.098441,-0.0668,0.385789,0.23007,-0.323253,-0.031574,-0.121705,0.0,2.869565,0.033127,0.139561,0.280545
28,10.967052,650.090027,0.425375,0.50501,0.136364,0.0,0.58512,70035.0,0.294932,1.05562,0.052473,0.217998,-0.059333,0.132339,6.325788,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.339528,-0.003066,-0.007975,-0.001111,-0.158342,-1.114096,-0.09823,-0.01805,0.473761,-0.150988,-0.054832,-0.115784,-0.075126,0.588151,0.311058,-0.394718,-0.029051,-0.122573,0.0,2.954545,0.030087,0.158112,0.140717
29,12.306589,673.090027,0.407438,0.508898,0.333333,0.0,0.57882,66314.0,0.289212,1.07092,0.051334,0.236939,-0.062764,0.143024,6.318676,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.334843,-0.003005,-0.007877,-0.003544,-0.170845,-1.079131,-0.096566,-0.01796,0.490722,-0.146771,-0.05153,-0.113376,-0.081035,0.568895,0.301266,-0.382678,-0.026398,-0.187471,0.0,2.833333,0.029662,0.127713,0.186984
30,13.381542,705.690002,0.476918,0.550952,0.181818,0.0,0.572595,70603.0,0.34086,1.10786,0.062633,0.275594,-0.07071,0.164222,6.332582,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.359079,-0.003152,-0.007719,-0.002242,-0.189938,-1.145686,-0.102802,-0.018978,0.546568,-0.156233,-0.056609,-0.120798,-0.089166,0.502285,0.33648,-0.406529,-0.060732,-0.153095,0.0,2.727273,0.029458,0.135199,0.169541
31,14.268361,728.22998,0.497257,0.546945,0.291667,0.0,0.566843,68485.0,0.352773,1.190602,0.068702,0.27502,-0.071973,0.159215,6.329505,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.36812,-0.003161,-0.00739,-0.003472,-0.183935,-1.152501,-0.106403,-0.019159,0.553087,-0.16383,-0.059936,-0.124326,-0.084432,0.526121,0.318232,-0.40952,-0.034361,-0.150008,0.0,3.0,0.033086,0.145621,0.163155
32,14.877556,741.820007,0.476575,0.562744,0.190476,0.0,0.559789,72078.0,0.365362,1.190642,0.070275,0.301466,-0.07683,0.175617,6.328098,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.37925,-0.003325,-0.008661,-0.002286,-0.190285,-1.172779,-0.110058,-0.019824,0.575049,-0.167054,-0.061075,-0.131599,-0.089963,0.497241,0.344075,-0.417008,-0.04904,-0.179087,0.0,2.857143,0.028236,0.144716,0.141047
33,14.211205,758.780029,0.500314,0.578755,0.25,0.0,0.554471,68283.0,0.366849,1.22043,0.076449,0.292156,-0.08236,0.187003,6.326641,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.379845,-0.003247,-0.007654,-0.003028,-0.198828,-1.164814,-0.111265,-0.020031,0.60036,-0.172854,-0.065087,-0.134837,-0.091517,0.549704,0.334668,-0.414533,-0.036252,-0.246424,0.0,2.666667,0.033837,0.155936,0.160522
34,19.009766,785.690002,0.528245,0.619095,0.227273,0.0,0.548377,71200.0,0.351788,1.20993,0.070008,0.276094,-0.071104,0.18406,6.327755,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.397274,-0.003356,-0.007479,-0.004909,-0.180033,-1.186934,-0.1047,-0.019828,0.570985,-0.165931,-0.064228,-0.121361,-0.085124,0.657284,0.39011,-0.423668,-0.026072,-0.161698,0.0,2.636364,0.031383,0.17674,0.188874
35,22.27895,841.76001,0.547894,0.648863,0.047619,0.0,0.542349,70186.0,0.387722,1.281164,0.078359,0.312168,-0.079157,0.20548,6.305939,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.423999,-0.003632,-0.009208,-0.000476,-0.200055,-1.272458,-0.1171,-0.02166,0.632525,-0.176665,-0.066767,-0.134281,-0.094973,0.66652,0.42074,-0.452897,-0.045875,-0.195592,0.0,3.476191,0.028464,0.139409,0.129347
36,22.902868,868.900024,0.591392,0.667842,0.043478,0.0,0.536758,69382.0,0.394139,1.331403,0.082345,0.324452,-0.083777,0.212449,6.321874,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.43832,-0.003741,-0.010137,-0.00087,-0.205373,-1.293428,-0.124078,-0.022854,0.642762,-0.188965,-0.071298,-0.14821,-0.095396,0.704213,0.426728,-0.461463,-0.053975,-0.311281,0.0,3.086957,0.029769,0.140705,0.136467
37,23.384396,884.059998,0.622478,0.691049,0.238095,0.0,0.532683,71909.0,0.402981,1.396435,0.094508,0.332046,-0.08899,0.229175,6.326314,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.444324,-0.003636,-0.00938,-0.002667,-0.208336,-1.295993,-0.124711,-0.02274,0.681776,-0.19446,-0.074697,-0.148243,-0.097173,0.720946,0.406019,-0.462157,-0.064395,-0.217852,0.047619,2.904762,0.024153,0.132069,0.149468
38,23.294218,893.25,0.627316,0.6956,0.25,0.0,0.527148,68544.0,0.417343,1.360797,0.099468,0.348951,-0.091591,0.22118,6.33636,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.45356,-0.003788,-0.00958,-0.001964,-0.217081,-1.299255,-0.128604,-0.023032,0.690909,-0.19535,-0.076919,-0.148237,-0.100836,0.694419,0.44905,-0.464372,-0.065757,-0.334685,0.0,2.708333,0.027543,0.14789,0.139318
39,26.042501,916.200012,0.629709,0.716755,0.086957,0.0,0.522064,69108.0,0.427822,1.428919,0.079481,0.326408,-0.084441,0.199116,6.349144,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.466221,-0.00406,-0.011915,-0.00142,-0.221881,-1.317016,-0.12649,-0.023689,0.676424,-0.187709,-0.073353,-0.147752,-0.103643,0.76209,0.479899,-0.471335,-0.025404,-0.164263,0.086957,3.173913,0.032185,0.165756,0.124034
40,26.833456,922.599976,0.629585,0.719241,0.181818,0.0,0.515892,71010.0,0.399405,1.418268,0.077647,0.32666,-0.085203,0.22033,6.338445,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.471739,-0.004182,-0.012136,-0.001636,-0.238752,-1.321828,-0.124155,-0.023911,0.698467,-0.18713,-0.072401,-0.146504,-0.111789,0.824092,0.508781,-0.47361,-0.039938,-0.176709,0.0,2.681818,0.029849,0.135908,0.161567
41,32.307293,986.5,0.641865,0.745146,0.434783,0.0,0.509502,65888.0,0.419664,1.447666,0.094624,0.365803,-0.092332,0.270358,6.350556,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.474416,-0.003986,-0.011464,-0.003504,-0.226122,-1.30275,-0.130075,-0.024017,0.717227,-0.198894,-0.078895,-0.152696,-0.104718,0.817217,0.486045,-0.467704,-0.043713,-0.261164,0.0,23.78261,0.027243,0.143958,0.144053
42,33.606262,969.859985,0.642982,0.695952,0.217391,0.0,0.503229,68949.0,0.393968,1.359598,0.092459,0.329346,-0.084604,0.234587,6.334561,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.459464,-0.003833,-0.010561,-0.003841,-0.211455,-1.204489,-0.1212,-0.022748,0.686152,-0.177868,-0.072093,-0.140285,-0.100555,0.803801,0.498775,-0.434727,-0.037609,-0.239661,0.173913,5.565217,0.024403,0.163282,0.165889
43,34.736031,964.559998,0.671971,0.759216,0.208333,0.0,0.497635,67890.0,0.426295,1.449375,0.096582,0.351724,-0.090964,0.247405,6.345883,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.493165,-0.004108,-0.012234,-0.000896,-0.225875,-1.237265,-0.128161,-0.024344,0.734704,-0.189058,-0.077531,-0.15019,-0.107666,0.849552,0.543481,-0.448344,-0.048128,-0.271724,0.083333,9.5,0.029262,0.143338,0.131932
44,38.498585,1000.0,0.676833,0.764914,0.125,0.0,0.492277,67536.0,0.43756,1.44702,0.104983,0.357045,-0.092917,0.246285,6.353258,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.498267,-0.004046,-0.012081,-0.000528,-0.222531,-1.190316,-0.126239,-0.023797,0.754146,-0.183662,-0.078978,-0.145632,-0.106565,0.82447,0.573263,-0.433694,-0.043521,-0.246144,0.0,7.541667,0.025848,0.144178,0.103844
45,39.219624,987.219971,0.647423,0.762801,0.291667,0.0,0.486464,67456.0,0.424404,1.397825,0.09909,0.341157,-0.088448,0.241015,6.364525,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.487073,-0.004002,-0.013488,-0.002005,-0.21774,-1.109073,-0.122273,-0.023529,0.734816,-0.176524,-0.075929,-0.141313,-0.103953,0.828654,0.571521,-0.405797,-0.047644,-0.244475,0.166667,8.708334,0.030086,0.149926,0.128747
46,41.674213,981.700012,0.670431,0.745449,0.375,0.0,0.480394,65247.0,0.422636,1.375603,0.101953,0.349085,-0.088137,0.255353,6.338556,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.483831,-0.003885,-0.012895,-0.001998,-0.215715,-1.059681,-0.118702,-0.023061,0.729268,-0.172589,-0.075462,-0.138577,-0.103559,0.823283,0.580395,-0.389683,-0.035013,-0.23294,0.125,8.25,0.025111,0.162124,0.133212
47,42.280586,923.469971,0.642976,0.724326,0.625,0.0,0.474382,67013.0,0.400518,1.337547,0.105434,0.340853,-0.087698,0.258962,6.362213,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.466391,-0.003714,-0.012466,-0.003901,-0.205077,-0.979002,-0.115739,-0.021974,0.708158,-0.165619,-0.075293,-0.134938,-0.098036,0.817672,0.554007,-0.361126,-0.028516,-0.20122,0.125,6.583333,0.029995,0.174909,0.178358
48,45.070808,959.340027,0.642269,0.734067,0.416667,0.0,0.469696,67782.0,0.407276,1.295117,0.097232,0.319311,-0.080956,0.238545,6.360114,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.475244,-0.003777,-0.013684,-0.00298,-0.198113,-0.964496,-0.11321,-0.022241,0.694536,-0.160032,-0.074881,-0.130349,-0.094867,0.841215,0.609874,-0.356982,-0.02976,-0.218443,0.125,7.208333,0.027183,0.183696,0.149221
49,45.798637,952.590027,0.66411,0.752162,0.208333,0.0,0.464509,66885.0,0.41716,1.335131,0.103507,0.343178,-0.089465,0.259416,6.338953,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.482041,-0.003827,-0.013688,-0.003273,-0.212384,-0.946967,-0.115364,-0.022613,0.735341,-0.161695,-0.075804,-0.13532,-0.101533,0.84586,0.612602,-0.352028,-0.031209,-0.187106,0.208333,5.541667,0.027776,0.163573,0.148762
50,47.140167,921.109985,0.608318,0.722463,0.333333,0.0,0.459458,65849.0,0.385383,1.257664,0.099001,0.321328,-0.083169,0.246744,6.346122,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.465532,-0.003726,-0.013483,-0.004602,-0.205742,-0.880219,-0.10776,-0.021327,0.704394,-0.14834,-0.070494,-0.126028,-0.100093,0.875763,0.62436,-0.32858,-0.025581,-0.21584,0.375,5.916667,0.029097,0.198697,0.17063
51,51.632515,964.650024,0.688105,0.772418,0.333333,0.0,0.454289,67705.0,0.40821,1.304322,0.121778,0.362063,-0.091791,0.288235,6.345216,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.488698,-0.003805,-0.012912,-0.001926,-0.210291,-0.905685,-0.116466,-0.022192,0.753965,-0.157003,-0.076799,-0.131506,-0.102111,0.895477,0.654397,-0.338372,-0.028536,-0.190932,0.041667,5.916667,0.025324,0.15202,0.138294
52,55.838573,968.659973,0.712483,0.765932,0.25,0.0,0.449163,63936.0,0.395816,1.292847,0.115753,0.344149,-0.090157,0.286837,6.352827,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.488241,-0.003726,-0.014096,-0.002124,-0.212805,-0.873305,-0.111172,-0.02231,0.751414,-0.149341,-0.076079,-0.130734,-0.102093,0.951497,0.672466,-0.327582,-0.020086,-0.156215,0.041667,6.125,0.024867,0.173758,0.137084
53,53.039742,926.01001,0.639315,0.742028,0.5,0.0,0.444496,66268.0,0.385442,1.202639,0.099595,0.32407,-0.079203,0.254733,6.367788,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.46835,-0.003704,-0.013963,-0.0031,-0.199371,-0.815119,-0.102201,-0.020804,0.704665,-0.137242,-0.06925,-0.117704,-0.097016,0.861573,0.689274,-0.306649,-0.020479,-0.159918,0.041667,5.666667,0.028378,0.155184,0.151153
54,55.767082,948.429993,0.688494,0.749045,0.375,0.0,0.439991,66685.0,0.389533,1.235393,0.116856,0.345321,-0.087444,0.301155,6.358821,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.475821,-0.003574,-0.015295,-0.003125,-0.199208,-0.810352,-0.105375,-0.021043,0.733615,-0.142659,-0.076515,-0.121579,-0.094936,0.912333,0.682124,-0.305756,-0.020307,-0.192853,0.041667,5.541667,0.023384,0.167972,0.154446
