iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/out_of_bounds,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
1499,0.59874,13.75,0.010208,0.009964,0.347826,37.608696,0.048649,35896.0,0.003302,0.00681,0.001163,0.003314,-0.006261,0.006745,36.455624,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.006174,-0.002117,-0.000126,-0.007978,-0.043839,-0.000426,-0.001403,-0.000376,0.011501,-0.020941,-0.011311,-0.020234,-0.001145,0.014631,0.050042,-0.001613,-3e-05,-3.1e-05,37.608696,0.0,4.304348,0.154396,0.104387,0.194389
1500,5.70971,36.27,0.028788,0.027892,0.666667,0.0,0.048898,17483.0,0.006729,0.016118,0.004792,0.009555,-0.001839,0.018495,9.771662,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.017372,-0.005573,-0.000312,-0.006379,-0.006522,-0.000991,-0.000848,-0.001063,0.031185,-0.019111,-0.013893,-0.001347,-0.001705,0.052462,0.143147,-0.003721,-0.000105,-7e-05,0.0,0.0,3.833333,0.020911,0.106213,0.24236
1501,9.98136,60.75,0.050357,0.049091,0.458333,0.041667,0.049387,8431.0,0.009884,0.020995,0.008372,0.017679,-0.002881,0.036433,10.049397,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.029615,-0.010107,-0.000431,-0.005508,-0.008175,-0.001433,-0.001183,-0.001711,0.052692,-0.022983,-0.021725,-0.00136,-0.002014,0.095345,0.250285,-0.005475,-7.4e-05,-0.000102,0.208333,0.0,3.958333,0.023066,0.105435,0.195899
1502,15.203004,84.07,0.073401,0.070215,0.333333,0.0,0.049951,8626.0,0.012128,0.026145,0.011941,0.022346,-0.003787,0.04525,9.878419,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.041915,-0.013183,-0.00038,-0.003315,-0.009725,-0.001556,-0.001271,-0.002388,0.07426,-0.01474,-0.016684,-0.001528,-0.002293,0.142883,0.362637,-0.00627,-0.000113,-0.000165,0.041667,0.0,4.166667,0.01745,0.082282,0.16949
1503,19.146481,107.32,0.090353,0.084764,0.458333,0.041667,0.050079,7270.0,0.015829,0.032952,0.015716,0.032079,-0.005229,0.068584,9.726359,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.052287,-0.017706,-0.000489,-0.005509,-0.01615,-0.002167,-0.00197,-0.00331,0.0938,-0.023144,-0.029764,-0.002094,-0.00324,0.179918,0.447431,-0.008754,-0.000189,-0.000305,0.333333,0.0,4.916667,0.021259,0.115925,0.211927
1504,24.571507,133.050003,0.112101,0.106764,0.208333,0.0,0.050435,7921.0,0.018278,0.037202,0.01728,0.034463,-0.005365,0.071377,9.435148,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.065334,-0.021538,-0.000529,-0.002741,-0.012896,-0.002203,-0.001689,-0.003474,0.115244,-0.018663,-0.024714,-0.002273,-0.00365,0.223846,0.565444,-0.008511,-0.000224,-0.000524,0.083333,0.0,4.25,0.018625,0.111671,0.161483
1505,29.104372,156.289993,0.136499,0.129823,0.291667,0.041667,0.050787,8137.0,0.023731,0.047112,0.024079,0.045056,-0.007284,0.095097,9.340208,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.077185,-0.024399,-0.000976,-0.002599,-0.017803,-0.002858,-0.002548,-0.004519,0.136503,-0.021581,-0.036523,-0.002931,-0.004152,0.266303,0.662083,-0.011446,-0.000383,-0.001838,0.0,0.0,4.75,0.015332,0.099026,0.147304
1506,31.770147,176.339996,0.151057,0.142216,0.416667,0.083333,0.051101,8453.0,0.027976,0.055719,0.025736,0.052192,-0.008334,0.106887,9.85541,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.087888,-0.0286,-0.001084,-0.005603,-0.020814,-0.003567,-0.003057,-0.005601,0.153035,-0.033217,-0.042817,-0.003115,-0.004574,0.29995,0.747061,-0.014414,-0.000331,-0.001376,0.375,0.0,4.083333,0.024377,0.127654,0.192869
1507,34.748119,192.479996,0.164913,0.158789,0.833333,0.083333,0.051571,8443.0,0.030957,0.066637,0.029078,0.060158,-0.010429,0.125552,10.038906,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.097365,-0.0316,-0.001728,-0.009764,-0.025373,-0.004023,-0.003552,-0.00662,0.171004,-0.039307,-0.052745,-0.004699,-0.005147,0.336775,0.819503,-0.016626,-0.000908,-0.001431,0.541667,0.0,3.958333,0.028094,0.170054,0.258178
1508,41.365849,219.490005,0.184345,0.180585,0.5,0.041667,0.051879,8037.0,0.029518,0.063365,0.035704,0.06859,-0.011269,0.149542,9.815372,-0.02,-0.8,-0.02,-0.25,-0.6,-2.0,0.108415,-0.032172,-0.00083,-0.007201,-0.024882,-0.003988,-0.003595,-0.007036,0.191844,-0.024404,-0.0359,-0.003654,-0.005253,0.387145,0.934662,-0.017448,-0.000229,-0.002095,0.791667,0.0,4.333333,0.028135,0.183024,0.177805
