iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
119,105.409233,975.97998,0.780138,0.80629,0.095238,0.0,0.281933,65677.0,0.301607,0.78293,0.117673,0.355532,-0.05217,0.547509,6.099916,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.484405,-0.015391,-0.019734,-0.001746,-0.176648,-0.32969,-0.063702,-0.031199,0.786429,-0.100119,-0.119949,-0.082703,-0.081775,1.308334,1.530628,-0.223333,-0.001481,-0.300844,0.047619,2.619048,0.020464,0.140737,0.118732
120,106.186935,986.469971,0.802571,0.828938,0.043478,0.0,0.279775,66115.0,0.300502,0.768741,0.126447,0.326829,-0.049839,0.512455,6.077627,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.494653,-0.014975,-0.0131,-0.000435,-0.15342,-0.332126,-0.062089,-0.030637,0.780593,-0.099807,-0.125877,-0.076572,-0.071784,1.384823,1.618365,-0.227622,-0.00143,-0.318944,0.0,2.869565,0.017761,0.122712,0.114354
121,104.441689,977.090027,0.810998,0.833945,0.190476,0.0,0.278343,69928.0,0.285282,0.751496,0.115733,0.340347,-0.049481,0.540543,6.089865,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.485566,-0.016442,-0.014768,-0.002717,-0.168346,-0.321854,-0.062005,-0.032415,0.784754,-0.099673,-0.124893,-0.07736,-0.077212,1.393402,1.617172,-0.229376,-0.001251,-0.253068,0.095238,2.619048,0.018511,0.135665,0.148208
122,106.358047,975.380005,0.780805,0.804678,0.043478,0.0,0.276639,66000.0,0.290657,0.727417,0.121728,0.340134,-0.05059,0.515578,6.091428,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.480267,-0.016745,-0.014888,-0.001739,-0.162902,-0.313626,-0.059477,-0.031464,0.788369,-0.098391,-0.121156,-0.074542,-0.075959,1.300393,1.637833,-0.22665,-0.0019,-0.290967,0.0,2.478261,0.018561,0.124301,0.12163
123,102.916595,945.72998,0.780727,0.793508,0.181818,0.0,0.274504,67701.0,0.2823,0.716022,0.112853,0.340564,-0.052422,0.540468,6.074864,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.47293,-0.017081,-0.01487,-0.002333,-0.169809,-0.30801,-0.061153,-0.032614,0.766643,-0.101822,-0.124547,-0.078582,-0.077549,1.307004,1.58716,-0.226541,-0.001417,-0.383308,0.090909,2.818182,0.018727,0.111976,0.125932
124,107.730911,979.349976,0.83327,0.84429,0.041667,0.0,0.272734,62469.0,0.28616,0.770431,0.107667,0.322868,-0.050176,0.534924,6.062496,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.498661,-0.01803,-0.011848,-0.000238,-0.168816,-0.322278,-0.05885,-0.033816,0.802279,-0.106594,-0.133594,-0.0777,-0.07739,1.451,1.682292,-0.23965,-0.001497,-0.311223,0.0,2.666667,0.01702,0.10427,0.100995
125,109.874817,1000.0,0.803542,0.82631,0.0,0.0,0.271193,67533.0,0.30067,0.771192,0.122341,0.348802,-0.051708,0.536106,6.058314,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.500007,-0.019145,-0.016718,0.0,-0.167683,-0.321848,-0.063084,-0.035672,0.806499,-0.110443,-0.141808,-0.080441,-0.078004,1.370886,1.672283,-0.246311,-0.001384,-0.277736,0.0,19.181818,0.019195,0.120167,0.113326
126,109.30854,998.130005,0.806931,0.829557,0.083333,0.0,0.269694,64638.0,0.295506,0.754554,0.111927,0.332506,-0.04728,0.516096,6.076247,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.498157,-0.020242,-0.016403,-0.000764,-0.162802,-0.31085,-0.058468,-0.035133,0.787453,-0.105733,-0.132361,-0.075665,-0.075802,1.391905,1.727634,-0.24322,-0.001504,-0.246039,0.0,7.916667,0.020447,0.119463,0.113571
127,111.907036,1000.0,0.83114,0.838003,0.0,0.0,0.267846,64453.0,0.291232,0.745506,0.114066,0.32645,-0.048369,0.531235,6.073635,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.498021,-0.019941,-0.015019,-0.000167,-0.16085,-0.308358,-0.059417,-0.036374,0.787219,-0.10918,-0.142211,-0.077499,-0.074416,1.423391,1.727537,-0.246439,-0.00128,-0.310336,0.041667,9.5,0.017176,0.103086,0.104124
128,111.038422,994.150024,0.822017,0.830623,0.125,0.0,0.265746,64606.0,0.291387,0.732159,0.112324,0.334236,-0.047638,0.524422,6.050468,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.497926,-0.021617,-0.016363,-0.000463,-0.163263,-0.304142,-0.060291,-0.037505,0.789247,-0.107842,-0.139032,-0.076466,-0.075762,1.410652,1.765225,-0.249361,-0.001488,-0.248509,0.0,8.333334,0.020561,0.131856,0.111616
129,111.457077,1000.0,0.834371,0.833875,0.0,0.0,0.263086,65089.0,0.28648,0.739967,0.119617,0.333899,-0.049762,0.551521,6.06987,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.499872,-0.020997,-0.013979,-0.000111,-0.162629,-0.303868,-0.060053,-0.03822,0.801296,-0.11156,-0.146904,-0.077264,-0.074676,1.444722,1.753571,-0.253247,-0.001519,-0.278585,0.041667,8.25,0.019484,0.125451,0.105721
130,109.091553,998.200012,0.831499,0.833425,0.0,0.0,0.261332,60995.0,0.28458,0.734282,0.113585,0.32337,-0.047018,0.522328,6.037998,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.498561,-0.022141,-0.015544,-0.000602,-0.15938,-0.298344,-0.057931,-0.037948,0.786537,-0.110438,-0.143965,-0.074511,-0.073636,1.436953,1.775343,-0.252769,-0.001561,-0.312474,0.125,7.75,0.018913,0.130757,0.109169
131,113.619331,1000.0,0.831631,0.827955,0.041667,0.0,0.260049,64440.0,0.283953,0.722919,0.121501,0.340779,-0.049104,0.548215,6.02494,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.498496,-0.022602,-0.015458,-0.000208,-0.165366,-0.292887,-0.057501,-0.038563,0.813294,-0.10934,-0.147024,-0.072472,-0.076666,1.439315,1.818061,-0.254096,-0.001459,-0.276076,0.0,6.666667,0.019362,0.124265,0.110144
132,111.965088,1000.0,0.82856,0.827264,0.0,0.0,0.258427,65318.0,0.292619,0.722321,0.119041,0.33674,-0.047587,0.532418,6.030661,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.499075,-0.023783,-0.017313,-0.000238,-0.160513,-0.290324,-0.057917,-0.039582,0.792815,-0.111913,-0.152893,-0.073765,-0.075249,1.405662,1.818616,-0.258412,-0.001629,-0.292768,0.041667,7.333333,0.017992,0.133165,0.104133
133,112.395607,988.539978,0.812433,0.831953,0.0,0.041667,0.256179,64834.0,0.276741,0.728364,0.112646,0.330106,-0.047971,0.548866,6.015899,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.496765,-0.023869,-0.01528,-0.000542,-0.164068,-0.288137,-0.057126,-0.039628,0.801906,-0.113619,-0.150531,-0.075239,-0.074778,1.465804,1.801134,-0.25936,-0.001472,-0.26158,0.041667,6.291667,0.019488,0.113857,0.113745
134,111.336357,977.409973,0.797464,0.819811,0.25,0.0,0.254878,65310.0,0.278163,0.712422,0.113839,0.328926,-0.048688,0.53983,6.028482,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.490024,-0.024747,-0.01624,-0.001349,-0.163075,-0.280477,-0.057612,-0.040192,0.787186,-0.114708,-0.154019,-0.074829,-0.075759,1.408351,1.787319,-0.259067,-0.001501,-0.208906,0.041667,6.875,0.018289,0.131532,0.116863
135,114.475868,995.5,0.837154,0.836675,0.041667,0.0,0.253047,60071.0,0.275832,0.711474,0.115184,0.314905,-0.046499,0.534197,5.968502,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.49672,-0.024387,-0.013731,-0.000417,-0.15022,-0.280131,-0.054379,-0.040169,0.787613,-0.11434,-0.156384,-0.069773,-0.070163,1.464895,1.848338,-0.261091,-0.001447,-0.248726,0.041667,6.666667,0.01791,0.123008,0.093779
136,112.827789,992.840027,0.827167,0.829856,0.0,0.0,0.251139,65013.0,0.282411,0.713228,0.116023,0.32851,-0.046527,0.535843,5.978466,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.496272,-0.02588,-0.014283,-0.000417,-0.157487,-0.278016,-0.055553,-0.042319,0.794989,-0.115263,-0.159716,-0.070107,-0.073275,1.428771,1.848643,-0.265071,-0.001759,-0.30839,0.041667,6.625,0.018182,0.119685,0.117504
137,114.004425,991.950012,0.82369,0.827803,0.083333,0.0,0.249464,64482.0,0.275813,0.707001,0.115531,0.324396,-0.045979,0.533653,5.977812,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.498187,-0.026277,-0.01423,-0.000263,-0.156906,-0.274286,-0.054389,-0.042138,0.790982,-0.11544,-0.160131,-0.070268,-0.072561,1.468273,1.885463,-0.267355,-0.001556,-0.252745,0.0,6.791667,0.019136,0.122218,0.109206
138,114.084511,990.01001,0.817004,0.830906,0.125,0.0,0.247942,64827.0,0.279854,0.697598,0.122184,0.337267,-0.048069,0.556755,5.964273,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.494495,-0.026023,-0.015284,-0.000903,-0.16016,-0.268832,-0.053724,-0.042342,0.808863,-0.115677,-0.167032,-0.068699,-0.073764,1.421316,1.877136,-0.267824,-0.001544,-0.294299,0.041667,5.875,0.017355,0.133602,0.117669
139,110.75795,975.22998,0.817199,0.799642,0.166667,0.0,0.246403,64663.0,0.262479,0.696519,0.114376,0.310336,-0.047051,0.534129,5.945983,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.478113,-0.025137,-0.011693,-0.002423,-0.148036,-0.261429,-0.053487,-0.042284,0.763426,-0.12137,-0.168165,-0.069727,-0.068561,1.425119,1.754234,-0.263715,-0.001308,-0.255368,0.083333,4.75,0.019178,0.141505,0.134546
140,112.655945,988.780029,0.837484,0.837364,0.041667,0.0,0.245067,61138.0,0.273097,0.700334,0.119306,0.32215,-0.048914,0.553099,5.955094,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.492687,-0.026323,-0.012251,-0.001111,-0.149874,-0.265312,-0.054695,-0.043534,0.778469,-0.122932,-0.174071,-0.06936,-0.068954,1.439653,1.858874,-0.274413,-0.001519,-0.275591,0.041667,4.208333,0.017077,0.115377,0.123814
141,113.990395,1000.0,0.841499,0.839242,0.0,0.0,0.243282,65087.0,0.279542,0.696358,0.12124,0.324881,-0.046071,0.547055,5.941104,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.500007,-0.027622,-0.013565,0.0,-0.152528,-0.263373,-0.053091,-0.044114,0.810483,-0.1229,-0.174717,-0.068962,-0.070916,1.451628,1.924197,-0.274467,-0.001771,-0.379138,0.0,5.0,0.016377,0.110717,0.100081
142,109.084679,965.099976,0.811665,0.802993,0.125,0.0,0.24122,64224.0,0.266291,0.673615,0.112974,0.319372,-0.046521,0.540288,5.918344,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.477737,-0.026489,-0.011584,-0.002267,-0.151899,-0.250009,-0.052584,-0.043517,0.769906,-0.118083,-0.167534,-0.068431,-0.070499,1.376793,1.832475,-0.264364,-0.00146,-0.295435,0.166667,5.416667,0.020507,0.140533,0.136672
143,113.881088,979.960022,0.804788,0.816604,0.166667,0.0,0.239552,65045.0,0.268723,0.669377,0.110339,0.307947,-0.043194,0.506164,5.942127,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.489226,-0.02835,-0.016072,-0.001048,-0.148926,-0.251013,-0.051822,-0.044044,0.765212,-0.116006,-0.164283,-0.066062,-0.070381,1.435491,1.93153,-0.263846,-0.001744,-0.23639,0.0,4.5,0.020332,0.126173,0.136674
144,116.161346,993.460022,0.828365,0.841426,0.083333,0.0,0.237805,64945.0,0.270516,0.702229,0.112525,0.320833,-0.044983,0.54743,5.936874,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.498248,-0.027943,-0.013536,-0.000446,-0.15093,-0.25327,-0.050401,-0.043706,0.790586,-0.118416,-0.17116,-0.065893,-0.070497,1.48027,1.948414,-0.267263,-0.001195,-0.31879,0.0,5.708333,0.01737,0.096892,0.108641
145,114.698982,982.080017,0.831412,0.827821,0.043478,0.0,0.235702,62801.0,0.272933,0.683498,0.122661,0.333477,-0.046781,0.555736,5.94763,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.492207,-0.027801,-0.015732,-0.000696,-0.155975,-0.248615,-0.052788,-0.044702,0.800389,-0.118975,-0.16833,-0.067526,-0.073358,1.442135,1.904282,-0.264633,-0.001549,-0.273447,0.043478,4.347826,0.01765,0.116183,0.111072
146,116.405563,988.219971,0.822292,0.838556,0.041667,0.0,0.23423,64645.0,0.267565,0.677646,0.108794,0.315695,-0.045224,0.539152,5.926809,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.493927,-0.027964,-0.015049,-0.000833,-0.156944,-0.24497,-0.051028,-0.043533,0.790398,-0.113483,-0.164188,-0.066902,-0.072691,1.457461,1.976886,-0.259419,-0.001448,-0.323877,0.083333,4.791667,0.01802,0.118914,0.108893
147,118.298737,980.919983,0.815513,0.816946,0.125,0.0,0.232117,64764.0,0.271576,0.660723,0.11719,0.311142,-0.042751,0.506307,5.897106,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.491469,-0.027738,-0.015231,-0.0015,-0.14451,-0.238218,-0.047795,-0.042388,0.769166,-0.109106,-0.163607,-0.060484,-0.068519,1.437531,2.02036,-0.251966,-0.001321,-0.157532,0.0,4.0,0.018146,0.122198,0.136447
148,115.144333,969.609985,0.833273,0.817789,0.0,0.0,0.230463,66599.0,0.262565,0.675447,0.121537,0.326296,-0.047721,0.559898,5.888185,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.487482,-0.026258,-0.01402,-0.001292,-0.151541,-0.237806,-0.051669,-0.042863,0.786778,-0.113563,-0.172084,-0.065866,-0.071053,1.462301,1.929362,-0.252491,-0.001322,-0.342146,0.173913,4.347826,0.01722,0.11052,0.119077
149,116.160858,983.690002,0.860006,0.838954,0.083333,0.0,0.228284,64408.0,0.277746,0.701411,0.127175,0.353213,-0.049598,0.592313,5.903284,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.497472,-0.027335,-0.01226,-0.001071,-0.159106,-0.240005,-0.052271,-0.043476,0.825398,-0.11563,-0.172571,-0.065931,-0.074635,1.42672,1.954202,-0.256272,-0.001794,-0.333587,0.0,3.416667,0.017574,0.100138,0.113384
150,119.36245,985.409973,0.842,0.834765,0.041667,0.0,0.226943,66055.0,0.263585,0.671616,0.118196,0.329743,-0.046052,0.573136,5.861958,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.494883,-0.027274,-0.014942,-0.000542,-0.152154,-0.234436,-0.049702,-0.043057,0.807916,-0.111297,-0.162769,-0.065551,-0.071141,1.476578,2.010668,-0.249305,-0.001563,-0.244767,0.041667,3.833333,0.021827,0.11481,0.119107
151,119.621819,984.070007,0.801579,0.805636,0.045455,0.0,0.22453,63767.0,0.264767,0.659038,0.115725,0.318095,-0.044366,0.536309,5.878612,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.48662,-0.027599,-0.016125,-0.001273,-0.146316,-0.227009,-0.048922,-0.041241,0.782707,-0.1079,-0.158857,-0.061425,-0.071771,1.430347,2.004551,-0.241244,-0.001289,-0.304149,0.045455,2.772727,0.021132,0.132421,0.126671
152,116.103226,975.070007,0.834268,0.829024,0.083333,0.0,0.223424,65697.0,0.266368,0.650996,0.111382,0.311198,-0.042669,0.52902,5.848727,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.490464,-0.027098,-0.01211,-0.000875,-0.145907,-0.2247,-0.046936,-0.041707,0.773433,-0.105796,-0.155713,-0.06078,-0.069532,1.446265,2.044831,-0.239763,-0.001168,-0.270294,0.041667,3.041667,0.019239,0.102434,0.110499
153,121.224388,1000.0,0.845699,0.839887,0.0,0.0,0.222147,69948.0,0.26997,0.656412,0.123922,0.32018,-0.042346,0.534751,5.823894,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.500007,-0.027782,-0.013312,0.0,-0.144588,-0.22603,-0.047059,-0.041413,0.809799,-0.103597,-0.156253,-0.059372,-0.068702,1.46834,2.122889,-0.241738,-0.001864,-0.352956,0.0,3.428571,0.02062,0.11696,0.105023
154,118.213028,970.539978,0.809476,0.813207,0.238095,0.0,0.220885,69745.0,0.262577,0.664573,0.121456,0.318714,-0.045529,0.552405,5.810054,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.480525,-0.025671,-0.014546,-0.002717,-0.139615,-0.218628,-0.049013,-0.041521,0.771419,-0.107677,-0.171485,-0.064815,-0.065885,1.405099,1.959325,-0.234255,-0.001038,-0.232761,0.0,3.238095,0.017189,0.139923,0.119603
155,116.959732,973.619995,0.813116,0.829809,0.045455,0.0,0.218963,68346.0,0.25961,0.656099,0.115352,0.316455,-0.043923,0.536729,5.830968,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.489284,-0.026877,-0.014246,-0.002182,-0.146048,-0.217883,-0.04779,-0.040874,0.785511,-0.104148,-0.155577,-0.061892,-0.070678,1.447281,2.053856,-0.232417,-0.001281,-0.383436,0.045455,3.363636,0.018162,0.125838,0.123267
156,118.170815,980.619995,0.816029,0.812215,0.052632,0.0,0.217886,68332.0,0.263939,0.610802,0.115535,0.328676,-0.042512,0.545036,5.817616,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.488555,-0.028081,-0.015214,-0.001228,-0.151391,-0.212121,-0.045771,-0.040888,0.802102,-0.097343,-0.142216,-0.058329,-0.071798,1.404304,2.138003,-0.22794,-0.001678,-0.412276,0.052632,2.421053,0.021498,0.153959,0.128358
157,118.695297,979.590027,0.848113,0.845211,0.090909,0.0,0.216474,68463.0,0.26521,0.648084,0.11805,0.310767,-0.044258,0.549091,5.795873,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.496826,-0.02578,-0.013371,-0.00097,-0.145553,-0.215206,-0.04805,-0.041616,0.792929,-0.105676,-0.16414,-0.063863,-0.068385,1.479437,2.113163,-0.229683,-0.001423,-0.382772,0.0,2.272727,0.019027,0.107536,0.123668
158,122.680801,991.210022,0.850868,0.843067,0.043478,0.0,0.215473,66918.0,0.256939,0.643147,0.122998,0.324224,-0.044654,0.582723,5.802414,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.496941,-0.026738,-0.014523,-0.00058,-0.1509,-0.213274,-0.046801,-0.041679,0.815799,-0.104233,-0.16306,-0.058426,-0.070067,1.515887,2.118746,-0.227215,-0.001365,-0.257815,0.0,2.304348,0.018256,0.105671,0.112373
159,122.490501,982.349976,0.820562,0.813611,0.086957,0.0,0.214385,66569.0,0.265807,0.643303,0.117791,0.314247,-0.041209,0.518258,5.781417,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.494587,-0.028211,-0.016856,-0.000944,-0.137809,-0.207471,-0.044695,-0.039704,0.786155,-0.096932,-0.148204,-0.055544,-0.067362,1.430979,2.178364,-0.22221,-0.001081,-0.176546,0.043478,3.130435,0.017959,0.123755,0.128556
160,122.527084,990.210022,0.859453,0.835765,0.045455,0.0,0.212708,68501.0,0.253733,0.65022,0.121557,0.328495,-0.044362,0.589691,5.770728,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.497518,-0.026433,-0.014979,-0.000455,-0.15565,-0.209894,-0.047502,-0.042691,0.818527,-0.103807,-0.158104,-0.060884,-0.07199,1.540051,2.104755,-0.226185,-0.001061,-0.328367,0.0,2.5,0.015204,0.09293,0.084589
161,119.477539,966.780029,0.809774,0.801734,0.173913,0.0,0.211566,67144.0,0.252659,0.61186,0.123489,0.314288,-0.043771,0.538233,5.766353,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.478264,-0.024963,-0.011598,-0.003043,-0.138709,-0.199918,-0.044702,-0.039276,0.768549,-0.098739,-0.152687,-0.054996,-0.067198,1.411267,2.065856,-0.215734,-0.001807,-0.329399,0.043478,2.869565,0.017535,0.13562,0.143717
162,120.740997,960.530029,0.7959,0.798841,0.125,0.0,0.210157,61161.0,0.240091,0.597553,0.10834,0.291871,-0.041334,0.523517,5.747949,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.470075,-0.024865,-0.010211,-0.002976,-0.14061,-0.192311,-0.042905,-0.037913,0.756939,-0.093413,-0.14935,-0.05461,-0.066117,1.447116,2.067304,-0.205998,-0.00107,-0.273701,0.083333,2.75,0.019624,0.122176,0.127043
163,126.806137,1000.0,0.862193,0.84958,0.0,0.0,0.209334,72103.0,0.257372,0.624274,0.112398,0.291969,-0.041038,0.523212,5.765704,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.500007,-0.026924,-0.013642,0.0,-0.134941,-0.201128,-0.043386,-0.039216,0.779967,-0.095583,-0.153391,-0.057373,-0.064751,1.515894,2.253416,-0.214364,-0.001141,-0.204806,0.0,2.85,0.01674,0.104018,0.120984
164,128.075027,999.280029,0.840474,0.840047,0.0,0.0,0.208181,69072.0,0.246947,0.622741,0.120566,0.318064,-0.042732,0.563804,5.736412,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.499454,-0.026836,-0.009959,-0.000606,-0.143455,-0.200034,-0.043593,-0.039809,0.810318,-0.095873,-0.147783,-0.055355,-0.068241,1.541987,2.232608,-0.215651,-0.000867,-0.297085,0.045455,2.181818,0.019257,0.106774,0.095781
165,124.307335,984.460022,0.845239,0.824366,0.086957,0.0,0.20712,67110.0,0.254324,0.613471,0.125575,0.315954,-0.043534,0.561569,5.74485,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.492144,-0.025858,-0.011378,-0.001507,-0.138379,-0.195419,-0.045049,-0.039469,0.794976,-0.094961,-0.157898,-0.055299,-0.065496,1.496247,2.213453,-0.212468,-0.001196,-0.353876,0.086957,3.304348,0.021338,0.116717,0.133811
166,127.191185,1000.0,0.826922,0.843052,0.0,0.0,0.205791,67294.0,0.253527,0.63971,0.117732,0.319911,-0.044016,0.571163,5.744455,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.500007,-0.026604,-0.012303,0.0,-0.144419,-0.195373,-0.04395,-0.039476,0.812484,-0.095506,-0.149051,-0.056942,-0.0683,1.507007,2.241884,-0.212356,-0.000915,-0.234242,0.0,17.652174,0.017169,0.092768,0.116715
167,121.452705,959.51001,0.770087,0.802927,0.173913,0.0,0.20499,67064.0,0.238844,0.58962,0.107438,0.297069,-0.041125,0.531082,5.718038,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.476042,-0.026015,-0.014308,-0.002598,-0.136338,-0.183129,-0.042412,-0.037772,0.761607,-0.089629,-0.144408,-0.055321,-0.066032,1.458006,2.163452,-0.19878,-0.001369,-0.293488,0.130435,4.304348,0.017265,0.114656,0.137591
168,127.808151,990.289978,0.853117,0.843091,0.0,0.041667,0.203222,60475.0,0.249277,0.630214,0.123235,0.318353,-0.043619,0.585907,5.747707,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.498166,-0.025763,-0.01164,-0.000152,-0.143308,-0.192446,-0.044626,-0.040156,0.812969,-0.094904,-0.156217,-0.057677,-0.067607,1.53837,2.240573,-0.208642,-0.001388,-0.286381,0.0,9.166667,0.0166,0.106073,0.110488
169,129.368851,1000.0,0.837245,0.839851,0.041667,0.0,0.20205,65966.0,0.249054,0.612075,0.119432,0.311346,-0.041698,0.558514,5.739933,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.499021,-0.026514,-0.014724,-0.000128,-0.139189,-0.189264,-0.043949,-0.039062,0.797271,-0.09158,-0.150755,-0.056291,-0.066121,1.534476,2.292618,-0.205903,-0.00116,-0.266655,0.0,8.666667,0.017345,0.116487,0.10324
170,128.932632,990.659973,0.842237,0.843576,0.041667,0.0,0.20098,65408.0,0.247214,0.622097,0.125287,0.317985,-0.043161,0.58588,5.719244,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.49676,-0.025065,-0.011113,-0.000278,-0.140711,-0.186488,-0.04251,-0.038722,0.814585,-0.092377,-0.154521,-0.055659,-0.066897,1.534391,2.25859,-0.202442,-0.00103,-0.288056,0.0,8.625,0.018061,0.09888,0.114684
171,128.772171,977.330017,0.838352,0.841231,0.166667,0.0,0.200143,64875.0,0.251226,0.616838,0.120051,0.314074,-0.042729,0.565384,5.735029,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.494739,-0.025508,-0.013186,-0.001008,-0.13773,-0.183255,-0.041769,-0.037909,0.804539,-0.090605,-0.147916,-0.054803,-0.066343,1.494603,2.27351,-0.199946,-0.001102,-0.234801,0.0,8.125,0.018179,0.115585,0.116054
172,130.40358,974.210022,0.85971,0.848837,0.125,0.0,0.198523,64794.0,0.238246,0.610625,0.123404,0.307318,-0.043297,0.58198,5.712896,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.493627,-0.024293,-0.009612,-0.000745,-0.139879,-0.182619,-0.041306,-0.037957,0.817305,-0.090802,-0.154471,-0.053999,-0.066352,1.55573,2.268097,-0.197007,-0.001126,-0.260511,0.083333,7.041667,0.015723,0.101895,0.116235
173,130.43576,1000.0,0.839598,0.846543,0.041667,0.0,0.197382,60846.0,0.246761,0.620893,0.123156,0.311794,-0.044045,0.582256,5.723516,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.497942,-0.024482,-0.009987,-0.000185,-0.139151,-0.18181,-0.042015,-0.038249,0.812991,-0.090778,-0.155352,-0.053962,-0.06568,1.529449,2.290453,-0.197728,-0.001106,-0.245838,0.0,7.0,0.017336,0.110655,0.106385
174,132.916687,1000.0,0.841199,0.84668,0.0,0.0,0.196421,65628.0,0.246984,0.60809,0.127964,0.315151,-0.043105,0.585701,5.707123,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.500007,-0.02481,-0.011582,0.0,-0.138153,-0.179687,-0.041228,-0.037764,0.814543,-0.087766,-0.151105,-0.052646,-0.065481,1.54894,2.348856,-0.195448,-0.001021,-0.317844,0.0,7.041667,0.017476,0.104202,0.108919
175,130.974426,992.929993,0.84485,0.839756,0.0,0.0,0.19471,65436.0,0.242577,0.598931,0.120167,0.299095,-0.040659,0.541949,5.646293,-0.002,-0.3,-0.006,-0.125,-0.15,-0.5,0.497057,-0.025166,-0.01264,-0.000333,-0.132211,-0.176376,-0.041305,-0.037312,0.795826,-0.087779,-0.147155,-0.052445,-0.06303,1.542657,2.338012,-0.191286,-0.001996,-0.323677,0.041667,6.375,0.017304,0.113802,0.11578
