iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
0,-1.748086,17.950001,0.007419,0.007995,1.916667,37.041668,0.988369,32547.0,0.007628,0.022977,0.00078,0.005472,-0.007678,0.002491,53.786751,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.00561,-5.8e-05,-0.000235,-0.018943,-0.062545,-0.039037,-0.005314,-0.000344,0.008378,-0.007868,-0.003044,-0.024482,-0.00159,0.006782,0.002786,-0.013581,-3.8e-05,-0.000129,36.666668,3.791667,0.185191,0.156761,0.292062
1,-3.020039,41.18,0.021253,0.019942,13.083334,0.625,0.965883,42925.0,0.020334,0.063668,0.003446,0.014673,-0.004576,0.007201,21.642223,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.01589,-0.000164,-0.000529,-0.029814,-0.029513,-0.112073,-0.007427,-0.000855,0.022095,-0.015502,-0.006504,-0.007683,-0.003549,0.018249,0.007377,-0.038076,-0.000147,-0.000824,0.666667,5.041667,0.037064,0.14923,0.596326
2,-3.579953,57.439999,0.031826,0.032576,14.083334,0.458333,0.944869,46470.0,0.0308,0.101611,0.005741,0.023945,-0.006971,0.012448,21.37258,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.025331,-0.000258,-0.000731,-0.032328,-0.042679,-0.173171,-0.011487,-0.00139,0.034835,-0.022029,-0.008965,-0.011774,-0.005313,0.029431,0.012098,-0.058669,-0.000434,-0.002139,1.125,3.75,0.038487,0.157304,0.631701
3,-4.585917,79.860001,0.041501,0.047203,10.125,0.916667,0.921104,47331.0,0.040656,0.136767,0.006812,0.03264,-0.009193,0.016629,21.133432,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.034932,-0.000359,-0.001114,-0.03148,-0.062441,-0.232181,-0.015124,-0.00196,0.04883,-0.028453,-0.011234,-0.016276,-0.007977,0.041202,0.017943,-0.078608,-0.000678,-0.003397,1.166667,3.25,0.04167,0.139405,0.604735
