iteration,reward,episode_length,height_reward,upright_penalty,tipped_over,collapsed,exploration,steps_per_second
336,49.93396,500.0,1.998727,-7.9e-05,0.0,0.0,0.009578,115949.0
337,49.933624,500.0,1.998696,-7.9e-05,0.0,0.0,0.009553,115769.0
338,49.93412,500.0,1.998687,-7.8e-05,0.0,0.0,0.009509,112264.0
339,49.933498,500.0,1.99869,-7.7e-05,0.0,0.0,0.009516,115426.0
340,49.933887,500.0,1.998665,-7.8e-05,0.0,0.0,0.009476,123358.0
341,49.933964,500.0,1.998661,-7.8e-05,0.0,0.0,0.009481,121318.0
342,49.933823,500.0,1.998651,-7.8e-05,0.0,0.0,0.009445,123820.0
343,49.934357,500.0,1.998645,-7.7e-05,0.0,0.0,0.009423,112813.0
344,49.933613,500.0,1.998626,-7.7e-05,0.0,0.0,0.009406,120135.0
345,49.933971,500.0,1.99861,-7.9e-05,0.0,0.0,0.009363,119854.0
346,49.933529,500.0,1.998599,-7.8e-05,0.0,0.0,0.009367,119213.0
347,49.934223,500.0,1.998582,-7.6e-05,0.0,0.0,0.009353,117133.0
348,49.933151,500.0,1.998576,-7.9e-05,0.0,0.0,0.009329,96327.0
349,49.933479,500.0,1.998546,-7.9e-05,0.0,0.0,0.009305,123841.0
350,49.933483,500.0,1.998557,-7.8e-05,0.0,0.0,0.009258,101675.0
351,49.933632,500.0,1.998534,-7.9e-05,0.0,0.0,0.009213,107679.0
352,49.933434,500.0,1.998528,-7.6e-05,0.0,0.0,0.009173,108856.0
353,49.933308,500.0,1.998515,-7.7e-05,0.0,0.0,0.009155,107958.0
354,49.933594,500.0,1.998506,-7.6e-05,0.0,0.0,0.009109,109641.0
355,49.933048,500.0,1.998489,-7.7e-05,0.0,0.0,0.009095,109354.0
356,49.933464,500.0,1.99849,-7.6e-05,0.0,0.0,0.009116,109491.0
357,49.933807,500.0,1.998476,-7.4e-05,0.0,0.0,0.009104,105925.0
358,49.932762,500.0,1.99847,-7.6e-05,0.0,0.0,0.009118,105806.0
359,49.933971,500.0,1.998452,-7.7e-05,0.0,0.0,0.009109,104986.0
360,49.932613,500.0,1.998429,-7.6e-05,0.0,0.0,0.009095,87675.0
361,49.932827,500.0,1.99842,-7.7e-05,0.0,0.0,0.009085,121124.0
362,49.932838,500.0,1.998406,-7.6e-05,0.0,0.0,0.009064,99208.0
363,49.932129,500.0,1.998386,-7.8e-05,0.0,0.0,0.00907,116742.0
364,49.932941,500.0,1.998387,-7.5e-05,0.0,0.0,0.009072,125122.0
365,49.932823,500.0,1.998367,-7.7e-05,0.0,0.0,0.009047,121850.0
366,49.932899,500.0,1.998343,-7.5e-05,0.0,0.0,0.009038,125978.0
367,49.932636,500.0,1.998332,-7.7e-05,0.0,0.0,0.009042,124772.0
368,49.932037,500.0,1.998307,-7.7e-05,0.0,0.0,0.009029,122810.0
369,49.933128,500.0,1.998307,-7.5e-05,0.0,0.0,0.009005,114879.0
370,49.932617,500.0,1.998279,-7.6e-05,0.0,0.0,0.008995,125874.0
371,49.931538,500.0,1.998257,-8e-05,0.0,0.0,0.00894,125718.0
372,49.932213,500.0,1.998236,-7.9e-05,0.0,0.0,0.00889,125781.0
373,49.932472,500.0,1.998254,-7.4e-05,0.0,0.0,0.008889,126708.0
374,49.931583,500.0,1.998244,-7.7e-05,0.0,0.0,0.008866,110113.0
375,49.93153,500.0,1.998194,-7.8e-05,0.0,0.0,0.008841,60719.0
376,49.932034,500.0,1.998191,-7.8e-05,0.0,0.0,0.008859,53222.0
377,49.931484,500.0,1.998169,-8.2e-05,0.0,0.0,0.008855,54960.0
378,49.931587,500.0,1.998162,-8e-05,0.0,0.0,0.008877,99888.0
379,49.931999,500.0,1.998148,-7.9e-05,0.0,0.0,0.008878,105347.0
380,49.931545,500.0,1.998136,-8.1e-05,0.0,0.0,0.008883,108843.0
381,49.930729,500.0,1.998119,-8.1e-05,0.0,0.0,0.008907,109962.0
382,49.931599,500.0,1.998111,-8.3e-05,0.0,0.0,0.008904,109120.0
383,49.930347,500.0,1.998095,-8.3e-05,0.0,0.0,0.008907,110119.0
384,49.931065,500.0,1.998095,-8.3e-05,0.0,0.0,0.008914,105936.0
385,49.931503,500.0,1.998087,-8.3e-05,0.0,0.0,0.008885,91094.0
386,49.930965,500.0,1.998083,-8.4e-05,0.0,0.0,0.008884,123397.0
387,49.931213,500.0,1.998057,-8.5e-05,0.0,0.0,0.008893,124163.0
388,49.931042,500.0,1.99808,-8.2e-05,0.0,0.0,0.008885,122853.0
389,49.930614,500.0,1.998043,-8.6e-05,0.0,0.0,0.008868,122863.0
390,49.930458,500.0,1.998062,-8.4e-05,0.0,0.0,0.008837,101093.0
391,49.931179,500.0,1.998066,-8.3e-05,0.0,0.0,0.008837,126151.0
392,49.931549,500.0,1.998053,-8.1e-05,0.0,0.0,0.008802,113167.0
393,49.930923,500.0,1.998052,-8.3e-05,0.0,0.0,0.008788,121979.0
394,49.930595,500.0,1.998057,-8.1e-05,0.0,0.0,0.008772,121337.0
395,49.929977,500.0,1.998039,-8.5e-05,0.0,0.0,0.00874,124716.0
396,49.930096,500.0,1.998019,-8.4e-05,0.0,0.0,0.008743,125411.0
397,49.930466,500.0,1.998014,-8.4e-05,0.0,0.0,0.008719,125334.0
398,49.930244,500.0,1.998002,-8.6e-05,0.0,0.0,0.008741,124148.0
399,49.92997,500.0,1.997992,-8.3e-05,0.0,0.0,0.008764,124695.0
400,49.930725,500.0,1.997993,-8.3e-05,0.0,0.0,0.00877,109636.0
401,49.929741,500.0,1.997978,-8.3e-05,0.0,0.0,0.008767,107640.0
402,49.930111,500.0,1.997971,-8.3e-05,0.0,0.0,0.00874,107986.0
403,49.929455,500.0,1.997966,-8.3e-05,0.0,0.0,0.008723,109393.0
404,49.929981,500.0,1.997954,-8.3e-05,0.0,0.0,0.008686,109708.0
405,49.93037,500.0,1.997973,-8e-05,0.0,0.0,0.008688,103469.0
406,49.930157,500.0,1.997956,-8.4e-05,0.0,0.0,0.008672,89368.0
407,49.930153,500.0,1.997954,-8.2e-05,0.0,0.0,0.008673,108150.0
408,49.93,500.0,1.997936,-8.1e-05,0.0,0.0,0.008677,107037.0
409,49.929695,500.0,1.997934,-8.2e-05,0.0,0.0,0.008661,104147.0
410,49.929707,500.0,1.997915,-8.5e-05,0.0,0.0,0.008657,88794.0
411,49.929787,500.0,1.997894,-8.4e-05,0.0,0.0,0.008649,120340.0
412,49.929092,500.0,1.997902,-8.5e-05,0.0,0.0,0.008602,119351.0
413,49.929432,500.0,1.997881,-8.6e-05,0.0,0.0,0.008601,116186.0
414,49.928749,500.0,1.997869,-8.5e-05,0.0,0.0,0.008578,119945.0
415,49.928642,500.0,1.997892,-8.6e-05,0.0,0.0,0.008582,120895.0
416,49.929081,500.0,1.997857,-8.5e-05,0.0,0.0,0.008585,119689.0
417,49.929722,500.0,1.997864,-8.5e-05,0.0,0.0,0.008582,111586.0
418,49.928398,500.0,1.997837,-8.8e-05,0.0,0.0,0.008577,113150.0
419,49.929337,500.0,1.997859,-8.7e-05,0.0,0.0,0.008574,109712.0
420,49.928661,500.0,1.997822,-8.9e-05,0.0,0.0,0.008589,120388.0
421,49.928833,500.0,1.99784,-8.9e-05,0.0,0.0,0.008595,101034.0
422,49.92894,500.0,1.997824,-9e-05,0.0,0.0,0.008628,119984.0
423,49.929295,500.0,1.997827,-9e-05,0.0,0.0,0.008631,66950.0
424,49.929325,500.0,1.997826,-8.8e-05,0.0,0.0,0.00863,66319.0
425,49.929077,500.0,1.997822,-9e-05,0.0,0.0,0.008626,60352.0
426,49.928738,500.0,1.997822,-9e-05,0.0,0.0,0.00859,71397.0
427,49.927784,500.0,1.997797,-9.4e-05,0.0,0.0,0.00857,110054.0
428,49.928715,500.0,1.997822,-9e-05,0.0,0.0,0.00856,109100.0
429,49.928062,500.0,1.997833,-9e-05,0.0,0.0,0.008505,109407.0
430,49.928352,500.0,1.997802,-9.3e-05,0.0,0.0,0.008492,109187.0
431,49.928661,500.0,1.997786,-9.2e-05,0.0,0.0,0.008495,108275.0
432,49.928646,500.0,1.997781,-9.1e-05,0.0,0.0,0.008522,111204.0
433,49.928207,500.0,1.99778,-9.3e-05,0.0,0.0,0.008532,90015.0
434,49.927795,500.0,1.997781,-9.1e-05,0.0,0.0,0.008522,101917.0
435,49.927567,500.0,1.997788,-9.2e-05,0.0,0.0,0.008489,89076.0
436,49.928005,500.0,1.99774,-9.3e-05,0.0,0.0,0.008483,124385.0
437,49.928154,500.0,1.997749,-9.3e-05,0.0,0.0,0.008484,122916.0
438,49.927849,500.0,1.997762,-9.4e-05,0.0,0.0,0.008484,117091.0
439,49.928127,500.0,1.997759,-9.1e-05,0.0,0.0,0.008478,110445.0
440,49.92807,500.0,1.99775,-9.3e-05,0.0,0.0,0.008489,120819.0
441,49.928379,500.0,1.997746,-9.2e-05,0.0,0.0,0.00851,120231.0
442,49.92765,500.0,1.997747,-9.3e-05,0.0,0.0,0.008511,121414.0
443,49.927761,500.0,1.99773,-9.2e-05,0.0,0.0,0.008534,121014.0
444,49.928268,500.0,1.997739,-9.1e-05,0.0,0.0,0.008531,122658.0
445,49.926754,500.0,1.997699,-9.4e-05,0.0,0.0,0.008522,123046.0
446,49.927448,500.0,1.997711,-9.3e-05,0.0,0.0,0.00853,122232.0
447,49.927353,500.0,1.997712,-9.2e-05,0.0,0.0,0.008507,119881.0
448,49.927517,500.0,1.99771,-9.2e-05,0.0,0.0,0.00849,99206.0
449,49.927155,500.0,1.997753,-8.8e-05,0.0,0.0,0.008481,122126.0
450,49.927082,500.0,1.99771,-8.9e-05,0.0,0.0,0.008496,106820.0
451,49.927456,500.0,1.997707,-9e-05,0.0,0.0,0.008467,102740.0
452,49.926777,500.0,1.997674,-9.2e-05,0.0,0.0,0.008479,107239.0
453,49.925602,500.0,1.997642,-9.7e-05,0.0,0.0,0.008462,111056.0
454,49.927444,500.0,1.997665,-9.1e-05,0.0,0.0,0.008454,108173.0
455,49.926479,500.0,1.997621,-9.4e-05,0.0,0.0,0.008431,107629.0
456,49.926651,500.0,1.997641,-9.3e-05,0.0,0.0,0.008427,108888.0
457,49.926807,500.0,1.997635,-9e-05,0.0,0.0,0.008396,109263.0
458,49.926594,500.0,1.997566,-9.5e-05,0.0,0.0,0.008388,106722.0
459,49.92638,500.0,1.997617,-9.3e-05,0.0,0.0,0.008408,109226.0
460,49.925953,500.0,1.997601,-9.2e-05,0.0,0.0,0.008424,92549.0
461,49.926331,500.0,1.997583,-9.5e-05,0.0,0.0,0.008444,122692.0
462,49.925995,500.0,1.997579,-9.4e-05,0.0,0.0,0.00845,124742.0
463,49.925873,500.0,1.99756,-9.3e-05,0.0,0.0,0.008452,97916.0
464,49.926331,500.0,1.997576,-9.3e-05,0.0,0.0,0.00844,123529.0
465,49.926308,500.0,1.997554,-9.3e-05,0.0,0.0,0.008453,122031.0
466,49.925308,500.0,1.997548,-9.5e-05,0.0,0.0,0.008463,123547.0
467,49.925571,500.0,1.997567,-9.2e-05,0.0,0.0,0.008485,120180.0
468,49.925148,500.0,1.997518,-9.6e-05,0.0,0.0,0.008471,120632.0
469,49.925194,500.0,1.997511,-9.6e-05,0.0,0.0,0.008477,122520.0
470,49.925144,500.0,1.997501,-9.5e-05,0.0,0.0,0.008481,124698.0
471,49.925243,500.0,1.997469,-9.7e-05,0.0,0.0,0.008503,98264.0
472,49.925335,500.0,1.997499,-9.7e-05,0.0,0.0,0.008482,67418.0
473,49.925446,500.0,1.997474,-9.7e-05,0.0,0.0,0.008466,67561.0
474,49.925987,500.0,1.997484,-9.5e-05,0.0,0.0,0.00843,66217.0
475,49.925987,500.0,1.997509,-9.7e-05,0.0,0.0,0.008416,77425.0
476,49.925533,500.0,1.997487,-9.8e-05,0.0,0.0,0.008424,82912.0
477,49.925037,500.0,1.997473,-9.9e-05,0.0,0.0,0.008414,103876.0
478,49.924061,500.0,1.997465,-0.000101,0.0,0.0,0.008421,104637.0
479,49.925426,500.0,1.997482,-9.7e-05,0.0,0.0,0.008403,109289.0
480,49.925213,500.0,1.99749,-9.8e-05,0.0,0.0,0.008412,109617.0
481,49.925175,500.0,1.997485,-9.8e-05,0.0,0.0,0.00843,108405.0
482,49.924984,500.0,1.997484,-9.9e-05,0.0,0.0,0.008444,109953.0
483,49.92511,500.0,1.997485,-0.000101,0.0,0.0,0.008464,108995.0
484,49.925354,500.0,1.997487,-0.000101,0.0,0.0,0.00846,109986.0
485,49.925068,500.0,1.997474,-0.000103,0.0,0.0,0.008468,92362.0
486,49.924812,500.0,1.997499,-0.000103,0.0,0.0,0.008472,124533.0
487,49.925159,500.0,1.997493,-0.000102,0.0,0.0,0.008495,124955.0
488,49.924587,500.0,1.997505,-0.000102,0.0,0.0,0.008518,122837.0
489,49.925121,500.0,1.997486,-0.000104,0.0,0.0,0.008514,123420.0
490,49.924934,500.0,1.997541,-0.0001,0.0,0.0,0.008501,124447.0
491,49.925457,500.0,1.99749,-0.000102,0.0,0.0,0.008504,98075.0
492,49.924755,500.0,1.997506,-0.000105,0.0,0.0,0.008499,125349.0
493,49.925198,500.0,1.997533,-0.0001,0.0,0.0,0.008472,124866.0
494,49.925133,500.0,1.997533,-0.000103,0.0,0.0,0.008457,123840.0
495,49.925026,500.0,1.997535,-0.000103,0.0,0.0,0.008461,125927.0
496,49.924858,500.0,1.997533,-0.000106,0.0,0.0,0.008435,124605.0
497,49.924686,500.0,1.997558,-0.000105,0.0,0.0,0.008432,122867.0
498,49.925076,500.0,1.997571,-0.000101,0.0,0.0,0.008433,124461.0
499,49.925091,500.0,1.997532,-0.000107,0.0,0.0,0.008424,125113.0
500,49.925358,500.0,1.997553,-0.000105,0.0,0.0,0.008416,108574.0
501,49.925304,500.0,1.997523,-0.000108,0.0,0.0,0.00843,108754.0
502,49.924961,500.0,1.997536,-0.000107,0.0,0.0,0.008442,107526.0
503,49.925327,500.0,1.997532,-0.000108,0.0,0.0,0.008459,108847.0
504,49.925095,500.0,1.997543,-0.00011,0.0,0.0,0.008482,107856.0
505,49.925045,500.0,1.997541,-0.000108,0.0,0.0,0.008509,107963.0
506,49.925259,500.0,1.997566,-0.000108,0.0,0.0,0.008498,86564.0
507,49.925213,500.0,1.997543,-0.000109,0.0,0.0,0.008519,109049.0
508,49.924885,500.0,1.997581,-0.000108,0.0,0.0,0.008516,109189.0
509,49.925087,500.0,1.997556,-0.000109,0.0,0.0,0.008515,108266.0
510,49.925186,500.0,1.997561,-0.00011,0.0,0.0,0.008475,91311.0
511,49.9249,500.0,1.997572,-0.00011,0.0,0.0,0.008471,122993.0
512,49.925453,500.0,1.997591,-0.000109,0.0,0.0,0.008476,123872.0
513,49.925056,500.0,1.997595,-0.000109,0.0,0.0,0.008464,125158.0
514,49.925537,500.0,1.997606,-0.00011,0.0,0.0,0.00847,125160.0
515,49.925468,500.0,1.997628,-0.000112,0.0,0.0,0.008479,125177.0
516,49.925625,500.0,1.997614,-0.00011,0.0,0.0,0.008453,125600.0
517,49.925507,500.0,1.997609,-0.000111,0.0,0.0,0.008432,121142.0
518,49.925739,500.0,1.997647,-0.000111,0.0,0.0,0.008407,125724.0
519,49.925953,500.0,1.997669,-0.00011,0.0,0.0,0.008395,124126.0
520,49.925587,500.0,1.997678,-0.000109,0.0,0.0,0.008401,109222.0
521,49.926044,500.0,1.997688,-0.000109,0.0,0.0,0.008404,57840.0
522,49.926273,500.0,1.99768,-0.000108,0.0,0.0,0.008432,67749.0
523,49.925579,500.0,1.997699,-0.00011,0.0,0.0,0.008463,67511.0
524,49.925678,500.0,1.997726,-0.000109,0.0,0.0,0.008497,92761.0
525,49.926212,500.0,1.997725,-0.000109,0.0,0.0,0.008503,109636.0
526,49.92617,500.0,1.997738,-0.000109,0.0,0.0,0.008498,109447.0
527,49.925381,500.0,1.997754,-0.000111,0.0,0.0,0.008504,110180.0
528,49.92662,500.0,1.997754,-0.00011,0.0,0.0,0.008536,109946.0
529,49.926628,500.0,1.997787,-0.00011,0.0,0.0,0.00856,109962.0
530,49.926464,500.0,1.997795,-0.000108,0.0,0.0,0.008581,110247.0
531,49.926624,500.0,1.997805,-0.000108,0.0,0.0,0.008548,109182.0
532,49.926125,500.0,1.997812,-0.000112,0.0,0.0,0.008587,109708.0
533,49.92598,500.0,1.997853,-0.00011,0.0,0.0,0.008572,109698.0
534,49.926514,500.0,1.997838,-0.00011,0.0,0.0,0.008569,110339.0
535,49.926315,500.0,1.997846,-0.000112,0.0,0.0,0.008568,75781.0
536,49.926086,500.0,1.997841,-0.000114,0.0,0.0,0.008559,127671.0
537,49.927425,500.0,1.997843,-0.000111,0.0,0.0,0.008543,126065.0
538,49.926933,500.0,1.997855,-0.000112,0.0,0.0,0.008512,125806.0
539,49.926884,500.0,1.997886,-0.000111,0.0,0.0,0.0085,122211.0
540,49.926777,500.0,1.997914,-0.000111,0.0,0.0,0.008508,126342.0
541,49.926842,500.0,1.997904,-0.000112,0.0,0.0,0.008486,126474.0
542,49.92659,500.0,1.997892,-0.00011,0.0,0.0,0.008476,125924.0
543,49.927113,500.0,1.997904,-0.000111,0.0,0.0,0.00846,125033.0
544,49.927044,500.0,1.997902,-0.000112,0.0,0.0,0.00845,121226.0
545,49.927036,500.0,1.997918,-0.000111,0.0,0.0,0.008477,125301.0
546,49.92725,500.0,1.997928,-0.000111,0.0,0.0,0.008463,113299.0
547,49.927158,500.0,1.997943,-0.000109,0.0,0.0,0.008482,120518.0
548,49.927292,500.0,1.997961,-0.000109,0.0,0.0,0.008472,122516.0
549,49.927452,500.0,1.997959,-0.000109,0.0,0.0,0.008458,117711.0
550,49.927662,500.0,1.997977,-0.000107,0.0,0.0,0.008463,110691.0
551,49.927723,500.0,1.997993,-0.000105,0.0,0.0,0.00848,86354.0
552,49.927376,500.0,1.998018,-0.000107,0.0,0.0,0.008454,110265.0
553,49.92754,500.0,1.99803,-0.000106,0.0,0.0,0.008456,111279.0
554,49.927784,500.0,1.998014,-0.000104,0.0,0.0,0.008457,107324.0
555,49.92794,500.0,1.998092,-0.000105,0.0,0.0,0.008457,108575.0
556,49.927528,500.0,1.998068,-0.000105,0.0,0.0,0.008417,110584.0
557,49.928303,500.0,1.998068,-0.000104,0.0,0.0,0.008399,109637.0
558,49.92823,500.0,1.998093,-0.000102,0.0,0.0,0.008379,107684.0
559,49.928596,500.0,1.998136,-0.000105,0.0,0.0,0.008389,108996.0
560,49.92849,500.0,1.998132,-0.000103,0.0,0.0,0.008353,91924.0
561,49.929119,500.0,1.998158,-0.000105,0.0,0.0,0.008331,128418.0
562,49.928539,500.0,1.998219,-0.000104,0.0,0.0,0.008325,126537.0
563,49.928772,500.0,1.99817,-0.000106,0.0,0.0,0.008305,125329.0
564,49.929104,500.0,1.998209,-0.000103,0.0,0.0,0.008311,125290.0
565,49.929363,500.0,1.998242,-0.000103,0.0,0.0,0.008361,123224.0
566,49.92934,500.0,1.998238,-0.000105,0.0,0.0,0.008385,94796.0
567,49.929585,500.0,1.998277,-0.0001,0.0,0.0,0.008402,117891.0
568,49.92971,500.0,1.998278,-0.000103,0.0,0.0,0.008413,115196.0
569,49.929691,500.0,1.998299,-0.000101,0.0,0.0,0.008438,116335.0
570,49.929508,500.0,1.998297,-0.000103,0.0,0.0,0.008475,65429.0
571,49.930042,500.0,1.99829,-0.000102,0.0,0.0,0.008475,67182.0
572,49.929497,500.0,1.998302,-0.000104,0.0,0.0,0.008473,67106.0
573,49.930183,500.0,1.998314,-0.000101,0.0,0.0,0.008475,75599.0
574,49.930443,500.0,1.998325,-0.000101,0.0,0.0,0.008479,121103.0
575,49.930054,500.0,1.998339,-0.000101,0.0,0.0,0.00849,107794.0
576,49.929535,500.0,1.998361,-0.000103,0.0,0.0,0.00848,106457.0
577,49.92979,500.0,1.99838,-0.000102,0.0,0.0,0.008506,109779.0
578,49.930851,500.0,1.998366,-0.000101,0.0,0.0,0.0085,82316.0
579,49.930195,500.0,1.998398,-0.000102,0.0,0.0,0.008468,110466.0
580,49.930283,500.0,1.998391,-0.000101,0.0,0.0,0.008463,107496.0
581,49.930191,500.0,1.998414,-0.000104,0.0,0.0,0.008479,109915.0
582,49.930588,500.0,1.998403,-0.000103,0.0,0.0,0.008476,110893.0
583,49.929897,500.0,1.998402,-0.000103,0.0,0.0,0.00846,109914.0
584,49.929554,500.0,1.998413,-0.000101,0.0,0.0,0.008442,109383.0
585,49.930286,500.0,1.998412,-0.000102,0.0,0.0,0.00845,90610.0
586,49.93034,500.0,1.998421,-0.000101,0.0,0.0,0.008479,125194.0
587,49.930408,500.0,1.998425,-0.000101,0.0,0.0,0.008476,125237.0
588,49.93013,500.0,1.998467,-0.000103,0.0,0.0,0.0085,126169.0
589,49.93018,500.0,1.998453,-0.000101,0.0,0.0,0.008492,124706.0
590,49.930786,500.0,1.998441,-0.0001,0.0,0.0,0.008491,125689.0
591,49.930828,500.0,1.998454,-0.000101,0.0,0.0,0.008477,125807.0
592,49.930775,500.0,1.998483,-0.000102,0.0,0.0,0.008479,125295.0
593,49.930607,500.0,1.998478,-0.0001,0.0,0.0,0.008479,124990.0
594,49.930641,500.0,1.998488,-0.0001,0.0,0.0,0.008481,94597.0
595,49.930828,500.0,1.998512,-0.000101,0.0,0.0,0.008455,126211.0
596,49.930676,500.0,1.998505,-0.0001,0.0,0.0,0.00845,125560.0
597,49.930668,500.0,1.998536,-0.000101,0.0,0.0,0.008445,125398.0
598,49.93055,500.0,1.998528,-0.000102,0.0,0.0,0.008433,125752.0
599,49.930553,500.0,1.998528,-0.000102,0.0,0.0,0.008451,125024.0
