iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/even_stance,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/hips_home,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
0,-1.317101,21.43,0.008416,0.008356,2.5,82.75,0.976099,72743.0,0.008588,0.021149,0.000634,0.005021,-0.001753,0.001923,11.394743,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.005909,-6e-05,-5.3e-05,0.0,-0.01288,-0.005786,0.0,-0.040566,-0.002629,-0.000361,0.008678,-0.004853,-0.001241,-0.002979,-0.001552,0.011039,0.003014,-0.014059,-1.8e-05,-3.6e-05,81.875,9.375,0.05357,0.124725,0.280271
1,-2.198758,41.110001,0.022131,0.01909,23.0,0.0,0.947522,127220.0,0.022549,0.058849,0.003751,0.015066,-0.004563,0.006777,10.636553,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.015992,-0.000162,-0.000235,0.0,-0.029645,-0.014188,0.0,-0.113051,-0.006929,-0.00087,0.022596,-0.01294,-0.003348,-0.007207,-0.003837,0.028735,0.007839,-0.038284,-0.000175,-0.000619,0.0,8.041667,0.032537,0.131465,0.635909
2,-2.794002,63.560001,0.033664,0.033508,23.208334,0.0,0.917905,128250.0,0.034669,0.094199,0.005308,0.022675,-0.006694,0.010133,10.643077,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.026152,-0.000264,-0.000403,0.0,-0.028568,-0.021944,0.0,-0.177138,-0.011157,-0.001493,0.035868,-0.019574,-0.005445,-0.011707,-0.005836,0.048115,0.013864,-0.059899,-0.000402,-0.001958,0.0,9.25,0.033692,0.131765,0.60943
3,-3.093674,81.370003,0.047409,0.046788,20.791668,0.0,0.888853,128757.0,0.047511,0.130468,0.007257,0.030444,-0.009064,0.014289,10.588454,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.036061,-0.000359,-0.000644,0.0,-0.028429,-0.02999,0.0,-0.234987,-0.015095,-0.002098,0.050035,-0.025677,-0.007293,-0.01629,-0.008036,0.067627,0.019379,-0.079453,-0.000705,-0.003276,0.0,8.5,0.031252,0.135952,0.613373
4,-3.130067,97.650002,0.059069,0.05916,20.458334,0.0,0.858404,128622.0,0.059742,0.162431,0.009154,0.038074,-0.011151,0.016713,10.558779,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.044419,-0.000436,-0.000774,0.0,-0.03017,-0.037263,0.0,-0.276947,-0.018233,-0.002575,0.062735,-0.031257,-0.008934,-0.01985,-0.009966,0.078314,0.024093,-0.093786,-0.001411,-0.005214,0.0,6.791667,0.031425,0.135498,0.641774
5,-3.651909,125.160004,0.070005,0.072997,15.708334,0.0,0.843545,129573.0,0.072347,0.195003,0.010125,0.045337,-0.012686,0.018873,10.492541,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.054472,-0.000532,-0.0009,0.0,-0.027555,-0.044525,0.0,-0.325169,-0.021811,-0.003199,0.075553,-0.037094,-0.010798,-0.023771,-0.012073,0.097911,0.030277,-0.110498,-0.001958,-0.007701,0.0,7.458333,0.032076,0.142438,0.598556
6,-3.212596,130.220001,0.082762,0.088042,13.916667,0.0,0.814226,129300.0,0.083593,0.226887,0.012094,0.054224,-0.015172,0.024334,10.485122,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.063268,-0.000617,-0.001076,0.0,-0.02582,-0.054271,0.0,-0.363688,-0.024744,-0.003721,0.090952,-0.041001,-0.012124,-0.027423,-0.014762,0.113782,0.036901,-0.123778,-0.002485,-0.010887,0.0,7.416667,0.030502,0.141169,0.564441
7,-3.299067,151.559998,0.098729,0.105201,15.333334,0.0,0.790381,130239.0,0.09906,0.272327,0.014753,0.062757,-0.01766,0.030439,10.441668,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.075587,-0.000726,-0.00125,0.0,-0.026351,-0.061858,0.0,-0.417813,-0.029265,-0.00436,0.107894,-0.048951,-0.014583,-0.032074,-0.01689,0.14427,0.043224,-0.142485,-0.003356,-0.014389,0.0,7.75,0.030775,0.133256,0.569506
8,-2.914721,162.779999,0.104834,0.111446,14.125,0.0,0.766497,130742.0,0.109387,0.294084,0.015657,0.066707,-0.018679,0.029052,10.39432,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.081893,-0.000776,-0.00126,0.0,-0.026192,-0.06607,0.0,-0.432677,-0.031096,-0.004717,0.116709,-0.052327,-0.015972,-0.034773,-0.018179,0.146023,0.048246,-0.148092,-0.004754,-0.017021,0.0,7.208333,0.029403,0.145485,0.566057
9,-2.4898,183.660004,0.114486,0.123338,12.125,0.0,0.74433,127981.0,0.118001,0.312418,0.017639,0.072904,-0.020982,0.031584,10.3683,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.088684,-0.000839,-0.00144,0.0,-0.026611,-0.074885,0.0,-0.449408,-0.032595,-0.005035,0.130894,-0.054709,-0.017009,-0.036676,-0.020659,0.159465,0.054628,-0.154209,-0.006059,-0.023377,0.0,5.958333,0.029893,0.14546,0.585802
10,-1.729362,199.190002,0.123359,0.139678,11.0,0.0,0.728652,126714.0,0.133923,0.346188,0.018566,0.081016,-0.021997,0.035627,10.335707,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.098947,-0.000933,-0.001624,0.0,-0.025862,-0.080976,0.0,-0.48089,-0.035512,-0.005589,0.142783,-0.059332,-0.018135,-0.040247,-0.022569,0.17515,0.062248,-0.165482,-0.006803,-0.027665,0.0,6.375,0.031827,0.152768,0.541395
11,-1.740416,203.800003,0.134746,0.157854,8.625,0.0,0.717129,126185.0,0.152307,0.384542,0.020553,0.094169,-0.025063,0.042297,10.303129,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.111976,-0.001052,-0.001828,0.0,-0.021698,-0.09446,0.0,-0.527309,-0.039171,-0.00632,0.164778,-0.064964,-0.020292,-0.044874,-0.02633,0.195656,0.073598,-0.181917,-0.008333,-0.031551,0.0,7.0,0.032768,0.145679,0.479712
12,-1.299408,254.699997,0.155325,0.173564,8.875,0.0,0.706246,125377.0,0.156765,0.414322,0.022758,0.099015,-0.026731,0.044426,10.288177,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.120044,-0.001109,-0.002078,0.0,-0.024254,-0.098448,0.0,-0.543119,-0.041381,-0.006646,0.175915,-0.068898,-0.022073,-0.04776,-0.027546,0.215113,0.079599,-0.187747,-0.010194,-0.037839,0.0,5.875,0.028806,0.150579,0.504293
13,-0.539407,276.170013,0.167055,0.18076,9.791667,0.0,0.69868,126559.0,0.16593,0.439091,0.027327,0.106181,-0.029593,0.047969,10.269424,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.126486,-0.001155,-0.002162,0.0,-0.02366,-0.102951,0.0,-0.559641,-0.044139,-0.00691,0.191901,-0.072598,-0.023586,-0.049956,-0.028705,0.226072,0.08311,-0.193728,-0.012899,-0.048152,0.0,6.583333,0.02922,0.15219,0.496264
14,0.21881,300.059998,0.186069,0.204599,7.083333,0.0,0.690347,126975.0,0.180987,0.491031,0.027897,0.107365,-0.030406,0.048196,10.268608,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.140263,-0.001266,-0.002368,0.0,-0.021389,-0.108055,0.0,-0.601949,-0.047562,-0.0077,0.205529,-0.079483,-0.025599,-0.054809,-0.030235,0.258962,0.092692,-0.208755,-0.012987,-0.044742,0.0,6.25,0.030039,0.151975,0.456058
15,-0.015528,292.579987,0.182019,0.21214,6.708333,0.0,0.681314,126105.0,0.191193,0.502737,0.02976,0.120838,-0.032531,0.054713,10.267273,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.147105,-0.001334,-0.002496,0.0,-0.020344,-0.117183,0.0,-0.61192,-0.049294,-0.008022,0.220125,-0.08099,-0.025987,-0.056395,-0.0329,0.258925,0.101096,-0.212657,-0.014158,-0.058872,0.0,6.458333,0.030166,0.151135,0.451864
16,0.807483,326.269989,0.204729,0.226506,7.916667,0.0,0.673754,127164.0,0.209314,0.531636,0.030322,0.126413,-0.034087,0.056092,10.270366,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.156679,-0.001432,-0.00263,0.0,-0.021315,-0.127312,0.0,-0.631679,-0.05157,-0.008534,0.232962,-0.083486,-0.027439,-0.060418,-0.036138,0.279026,0.112002,-0.220285,-0.01481,-0.053095,0.0,6.666667,0.030187,0.149313,0.448493
17,1.714256,339.640015,0.209853,0.239855,6.916667,0.0,0.666877,126192.0,0.219104,0.551124,0.031535,0.129199,-0.035131,0.057469,10.272961,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.164411,-0.001491,-0.002767,0.0,-0.021533,-0.131347,0.0,-0.645813,-0.052697,-0.008846,0.244876,-0.087176,-0.028664,-0.061482,-0.037368,0.299253,0.119326,-0.225445,-0.018091,-0.069652,0.0,5.875,0.032139,0.146271,0.459471
