iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
1181,132.015442,1000.0,0.929879,0.882508,0.0,0.0,0.11839,67198.0,0.117981,0.454462,0.196742,0.45395,-0.036675,0.796044,6.058157,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001836,-0.004518,0.0,-0.000181,-0.016968,-0.03266,-0.06535,0.803013,-0.04707,-0.091222,-0.018644,-0.040622,1.850367,0.686346,-0.047942,-0.039974,-0.036133,3.409091,0.00975,0.062789,0.107539
1182,132.54541,1000.0,0.92104,0.895286,0.0,0.0,0.118335,64585.0,0.116544,0.461512,0.190972,0.44462,-0.03614,0.781628,6.054643,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001869,-0.004463,0.0,-0.000173,-0.016818,-0.032307,-0.062866,0.805301,-0.045888,-0.088948,-0.019187,-0.039555,1.851765,0.689527,-0.048043,-0.053166,-0.044367,4.25,0.010345,0.064811,0.090535
1183,132.795319,1000.0,0.934106,0.883488,0.0,0.0,0.117968,64799.0,0.112997,0.434848,0.191742,0.428292,-0.034772,0.745007,6.049657,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001826,-0.004691,0.0,-0.000157,-0.016481,-0.031397,-0.058609,0.80077,-0.04342,-0.084561,-0.015949,-0.035165,1.859582,0.7059,-0.046083,-0.03876,-0.03374,3.875,0.010385,0.064064,0.10959
1184,131.604156,1000.0,0.924401,0.893224,0.0,0.0,0.117885,66006.0,0.118602,0.458895,0.201238,0.445552,-0.036599,0.789821,6.082932,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001807,-0.004476,0.0,-0.00017,-0.016679,-0.031513,-0.061184,0.807217,-0.045913,-0.08908,-0.018161,-0.039039,1.848855,0.690029,-0.046958,-0.06003,-0.048841,4.130435,0.011003,0.064756,0.093948
1185,131.675262,1000.0,0.919856,0.883236,0.0,0.0,0.117934,31365.0,0.112703,0.447592,0.175118,0.434275,-0.034401,0.758656,6.026955,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001944,-0.003731,0.0,-0.00017,-0.016414,-0.031367,-0.063284,0.792269,-0.043937,-0.085301,-0.018667,-0.037325,1.858593,0.698535,-0.046452,-0.031958,-0.032026,3.25,0.012361,0.082221,0.107844
1186,131.447311,1000.0,0.931474,0.874302,0.0,0.0,0.118052,71723.0,0.113682,0.450793,0.187327,0.436513,-0.035802,0.782585,6.048941,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001893,-0.003402,0.0,-0.000172,-0.01665,-0.032434,-0.06242,0.804133,-0.045101,-0.087046,-0.018871,-0.038519,1.852607,0.694577,-0.046655,-0.039832,-0.029494,3.590909,0.010168,0.081953,0.103897
1187,132.705994,1000.0,0.928883,0.89835,0.0,0.0,0.118387,66367.0,0.115148,0.438055,0.203533,0.465563,-0.03696,0.817856,6.028459,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.00191,-0.004449,0.0,-0.000173,-0.016573,-0.033097,-0.061026,0.810407,-0.044057,-0.085073,-0.017929,-0.038941,1.852586,0.70228,-0.047476,-0.050348,-0.052975,3.5,0.010985,0.077126,0.112763
1188,133.527679,1000.0,0.918492,0.901952,0.0,0.0,0.118688,64280.0,0.115542,0.43761,0.202096,0.454452,-0.035718,0.784541,6.051366,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001782,-0.003831,0.0,-0.000166,-0.016784,-0.032387,-0.06112,0.798061,-0.044928,-0.090519,-0.017286,-0.03838,1.860957,0.700637,-0.047748,-0.031986,-0.038941,3.304348,0.012605,0.061397,0.099018
1189,132.805389,1000.0,0.926947,0.881728,0.0,0.0,0.118727,70490.0,0.119025,0.444613,0.205441,0.469818,-0.037944,0.809674,6.042553,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001825,-0.004302,0.0,-0.000174,-0.016958,-0.033351,-0.062464,0.806679,-0.046187,-0.09022,-0.018542,-0.039301,1.845135,0.693479,-0.048637,-0.04461,-0.035853,4.086957,0.011089,0.069934,0.120008
1190,132.626373,1000.0,0.926456,0.893442,0.0,0.0,0.119168,69064.0,0.115467,0.438783,0.20198,0.446383,-0.036119,0.801176,6.059768,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001879,-0.003928,0.0,-0.000167,-0.016494,-0.032389,-0.06042,0.806341,-0.044047,-0.083401,-0.017303,-0.037252,1.849649,0.703658,-0.046188,-0.046613,-0.04208,4.208333,0.01037,0.063721,0.103877
1191,132.614014,992.809998,0.922342,0.881972,0.041667,0.0,0.119031,31980.0,0.112065,0.44309,0.19468,0.425935,-0.035266,0.761211,6.040988,-0.8,-0.01,-0.05,-0.2,-2.0,0.496257,-0.001794,-0.004433,-0.000417,-0.000164,-0.016337,-0.031081,-0.059278,0.80851,-0.044257,-0.085266,-0.016178,-0.036809,1.847973,0.693087,-0.045406,-0.033352,-0.039268,3.5,0.010098,0.077707,0.107374
1192,131.240356,992.809998,0.93533,0.886119,0.0,0.0,0.119036,73344.0,0.115607,0.450086,0.194072,0.442819,-0.037371,0.768364,6.033483,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001849,-0.003832,0.0,-0.000165,-0.016674,-0.033032,-0.062338,0.80155,-0.046037,-0.089797,-0.017969,-0.037872,1.852536,0.693829,-0.047482,-0.030299,-0.026353,3.666667,0.010842,0.071729,0.09613
1193,132.58316,1000.0,0.926759,0.888461,0.0,0.0,0.119107,71973.0,0.116325,0.441331,0.196785,0.460043,-0.037274,0.794018,6.020858,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001909,-0.00411,0.0,-0.000172,-0.016774,-0.033798,-0.063078,0.804077,-0.045614,-0.084422,-0.01896,-0.038269,1.84783,0.697055,-0.048305,-0.071851,-0.053036,4.045455,0.011637,0.08246,0.105474
1194,132.814575,1000.0,0.924117,0.884385,0.0,0.0,0.119058,69945.0,0.116136,0.44306,0.201357,0.457151,-0.036956,0.791786,6.035715,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001796,-0.004343,0.0,-0.000168,-0.016663,-0.032353,-0.060747,0.80397,-0.044576,-0.089468,-0.017707,-0.038824,1.853084,0.699584,-0.047486,-0.060294,-0.037149,4.478261,0.01285,0.073116,0.095372
1195,131.458694,1000.0,0.916173,0.88184,0.0,0.0,0.119388,68781.0,0.123814,0.457261,0.194541,0.448722,-0.037129,0.76124,6.061151,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001857,-0.010371,0.0,-0.000173,-0.016911,-0.033536,-0.062847,0.792064,-0.047523,-0.091043,-0.018709,-0.041384,1.826966,0.686016,-0.047859,-0.034302,-0.037432,4.0,0.010616,0.064958,0.106148
1196,132.694305,1000.0,0.915537,0.889873,0.0,0.0,0.119471,68640.0,0.114285,0.437914,0.196446,0.454889,-0.036428,0.787172,6.037755,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001865,-0.003381,0.0,-0.000167,-0.016784,-0.032495,-0.062733,0.798005,-0.04516,-0.087189,-0.017376,-0.037378,1.850396,0.699856,-0.047789,-0.029753,-0.026375,4.375,0.011787,0.071312,0.108169
1197,131.27034,1000.0,0.929163,0.877042,0.0,0.0,0.119387,68318.0,0.114789,0.453409,0.183113,0.425864,-0.034424,0.746358,6.059146,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.00183,-0.003075,0.0,-0.000164,-0.016766,-0.031011,-0.060798,0.795019,-0.046496,-0.09007,-0.017875,-0.036795,1.853821,0.689407,-0.046834,-0.043599,-0.032265,3.583333,0.010635,0.066878,0.089144
1198,130.853516,1000.0,0.919572,0.89223,0.0,0.0,0.119516,32520.0,0.113716,0.453134,0.190431,0.440062,-0.034685,0.781612,6.067501,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001924,-0.003979,0.0,-0.000166,-0.016505,-0.031515,-0.060755,0.803628,-0.044263,-0.082609,-0.018621,-0.036993,1.854515,0.696567,-0.046549,-0.072912,-0.045343,4.166667,0.011506,0.072494,0.096418
1199,133.705688,1000.0,0.925118,0.896598,0.0,0.0,0.119366,65280.0,0.114883,0.444591,0.196595,0.461096,-0.036745,0.817756,6.044726,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001928,-0.004282,0.0,-0.000171,-0.016602,-0.032614,-0.061358,0.810122,-0.04449,-0.085513,-0.01928,-0.037431,1.851597,0.699057,-0.047765,-0.033019,-0.038929,4.583333,0.011088,0.07143,0.100803
1200,133.082169,1000.0,0.926426,0.889533,0.0,0.0,0.119412,65097.0,0.114992,0.443202,0.189133,0.428646,-0.035022,0.762485,6.043279,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001838,-0.003396,0.0,-0.000167,-0.016612,-0.03183,-0.060328,0.79756,-0.043789,-0.089382,-0.017569,-0.037567,1.851593,0.701178,-0.046233,-0.027294,-0.025588,5.333333,0.010401,0.078747,0.101516
1201,132.002472,1000.0,0.924717,0.894549,0.0,0.0,0.119307,64533.0,0.113729,0.434256,0.187634,0.429585,-0.034746,0.750933,6.040815,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001818,-0.004127,0.0,-0.000162,-0.016752,-0.031453,-0.060621,0.803437,-0.044403,-0.087596,-0.017709,-0.036851,1.855179,0.703119,-0.046581,-0.035614,-0.037114,4.541667,0.009947,0.07168,0.095526
1202,133.065094,1000.0,0.915332,0.889162,0.0,0.0,0.119346,66074.0,0.116659,0.436808,0.199362,0.463721,-0.036855,0.819504,6.079327,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001854,-0.003736,0.0,-0.000176,-0.016833,-0.033157,-0.06299,0.798199,-0.04538,-0.088158,-0.017728,-0.039577,1.847215,0.698441,-0.048187,-0.06545,-0.051137,4.304348,0.011611,0.079501,0.104172
1203,132.312119,1000.0,0.92447,0.891465,0.0,0.0,0.119224,65252.0,0.11446,0.460946,0.183311,0.437852,-0.034918,0.768088,6.015649,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001913,-0.003592,0.0,-0.000169,-0.016607,-0.031774,-0.061407,0.798805,-0.045539,-0.086446,-0.018197,-0.037224,1.853326,0.690928,-0.04702,-0.020112,-0.015976,3.75,0.011526,0.074138,0.096847
1204,132.825241,1000.0,0.93091,0.885605,0.0,0.0,0.118953,31411.0,0.11419,0.450686,0.192839,0.45712,-0.036288,0.7894,6.005914,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001856,-0.004753,0.0,-0.000169,-0.016759,-0.032302,-0.061984,0.800463,-0.045455,-0.086973,-0.017046,-0.037685,1.85776,0.694215,-0.048091,-0.036205,-0.037827,4.391304,0.011378,0.082814,0.095066
1205,133.293045,1000.0,0.926139,0.895557,0.0,0.0,0.119276,64426.0,0.114309,0.443401,0.192418,0.450892,-0.035754,0.805498,6.016168,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.0019,-0.0038,0.0,-0.000172,-0.016733,-0.033292,-0.063008,0.810943,-0.045683,-0.085178,-0.018375,-0.037488,1.850479,0.695131,-0.047555,-0.040628,-0.031435,4.333333,0.010428,0.066981,0.098472
1206,132.751419,1000.0,0.931401,0.880653,0.0,0.0,0.119358,67129.0,0.111665,0.432678,0.19519,0.445923,-0.036354,0.798432,6.001373,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001892,-0.003959,0.0,-0.000166,-0.016499,-0.031261,-0.058758,0.808791,-0.043864,-0.081872,-0.017686,-0.03773,1.859078,0.703344,-0.046405,-0.039006,-0.039814,3.909091,0.010948,0.072844,0.095337
1207,131.73317,997.849976,0.915643,0.884741,0.041667,0.0,0.119333,64220.0,0.118257,0.445874,0.204344,0.466513,-0.038099,0.792067,6.038901,-0.8,-0.01,-0.05,-0.2,-2.0,0.498507,-0.001809,-0.004847,-0.000556,-0.000175,-0.016962,-0.034367,-0.062335,0.794402,-0.046395,-0.091571,-0.018174,-0.040545,1.843367,0.690449,-0.04879,-0.062558,-0.050838,4.041667,0.011513,0.085151,0.114089
1208,132.209518,1000.0,0.920193,0.892582,0.0,0.0,0.119635,65355.0,0.116908,0.439204,0.202208,0.454162,-0.036522,0.798779,6.00386,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001794,-0.00444,0.0,-0.000171,-0.016901,-0.033067,-0.06155,0.812395,-0.046221,-0.091541,-0.017706,-0.039573,1.853502,0.693963,-0.047463,-0.058246,-0.055575,4.416667,0.011228,0.070295,0.08772
1209,132.090012,1000.0,0.930067,0.876567,0.0,0.0,0.119492,64197.0,0.114139,0.436096,0.196374,0.440042,-0.035121,0.764574,6.020772,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001814,-0.003801,0.0,-0.000162,-0.016543,-0.031283,-0.059347,0.802969,-0.044006,-0.086363,-0.016851,-0.035386,1.856532,0.703382,-0.046693,-0.035139,-0.033176,5.958333,0.010399,0.067957,0.096845
1210,133.284058,1000.0,0.929986,0.891315,0.0,0.0,0.119679,30800.0,0.115767,0.447928,0.200382,0.448773,-0.036086,0.793517,6.013834,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.00184,-0.003793,0.0,-0.000167,-0.016622,-0.03276,-0.060559,0.808127,-0.045225,-0.087044,-0.017592,-0.037735,1.847648,0.69573,-0.047034,-0.044076,-0.04835,6.875,0.012394,0.069817,0.102087
1211,132.645798,1000.0,0.929069,0.893663,0.0,0.0,0.119449,68472.0,0.115367,0.4464,0.194143,0.449581,-0.036144,0.793642,6.031525,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001889,-0.003851,0.0,-0.000171,-0.016659,-0.032315,-0.062043,0.803574,-0.044742,-0.086614,-0.018564,-0.03835,1.846764,0.697965,-0.047267,-0.033985,-0.028178,8.0,0.010368,0.072486,0.102491
1212,132.737762,1000.0,0.930541,0.887733,0.0,0.0,0.119316,68744.0,0.117317,0.4462,0.196124,0.45638,-0.037817,0.78514,6.035955,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001815,-0.005013,0.0,-0.000173,-0.017016,-0.033646,-0.062711,0.806577,-0.046143,-0.091541,-0.018024,-0.040306,1.845807,0.693214,-0.048822,-0.045396,-0.045424,6.833333,0.01145,0.082743,0.111176
1213,132.686508,1000.0,0.930108,0.891453,0.0,0.0,0.119365,68725.0,0.113832,0.446829,0.189239,0.431569,-0.034527,0.76669,6.008798,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001839,-0.003322,0.0,-0.000164,-0.016575,-0.031629,-0.06127,0.805693,-0.04503,-0.086618,-0.017872,-0.037382,1.855962,0.69655,-0.046071,-0.036647,-0.035067,6.916667,0.011373,0.076248,0.105604
1214,132.175598,1000.0,0.921093,0.887297,0.0,0.0,0.119381,68723.0,0.116127,0.450911,0.198727,0.45725,-0.03617,0.793616,6.002609,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001826,-0.004383,0.0,-0.000168,-0.016844,-0.033304,-0.06163,0.799656,-0.04579,-0.088712,-0.017647,-0.038107,1.850713,0.692942,-0.04776,-0.062221,-0.048425,6.791667,0.01139,0.076087,0.102573
1215,131.819778,1000.0,0.921189,0.889669,0.0,0.0,0.119567,69241.0,0.113467,0.445037,0.193841,0.43454,-0.0349,0.780984,5.995298,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001847,-0.003865,0.0,-0.000163,-0.016557,-0.031209,-0.060193,0.807619,-0.045353,-0.087615,-0.017956,-0.036611,1.859319,0.69641,-0.0462,-0.048762,-0.037799,6.0,0.01145,0.07361,0.101619
1216,134.306702,1000.0,0.931109,0.89178,0.0,0.0,0.11963,33485.0,0.11657,0.457416,0.205703,0.484866,-0.040003,0.83428,5.974859,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001902,-0.00488,0.0,-0.000176,-0.016804,-0.034722,-0.06382,0.807962,-0.045925,-0.086413,-0.019313,-0.03951,1.847023,0.691467,-0.049352,-0.025665,-0.026653,4.791667,0.010933,0.072133,0.096367
1217,131.95755,1000.0,0.9197,0.892499,0.0,0.0,0.11958,68246.0,0.114348,0.437737,0.191458,0.426381,-0.034344,0.750241,5.980022,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001814,-0.003523,0.0,-0.00016,-0.016714,-0.031863,-0.060605,0.800265,-0.044844,-0.088111,-0.017074,-0.035761,1.856879,0.699809,-0.046441,-0.044055,-0.03948,4.75,0.011608,0.081306,0.119147
1218,131.493927,1000.0,0.919238,0.894272,0.0,0.0,0.119434,68104.0,0.119193,0.443028,0.202432,0.459979,-0.037222,0.794956,5.993104,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001807,-0.003978,0.0,-0.000174,-0.016844,-0.033155,-0.062565,0.80091,-0.045808,-0.095444,-0.018007,-0.04053,1.844015,0.694547,-0.048061,-0.055084,-0.047444,4.625,0.012224,0.069399,0.107885
1219,131.555893,1000.0,0.91903,0.893053,0.0,0.0,0.119422,68816.0,0.114505,0.446047,0.190285,0.433101,-0.035122,0.792083,5.987358,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001833,-0.003703,0.0,-0.000166,-0.01648,-0.030772,-0.060953,0.815358,-0.045087,-0.088318,-0.017259,-0.038449,1.851436,0.6958,-0.04568,-0.063736,-0.043514,4.416667,0.012988,0.061552,0.111044
1220,134.276031,1000.0,0.929117,0.895283,0.0,0.0,0.119419,56775.0,0.114782,0.444847,0.200655,0.471799,-0.03769,0.818826,6.019449,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001876,-0.005092,0.0,-0.000175,-0.01681,-0.033815,-0.062174,0.805287,-0.044886,-0.089113,-0.018138,-0.03909,1.850039,0.697005,-0.048828,-0.028152,-0.031513,4.166667,0.010283,0.07546,0.08952
1221,132.535995,1000.0,0.933743,0.903345,0.0,0.0,0.119574,65624.0,0.112183,0.433456,0.185418,0.420574,-0.034344,0.753756,6.010518,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001848,-0.004195,0.0,-0.000157,-0.016393,-0.030708,-0.059371,0.806015,-0.04336,-0.082422,-0.017001,-0.035214,1.855356,0.705371,-0.045547,-0.029859,-0.025349,4.166667,0.011954,0.068015,0.088148
1222,131.180145,1000.0,0.928379,0.887025,0.0,0.0,0.11926,30545.0,0.11311,0.443033,0.184822,0.420765,-0.034657,0.72791,6.045862,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001801,-0.003746,0.0,-0.000159,-0.016777,-0.03152,-0.060588,0.798281,-0.045318,-0.090091,-0.017612,-0.037456,1.863127,0.696963,-0.046482,-0.048693,-0.035045,3.826087,0.011408,0.080178,0.096862
1223,133.978455,1000.0,0.923278,0.891367,0.0,0.0,0.119288,59392.0,0.117151,0.452492,0.206898,0.483902,-0.038563,0.849949,6.022203,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.00187,-0.004815,0.0,-0.000179,-0.016977,-0.033624,-0.06253,0.809289,-0.046593,-0.086838,-0.018318,-0.039648,1.845294,0.689484,-0.04935,-0.035645,-0.037133,3.956522,0.009896,0.07055,0.089881
1224,132.213013,1000.0,0.931193,0.883892,0.0,0.0,0.119321,59942.0,0.11545,0.443551,0.189138,0.436589,-0.035543,0.78957,6.045805,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001872,-0.003474,0.0,-0.000169,-0.016627,-0.031746,-0.06042,0.819118,-0.046194,-0.086688,-0.018593,-0.03663,1.849037,0.694127,-0.046767,-0.055641,-0.039351,4.083333,0.010379,0.072324,0.110775
1225,132.353012,1000.0,0.935184,0.889222,0.0,0.0,0.119739,57069.0,0.114369,0.444597,0.201137,0.450052,-0.035793,0.792216,6.027231,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001837,-0.003859,0.0,-0.000168,-0.016775,-0.031874,-0.05997,0.814201,-0.045617,-0.087491,-0.017426,-0.037688,1.850735,0.695887,-0.047147,-0.049164,-0.040834,3.73913,0.010645,0.071956,0.109128
1226,132.30661,1000.0,0.933508,0.885731,0.0,0.0,0.119787,60678.0,0.114692,0.44076,0.200558,0.455435,-0.036658,0.799693,6.015234,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001871,-0.003516,0.0,-0.000168,-0.016715,-0.032633,-0.060435,0.810992,-0.045105,-0.08657,-0.017929,-0.038131,1.848069,0.698497,-0.047446,-0.080536,-0.074909,3.875,0.010871,0.073172,0.108808
1227,131.543686,1000.0,0.9297,0.878207,0.0,0.0,0.119808,31079.0,0.111324,0.442365,0.174534,0.430196,-0.034111,0.744928,6.037652,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001903,-0.003759,0.0,-0.000161,-0.016673,-0.032678,-0.062666,0.791749,-0.044622,-0.084875,-0.018282,-0.03495,1.860644,0.698764,-0.047185,-0.028379,-0.030126,3.291667,0.009949,0.073646,0.107379
1228,133.444122,1000.0,0.926862,0.88108,0.0,0.0,0.119671,61200.0,0.120858,0.446306,0.211569,0.484248,-0.038418,0.824899,6.054668,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001768,-0.004182,0.0,-0.000179,-0.017469,-0.035535,-0.06425,0.80727,-0.048089,-0.097474,-0.01849,-0.040871,1.839606,0.686639,-0.049985,-0.053887,-0.039473,3.636364,0.010639,0.070529,0.115423
1229,132.552444,1000.0,0.928007,0.893846,0.0,0.0,0.119676,55263.0,0.118449,0.460437,0.201562,0.465014,-0.037479,0.834945,6.040954,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.00185,-0.004844,0.0,-0.00018,-0.016895,-0.034398,-0.06296,0.814712,-0.046993,-0.091593,-0.01875,-0.04078,1.843108,0.686956,-0.048386,-0.08507,-0.057502,3.708333,0.009785,0.064731,0.089045
1230,132.99852,1000.0,0.929727,0.888166,0.0,0.0,0.119941,53034.0,0.111545,0.440431,0.180709,0.423545,-0.033689,0.758517,6.050033,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001913,-0.00302,0.0,-0.000162,-0.016075,-0.029927,-0.058806,0.802064,-0.043537,-0.080721,-0.01772,-0.035689,1.86118,0.701861,-0.045025,-0.034868,-0.033371,3.652174,0.011224,0.070659,0.095891
1231,131.908737,1000.0,0.921927,0.878555,0.0,0.0,0.12023,58995.0,0.114763,0.440741,0.185214,0.424958,-0.03451,0.759499,6.007131,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001814,-0.003936,0.0,-0.000163,-0.016447,-0.030279,-0.060205,0.802373,-0.044346,-0.087136,-0.016655,-0.037059,1.848989,0.69967,-0.045262,-0.03977,-0.031689,3.565217,0.009955,0.071007,0.104322
1232,132.276901,1000.0,0.928085,0.882576,0.0,0.0,0.119998,28895.0,0.114094,0.448992,0.195238,0.436619,-0.035436,0.789547,6.024859,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001827,-0.003905,0.0,-0.000167,-0.01644,-0.031287,-0.05892,0.811452,-0.044573,-0.085405,-0.017521,-0.037528,1.851185,0.696059,-0.046455,-0.028993,-0.029433,3.958333,0.011215,0.075376,0.100008
1233,132.75058,1000.0,0.9278,0.893099,0.0,0.0,0.119856,59911.0,0.114872,0.44661,0.197823,0.454171,-0.036272,0.817234,6.0181,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.0019,-0.003766,0.0,-0.000174,-0.016811,-0.032793,-0.062285,0.809286,-0.04592,-0.087244,-0.018586,-0.038416,1.851517,0.693413,-0.047812,-0.06401,-0.035563,4.083333,0.011795,0.071767,0.09618
1234,132.502426,1000.0,0.922554,0.884023,0.0,0.0,0.120203,67917.0,0.112482,0.446809,0.187272,0.416956,-0.034541,0.760129,6.026459,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001839,-0.003401,0.0,-0.000162,-0.016445,-0.029764,-0.059596,0.810063,-0.045066,-0.083437,-0.017367,-0.036529,1.854369,0.696174,-0.045317,-0.036875,-0.031292,3.619048,0.00996,0.055888,0.098288
1235,132.30246,1000.0,0.928555,0.883566,0.0,0.0,0.120091,60251.0,0.115862,0.439591,0.19348,0.44886,-0.03668,0.783943,6.012542,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.00185,-0.005112,0.0,-0.000169,-0.016973,-0.033691,-0.062679,0.803116,-0.045767,-0.088822,-0.018042,-0.038299,1.851027,0.695346,-0.048236,-0.045814,-0.046407,4.181818,0.010655,0.065493,0.104708
1236,131.056229,1000.0,0.923131,0.886839,0.0,0.0,0.119957,68981.0,0.112835,0.443268,0.181613,0.42184,-0.033925,0.748106,5.983079,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.00187,-0.00379,0.0,-0.000159,-0.016483,-0.031189,-0.060541,0.798466,-0.044901,-0.083996,-0.017772,-0.035213,1.853944,0.699091,-0.046021,-0.036795,-0.032058,4.652174,0.011043,0.080852,0.109137
1237,132.277252,1000.0,0.926036,0.887618,0.0,0.0,0.120024,68043.0,0.117097,0.448591,0.201722,0.450917,-0.036512,0.794945,5.999899,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001791,-0.004052,0.0,-0.00017,-0.016837,-0.03252,-0.060915,0.812085,-0.046401,-0.091255,-0.017226,-0.037005,1.84726,0.691342,-0.047727,-0.055274,-0.04428,3.458333,0.012018,0.070485,0.101879
1238,131.551788,1000.0,0.922427,0.884453,0.0,0.0,0.120032,31136.0,0.117372,0.456531,0.196182,0.443361,-0.036168,0.77182,5.946213,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001829,-0.00381,0.0,-0.000173,-0.01702,-0.03325,-0.062541,0.806827,-0.047727,-0.092445,-0.018356,-0.03914,1.851757,0.684672,-0.048082,-0.03903,-0.041082,4.625,0.011891,0.076313,0.106858
1239,132.573288,1000.0,0.922218,0.8822,0.0,0.0,0.120035,59163.0,0.113248,0.435989,0.194733,0.433902,-0.035327,0.766943,5.95947,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.00174,-0.003643,0.0,-0.000163,-0.016751,-0.030952,-0.059812,0.803111,-0.045775,-0.090965,-0.016227,-0.038731,1.860498,0.697139,-0.046128,-0.032346,-0.036063,3.75,0.011151,0.062173,0.106103
1240,133.148743,1000.0,0.928338,0.888285,0.0,0.0,0.120068,61885.0,0.113271,0.437275,0.194176,0.433196,-0.03519,0.771525,5.994308,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001877,-0.003549,0.0,-0.000163,-0.016404,-0.031441,-0.059507,0.8102,-0.044494,-0.083724,-0.017217,-0.035763,1.854003,0.700742,-0.046224,-0.030624,-0.035166,4.333333,0.010875,0.065507,0.099534
