iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
204,103.087524,1000.0,0.933671,0.925044,0.0,0.0,0.353148,53425.0,0.213514,1.249947,0.140728,0.393946,-0.064651,0.717151,7.293182,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002985,-0.004225,0.0,-0.000401,-0.123394,-0.087624,-0.053171,0.778483,-0.088152,-0.086107,-0.099897,-0.08386,1.637653,0.17279,-0.116635,-0.085144,-0.127195,4.478261,0.010676,0.067857,0.072709
205,101.923416,993.289978,0.919637,0.913256,0.041667,0.0,0.351531,61829.0,0.214762,1.247212,0.134829,0.410565,-0.065878,0.749075,7.292183,-0.3,-0.003,-0.025,-0.05,-0.5,0.497207,-0.003038,-0.004976,-0.000333,-0.00042,-0.121601,-0.089368,-0.054171,0.78593,-0.0877,-0.085657,-0.100568,-0.086996,1.608865,0.171641,-0.116121,-0.101448,-0.154577,4.291667,0.01276,0.073292,0.087025
206,103.229874,988.950012,0.922526,0.916526,0.045455,0.0,0.349265,66753.0,0.217163,1.275481,0.145214,0.398686,-0.064727,0.719522,7.294046,-0.3,-0.003,-0.025,-0.05,-0.5,0.496711,-0.002901,-0.004233,-0.000606,-0.000395,-0.120941,-0.086816,-0.05322,0.779517,-0.087517,-0.08851,-0.097884,-0.082845,1.60237,0.169564,-0.114923,-0.072187,-0.076633,3.772727,0.009685,0.074514,0.069958
207,104.506058,1000.0,0.927401,0.919755,0.0,0.0,0.348596,63561.0,0.209411,1.262557,0.136201,0.391193,-0.061462,0.733207,7.317019,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002988,-0.004579,0.0,-0.000411,-0.120138,-0.083512,-0.053317,0.795731,-0.084666,-0.084037,-0.098778,-0.086652,1.649221,0.176248,-0.113469,-0.086671,-0.111973,4.083333,0.011774,0.070794,0.072886
208,103.762993,998.440002,0.931068,0.915627,0.0,0.041667,0.347858,64417.0,0.210077,1.258783,0.135489,0.371095,-0.059461,0.683413,7.291183,-0.3,-0.003,-0.025,-0.05,-0.5,0.499189,-0.002903,-0.003925,-0.000417,-0.000371,-0.119666,-0.084025,-0.051782,0.766855,-0.086196,-0.085775,-0.094467,-0.076891,1.633611,0.17453,-0.112811,-0.081469,-0.108434,4.291667,0.011479,0.068637,0.084785
209,104.4972,1000.0,0.924204,0.917201,0.0,0.0,0.346921,63613.0,0.210092,1.238214,0.13344,0.395334,-0.063164,0.727882,7.286851,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002994,-0.004019,0.0,-0.000403,-0.119448,-0.086545,-0.053227,0.775511,-0.085353,-0.08542,-0.098716,-0.083688,1.641744,0.177557,-0.113667,-0.050901,-0.102454,6.0,0.012088,0.067251,0.076974
210,104.956169,1000.0,0.925865,0.920705,0.0,0.0,0.346281,49716.0,0.210843,1.229469,0.13745,0.388904,-0.061809,0.71553,7.315886,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002929,-0.003538,0.0,-0.000393,-0.118707,-0.085625,-0.053709,0.775979,-0.085347,-0.086551,-0.095306,-0.082033,1.641644,0.179497,-0.112727,-0.055621,-0.113485,6.958333,0.011423,0.065799,0.081305
211,102.86779,1000.0,0.92874,0.921796,0.0,0.0,0.345129,66469.0,0.209958,1.235541,0.134012,0.381408,-0.061034,0.694951,7.282274,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002964,-0.003588,0.0,-0.000387,-0.117725,-0.085971,-0.053371,0.772888,-0.084267,-0.084863,-0.096038,-0.080011,1.647802,0.179561,-0.112026,-0.074532,-0.114251,7.958333,0.011595,0.065916,0.072946
212,103.321442,992.75,0.923221,0.919789,0.083333,0.0,0.34388,65904.0,0.209922,1.203513,0.143063,0.401126,-0.063138,0.734941,7.310224,-0.3,-0.003,-0.025,-0.05,-0.5,0.497607,-0.002932,-0.004219,-0.000444,-0.000405,-0.115869,-0.083985,-0.052723,0.793898,-0.082928,-0.084879,-0.094632,-0.084627,1.623183,0.183126,-0.110548,-0.096707,-0.138172,6.75,0.010541,0.07197,0.07975
213,102.847954,988.97998,0.920428,0.91874,0.083333,0.0,0.342183,65344.0,0.208187,1.207091,0.136906,0.387109,-0.061306,0.716045,7.302257,-0.3,-0.003,-0.025,-0.05,-0.5,0.49661,-0.002932,-0.004032,-0.000463,-0.000393,-0.115079,-0.08316,-0.052407,0.780123,-0.082659,-0.082963,-0.093991,-0.081226,1.631327,0.182146,-0.109412,-0.080138,-0.112051,6.916667,0.012955,0.072435,0.085209
214,107.539055,1000.0,0.926939,0.925737,0.0,0.0,0.3397,67916.0,0.208654,1.212435,0.151468,0.401808,-0.063907,0.753669,7.330897,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002882,-0.003891,0.0,-0.000403,-0.115267,-0.082353,-0.051801,0.805794,-0.083252,-0.083832,-0.092786,-0.083578,1.645652,0.183586,-0.109646,-0.067595,-0.109291,6.708333,0.011011,0.061165,0.068237
215,105.355873,1000.0,0.924308,0.918281,0.0,0.0,0.338217,67858.0,0.209812,1.22922,0.140361,0.389599,-0.061562,0.72786,7.309501,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002898,-0.00452,0.0,-0.000394,-0.114824,-0.082958,-0.053387,0.784788,-0.082323,-0.084812,-0.093462,-0.082027,1.649248,0.183654,-0.109675,-0.088262,-0.12938,6.0,0.01113,0.064674,0.080538
216,106.456207,1000.0,0.927995,0.918647,0.0,0.0,0.337476,56315.0,0.206608,1.210731,0.140211,0.392634,-0.062364,0.735127,7.319786,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002887,-0.003691,0.0,-0.000404,-0.114541,-0.082965,-0.053267,0.794387,-0.082424,-0.083779,-0.093364,-0.082855,1.655033,0.185596,-0.109259,-0.062791,-0.097103,4.916667,0.010606,0.070955,0.083304
217,105.633575,1000.0,0.926148,0.924504,0.0,0.0,0.336596,64855.0,0.207636,1.210989,0.137428,0.373281,-0.059216,0.691537,7.328521,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002855,-0.003304,0.0,-0.000379,-0.113449,-0.080867,-0.051967,0.770883,-0.080142,-0.084392,-0.08846,-0.078808,1.657389,0.188699,-0.107834,-0.03873,-0.08507,4.708333,0.011426,0.057724,0.072556
218,104.832207,1000.0,0.928178,0.921926,0.0,0.0,0.335736,65005.0,0.205811,1.197631,0.138658,0.387531,-0.059816,0.71002,7.333082,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002892,-0.003667,0.0,-0.000384,-0.113132,-0.082664,-0.052356,0.77432,-0.081224,-0.083727,-0.088518,-0.078655,1.657546,0.188462,-0.108174,-0.079434,-0.12854,4.666667,0.011302,0.05906,0.07194
219,106.384209,1000.0,0.928107,0.919709,0.0,0.0,0.334428,67169.0,0.206813,1.203089,0.141619,0.383671,-0.060852,0.709118,7.342065,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002851,-0.004482,0.0,-0.000379,-0.111495,-0.080953,-0.05134,0.777409,-0.078811,-0.083637,-0.087728,-0.078568,1.644845,0.191678,-0.10676,-0.053614,-0.074688,4.458333,0.010607,0.080681,0.075943
220,105.283791,1000.0,0.920135,0.919477,0.0,0.0,0.332859,68122.0,0.206061,1.217318,0.131801,0.39079,-0.059468,0.714002,7.322971,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002965,-0.00408,0.0,-0.000395,-0.111645,-0.083255,-0.052791,0.773401,-0.080711,-0.083364,-0.093179,-0.082716,1.659079,0.188185,-0.106932,-0.081431,-0.115689,4.208333,0.012774,0.065915,0.087519
221,105.523392,1000.0,0.925925,0.915447,0.0,0.0,0.332404,68201.0,0.203016,1.212227,0.133879,0.384546,-0.058358,0.703895,7.332397,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002916,-0.004078,0.0,-0.000388,-0.110966,-0.080702,-0.052068,0.778891,-0.080574,-0.079867,-0.091919,-0.081238,1.662505,0.187984,-0.105926,-0.068254,-0.092324,4.25,0.010599,0.064962,0.089308
222,104.713203,995.23999,0.923501,0.916304,0.043478,0.0,0.331086,57872.0,0.204973,1.221011,0.140773,0.391556,-0.059933,0.716718,7.335315,-0.3,-0.003,-0.025,-0.05,-0.5,0.497933,-0.00283,-0.004136,-0.000348,-0.000382,-0.10971,-0.079613,-0.051077,0.773436,-0.079423,-0.082489,-0.088566,-0.079245,1.642252,0.188395,-0.105103,-0.084016,-0.127469,3.782609,0.012254,0.081625,0.081878
223,105.428802,1000.0,0.924613,0.91961,0.0,0.0,0.329789,68801.0,0.205498,1.182613,0.146348,0.390922,-0.061477,0.730679,7.315833,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.00283,-0.00432,0.0,-0.000388,-0.110167,-0.080618,-0.050993,0.793892,-0.080187,-0.083887,-0.090691,-0.080539,1.655475,0.189991,-0.105005,-0.09866,-0.114716,4.086957,0.011863,0.066571,0.066762
224,105.981209,994.150024,0.921119,0.917153,0.041667,0.0,0.329151,65373.0,0.205099,1.214131,0.143954,0.411566,-0.064115,0.756123,7.296539,-0.3,-0.003,-0.025,-0.05,-0.5,0.495937,-0.002907,-0.005051,-0.000556,-0.000413,-0.108006,-0.082427,-0.05188,0.792604,-0.079293,-0.083346,-0.091675,-0.08578,1.629906,0.187297,-0.104375,-0.070299,-0.109647,4.0,0.011972,0.063376,0.089059
225,104.99115,994.150024,0.92704,0.92075,0.0,0.0,0.328125,62918.0,0.201913,1.198102,0.137721,0.363145,-0.056225,0.680205,7.300638,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002804,-0.003552,0.0,-0.000358,-0.108045,-0.078494,-0.050969,0.761898,-0.077242,-0.08273,-0.085577,-0.074699,1.673961,0.196823,-0.102715,-0.084151,-0.097288,3.583333,0.010648,0.072923,0.071528
226,107.772011,1000.0,0.928399,0.923046,0.0,0.0,0.327181,64528.0,0.20458,1.202955,0.147595,0.403892,-0.060875,0.733319,7.324117,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.00288,-0.004381,0.0,-0.000379,-0.10743,-0.079511,-0.050527,0.791393,-0.078214,-0.081032,-0.088201,-0.080792,1.650543,0.193304,-0.103532,-0.047193,-0.082845,3.916667,0.011979,0.065791,0.077993
227,107.768059,1000.0,0.924537,0.926001,0.0,0.0,0.326346,64272.0,0.204826,1.170098,0.147618,0.3954,-0.060299,0.724583,7.320545,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002828,-0.003826,0.0,-0.000367,-0.106855,-0.080956,-0.050972,0.772941,-0.078,-0.081905,-0.086811,-0.075762,1.652933,0.196153,-0.103045,-0.071195,-0.11,3.208333,0.012044,0.062065,0.067728
228,106.372963,998.48999,0.934403,0.916337,0.045455,0.0,0.32479,55840.0,0.197011,1.138255,0.138881,0.365774,-0.055875,0.685319,7.304309,-0.3,-0.003,-0.025,-0.05,-0.5,0.498855,-0.002852,-0.003415,-0.000606,-0.000366,-0.104924,-0.07557,-0.04771,0.76724,-0.075054,-0.077305,-0.084486,-0.077366,1.679179,0.205927,-0.099569,-0.055782,-0.13082,3.590909,0.00995,0.07202,0.088499
229,107.36718,998.48999,0.935049,0.92587,0.0,0.0,0.324008,62348.0,0.199177,1.169791,0.1425,0.37997,-0.057589,0.711648,7.330585,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002803,-0.00379,0.0,-0.000374,-0.104916,-0.074221,-0.049291,0.782777,-0.07487,-0.080426,-0.083532,-0.077984,1.679919,0.202082,-0.100572,-0.063577,-0.096006,3.666667,0.010046,0.067283,0.067848
230,107.020515,1000.0,0.930112,0.916997,0.0,0.0,0.32355,63569.0,0.197902,1.185633,0.133369,0.392258,-0.058417,0.723108,7.311441,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002915,-0.00427,0.0,-0.000385,-0.104139,-0.078925,-0.050909,0.770946,-0.075464,-0.076282,-0.087445,-0.079454,1.677233,0.199987,-0.101007,-0.06082,-0.101576,3.652174,0.011769,0.07171,0.088969
231,107.99884,1000.0,0.925539,0.924589,0.0,0.0,0.321989,65611.0,0.196388,1.204612,0.140279,0.400812,-0.059208,0.734144,7.286804,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002906,-0.003481,0.0,-0.000385,-0.103251,-0.077094,-0.050301,0.778208,-0.074137,-0.075204,-0.087433,-0.081092,1.680813,0.200118,-0.099899,-0.048802,-0.078377,3.565217,0.009785,0.07571,0.07992
232,107.593788,1000.0,0.928075,0.919563,0.0,0.0,0.321061,66086.0,0.20008,1.150473,0.150913,0.398767,-0.059695,0.731401,7.277731,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002771,-0.005191,0.0,-0.00037,-0.102844,-0.076676,-0.049276,0.77992,-0.076096,-0.081532,-0.084323,-0.076786,1.67169,0.204635,-0.098898,-0.079894,-0.117268,4.043478,0.011063,0.063148,0.080244
233,107.934151,1000.0,0.927862,0.926448,0.0,0.0,0.320146,64257.0,0.191718,1.129554,0.134204,0.384797,-0.056741,0.73005,7.313568,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002905,-0.004065,0.0,-0.000381,-0.101764,-0.076373,-0.050172,0.7771,-0.072851,-0.073775,-0.084237,-0.078887,1.698139,0.212466,-0.098273,-0.080293,-0.164633,3.916667,0.012184,0.060344,0.062543
234,107.804382,1000.0,0.932324,0.926328,0.0,0.0,0.31881,61616.0,0.197259,1.180242,0.148862,0.368763,-0.057337,0.695247,7.277218,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002706,-0.003235,0.0,-0.00036,-0.101623,-0.074308,-0.048803,0.77454,-0.07398,-0.080566,-0.080003,-0.075025,1.680641,0.20462,-0.09708,-0.066937,-0.100227,3.619048,0.011076,0.055351,0.064629
235,108.469505,1000.0,0.927707,0.923765,0.0,0.0,0.317721,58309.0,0.196767,1.168338,0.142806,0.393787,-0.057818,0.727332,7.300186,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002816,-0.003715,0.0,-0.000372,-0.101266,-0.076704,-0.05003,0.781995,-0.074445,-0.078323,-0.082433,-0.075947,1.676771,0.204724,-0.098186,-0.066932,-0.088965,4.0,0.009066,0.068722,0.082905
236,108.633545,986.830017,0.925301,0.920139,0.043478,0.043478,0.316521,69672.0,0.193377,1.148104,0.140821,0.396099,-0.058025,0.728278,7.27856,-0.3,-0.003,-0.025,-0.05,-0.5,0.495887,-0.002835,-0.004442,-0.000522,-0.000389,-0.099458,-0.076192,-0.050242,0.789781,-0.073019,-0.076264,-0.086221,-0.081114,1.674168,0.20533,-0.096426,-0.036606,-0.089669,4.521739,0.011877,0.064175,0.075376
237,108.838837,1000.0,0.93022,0.918682,0.0,0.0,0.31559,67952.0,0.197469,1.162223,0.152049,0.402619,-0.060013,0.741307,7.294461,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002776,-0.003967,0.0,-0.00037,-0.100704,-0.076236,-0.047947,0.790312,-0.073944,-0.080864,-0.08352,-0.077122,1.678041,0.205905,-0.097156,-0.062031,-0.122436,3.416667,0.010601,0.058863,0.070425
238,108.071289,1000.0,0.930918,0.926349,0.0,0.0,0.314614,66851.0,0.194774,1.153968,0.152011,0.404853,-0.05885,0.749365,7.28334,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002782,-0.004657,0.0,-0.000383,-0.099156,-0.075116,-0.048591,0.796638,-0.073134,-0.078204,-0.083021,-0.07928,1.684054,0.208371,-0.095826,-0.102468,-0.126047,4.666667,0.01203,0.06411,0.073471
239,108.34169,1000.0,0.930591,0.923938,0.0,0.0,0.313401,56629.0,0.194481,1.145482,0.142511,0.380795,-0.055359,0.705492,7.321537,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002781,-0.004581,0.0,-0.000359,-0.098635,-0.073349,-0.049258,0.766811,-0.073063,-0.078827,-0.081829,-0.075021,1.693075,0.210227,-0.095183,-0.056565,-0.119882,3.791667,0.011882,0.068226,0.077415
240,108.260017,1000.0,0.934362,0.925301,0.0,0.0,0.312034,66891.0,0.196528,1.157203,0.144762,0.397002,-0.058989,0.736094,7.290751,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002815,-0.00434,0.0,-0.000379,-0.098401,-0.076417,-0.049552,0.789402,-0.072432,-0.078681,-0.082786,-0.077885,1.681176,0.210336,-0.095764,-0.057522,-0.113798,4.375,0.01021,0.057834,0.080839
241,108.914803,1000.0,0.926944,0.927881,0.0,0.0,0.310989,66494.0,0.195705,1.128946,0.155323,0.406746,-0.059542,0.742447,7.320777,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002757,-0.003916,0.0,-0.000369,-0.098013,-0.076219,-0.049325,0.783777,-0.073619,-0.079091,-0.079451,-0.075484,1.682185,0.211943,-0.095461,-0.063284,-0.105405,4.833333,0.011005,0.057831,0.060035
242,108.186874,997.690002,0.919488,0.92575,0.041667,0.0,0.310241,67683.0,0.196357,1.130206,0.150541,0.41611,-0.060106,0.760388,7.266341,-0.3,-0.003,-0.025,-0.05,-0.5,0.498396,-0.002776,-0.004808,-0.000556,-0.000384,-0.09653,-0.076171,-0.050457,0.787123,-0.071911,-0.077555,-0.081506,-0.079064,1.67339,0.212709,-0.095056,-0.11111,-0.137116,5.0,0.010597,0.071892,0.087052
243,106.031509,1000.0,0.926887,0.925403,0.0,0.0,0.308637,68405.0,0.195127,1.117677,0.148068,0.388486,-0.056457,0.721065,7.239107,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002711,-0.004007,0.0,-0.000359,-0.096922,-0.074864,-0.049973,0.776892,-0.072123,-0.078564,-0.079139,-0.07366,1.685586,0.215787,-0.093991,-0.109647,-0.106221,4.583333,0.012786,0.059421,0.076422
244,105.864029,995.47998,0.922927,0.915271,0.043478,0.0,0.308212,67941.0,0.198129,1.124143,0.14819,0.393897,-0.056962,0.727747,7.282846,-0.3,-0.003,-0.025,-0.05,-0.5,0.498365,-0.002735,-0.00508,-0.00029,-0.000365,-0.096138,-0.075427,-0.049318,0.774904,-0.072306,-0.078291,-0.079728,-0.075315,1.664538,0.213072,-0.093436,-0.07736,-0.113469,3.956522,0.010538,0.059077,0.086041
245,108.950302,1000.0,0.926637,0.923648,0.0,0.0,0.307331,64592.0,0.195107,1.09716,0.155592,0.409485,-0.059002,0.73646,7.272499,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002732,-0.004618,0.0,-0.000362,-0.095975,-0.075068,-0.048339,0.775554,-0.071293,-0.07703,-0.078929,-0.074351,1.672125,0.220365,-0.094128,-0.059795,-0.113571,4.041667,0.011536,0.068445,0.070763
246,110.77816,1000.0,0.930052,0.929966,0.0,0.0,0.306665,54791.0,0.192074,1.116788,0.147685,0.394037,-0.05605,0.742711,7.269444,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002708,-0.004286,0.0,-0.000367,-0.094413,-0.072186,-0.048558,0.795092,-0.06971,-0.077146,-0.079525,-0.075613,1.695881,0.22028,-0.091713,-0.055106,-0.088025,4.521739,0.011172,0.063109,0.071735
247,109.82518,1000.0,0.931934,0.921952,0.0,0.0,0.305275,67365.0,0.192009,1.106462,0.148946,0.400813,-0.056194,0.731001,7.286432,-0.3,-0.003,-0.025,-0.05,-0.5,0.500007,-0.002751,-0.005177,0.0,-0.000363,-0.093392,-0.072221,-0.048054,0.777407,-0.069061,-0.076146,-0.07749,-0.075863,1.696661,0.22388,-0.09151,-0.07755,-0.108928,4.130435,0.009703,0.062684,0.085826
248,109.473686,997.070007,0.928319,0.9256,0.043478,0.0,0.305171,69239.0,0.188783,1.094384,0.137615,0.365282,-0.052014,0.682589,7.252924,-0.3,-0.003,-0.025,-0.05,-0.5,0.498728,-0.002711,-0.003623,-0.000348,-0.000338,-0.092987,-0.071798,-0.047869,0.755194,-0.067958,-0.076393,-0.074695,-0.06969,1.703362,0.225882,-0.090506,-0.039014,-0.08087,3.73913,0.011939,0.063639,0.073077
249,110.764618,1000.0,0.925296,0.927035,0.0,0.0,0.304411,66415.0,0.192581,1.129764,0.156825,0.405231,-0.056396,0.729636,7.294155,-0.3125,-0.003125,-0.026042,-0.052917,-0.529167,0.500007,-0.002722,-0.004216,0.0,-0.000359,-0.093081,-0.072003,-0.046658,0.77384,-0.069959,-0.076261,-0.076595,-0.074664,1.691013,0.217333,-0.090906,-0.03312,-0.061337,4.0,0.012118,0.067213,0.086287
250,109.598549,990.619995,0.917758,0.918678,0.041667,0.0,0.303594,62718.0,0.194847,1.099514,0.159238,0.393233,-0.056323,0.726384,7.27429,-0.6,-0.006,-0.05,-0.12,-1.2,0.497561,-0.002609,-0.004551,-0.000208,-0.000348,-0.092615,-0.072499,-0.04843,0.778659,-0.07049,-0.082212,-0.074445,-0.070964,1.678523,0.221501,-0.091244,-0.0603,-0.094864,4.958333,0.013315,0.064765,0.084741
251,108.941658,991.140015,0.920784,0.9202,0.041667,0.0,0.302432,61217.0,0.191123,1.089529,0.151851,0.385422,-0.055119,0.715609,7.27276,-0.6,-0.006,-0.05,-0.12,-1.2,0.495387,-0.002659,-0.004827,-0.000417,-0.000347,-0.091392,-0.070448,-0.048307,0.769883,-0.071448,-0.079338,-0.074921,-0.072294,1.670525,0.223426,-0.091735,-0.053506,-0.085832,6.541667,0.010393,0.062889,0.075456
252,110.472359,1000.0,0.927909,0.926224,0.0,0.0,0.301375,51404.0,0.191947,1.083105,0.156204,0.396995,-0.055639,0.734378,7.263477,-0.6,-0.006,-0.05,-0.12,-1.2,0.500007,-0.002685,-0.004184,0.0,-0.000357,-0.09136,-0.071038,-0.049958,0.787628,-0.072838,-0.080288,-0.074573,-0.0734,1.688679,0.227347,-0.094042,-0.06953,-0.087948,7.25,0.010845,0.062316,0.07909
253,110.868576,1000.0,0.927859,0.924202,0.0,0.0,0.30035,63368.0,0.189341,1.104464,0.154875,0.394824,-0.056841,0.727493,7.277493,-0.6,-0.006,-0.05,-0.12,-1.2,0.500007,-0.002698,-0.005164,0.0,-0.000354,-0.09071,-0.07069,-0.050027,0.783296,-0.074494,-0.081311,-0.076122,-0.073701,1.696613,0.226858,-0.095293,-0.054205,-0.08293,7.333333,0.011665,0.071746,0.078263
254,108.646713,1000.0,0.929378,0.932068,0.0,0.0,0.299479,64117.0,0.188838,1.087287,0.145818,0.381776,-0.052674,0.718223,7.27392,-0.6,-0.006,-0.05,-0.12,-1.2,0.500007,-0.002697,-0.003718,0.0,-0.000343,-0.090366,-0.0707,-0.052461,0.771939,-0.075531,-0.082161,-0.074005,-0.07075,1.699549,0.23134,-0.096876,-0.073248,-0.105685,6.666667,0.012212,0.062062,0.080998
255,110.704826,1000.0,0.935707,0.932221,0.0,0.0,0.298413,60204.0,0.186085,1.097576,0.149107,0.393971,-0.055113,0.730458,7.244428,-0.6,-0.006,-0.05,-0.12,-1.2,0.500007,-0.002717,-0.004301,0.0,-0.000351,-0.089723,-0.07056,-0.053146,0.780081,-0.077598,-0.082489,-0.074528,-0.072357,1.70858,0.229566,-0.098694,-0.065909,-0.093212,7.25,0.011209,0.064204,0.073341
256,109.615211,1000.0,0.92649,0.923519,0.083333,0.0,0.297059,61447.0,0.188336,1.082748,0.153399,0.402941,-0.05646,0.736681,7.256734,-0.6,-0.006,-0.05,-0.12,-1.2,0.497184,-0.002708,-0.004311,-0.000446,-0.000351,-0.08936,-0.071901,-0.05463,0.774507,-0.080846,-0.085687,-0.074486,-0.072559,1.684564,0.227067,-0.100676,-0.080466,-0.096508,6.5,0.010491,0.065047,0.077802
257,110.940247,1000.0,0.929197,0.931119,0.0,0.0,0.296632,52756.0,0.189686,1.069833,0.157046,0.400471,-0.055489,0.74007,7.278709,-0.6,-0.006,-0.05,-0.12,-1.2,0.500007,-0.002715,-0.005698,0.0,-0.000353,-0.088315,-0.07106,-0.055703,0.782234,-0.080718,-0.087158,-0.073917,-0.07312,1.692166,0.235893,-0.101364,-0.094039,-0.1126,6.041667,0.011348,0.062856,0.07207
258,110.218452,1000.0,0.929566,0.926717,0.0,0.0,0.295956,62919.0,0.192437,1.08011,0.167845,0.407867,-0.057299,0.751882,7.247188,-0.6,-0.006,-0.05,-0.12,-1.2,0.500007,-0.002607,-0.005158,0.0,-0.000356,-0.088445,-0.070385,-0.056036,0.788627,-0.084215,-0.093669,-0.072413,-0.073243,1.679248,0.232328,-0.103172,-0.065376,-0.098355,4.25,0.010709,0.065552,0.07009
259,110.451561,1000.0,0.927374,0.926985,0.0,0.0,0.294681,63807.0,0.18669,1.071493,0.159968,0.407243,-0.056265,0.766135,7.24219,-0.6,-0.006,-0.05,-0.12,-1.2,0.500007,-0.002672,-0.004376,0.0,-0.000366,-0.087747,-0.070216,-0.058365,0.805893,-0.085285,-0.091167,-0.074547,-0.075817,1.708954,0.233439,-0.104074,-0.071478,-0.118175,4.833333,0.0114,0.065563,0.080867
260,108.268303,994.26001,0.918519,0.911332,0.041667,0.0,0.29326,57145.0,0.185515,1.053054,0.156749,0.389093,-0.054361,0.718923,7.265209,-0.6,-0.006,-0.05,-0.12,-1.2,0.494017,-0.002579,-0.004352,-0.000833,-0.000344,-0.085989,-0.066668,-0.057755,0.770657,-0.085496,-0.092536,-0.071285,-0.071284,1.683154,0.234937,-0.104611,-0.106619,-0.119043,4.875,0.012611,0.080466,0.08735
261,109.704399,998.98999,0.920842,0.918814,0.041667,0.0,0.291713,66251.0,0.190833,1.076381,0.158627,0.403204,-0.055988,0.741492,7.277863,-0.6,-0.006,-0.05,-0.12,-1.2,0.499582,-0.002641,-0.004875,-0.000333,-0.000346,-0.08685,-0.068944,-0.058419,0.779698,-0.087785,-0.09406,-0.068778,-0.071809,1.696899,0.237201,-0.10809,-0.066201,-0.080202,4.0,0.012485,0.059878,0.089633
262,109.09005,1000.0,0.933874,0.926743,0.0,0.0,0.290294,64751.0,0.183461,1.037361,0.147964,0.370615,-0.050961,0.705466,7.256031,-0.6,-0.006,-0.05,-0.12,-1.2,0.500007,-0.00265,-0.003359,0.0,-0.00033,-0.085266,-0.066381,-0.059286,0.764612,-0.085642,-0.092189,-0.069319,-0.066919,1.714206,0.24923,-0.106977,-0.104987,-0.116605,4.0,0.01243,0.053941,0.074037
263,109.149193,1000.0,0.923577,0.92451,0.0,0.0,0.289142,49649.0,0.187874,1.07149,0.156441,0.423787,-0.057469,0.763094,7.261203,-0.6,-0.006,-0.05,-0.12,-1.2,0.500007,-0.002687,-0.004604,0.0,-0.000361,-0.086226,-0.071754,-0.062418,0.781562,-0.092811,-0.096036,-0.072827,-0.074679,1.705829,0.236178,-0.112183,-0.104262,-0.11956,4.666667,0.011375,0.057737,0.073011
