iteration,reward,episode_length,height_reward,tilt_penalty,tipped_over,collapsed,exploration,steps_per_second
0,0.779267,10.5,0.041894,-0.0007,0.0,0.0,0.998825,5489.0
1,1.634916,30.790697,0.106748,-0.014613,1.117647,0.0,0.998363,11659.0
2,2.46951,46.365593,0.18548,-0.027141,1.809524,0.0,0.998202,10845.0
3,3.462782,64.839996,0.254433,-0.03113,1.8125,0.0,0.998032,11109.0
