iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force
78,77.325035,995.73999,0.906446,0.935372,0.066667,0.0,0.721035,55427.0,0.314297,1.63211,0.086025,0.462916,-0.122496,0.743072,8.410643
79,78.00544,987.820007,0.869492,0.896231,0.157895,0.0,0.71927,50200.0,0.311431,1.538876,0.088245,0.452394,-0.120767,0.729836,8.407864
80,78.112816,987.820007,0.917856,0.939695,0.0,0.0,0.717639,56544.0,0.324077,1.621472,0.099941,0.45813,-0.123599,0.71014,8.434568
81,79.213676,985.340027,0.913056,0.93857,0.071429,0.0,0.717129,51685.0,0.31999,1.60324,0.092932,0.462978,-0.126534,0.841343,8.427378
82,79.161934,985.469971,0.908692,0.941733,0.0,0.0,0.716351,55339.0,0.311629,1.584456,0.081657,0.488535,-0.129528,0.727858,8.437246
83,80.634155,990.119995,0.923285,0.947912,0.0,0.0,0.715255,50036.0,0.306873,1.562083,0.085972,0.395448,-0.106534,0.861245,8.420493
84,80.892914,1000.0,0.919142,0.946001,0.0,0.0,0.713998,44774.0,0.318283,1.583021,0.095852,0.472222,-0.128072,0.774477,8.433132
85,79.087486,996.219971,0.908503,0.939096,0.125,0.0,0.71253,38855.0,0.312735,1.569096,0.091497,0.458992,-0.124078,0.755257,8.442134
86,80.821976,999.369995,0.921192,0.946704,0.041667,0.0,0.709333,46504.0,0.313198,1.582141,0.093033,0.451492,-0.122465,0.763717,8.454752
87,80.058327,1000.0,0.921845,0.94765,0.0,0.0,0.707509,44035.0,0.310884,1.580341,0.092371,0.457899,-0.124192,0.764667,8.44503
88,82.918282,999.590027,0.918424,0.945581,0.041667,0.0,0.705598,47152.0,0.308534,1.563851,0.089745,0.460538,-0.124044,0.810206,8.43759
89,82.151314,1000.0,0.920251,0.947692,0.0,0.0,0.704707,47012.0,0.307194,1.565238,0.090762,0.464991,-0.125193,0.79149,8.401136
90,83.630119,1000.0,0.921989,0.949716,0.0,0.0,0.703113,47342.0,0.307756,1.567787,0.0921,0.45711,-0.124059,0.776153,8.435753
91,82.796165,991.890015,0.917165,0.943196,0.083333,0.0,0.700528,46560.0,0.300241,1.54861,0.090089,0.453924,-0.121522,0.771404,8.442881
92,84.702019,1000.0,0.92266,0.950165,0.0,0.0,0.698066,46749.0,0.303662,1.555264,0.091989,0.457446,-0.123775,0.761026,8.43547
93,83.377068,999.789978,0.92414,0.951214,0.041667,0.0,0.69519,43322.0,0.300288,1.548094,0.091742,0.445065,-0.120395,0.771128,8.423006
94,84.181427,1000.0,0.922845,0.950017,0.0,0.0,0.692996,45348.0,0.302614,1.542138,0.090188,0.455909,-0.122792,0.785499,8.439957
95,82.501236,992.039978,0.906987,0.93182,0.043478,0.0,0.689881,43388.0,0.293921,1.520449,0.090905,0.440273,-0.117624,0.755464,8.434496
96,81.218674,984.289978,0.918344,0.94403,0.041667,0.0,0.688003,46608.0,0.297806,1.533293,0.095682,0.469493,-0.126488,0.813478,8.409273
97,83.667183,999.890015,0.922779,0.952523,0.045455,0.0,0.686315,48412.0,0.299018,1.554311,0.090625,0.419648,-0.112342,0.733129,8.431792
98,85.546036,999.890015,0.924558,0.951903,0.0,0.0,0.685298,48800.0,0.300429,1.553256,0.093529,0.441527,-0.118486,0.835463,8.428828
99,86.263222,973.450012,0.887468,0.91257,0.217391,0.0,0.682308,42722.0,0.285532,1.469858,0.092091,0.443104,-0.118491,0.743511,8.440395
100,84.341484,965.130005,0.892126,0.918412,0.142857,0.0,0.679795,46452.0,0.285182,1.484439,0.090628,0.411581,-0.108668,0.74201,8.44031
101,84.795494,965.650024,0.890411,0.913894,0.125,0.0,0.676986,52797.0,0.286179,1.471866,0.097006,0.444079,-0.120251,0.819892,8.488292
102,83.949844,964.340027,0.91242,0.935534,0.045455,0.0,0.675336,45474.0,0.292089,1.514348,0.096471,0.443689,-0.118035,0.756349,8.441311
103,84.553505,980.22998,0.910256,0.935896,0.095238,0.0,0.674876,46362.0,0.284892,1.471924,0.094376,0.422798,-0.113082,0.810144,8.445655
104,82.651863,974.75,0.882178,0.907259,0.117647,0.0,0.673137,50843.0,0.28353,1.415789,0.094627,0.425964,-0.115575,0.823937,8.45418
105,84.885956,980.359985,0.922912,0.954993,0.0,0.0,0.672082,44670.0,0.288967,1.51096,0.09326,0.427494,-0.112877,0.851414,8.447277
106,87.500786,994.309998,0.917951,0.949354,0.05,0.0,0.670523,41355.0,0.288922,1.491913,0.099477,0.433987,-0.115663,0.83856,8.434414
107,87.289215,989.289978,0.909341,0.934554,0.071429,0.0,0.66925,51011.0,0.27552,1.458608,0.101174,0.467357,-0.124415,0.898761,8.436092
108,85.50869,986.460022,0.918239,0.942978,0.058824,0.0,0.667789,49901.0,0.290031,1.537446,0.101706,0.438975,-0.115815,0.757985,8.442332
109,84.522568,978.849976,0.905757,0.935021,0.055556,0.0,0.66566,49920.0,0.283078,1.479706,0.101544,0.436922,-0.116196,0.760425,8.403416
110,83.720291,989.559998,0.927841,0.953961,0.0,0.0,0.664896,48343.0,0.285943,1.517928,0.099535,0.451859,-0.119527,0.894949,8.437611
111,81.878464,985.030029,0.915145,0.946491,0.058824,0.0,0.663932,56716.0,0.275504,1.473125,0.093069,0.462683,-0.120185,0.776493,8.455147
112,83.316872,985.349976,0.895402,0.919436,0.133333,0.0,0.661692,43110.0,0.272097,1.467371,0.094024,0.437449,-0.114459,0.697648,8.418267
113,80.272797,973.940002,0.907649,0.936984,0.125,0.0,0.660725,38620.0,0.270343,1.457777,0.095839,0.448982,-0.117371,0.826516,8.429246
114,81.028595,973.940002,0.93103,0.959605,0.0,0.0,0.658157,35012.0,0.284967,1.502697,0.10151,0.412175,-0.110434,0.83094,8.450069
115,81.965096,984.25,0.929823,0.95597,0.0,0.0,0.656589,37123.0,0.276723,1.467012,0.100949,0.457457,-0.119387,0.850907,8.411265
116,82.315079,992.559998,0.891454,0.920887,0.142857,0.0,0.654466,53837.0,0.279059,1.438933,0.100756,0.42423,-0.112097,0.677203,8.432963
117,83.077339,989.72998,0.911525,0.936841,0.166667,0.0,0.653256,65486.0,0.276065,1.450622,0.10841,0.475458,-0.125747,0.991594,8.408987
118,83.163574,985.409973,0.921517,0.948838,0.058824,0.0,0.652016,51384.0,0.287547,1.457143,0.108331,0.485706,-0.12917,0.882631,8.414585
119,81.136559,982.679993,0.923904,0.948104,0.058824,0.0,0.650686,56419.0,0.277334,1.487033,0.105534,0.464785,-0.12327,0.748756,8.417505
120,81.189041,986.700012,0.904893,0.931381,0.0625,0.0,0.649322,56291.0,0.270261,1.457261,0.103661,0.476102,-0.123238,0.854744,8.432384
121,81.764503,990.950012,0.920705,0.949201,0.052632,0.0,0.647266,51324.0,0.277828,1.456842,0.104067,0.434375,-0.113433,0.928539,8.40539
122,80.188141,987.559998,0.909611,0.937066,0.153846,0.0,0.64592,60748.0,0.274272,1.404638,0.106888,0.409914,-0.107029,0.833321,8.428027
123,81.039375,986.130005,0.924833,0.954028,0.071429,0.0,0.644833,61051.0,0.280364,1.490997,0.108801,0.421674,-0.107942,0.735747,8.401735
124,82.612656,988.659973,0.9284,0.957709,0.055556,0.0,0.644142,55163.0,0.272589,1.453627,0.102123,0.457811,-0.118057,0.960526,8.371866
125,82.861092,996.01001,0.927288,0.957542,0.055556,0.0,0.643233,47803.0,0.27999,1.414536,0.113103,0.453996,-0.118547,0.932416,8.377759
126,82.345634,995.570007,0.925495,0.953623,0.041667,0.0,0.642311,40094.0,0.276558,1.452135,0.109318,0.459172,-0.119618,0.837753,8.360736
127,85.978043,998.130005,0.929986,0.957671,0.041667,0.0,0.641515,42771.0,0.273872,1.448982,0.112144,0.442918,-0.114041,0.817383,8.329395
128,82.863731,1000.0,0.929202,0.9602,0.041667,0.0,0.640885,43678.0,0.277005,1.438985,0.111205,0.449294,-0.116052,0.837237,8.363609
129,82.530289,1000.0,0.929602,0.958702,0.041667,0.0,0.640175,43601.0,0.274031,1.452813,0.11141,0.439586,-0.113084,0.839853,8.351305
130,80.918526,1000.0,0.927197,0.956914,0.083333,0.0,0.639391,42148.0,0.274266,1.442026,0.11426,0.456781,-0.117071,0.827713,8.359928
131,81.67424,1000.0,0.928754,0.960155,0.0,0.0,0.638512,42624.0,0.273553,1.430302,0.112289,0.445564,-0.114316,0.823994,8.379573
132,81.148109,1000.0,0.929116,0.958819,0.0,0.0,0.637443,40882.0,0.272626,1.443856,0.113869,0.457084,-0.117046,0.806768,8.369434
133,87.198112,1000.0,0.928494,0.958672,0.0,0.0,0.635581,43756.0,0.26789,1.43295,0.112147,0.447923,-0.114647,0.854339,8.364964
134,80.127884,1000.0,0.927625,0.958434,0.0,0.0,0.633568,43393.0,0.269962,1.432165,0.112668,0.454054,-0.115652,0.841402,8.375334
135,82.287788,998.320007,0.929249,0.960631,0.041667,0.0,0.631364,38062.0,0.271564,1.437059,0.116237,0.440605,-0.113426,0.859376,8.352055
136,88.955299,1000.0,0.930465,0.96234,0.0,0.0,0.629185,45487.0,0.271129,1.426913,0.115176,0.419811,-0.107786,0.883404,8.377945
137,80.325752,1000.0,0.931737,0.961041,0.0,0.0,0.627188,42442.0,0.268609,1.423532,0.113673,0.447335,-0.115468,0.802282,8.376451
138,85.463516,1000.0,0.929463,0.961121,0.0,0.0,0.625867,46591.0,0.26576,1.414065,0.113449,0.429278,-0.108573,0.865346,8.377975
139,82.145294,1000.0,0.929163,0.960789,0.0,0.0,0.624976,50188.0,0.267953,1.398568,0.119448,0.444289,-0.112357,0.838096,8.394546
140,80.377747,992.309998,0.918074,0.950029,0.083333,0.0,0.621919,46504.0,0.272641,1.410229,0.119843,0.427076,-0.109088,0.826442,8.365414
141,82.006081,984.130005,0.915061,0.950928,0.086957,0.0,0.61905,47425.0,0.268469,1.396641,0.122638,0.439676,-0.111186,0.851558,8.387636
142,85.138382,991.820007,0.930022,0.961011,0.0,0.0,0.616836,53389.0,0.266878,1.416147,0.120694,0.441314,-0.111076,0.918543,8.363609
143,83.544922,990.969971,0.918707,0.953728,0.055556,0.0,0.61578,53037.0,0.270287,1.395335,0.125695,0.444382,-0.112883,0.868081,8.388975
144,83.410202,992.309998,0.934123,0.965741,0.0,0.0,0.614782,44059.0,0.260981,1.414521,0.112476,0.388512,-0.098447,0.808304,8.394858
145,81.829155,989.849976,0.917477,0.952657,0.095238,0.0,0.612944,47533.0,0.262836,1.407807,0.120078,0.473949,-0.120085,0.797305,8.383373
146,81.234352,988.369995,0.923795,0.956272,0.055556,0.0,0.611192,53589.0,0.272486,1.403919,0.128813,0.418175,-0.104682,0.888427,8.382656
147,82.838219,988.23999,0.906181,0.937006,0.095238,0.0,0.609703,49247.0,0.252861,1.365498,0.113099,0.451648,-0.114109,0.915924,8.376734
148,84.769119,982.840027,0.912739,0.945319,0.052632,0.0,0.607691,52347.0,0.264081,1.38176,0.130881,0.461877,-0.117059,0.903362,8.374582
149,82.338127,984.320007,0.93205,0.962076,0.0,0.0,0.605455,60688.0,0.260382,1.418887,0.122715,0.479248,-0.1194,0.899723,8.402856
150,82.023994,994.599976,0.931061,0.959751,0.0,0.0,0.603813,48307.0,0.262755,1.38952,0.123949,0.430469,-0.107721,0.876309,8.378906
151,84.55645,989.719971,0.917935,0.949399,0.058824,0.0,0.60188,42722.0,0.252532,1.37806,0.115222,0.381499,-0.094208,0.972916,8.390639
152,87.4645,986.580017,0.901859,0.933535,0.125,0.0,0.600547,51156.0,0.261481,1.371655,0.130715,0.444047,-0.112813,0.757857,8.357075
