iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
0,0.582528,15.74,0.0086,0.008897,0.5,0.041667,0.988336,37564.0,0.006546,0.020949,0.000573,0.005627,-0.001043,0.003326,7.153757,-0.1,-0.001,-0.01,-0.02,-0.2,0.006204,-6e-05,-5.4e-05,-0.003659,-8e-06,-0.008557,-0.002802,-0.00042,0.008808,-0.001668,-0.000623,-0.003335,-0.001486,0.008566,0.000678,-0.002957,-1.2e-05,-4e-06,4.708333,0.032775,0.126162,0.223863
1,1.228711,43.369999,0.023974,0.022526,4.875,0.0,0.977975,64439.0,0.022302,0.06868,0.003893,0.018546,-0.003635,0.008534,6.753181,-0.1,-0.001,-0.01,-0.02,-0.2,0.017952,-0.000179,-0.000252,-0.022587,-2.1e-05,-0.025316,-0.008103,-0.001073,0.024984,-0.005032,-0.001809,-0.008633,-0.00404,0.016643,0.001566,-0.008583,-0.000145,-0.000133,3.708333,0.034869,0.151111,0.513382
2,2.174931,65.599998,0.039742,0.037837,4.083333,0.0,0.974083,65175.0,0.035514,0.109308,0.006143,0.029722,-0.00561,0.013943,6.768054,-0.1,-0.001,-0.01,-0.02,-0.2,0.02978,-0.000294,-0.000483,-0.020819,-3.4e-05,-0.041595,-0.013267,-0.001881,0.041452,-0.00793,-0.002992,-0.014583,-0.006704,0.02868,0.002927,-0.014016,-0.00032,-0.000303,3.916667,0.032505,0.163686,0.497324
