iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/even_stance,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
0,-0.817024,15.5,0.008776,0.007938,1.173913,38.391304,0.976634,44414.0,0.009118,0.020622,0.000687,0.004769,-0.001892,0.001678,11.384234,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.005859,-5.8e-05,-4.2e-05,0.0,-0.013258,-0.006074,-0.038923,-0.002572,-0.000369,0.009001,-0.004928,-0.001287,-0.003249,-0.001609,0.010369,0.002914,-0.013678,-1.8e-05,-4.2e-05,38.0,3.608696,0.050931,0.140673,0.309956
1,-2.350386,43.529999,0.022092,0.019101,12.708334,0.0,0.948665,76709.0,0.023376,0.058083,0.003933,0.015003,-0.00472,0.006287,10.661985,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.016059,-0.000163,-0.000223,0.0,-0.029407,-0.014214,-0.113356,-0.00698,-0.000873,0.022989,-0.013161,-0.0033,-0.007311,-0.003887,0.027693,0.00833,-0.038435,-0.000153,-0.000668,0.0,4.458333,0.032523,0.139478,0.652439
2,-2.592487,60.650002,0.035242,0.032829,10.5,0.0,0.920678,77540.0,0.038598,0.096939,0.006014,0.025685,-0.007361,0.010438,10.684299,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.026967,-0.000273,-0.000524,0.0,-0.029739,-0.023887,-0.182462,-0.011537,-0.00151,0.038236,-0.020197,-0.005581,-0.012144,-0.006463,0.045105,0.014065,-0.061649,-0.00044,-0.001937,0.0,3.541667,0.034234,0.141303,0.656344
3,-3.006773,77.139999,0.044792,0.046239,8.791667,0.041667,0.890631,77483.0,0.048251,0.125884,0.007004,0.030366,-0.008562,0.013075,10.568192,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.035301,-0.000352,-0.000528,0.0,-0.02754,-0.029527,-0.23084,-0.014635,-0.002076,0.04875,-0.024892,-0.007084,-0.015451,-0.008041,0.062741,0.020072,-0.077955,-0.00062,-0.003376,0.0,3.75,0.033286,0.134406,0.617847
4,-3.157305,101.550003,0.058876,0.063321,8.916667,0.0,0.876685,77558.0,0.058918,0.16779,0.00944,0.040435,-0.011626,0.019003,10.578876,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.046542,-0.000458,-0.000761,0.0,-0.028062,-0.03966,-0.29186,-0.01919,-0.002705,0.06625,-0.033007,-0.009344,-0.020631,-0.010631,0.089408,0.025163,-0.098866,-0.001476,-0.006887,0.0,3.833333,0.033462,0.121679,0.598565
5,-3.766596,118.239998,0.066791,0.073133,8.125,0.0,0.851665,76362.0,0.075981,0.200401,0.010968,0.045524,-0.012864,0.018261,10.537756,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.05447,-0.000534,-0.000854,0.0,-0.029677,-0.043721,-0.326891,-0.02206,-0.003183,0.075311,-0.037916,-0.011001,-0.023706,-0.011817,0.094697,0.028644,-0.111069,-0.001789,-0.006701,0.0,2.958333,0.03431,0.14042,0.624663
6,-3.49912,129.669998,0.076785,0.082245,7.375,0.0,0.831982,78071.0,0.081339,0.217531,0.011012,0.050491,-0.013811,0.020606,10.51615,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.061378,-0.000599,-0.0009,0.0,-0.02715,-0.050193,-0.352997,-0.024058,-0.003651,0.084562,-0.04018,-0.011817,-0.027003,-0.01367,0.111279,0.03577,-0.120144,-0.002247,-0.009046,0.0,3.5,0.032053,0.145921,0.594993
7,-2.984158,147.699997,0.094415,0.098808,5.541667,0.0,0.809558,78179.0,0.09186,0.261195,0.014074,0.06038,-0.017198,0.027621,10.463647,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.072686,-0.000696,-0.001318,0.0,-0.025572,-0.058283,-0.404743,-0.028347,-0.004224,0.102874,-0.047805,-0.014498,-0.031448,-0.015957,0.136511,0.041122,-0.138312,-0.003466,-0.015118,0.0,3.0,0.031594,0.132715,0.570419
8,-2.534918,157.880005,0.098016,0.111621,6.125,0.0,0.78693,77649.0,0.09876,0.284346,0.013577,0.061661,-0.017695,0.027158,10.46144,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.07959,-0.000773,-0.001357,0.0,-0.025218,-0.065622,-0.427335,-0.030247,-0.004706,0.110456,-0.050088,-0.014945,-0.034259,-0.017906,0.158065,0.047439,-0.14609,-0.00389,-0.013491,0.0,3.291667,0.034295,0.130131,0.554301
9,-2.753175,190.309998,0.125719,0.129986,5.25,0.0,0.763598,77733.0,0.124422,0.330132,0.018266,0.076249,-0.021431,0.031617,10.40695,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.093174,-0.000875,-0.001519,0.0,-0.025469,-0.076008,-0.479921,-0.034607,-0.005306,0.134262,-0.059058,-0.017775,-0.03909,-0.020884,0.164407,0.055779,-0.164602,-0.004695,-0.017807,0.0,3.333333,0.027809,0.132982,0.515858
10,-2.470153,211.190002,0.123363,0.146336,5.583333,0.0,0.742798,77227.0,0.132721,0.362015,0.018925,0.0802,-0.023041,0.0345,10.383577,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.101103,-0.000953,-0.001783,0.0,-0.025824,-0.081504,-0.505491,-0.037444,-0.005791,0.144006,-0.061914,-0.019262,-0.042838,-0.022423,0.185835,0.062095,-0.173837,-0.005826,-0.023917,0.0,3.208333,0.033304,0.130024,0.535147
11,-2.103074,230.309998,0.132272,0.150961,5.041667,0.0,0.728472,76675.0,0.138388,0.362495,0.018492,0.085408,-0.022661,0.035604,10.343285,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.104569,-0.000984,-0.00179,0.0,-0.023768,-0.084087,-0.49983,-0.037495,-0.006001,0.148132,-0.060839,-0.019038,-0.042171,-0.023343,0.188283,0.069164,-0.172603,-0.006787,-0.02956,0.0,3.458333,0.0311,0.140362,0.514349
12,-1.390711,235.940002,0.1564,0.171155,4.333333,0.0,0.715004,75934.0,0.150645,0.420836,0.021657,0.092545,-0.025355,0.044091,10.329623,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.118738,-0.001099,-0.001888,0.0,-0.022354,-0.091533,-0.551987,-0.04211,-0.006727,0.166972,-0.07178,-0.021863,-0.048559,-0.025421,0.226364,0.074594,-0.190912,-0.007387,-0.033083,0.0,3.416667,0.030679,0.145047,0.464075
13,-1.446896,254.820007,0.159406,0.187918,3.708333,0.0,0.702874,75730.0,0.169704,0.449046,0.023124,0.11073,-0.028428,0.047932,10.301062,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.129598,-0.001212,-0.002143,0.0,-0.019563,-0.110028,-0.586289,-0.044193,-0.00725,0.192583,-0.074114,-0.023023,-0.050011,-0.030747,0.226826,0.085408,-0.203109,-0.009664,-0.047919,0.0,3.5,0.031706,0.146782,0.423985
14,-1.228642,268.98999,0.17052,0.197852,4.0,0.0,0.692906,76817.0,0.204171,0.460279,0.026771,0.116114,-0.031223,0.040057,10.283988,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.133721,-0.001231,-0.002295,0.0,-0.023544,-0.110911,-0.583657,-0.046553,-0.007466,0.20121,-0.076581,-0.024676,-0.054921,-0.031066,0.196215,0.088986,-0.20251,-0.013149,-0.035119,0.0,3.0,0.032535,0.140038,0.495947
15,-0.138922,293.839996,0.182918,0.207085,3.666667,0.0,0.684141,71294.0,0.18317,0.496842,0.027797,0.107438,-0.030826,0.049712,10.271915,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.142602,-0.001302,-0.002566,0.0,-0.021743,-0.106555,-0.605944,-0.04902,-0.007867,0.204162,-0.081415,-0.026341,-0.056138,-0.029896,0.267065,0.094418,-0.210623,-0.014792,-0.053721,0.0,3.0,0.030347,0.147298,0.441799
16,1.326303,309.76001,0.189235,0.21764,2.583333,0.0,0.675076,70467.0,0.189046,0.522391,0.028296,0.116084,-0.031785,0.049864,10.275992,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.150028,-0.001365,-0.002587,0.0,-0.019194,-0.115781,-0.622904,-0.050238,-0.008273,0.218136,-0.081611,-0.026988,-0.058039,-0.032199,0.282818,0.103971,-0.216963,-0.015672,-0.036998,0.0,2.75,0.028817,0.144379,0.438161
17,1.385785,327.459991,0.221392,0.244966,2.565217,0.0,0.664827,79598.0,0.228819,0.558553,0.033625,0.138083,-0.036975,0.059748,10.273087,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.164757,-0.001473,-0.002766,0.0,-0.017767,-0.136436,-0.662629,-0.053301,-0.009018,0.251041,-0.087117,-0.028072,-0.061678,-0.038426,0.273893,0.117926,-0.231424,-0.015139,-0.049034,0.0,3.26087,0.029001,0.141151,0.399287
