iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/even_stance,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/hips_home,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
0,-1.236063,20.459999,0.008367,0.008575,2.166667,67.541672,0.976239,59150.0,0.008007,0.019996,0.000565,0.00496,-0.00174,0.002113,11.400881,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.005874,-5.9e-05,-3.4e-05,0.0,-0.011549,-0.005989,0.0,-0.040004,-0.002586,-0.000365,0.008742,-0.004929,-0.001227,-0.003106,-0.001609,0.011706,0.002951,-0.013928,-2e-05,-4.1e-05,66.875,7.916667,0.050996,0.124095,0.280628
1,-2.128325,40.549999,0.021996,0.019044,19.208334,0.041667,0.947047,111347.0,0.022508,0.057152,0.003825,0.014515,-0.004538,0.006334,10.651745,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.015886,-0.000161,-0.000245,0.0,-0.0278,-0.013843,0.0,-0.111478,-0.006878,-0.000853,0.022316,-0.012717,-0.003316,-0.00696,-0.003718,0.028108,0.008147,-0.037771,-0.000148,-0.000619,0.0,8.25,0.03276,0.13832,0.613373
2,-2.617487,58.950001,0.034722,0.033795,16.958334,0.0,0.919137,110381.0,0.037595,0.095766,0.005595,0.023271,-0.006906,0.00987,10.672468,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.026518,-0.000266,-0.000433,0.0,-0.028142,-0.022541,0.0,-0.180062,-0.011096,-0.001508,0.036812,-0.019128,-0.005409,-0.011817,-0.006077,0.046074,0.01451,-0.060772,-0.000406,-0.001803,0.0,7.291667,0.033363,0.138019,0.607851
3,-2.878508,81.769997,0.045881,0.046947,17.458334,0.0,0.889062,103320.0,0.04952,0.129336,0.00728,0.032058,-0.009018,0.01385,10.623697,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.035616,-0.000354,-0.000565,0.0,-0.027857,-0.029926,0.0,-0.231661,-0.014836,-0.00207,0.049931,-0.025482,-0.007253,-0.016234,-0.00807,0.062716,0.018938,-0.078349,-0.000881,-0.003466,0.0,7.625,0.032425,0.127417,0.601615
4,-3.109562,97.540001,0.055492,0.059059,15.583334,0.0,0.863961,100040.0,0.058878,0.158735,0.008428,0.03651,-0.010498,0.014692,10.57651,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.044187,-0.000436,-0.000769,0.0,-0.02737,-0.036551,0.0,-0.274782,-0.017935,-0.00257,0.060923,-0.030851,-0.008758,-0.01947,-0.009975,0.079464,0.024411,-0.093106,-0.001199,-0.004188,0.0,7.208333,0.03286,0.137425,0.591791
5,-3.610483,121.739998,0.071875,0.074845,13.125,0.0,0.836044,106285.0,0.071656,0.198173,0.010222,0.043792,-0.012689,0.019091,10.523273,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.054929,-0.000538,-0.000926,0.0,-0.026324,-0.043326,0.0,-0.327272,-0.022147,-0.003214,0.075174,-0.037872,-0.010961,-0.0242,-0.011863,0.103223,0.030644,-0.1111,-0.002083,-0.006976,0.0,6.625,0.030449,0.139153,0.565677
6,-2.858487,137.389999,0.080242,0.084631,12.75,0.0,0.808982,110800.0,0.080538,0.224096,0.011367,0.053516,-0.014482,0.02388,10.501288,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.062482,-0.000607,-0.001037,0.0,-0.027121,-0.051182,0.0,-0.356458,-0.024107,-0.003616,0.087395,-0.040394,-0.012077,-0.026676,-0.01403,0.115699,0.036759,-0.121477,-0.002435,-0.010214,0.0,6.0,0.03111,0.136053,0.597006
7,-2.961899,145.289993,0.095258,0.103541,9.5,0.0,0.784219,112636.0,0.096993,0.267828,0.013752,0.058527,-0.016938,0.0258,10.456625,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.074531,-0.000717,-0.001098,0.0,-0.024925,-0.06,0.0,-0.410948,-0.02883,-0.004325,0.104356,-0.049311,-0.014427,-0.031544,-0.016206,0.139766,0.043267,-0.140282,-0.003809,-0.014206,0.0,5.75,0.030864,0.152588,0.552147
8,-4.098832,178.259995,0.103697,0.119462,9.875,0.0,0.762132,105836.0,0.118608,0.304412,0.016517,0.072483,-0.020196,0.029412,10.404169,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.085172,-0.000813,-0.001256,0.0,-0.023903,-0.073191,0.0,-0.45093,-0.032208,-0.004939,0.125262,-0.054086,-0.016143,-0.035833,-0.020146,0.144382,0.049894,-0.154243,-0.005371,-0.019069,0.0,6.583333,0.031407,0.132863,0.536521
9,-3.150922,194.210007,0.116815,0.128082,8.541667,0.0,0.741221,103914.0,0.121984,0.319389,0.018551,0.075061,-0.021318,0.030492,10.378562,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.0903,-0.000853,-0.001467,0.0,-0.023693,-0.075795,0.0,-0.455015,-0.033727,-0.005173,0.133371,-0.055709,-0.017075,-0.037974,-0.020938,0.155735,0.054544,-0.156146,-0.005065,-0.022547,0.0,5.833333,0.02975,0.154055,0.510058
10,-1.674505,209.029999,0.127442,0.147617,7.666667,0.0,0.722787,101630.0,0.134614,0.363355,0.018253,0.084068,-0.022723,0.037423,10.345123,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.103448,-0.000984,-0.001737,0.0,-0.022498,-0.085724,0.0,-0.504006,-0.037245,-0.005895,0.148726,-0.061469,-0.018907,-0.0422,-0.023838,0.192425,0.064632,-0.173414,-0.008518,-0.027275,0.0,5.833333,0.030762,0.14375,0.492415
11,-1.360066,232.860001,0.148256,0.160367,6.791667,0.0,0.708588,106172.0,0.145651,0.394608,0.021531,0.091924,-0.025892,0.042835,10.31577,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.113137,-0.001058,-0.001759,0.0,-0.021918,-0.091975,0.0,-0.534329,-0.040573,-0.006369,0.165898,-0.06785,-0.021278,-0.046539,-0.025698,0.207803,0.071093,-0.184,-0.009013,-0.040655,0.0,5.583333,0.02812,0.153234,0.481102
12,-1.06988,237.779999,0.148239,0.175409,5.625,0.0,0.696725,108472.0,0.160322,0.423619,0.021204,0.091332,-0.025601,0.038018,10.305217,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.120554,-0.00111,-0.0017,0.0,-0.020552,-0.092939,0.0,-0.54679,-0.042193,-0.006736,0.170963,-0.070717,-0.022234,-0.048317,-0.025942,0.218483,0.078052,-0.188985,-0.007,-0.027529,0.0,5.541667,0.031017,0.150448,0.450681
